선수명,연도,소속팀명,연봉,WAR,상세url
심정수,2007,삼성,"75,000",5.165,http://www.statiz.co.kr/player.php?name=심정수
박진만,2007,삼성,"55,000",4.420,http://www.statiz.co.kr/player.php?name=박진만
임창용,2007,삼성,"50,000",1.322,http://www.statiz.co.kr/player.php?name=임창용
진갑용,2007,삼성,"50,000",2.245,http://www.statiz.co.kr/player.php?name=진갑용
김한수,2007,삼성,"40,000",-0.582,http://www.statiz.co.kr/player.php?name=김한수
양준혁,2007,삼성,"40,000",6.718,http://www.statiz.co.kr/player.php?name=양준혁
배영수,2007,삼성,"30,000",,http://www.statiz.co.kr/player.php?name=배영수
박한이,2007,삼성,"27,000",2.611,http://www.statiz.co.kr/player.php?name=박한이
박종호,2007,삼성,"22,500",-0.145,http://www.statiz.co.kr/player.php?name=박종호
전병호,2007,삼성,"22,500",1.814,http://www.statiz.co.kr/player.php?name=전병호
권오준,2007,삼성,"19,000",0.524,http://www.statiz.co.kr/player.php?name=권오준
오상민,2007,삼성,"15,000",0.257,http://www.statiz.co.kr/player.php?name=오상민
김재걸,2007,삼성,"15,000",0.502,http://www.statiz.co.kr/player.php?name=김재걸
조동찬,2007,삼성,"13,000",-0.157,http://www.statiz.co.kr/player.php?name=조동찬
김종훈,2007,삼성,"13,000",-0.447,http://www.statiz.co.kr/player.php?name=김종훈
오승환,2007,삼성,"13,000",3.659,http://www.statiz.co.kr/player.php?name=오승환
김창희,2007,삼성,"13,000",0.665,http://www.statiz.co.kr/player.php?name=김창희
김대익,2007,삼성,"10,000",-0.192,http://www.statiz.co.kr/player.php?name=김대익
신명철,2007,삼성,"7,500",1.021,http://www.statiz.co.kr/player.php?name=신명철
임동규,2007,삼성,"7,500",-0.097,http://www.statiz.co.kr/player.php?name=임동규
박정환,2007,삼성,"6,500",-0.092,http://www.statiz.co.kr/player.php?name=박정환
권혁,2007,삼성,"5,500",3.011,http://www.statiz.co.kr/player.php?name=권혁
강봉규,2007,삼성,"5,400",0.843,http://www.statiz.co.kr/player.php?name=강봉규
이정식,2007,삼성,"5,000",0.155,http://www.statiz.co.kr/player.php?name=이정식
안지만,2007,삼성,"4,875",2.529,http://www.statiz.co.kr/player.php?name=안지만
강명구,2007,삼성,"4,500",0.089,http://www.statiz.co.kr/player.php?name=강명구
조영훈,2007,삼성,"4,000",-1.168,http://www.statiz.co.kr/player.php?name=조영훈
정홍준,2007,삼성,"3,200",,http://www.statiz.co.kr/player.php?name=정홍준
채형직,2007,삼성,"3,000",,http://www.statiz.co.kr/player.php?name=채형직
조현근,2007,삼성,"2,700",1.055,http://www.statiz.co.kr/player.php?name=조현근
김영복,2007,삼성,"2,600",,http://www.statiz.co.kr/player.php?name=김영복
이태호,2007,삼성,"2,400",-0.381,http://www.statiz.co.kr/player.php?name=이태호
권오원,2007,삼성,"2,400",0.126,http://www.statiz.co.kr/player.php?name=권오원
김문수,2007,삼성,"2,300",0.208,http://www.statiz.co.kr/player.php?name=김문수
강유삼,2007,삼성,"2,300",,http://www.statiz.co.kr/player.php?name=강유삼
백준영,2007,삼성,"2,300",,http://www.statiz.co.kr/player.php?name=백준영
손승현,2007,삼성,"2,300",-0.040,http://www.statiz.co.kr/player.php?name=손승현
양영동,2007,삼성,"2,200",,http://www.statiz.co.kr/player.php?name=양영동
유용목,2007,삼성,"2,200",-0.022,http://www.statiz.co.kr/player.php?name=유용목
모상기,2007,삼성,"2,200",,http://www.statiz.co.kr/player.php?name=모상기
김상수,2007,삼성,"2,100",,http://www.statiz.co.kr/player.php?name=김상수
김기태,2007,삼성,"2,100",0.158,http://www.statiz.co.kr/player.php?name=김기태
차우찬,2007,삼성,"2,100",-0.155,http://www.statiz.co.kr/player.php?name=차우찬
강희성,2007,삼성,"2,100",,http://www.statiz.co.kr/player.php?name=강희성
김형근,2007,삼성,"2,000",,http://www.statiz.co.kr/player.php?name=김형근
현승민,2007,삼성,"2,000",,http://www.statiz.co.kr/player.php?name=현승민
곽동훈,2007,삼성,"2,000",,http://www.statiz.co.kr/player.php?name=곽동훈
