선수명,연도,소속팀명,연봉,WAR,상세url
심정수,2005,삼성,"75,000",4.885,http://www.statiz.co.kr/player.php?name=심정수
임창용,2005,삼성,"50,000",0.395,http://www.statiz.co.kr/player.php?name=임창용
김한수,2005,삼성,"40,000",2.694,http://www.statiz.co.kr/player.php?name=김한수
박진만,2005,삼성,"35,000",1.894,http://www.statiz.co.kr/player.php?name=박진만
양준혁,2005,삼성,"33,000",1.791,http://www.statiz.co.kr/player.php?name=양준혁
진갑용,2005,삼성,"24,000",2.961,http://www.statiz.co.kr/player.php?name=진갑용
박종호,2005,삼성,"22,500",2.277,http://www.statiz.co.kr/player.php?name=박종호
배영수,2005,삼성,"22,000",6.022,http://www.statiz.co.kr/player.php?name=배영수
김현욱,2005,삼성,"18,000",,http://www.statiz.co.kr/player.php?name=김현욱
박한이,2005,삼성,"15,000",3.535,http://www.statiz.co.kr/player.php?name=박한이
김진웅,2005,삼성,"14,500",-0.003,http://www.statiz.co.kr/player.php?name=김진웅
강동우,2005,삼성,"13,500",0.749,http://www.statiz.co.kr/player.php?name=강동우
전병호,2005,삼성,"11,500",1.068,http://www.statiz.co.kr/player.php?name=전병호
김종훈,2005,삼성,"11,000",0.576,http://www.statiz.co.kr/player.php?name=김종훈
신동주,2005,삼성,"10,000",,http://www.statiz.co.kr/player.php?name=신동주
박석진,2005,삼성,"10,000",1.414,http://www.statiz.co.kr/player.php?name=박석진
김대익,2005,삼성,"9,000",0.669,http://www.statiz.co.kr/player.php?name=김대익
권오준,2005,삼성,"7,500",2.951,http://www.statiz.co.kr/player.php?name=권오준
김재걸,2005,삼성,"6,500",0.187,http://www.statiz.co.kr/player.php?name=김재걸
권혁,2005,삼성,"5,500",,http://www.statiz.co.kr/player.php?name=권혁
조동찬,2005,삼성,"5,400",3.609,http://www.statiz.co.kr/player.php?name=조동찬
강영식,2005,삼성,"4,700",0.195,http://www.statiz.co.kr/player.php?name=강영식
윤성환,2005,삼성,"4,000",,http://www.statiz.co.kr/player.php?name=윤성환
라형진,2005,삼성,"4,000",0.476,http://www.statiz.co.kr/player.php?name=라형진
김덕윤,2005,삼성,"2,800",0.354,http://www.statiz.co.kr/player.php?name=김덕윤
안지만,2005,삼성,"2,600",1.882,http://www.statiz.co.kr/player.php?name=안지만
이정식,2005,삼성,"2,600",0.142,http://www.statiz.co.kr/player.php?name=이정식
강명구,2005,삼성,"2,500",0.502,http://www.statiz.co.kr/player.php?name=강명구
박석민,2005,삼성,"2,400",-0.054,http://www.statiz.co.kr/player.php?name=박석민
이태호,2005,삼성,"2,200",0.000,http://www.statiz.co.kr/player.php?name=이태호
손주인,2005,삼성,"2,200",0.034,http://www.statiz.co.kr/player.php?name=손주인
김영복,2005,삼성,"2,100",-0.056,http://www.statiz.co.kr/player.php?name=김영복
임세업,2005,삼성,"2,100",,http://www.statiz.co.kr/player.php?name=임세업
이장희,2005,삼성,"2,100",,http://www.statiz.co.kr/player.php?name=이장희
허연철,2005,삼성,"2,100",-0.031,http://www.statiz.co.kr/player.php?name=허연철
곽용섭,2005,삼성,"2,100",0.005,http://www.statiz.co.kr/player.php?name=곽용섭
임동규,2005,삼성,"2,100",1.648,http://www.statiz.co.kr/player.php?name=임동규
최형우,2005,삼성,"2,100",,http://www.statiz.co.kr/player.php?name=최형우
안태영,2005,삼성,"2,000",,http://www.statiz.co.kr/player.php?name=안태영
오상준,2005,삼성,"2,000",,http://www.statiz.co.kr/player.php?name=오상준
김태훈,2005,삼성,"2,000",,http://www.statiz.co.kr/player.php?name=김태훈
서홍준,2005,삼성,"2,000",,http://www.statiz.co.kr/player.php?name=서홍준
정광섭,2005,삼성,"2,000",,http://www.statiz.co.kr/player.php?name=정광섭
채형직,2005,삼성,"2,000",,http://www.statiz.co.kr/player.php?name=채형직
김형근,2005,삼성,"2,000",,http://www.statiz.co.kr/player.php?name=김형근
