선수명,ID,팀명,평균자책점,경기,승리,패배,세이브,홀드,승률,이닝,피안타,홈런,볼넷,사구,삼진,실점,자책점,이닝당_출루허용률,완투,완봉,퀄리티스타트,블론세이브,타자수,투구수,피안타율,2루타,3루타,희생번트,희생플라이,고의4구,폭투,보크,선발,선발승,구원승,종료,세이브기회,터프세이브,병살타,땅볼,뜬공,땅볼/뜬공,인플레이타구타율,투구수/경기,투구수/이닝,9이닝당 삼진,9이닝당 볼넷,삼진/볼넷,피출루율,피장타율,피OPS
윤석민,75620,KIA,3.19,16,2,2,1,6,0.500,31,36,1,8,5,26,14,11,1.42,1,0,2,0,139,516,0.286,2,1,0,0,0,1,0,3,1,1,5,7,0,3,32,32,1.00,0.354,32.3,16.6,7.55,2.32,3.25,0.353,0.341,0.694
헥터,66643,KIA,3.40,31,15,5,0,0,0.750,206 2/3,211,7,51,6,139,88,78,1.27,3,1,21,0,868,3334,0.268,34,3,13,12,0,7,0,31,15,0,3,0,0,14,225,223,1.01,0.313,107.5,16.1,6.05,2.22,2.73,0.313,0.346,0.659
최영필,97336,KIA,3.61,54,4,3,2,10,0.571,57 1/3,74,6,8,3,54,26,23,1.43,0,0,0,1,249,934,0.316,11,1,1,3,0,5,0,3,0,4,9,14,0,4,45,64,0.70,0.384,17.3,16.3,8.48,1.26,6.75,0.343,0.449,0.792
양현종,77637,KIA,3.68,31,10,12,0,0,0.455,200 1/3,191,19,77,2,146,96,82,1.34,3,0,22,0,850,3207,0.255,31,2,16,5,0,6,2,31,10,0,3,0,0,21,213,205,1.04,0.292,103.5,16.0,6.56,3.46,1.90,0.324,0.377,0.701
임창용,95657,KIA,4.37,34,3,3,15,0,0.500,35,45,5,10,1,38,18,17,1.57,0,0,0,6,159,614,0.313,7,1,2,2,3,5,1,0,0,3,25,21,2,3,25,38,0.66,0.388,18.1,17.5,9.77,2.57,3.80,0.357,0.479,0.836
김진우,72641,KIA,4.80,11,2,1,0,2,0.667,15,16,3,5,2,10,8,8,1.40,0,0,0,0,65,242,0.276,4,0,0,0,1,2,0,0,0,2,1,2,0,1,19,13,1.46,0.289,22.0,16.1,6.00,3.00,2.00,0.354,0.500,0.854
김명찬,65696,KIA,4.85,11,0,0,0,1,-,13,17,1,4,1,10,7,7,1.62,0,0,0,0,59,233,0.315,4,0,0,0,0,2,0,0,0,0,4,0,0,1,20,7,2.86,0.372,21.2,17.9,6.92,2.77,2.50,0.373,0.444,0.817
한승혁,61666,KIA,4.86,36,3,2,1,9,0.600,33 1/3,36,3,19,2,31,21,18,1.65,0,0,0,0,152,610,0.286,7,1,3,2,1,8,0,0,0,3,7,8,1,2,26,35,0.74,0.351,16.9,18.3,8.37,5.13,1.63,0.383,0.429,0.812
홍건희,61643,KIA,4.98,50,4,4,4,5,0.500,90 1/3,103,10,41,1,83,53,50,1.59,0,0,2,3,407,1631,0.288,17,1,3,4,2,8,0,9,3,1,16,15,0,5,72,104,0.69,0.346,32.6,18.1,8.27,4.08,2.02,0.359,0.425,0.784
김광수,70142,KIA,5.16,54,2,6,7,14,0.250,52 1/3,67,5,22,0,39,31,30,1.70,0,0,0,4,241,970,0.312,10,1,3,1,1,2,0,0,0,2,13,25,1,7,48,62,0.77,0.360,18.0,18.5,6.71,3.78,1.77,0.374,0.437,0.811
지크,66628,KIA,5.27,30,10,13,0,0,0.435,152,188,16,68,5,125,104,89,1.68,0,0,11,0,705,2819,0.306,30,1,9,9,0,5,1,29,10,0,1,0,0,16,155,155,1.00,0.357,94.0,18.5,7.40,4.03,1.84,0.375,0.436,0.811
김윤동,62648,KIA,5.43,31,0,3,2,2,0.000,53,48,9,38,3,47,33,32,1.62,0,0,0,1,242,1046,0.241,8,0,1,1,0,4,0,5,0,0,10,5,1,3,55,50,1.10,0.271,33.7,19.7,7.98,6.45,1.24,0.369,0.417,0.786
정동현,66659,KIA,6.00,9,1,2,0,0,0.333,18,20,2,6,2,4,13,12,1.44,0,0,0,0,79,277,0.286,7,0,1,0,1,0,0,3,1,0,2,1,0,2,24,22,1.09,0.281,30.8,15.4,2.00,3.00,0.67,0.359,0.471,0.830
임기준,60634,KIA,6.03,19,0,2,1,1,0.000,31 1/3,37,2,33,4,15,23,21,2.23,0,0,0,0,158,630,0.316,5,1,3,1,1,1,0,6,0,0,3,1,0,3,31,35,0.89,0.347,33.2,20.1,4.31,9.48,0.45,0.477,0.427,0.904
고효준,72523,KIA,6.07,24,0,2,0,2,0.000,46,54,6,29,2,52,39,31,1.80,0,0,0,0,222,924,0.290,12,1,3,2,1,3,1,6,0,0,1,2,0,5,45,37,1.22,0.369,38.5,20.1,10.17,5.67,1.79,0.388,0.462,0.850
박준표,63638,KIA,6.27,46,4,0,0,5,1.000,51 2/3,60,4,22,8,33,39,36,1.59,0,0,0,2,238,894,0.297,11,1,2,4,3,2,0,2,0,4,6,8,0,10,67,46,1.46,0.331,19.4,17.3,5.75,3.83,1.50,0.381,0.421,0.802
심동섭,60636,KIA,6.45,54,5,2,1,13,0.714,37 2/3,45,5,21,4,33,30,27,1.75,0,0,0,1,182,760,0.292,3,0,1,2,0,2,0,0,0,5,4,19,0,3,32,46,0.70,0.339,14.1,20.2,7.88,5.02,1.57,0.387,0.409,0.796
한기주,76610,KIA,7.62,29,4,3,1,1,0.571,56 2/3,81,11,30,5,27,48,48,1.96,0,0,0,1,278,1020,0.342,12,1,5,1,3,1,0,5,2,2,11,2,0,7,77,53,1.45,0.350,35.2,18.0,4.29,4.76,0.90,0.425,0.540,0.965
정용운,79617,KIA,7.89,12,0,1,0,0,0.000,21 2/3,31,1,20,0,12,21,19,2.35,0,0,0,0,113,453,0.348,3,3,2,2,1,3,1,3,0,0,2,1,0,1,16,32,0.50,0.385,37.8,20.9,4.98,8.31,0.60,0.459,0.483,0.942
곽정철,75668,KIA,7.90,27,0,1,2,1,0.000,27 1/3,34,3,22,2,16,24,24,2.05,0,0,0,1,137,526,0.309,8,1,2,1,0,1,1,0,0,0,12,6,0,2,22,39,0.56,0.337,19.5,19.2,5.27,7.24,0.73,0.430,0.482,0.912
배힘찬,72321,KIA,7.94,3,0,0,1,0,-,5 2/3,7,1,3,0,2,6,5,1.76,0,0,0,0,27,78,0.292,1,0,0,0,0,0,0,0,0,0,3,1,0,0,7,8,0.88,0.286,26.0,13.8,3.18,4.76,0.67,0.370,0.458,0.828
전상현,66609,KIA,8.10,8,0,2,0,1,0.000,13 1/3,19,3,8,0,11,13,12,2.03,0,0,0,0,67,272,0.345,3,1,3,1,0,0,0,1,0,0,2,0,0,0,7,19,0.37,0.381,34.0,20.4,7.43,5.40,1.38,0.422,0.600,1.022
이준영,65665,KIA,8.66,13,0,2,0,1,0.000,17 2/3,22,4,11,0,7,17,17,1.87,0,0,0,1,87,360,0.293,3,2,1,0,0,1,0,1,0,0,2,3,0,0,17,29,0.59,0.281,27.7,20.4,3.57,5.60,0.64,0.384,0.547,0.931
유창식,61715,KIA,20.25,1,0,0,0,0,-,1 1/3,2,1,6,0,0,3,3,6.00,0,0,0,0,11,50,0.500,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,-,0.333,50.0,37.5,0.00,40.50,0.00,0.800,1.250,2.050
