선수명,ID,팀명,평균자책점,경기,승리,패배,세이브,홀드,승률,이닝,피안타,홈런,볼넷,사구,삼진,실점,자책점,이닝당_출루허용률,완투,완봉,퀄리티스타트,블론세이브,타자수,투구수,피안타율,2루타,3루타,희생번트,희생플라이,고의4구,폭투,보크,선발,선발승,구원승,종료,세이브기회,터프세이브,병살타,땅볼,뜬공,땅볼/뜬공,인플레이타구타율,투구수/경기,투구수/이닝,9이닝당 삼진,9이닝당 볼넷,삼진/볼넷,피출루율,피장타율,피OPS
전병두,73228,KIA,3.00,49,3,2,5,2,0.600,57,37,5,36,3,55,20,19,1.28,0,0,0,0,240,999,0.190,11,0,5,1,0,1,0,2,0,3,14,10,0,7,42,62,0.68,0.235,20.4,17.5,8.68,5.68,1.53,0.323,0.323,0.646
신용운,72649,KIA,3.08,41,4,6,7,4,0.400,61 1/3,56,6,33,4,31,26,21,1.45,0,0,1,0,269,1020,0.248,14,1,4,2,4,2,0,1,1,3,21,11,1,3,77,64,1.20,0.262,24.9,16.6,4.55,4.84,0.94,0.351,0.398,0.749
이강철,89620,KIA,3.20,18,0,1,0,3,0.000,19 2/3,23,1,8,4,15,7,7,1.58,0,0,0,0,85,339,0.324,3,1,1,1,0,0,0,0,0,0,3,4,0,3,16,18,0.89,0.393,18.8,17.2,6.86,3.66,1.88,0.417,0.437,0.854
차정민,75663,KIA,3.50,30,4,1,0,3,0.800,36,36,2,15,7,19,17,14,1.42,0,0,0,0,160,652,0.269,11,1,0,4,2,7,0,0,0,4,3,0,0,6,43,40,1.08,0.291,21.7,18.1,4.75,3.75,1.27,0.363,0.410,0.773
김진우,72641,KIA,3.91,31,6,10,1,0,0.375,145,126,10,61,12,123,71,63,1.29,6,1,11,0,623,2416,0.237,19,0,14,5,1,10,1,23,6,0,11,1,0,14,186,101,1.84,0.288,77.9,16.7,7.63,3.79,2.02,0.327,0.330,0.657
그레이싱어,75659,KIA,3.93,14,6,6,0,0,0.500,75 2/3,72,6,16,8,58,38,33,1.16,0,0,6,0,320,1215,0.251,12,1,8,1,0,3,0,13,5,1,1,0,0,4,92,66,1.39,0.295,86.8,16.1,6.90,1.90,3.63,0.308,0.362,0.670
최향남,90687,KIA,4.10,12,2,5,1,0,0.286,41 2/3,39,5,20,4,31,20,19,1.42,0,0,1,0,184,723,0.253,5,1,4,2,0,2,0,9,2,0,1,1,1,3,44,42,1.05,0.283,60.3,17.4,6.70,4.32,1.55,0.350,0.396,0.746
블랭크,75653,KIA,4.26,20,4,4,0,0,0.500,93,85,16,41,6,45,47,44,1.35,0,0,7,0,403,1531,0.244,12,0,5,2,1,2,0,18,4,0,0,1,0,6,96,125,0.77,0.238,76.6,16.5,4.35,3.97,1.10,0.332,0.415,0.747
윤석민,75620,KIA,4.29,53,3,4,7,0,0.429,84,92,8,32,6,49,47,40,1.48,0,0,0,0,372,1370,0.288,18,0,10,4,2,3,0,0,0,3,25,10,2,6,90,93,0.97,0.315,25.8,16.3,5.25,3.43,1.53,0.359,0.419,0.778
이상화,74647,KIA,4.32,6,0,0,0,0,-,8 1/3,10,0,3,1,5,4,4,1.56,0,0,0,0,38,138,0.303,2,0,1,0,0,0,0,0,0,0,2,0,0,0,11,7,1.57,0.357,23.0,16.6,5.40,3.24,1.67,0.378,0.364,0.742
강철민,72627,KIA,4.68,23,3,8,0,0,0.273,92 1/3,99,14,52,11,68,52,48,1.64,0,0,5,0,424,1684,0.280,15,0,7,1,0,1,0,18,3,0,0,0,0,9,99,88,1.13,0.313,73.2,18.2,6.63,5.07,1.31,0.388,0.442,0.830
조태수,73657,KIA,5.75,25,0,1,0,1,0.000,36,47,9,14,3,27,27,23,1.69,0,0,0,0,169,616,0.313,9,0,1,1,0,2,0,1,0,0,8,0,0,5,36,41,0.88,0.330,24.6,17.1,6.75,3.50,1.93,0.381,0.553,0.934
