선수명,ID,팀명,평균자책점,경기,승리,패배,세이브,홀드,승률,이닝,피안타,홈런,볼넷,사구,삼진,실점,자책점,이닝당_출루허용률,완투,완봉,퀄리티스타트,블론세이브,타자수,투구수,피안타율,2루타,3루타,희생번트,희생플라이,고의4구,폭투,보크,선발,선발승,구원승,종료,세이브기회,터프세이브,병살타,땅볼,뜬공,땅볼/뜬공,인플레이타구타율,투구수/경기,투구수/이닝,9이닝당 삼진,9이닝당 볼넷,삼진/볼넷,피출루율,피장타율,피OPS
김준,78823,KIA,-,1,0,0,0,0,-,0,0,0,1,0,0,0,0,-,0,0,0,0,2,12,-,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0.000,12.0,-,-,-,0.00,1.000,-,1.000
최영필,97336,KIA,3.19,40,4,2,0,14,0.667,53 2/3,52,6,15,1,45,25,19,1.25,0,0,0,3,228,865,0.252,13,0,4,2,1,3,0,0,0,4,4,15,0,2,50,61,0.82,0.293,21.6,16.1,7.55,2.52,3.00,0.304,0.403,0.707
어센시오,64641,KIA,4.05,46,4,1,20,0,0.800,46 2/3,49,5,14,2,56,24,21,1.35,0,0,0,7,207,804,0.259,12,1,0,2,0,5,0,0,0,4,41,27,1,2,54,32,1.69,0.338,17.5,17.2,10.80,2.70,4.00,0.314,0.413,0.727
양현종,77637,KIA,4.25,29,16,8,0,0,0.667,171 1/3,162,12,77,4,165,85,81,1.39,0,0,17,0,732,2878,0.253,30,6,7,3,1,5,0,29,16,0,0,0,0,16,165,152,1.09,0.321,99.2,16.8,8.67,4.04,2.14,0.335,0.374,0.709
토마스,64659,KIA,4.44,10,2,2,0,0,0.500,46 2/3,55,3,19,1,51,26,23,1.59,0,0,3,0,210,847,0.296,9,0,3,1,1,0,0,9,2,0,1,0,0,3,40,41,0.98,0.391,84.7,18.2,9.84,3.66,2.68,0.362,0.392,0.754
홀튼,64658,KIA,4.80,17,5,8,0,0,0.385,93 2/3,96,10,48,3,58,54,50,1.54,0,0,10,0,417,1663,0.272,24,2,7,6,0,4,0,17,5,0,0,0,0,8,81,124,0.65,0.296,97.8,17.8,5.57,4.61,1.21,0.359,0.436,0.795
임준혁,73632,KIA,5.06,30,1,3,0,2,0.250,32,34,3,18,2,17,24,18,1.63,0,0,0,1,145,552,0.276,7,1,1,1,1,3,0,0,0,1,10,2,0,5,43,30,1.43,0.298,18.4,17.3,4.78,5.06,0.94,0.375,0.423,0.798
심동섭,60636,KIA,5.52,57,1,5,4,9,0.167,45 2/3,44,3,28,3,46,30,28,1.58,0,0,0,2,209,874,0.260,6,0,8,1,1,4,0,0,0,1,9,15,0,3,37,43,0.86,0.339,15.3,19.1,9.07,5.52,1.64,0.373,0.349,0.722
김태영,71255,KIA,5.68,48,5,4,1,11,0.556,50 2/3,56,6,17,5,45,34,32,1.44,0,0,0,5,228,908,0.279,13,2,3,2,2,1,0,0,0,5,4,16,0,1,48,54,0.89,0.329,18.9,17.9,7.99,3.02,2.65,0.347,0.453,0.800
김진우,72641,KIA,5.96,28,3,4,1,1,0.429,90 2/3,100,8,61,7,85,66,60,1.78,0,0,2,1,429,1688,0.287,21,2,9,4,0,10,0,13,2,1,7,2,0,4,99,68,1.46,0.355,60.3,18.6,8.44,6.06,1.39,0.400,0.428,0.828
임준섭,62611,KIA,6.06,29,5,11,0,0,0.313,130 2/3,157,15,67,6,54,95,88,1.71,1,1,3,0,588,2289,0.311,25,4,5,5,1,8,0,24,5,0,2,1,0,24,179,120,1.49,0.322,78.9,17.5,3.72,4.61,0.81,0.395,0.465,0.860
신창호,76140,KIA,6.16,27,0,1,0,0,0.000,38,40,3,24,2,33,29,26,1.68,0,0,0,0,181,743,0.267,12,2,0,5,0,4,0,1,0,0,16,0,0,2,39,43,0.91,0.311,27.5,19.6,7.82,5.68,1.38,0.365,0.433,0.798
서재응,78640,KIA,6.40,16,0,2,0,2,0.000,32 1/3,45,6,10,3,18,25,23,1.70,0,0,0,0,152,557,0.331,11,0,1,2,0,0,0,1,0,0,3,1,0,2,33,42,0.79,0.342,34.8,17.2,5.01,2.78,1.80,0.384,0.544,0.928
김병현,62349,KIA,7.10,21,3,6,0,0,0.333,71,88,5,27,13,66,58,56,1.62,1,0,3,0,330,1322,0.312,17,2,2,6,0,6,1,15,3,0,3,0,0,4,61,73,0.84,0.382,63.0,18.6,8.37,3.42,2.44,0.390,0.440,0.830
한승혁,61666,KIA,7.21,26,1,5,0,0,0.167,58 2/3,62,5,48,3,54,47,47,1.88,0,0,1,1,277,1139,0.282,9,3,4,2,0,6,0,6,1,0,7,2,0,5,56,50,1.12,0.350,43.8,19.4,8.28,7.36,1.13,0.414,0.418,0.832
송은범,73801,KIA,7.32,27,4,8,0,0,0.333,78 2/3,114,11,43,5,60,73,64,2.00,0,0,3,0,390,1544,0.344,16,5,6,5,0,12,0,11,3,1,2,1,0,7,106,56,1.89,0.389,57.2,19.6,6.86,4.92,1.40,0.422,0.523,0.945
박준표,63638,KIA,7.94,13,0,1,0,0,0.000,22 2/3,28,3,11,4,6,22,20,1.72,0,0,0,0,108,400,0.304,5,0,0,1,0,2,0,0,0,0,3,1,0,4,30,29,1.03,0.298,30.8,17.6,2.38,4.37,0.55,0.398,0.457,0.855
김지훈,64640,KIA,8.53,10,0,1,0,0,0.000,12 2/3,19,2,9,0,7,12,12,2.21,0,0,0,0,63,247,0.358,4,0,1,0,0,1,0,0,0,0,5,0,0,4,17,10,1.70,0.386,24.7,19.5,4.97,6.39,0.78,0.452,0.547,0.999
최현정,61267,KIA,9.82,8,0,0,0,0,-,7 1/3,12,1,4,0,2,8,8,2.18,0,0,0,0,38,142,0.375,3,1,0,2,0,2,0,0,0,0,5,0,0,0,6,14,0.43,0.355,17.8,19.4,2.45,4.91,0.50,0.421,0.625,1.046
박성호,79760,KIA,10.38,8,0,0,0,0,-,13,27,3,7,1,11,15,15,2.62,0,0,0,0,73,278,0.429,7,1,1,1,0,0,0,0,0,0,3,0,0,0,9,17,0.53,0.480,34.8,21.4,7.62,4.85,1.57,0.486,0.714,1.200
박경태,76653,KIA,12.27,16,0,2,0,1,0.000,25 2/3,49,6,13,2,17,36,35,2.42,0,0,0,1,136,520,0.419,8,0,3,1,0,2,0,2,0,0,3,2,0,2,27,25,1.08,0.453,32.5,20.3,5.96,4.56,1.31,0.481,0.641,1.122
