선수명,ID,팀명,평균자책점,경기,승리,패배,세이브,홀드,승률,이닝,피안타,홈런,볼넷,사구,삼진,실점,자책점,이닝당_출루허용률,완투,완봉,퀄리티스타트,블론세이브,타자수,투구수,피안타율,2루타,3루타,희생번트,희생플라이,고의4구,폭투,보크,선발,선발승,구원승,종료,세이브기회,터프세이브,병살타,땅볼,뜬공,땅볼/뜬공,인플레이타구타율,투구수/경기,투구수/이닝,9이닝당 삼진,9이닝당 볼넷,삼진/볼넷,피출루율,피장타율,피OPS
김명찬,65696,KIA,0.00,3,0,0,0,0,-,4,4,0,1,1,2,0,0,1.25,0,0,0,0,16,58,0.286,0,0,0,0,0,1,0,0,0,0,0,0,0,2,4,4,1.00,0.333,19.3,14.5,4.50,2.25,2.00,0.375,0.286,0.661
김준,78823,KIA,2.08,6,0,0,0,0,-,4 1/3,6,0,2,0,1,2,1,1.85,0,0,0,0,20,81,0.353,2,0,0,1,0,0,0,0,0,0,3,0,0,2,7,4,1.75,0.353,13.5,18.7,2.08,4.15,0.50,0.400,0.471,0.871
양현종,77637,KIA,2.44,32,15,6,0,1,0.714,184 1/3,150,18,78,7,157,52,50,1.24,1,1,19,0,756,3041,0.232,27,2,19,6,0,6,0,31,15,0,1,1,0,20,159,186,0.85,0.277,95.0,16.5,7.67,3.81,2.01,0.319,0.364,0.683
최영필,97336,KIA,2.86,59,5,2,0,10,0.714,63,57,8,8,2,51,23,20,1.03,0,0,0,3,247,892,0.248,8,0,4,3,0,1,0,0,0,5,17,15,0,4,49,76,0.64,0.282,15.1,14.2,7.29,1.14,6.38,0.276,0.387,0.663
윤석민,75620,KIA,2.96,51,2,6,30,0,0.250,70,69,4,24,2,68,23,23,1.33,0,0,0,8,297,1145,0.265,11,4,7,4,7,1,0,0,0,2,45,38,5,4,55,72,0.76,0.339,22.5,16.4,8.74,3.09,2.83,0.328,0.385,0.713
한기주,76610,KIA,3.24,7,0,0,0,0,-,8 1/3,11,0,5,0,4,4,3,1.92,0,0,0,0,39,131,0.344,1,1,1,1,0,0,0,0,0,0,2,1,0,2,11,7,1.57,0.379,18.7,15.7,4.32,5.40,0.80,0.421,0.438,0.859
김진우,72641,KIA,3.46,4,1,0,0,1,1.000,13,12,1,9,1,12,5,5,1.62,0,0,1,0,55,230,0.267,1,0,0,0,0,0,0,2,1,0,0,0,0,2,15,6,2.50,0.344,57.5,17.7,8.31,6.23,1.33,0.400,0.356,0.756
임준혁,73632,KIA,4.10,27,9,6,0,2,0.600,118 2/3,125,11,43,8,73,58,54,1.42,0,0,6,0,514,1989,0.280,23,1,10,6,1,3,0,21,8,1,1,0,0,9,106,149,0.71,0.309,73.7,16.8,5.54,3.26,1.70,0.349,0.409,0.758
에반,65630,KIA,4.44,16,4,0,0,4,1.000,26 1/3,30,0,13,1,25,15,13,1.63,0,0,1,0,115,441,0.306,3,0,2,1,0,4,0,1,0,4,4,4,0,6,32,12,2.67,0.405,27.6,16.7,8.54,4.44,1.92,0.389,0.337,0.726
김광수,70142,KIA,4.53,41,4,4,0,9,0.500,43 2/3,53,2,13,2,22,24,22,1.51,0,0,0,1,194,728,0.301,10,1,2,1,1,2,0,1,0,4,5,4,0,2,54,48,1.13,0.333,17.8,16.7,4.53,2.68,1.69,0.354,0.403,0.757
서재응,78640,KIA,4.95,9,1,4,0,0,0.200,40,52,5,8,5,16,23,22,1.50,0,0,2,0,174,623,0.333,10,2,5,0,0,1,0,9,1,0,0,0,0,5,42,46,0.91,0.348,69.2,15.6,3.60,1.80,2.00,0.385,0.519,0.904
스틴슨,65658,KIA,4.96,32,11,10,0,0,0.524,167,190,15,64,14,93,100,92,1.52,0,0,12,0,756,2842,0.288,30,6,13,5,0,4,0,30,11,0,2,0,0,15,249,133,1.87,0.314,88.8,17.0,5.01,3.45,1.45,0.361,0.420,0.781
심동섭,60636,KIA,5.02,69,3,1,1,21,0.750,57 1/3,47,7,43,3,71,35,32,1.57,0,0,0,1,257,1120,0.226,9,0,2,1,3,5,1,0,0,3,5,25,0,4,39,52,0.75,0.305,16.2,19.5,11.15,6.75,1.65,0.365,0.370,0.735
김태영,71255,KIA,5.19,27,0,2,0,4,0.000,26,36,3,8,4,30,16,15,1.69,0,0,0,0,120,487,0.343,10,0,3,0,0,3,0,0,0,0,5,4,0,3,18,21,0.86,0.458,18.0,18.7,10.38,2.77,3.75,0.410,0.524,0.934
한승혁,61666,KIA,5.46,49,2,6,0,6,0.250,56,55,7,36,1,56,36,34,1.63,0,0,0,3,251,980,0.263,7,3,4,1,3,17,0,0,0,2,19,10,0,7,58,41,1.41,0.327,20.0,17.5,9.00,5.79,1.56,0.372,0.426,0.798
박정수,65639,KIA,5.53,19,0,3,0,0,0.000,42 1/3,47,4,19,6,25,31,26,1.56,0,0,0,0,197,772,0.281,12,1,2,3,0,4,2,4,0,0,8,0,0,5,48,50,0.96,0.305,40.6,18.2,5.31,4.04,1.32,0.369,0.437,0.806
홍건희,61643,KIA,6.04,38,2,5,1,0,0.286,82,84,18,57,4,86,63,55,1.72,0,0,0,0,383,1656,0.267,10,2,5,2,4,8,0,7,0,2,6,1,0,3,52,95,0.55,0.310,43.6,20.2,9.44,6.26,1.51,0.384,0.483,0.867
박준표,63638,KIA,6.26,37,2,2,0,3,0.500,46,54,4,11,5,33,32,32,1.41,0,0,0,0,201,775,0.295,17,2,1,1,1,2,0,2,0,2,7,6,0,6,60,37,1.62,0.340,20.9,16.8,6.46,2.15,3.00,0.350,0.475,0.825
임기준,60634,KIA,6.62,17,1,3,0,0,0.250,34,39,4,27,12,26,32,25,1.94,0,0,0,0,175,653,0.302,9,0,5,2,0,4,0,6,1,0,0,0,0,2,34,32,1.06,0.347,38.4,19.2,6.88,7.15,0.96,0.459,0.465,0.924
험버,65659,KIA,6.75,12,3,3,0,0,0.500,50 2/3,62,11,32,5,35,38,38,1.86,0,0,2,0,244,951,0.308,16,0,4,2,0,6,0,11,3,0,0,0,0,4,56,50,1.12,0.325,79.3,18.8,6.22,5.68,1.09,0.413,0.552,0.965
김병현,62349,KIA,6.98,23,0,5,0,2,0.000,49,67,7,18,11,38,38,38,1.73,0,0,0,0,232,881,0.340,12,0,5,1,1,0,1,8,0,0,3,4,0,4,52,41,1.27,0.392,38.3,18.0,6.98,3.31,2.11,0.423,0.508,0.931
유창식,61715,KIA,7.90,27,0,8,0,0,0.000,54 2/3,67,9,40,3,34,53,48,1.96,0,0,1,1,268,1072,0.315,12,0,6,6,0,8,0,12,0,0,3,2,0,7,76,42,1.81,0.330,39.7,19.6,5.60,6.59,0.85,0.420,0.498,0.918
