선수명,연도,소속팀명,연봉,WAR,상세url
최윤석,2019,한화,"900,000",-0.026,http://www.statiz.co.kr/player.php?name=최윤석
김현우,2019,한화,"900,000",,http://www.statiz.co.kr/player.php?name=김현우
정이황,2019,한화,"900,000",,http://www.statiz.co.kr/player.php?name=정이황
김민기,2019,한화,"900,000",,http://www.statiz.co.kr/player.php?name=김민기
이원석,2019,한화,"900,000",-0.102,http://www.statiz.co.kr/player.php?name=이원석
김성훈,2019,한화,"900,000",0.163,http://www.statiz.co.kr/player.php?name=김성훈
김인환,2019,한화,"900,000",-0.432,http://www.statiz.co.kr/player.php?name=김인환
김태연,2019,한화,"900,000",0.061,http://www.statiz.co.kr/player.php?name=김태연
김재영,2019,한화,"900,000",-0.505,http://www.statiz.co.kr/player.php?name=김재영
이창열,2019,한화,"900,000",-0.053,http://www.statiz.co.kr/player.php?name=이창열
박준혁,2019,한화,"900,000",-0.085,http://www.statiz.co.kr/player.php?name=박준혁
이충호,2019,한화,"900,000",-0.160,http://www.statiz.co.kr/player.php?name=이충호
김창혁,2019,한화,"900,000",-0.051,http://www.statiz.co.kr/player.php?name=김창혁
윤승열,2019,한화,"900,000",,http://www.statiz.co.kr/player.php?name=윤승열
문재현,2019,한화,"900,000",,http://www.statiz.co.kr/player.php?name=문재현
허관회,2019,한화,"900,000",,http://www.statiz.co.kr/player.php?name=허관회
