iter	RMSE
207	14153.75254
208	14111.51473
209	14072.51025
210	14039.45144
211	14003.00681
212	13978.58373
213	13942.12026
214	13912.81455
215	13877.96161
216	13846.60724
217	13813.87985
218	13781.52071
219	13754.0032
220	13715.69163
221	13679.97752
222	13644.0434
223	13609.97126
224	13578.54661
225	13549.03058
226	13521.50615
227	13490.28123
228	13464.96402
229	13436.79187
230	13405.86943
231	13374.09544
232	13346.05135
233	13314.80868
234	13285.92648
235	13261.69266
236	13236.3035
237	13208.61339
238	13177.52141
239	13152.36068
240	13119.79128
241	13094.02419
242	13068.67791
243	13033.5686
244	13006.37962
245	12979.59745
246	12949.97004
247	12920.70032
248	12890.95201
249	12866.3166
250	12832.5197
251	12802.18651
252	12778.81235
253	12746.52735
254	12718.5514
255	12691.34137
256	12663.28578
257	12636.61222
258	12608.43126
259	12585.86657
260	12561.97747
261	12537.20068
262	12515.01986
263	12491.23833
264	12470.48048
265	12446.55782
266	12420.80627
267	12394.15415
268	12371.0869
269	12347.14821
270	12320.8248
271	12294.18035
272	12273.60151
273	12254.96997
274	12228.28073
275	12202.69878
276	12179.66476
277	12157.29313
278	12137.31266
279	12112.35682
280	12092.58012
281	12068.03657
282	12045.21948
283	12025.58965
284	12004.89008
285	11984.4634
286	11964.22348
287	11944.63909
288	11926.56388
289	11906.07603
290	11883.70364
291	11861.7556
292	11833.62627
293	11804.75502
294	11784.61274
295	11761.80134
296	11740.83861
297	11717.94527
298	11695.00959
299	11670.59278
300	11646.79856
301	11626.3491
302	11603.06936
303	11583.91909
304	11567.58105
305	11548.98139
306	11530.84045
307	11514.69938
308	11492.61942
309	11475.33761
310	11456.91136
311	11433.80383
312	11409.30833
313	11391.80712
314	11370.81745
315	11353.14474
316	11332.26673
317	11309.98902
318	11290.07225
319	11271.12113
320	11250.25561
321	11230.7403
322	11209.99309
323	11189.7507
324	11172.21026
325	11149.62331
326	11122.93772
327	11107.9682
328	11084.69203
329	11068.8497
330	11041.43893
331	11026.01522
332	11007.76569
333	10990.10236
334	10971.67405
335	10955.46205
336	10940.4785
337	10923.7581
338	10906.28635
339	10888.24994
340	10871.60349
341	10853.15678
342	10835.79828
343	10823.3604
344	10812.22268
345	10793.14916
346	10773.60258
347	10756.23727
348	10736.95335
349	10719.09898
350	10702.86108
351	10690.16158
352	10673.2106
353	10658.53126
354	10638.24961
355	10621.42266
356	10607.18137
357	10589.79526
358	10568.49686
359	10551.58275
360	10538.00051
361	10525.2328
362	10511.44504
363	10493.06353
364	10473.20697
365	10457.73334
366	10442.81056
367	10427.56068
368	10413.48612
369	10401.657
370	10384.06106
371	10366.69921
372	10353.66294
373	10337.64884
374	10323.82803
375	10312.55588
376	10297.4807
377	10281.74824
378	10263.42385
379	10248.97219
380	10234.52293
381	10222.07056
382	10202.12716
383	10185.85626
384	10167.97601
385	10155.41592
386	10143.18127
387	10131.93018
388	10118.0869
389	10103.91988
390	10091.28535
391	10077.78584
392	10061.06697
393	10049.13583
394	10036.75101
395	10025.31034
396	10011.64267
397	10000.92506
398	9984.494689
399	9970.07582
400	9958.634768
401	9948.240759
402	9932.21514
403	9915.551567
404	9903.862078
405	9889.812232
406	9877.948646
407	9866.728872
408	9854.293776
409	9842.701522
410	9831.629448
411	9818.920693
412	9806.96994
413	9795.244399
414	9781.773729
415	9771.325623
416	9759.599786
417	9749.085316
418	9739.440936
419	9726.416625
420	9709.897986
421	9695.518894
422	9678.664583
423	9666.6806
424	9655.39637
425	9644.673179
426	9633.930085
427	9620.252362
428	9605.872464
429	9595.885642
430	9581.874233
431	9567.591878
432	9556.349899
433	9546.647271
434	9535.518841
435	9523.398807
436	9509.403995
437	9498.520268
438	9487.041334
439	9476.174279
440	9463.702547
441	9453.252458
442	9437.008386
443	9427.942234
444	9416.220891
445	9406.922754
446	9399.894428
447	9390.386761
448	9380.20421
449	9371.460128
450	9361.621218
451	9348.208707
452	9338.213913
453	9328.697138
454	9316.466693
455	9309.899297
456	9297.554809
457	9288.169521
458	9276.820747
459	9266.413881
460	9256.547344
461	9240.700296
462	9230.052552
463	9221.282025
464	9210.729866
465	9200.158222
466	9187.208129
467	9180.398107
468	9170.347096
469	9159.05465
470	9146.374792
471	9138.798103
472	9128.765091
473	9117.4806
474	9105.322418
475	9094.496842
476	9081.376481
477	9072.232179
478	9060.535081
479	9047.403483
480	9039.399291
481	9029.697396
482	9019.435563
483	9010.390125
484	9000.265656
485	8994.05286
486	8986.3244
487	8978.189546
488	8968.69053
489	8958.392166
490	8951.236182
491	8939.673907
492	8929.681201
493	8917.670423
494	8906.980294
495	8897.057186
496	8888.568005
497	8877.109426
498	8868.449988
499	8857.184342
500	8848.41657
501	8838.291175
502	8829.762125
503	8819.123517
504	8810.022795
505	8799.591183
506	8789.10587
507	8775.654162
508	8763.852434
509	8757.520762
510	8751.792151
511	8743.381782
512	8731.665752
513	8723.434086
514	8712.999239
515	8704.672672
516	8693.761692
517	8687.383942
518	8678.14276
519	8671.242257
520	8664.844086
521	8656.507205
522	8649.013698
523	8642.676419
524	8634.057669
525	8623.126517
526	8617.385224
527	8609.930575
528	8603.680059
529	8595.52304
530	8587.084847
531	8577.783224
532	8569.499211
533	8558.877799
534	8552.63104
535	8546.426264
536	8536.458427
537	8527.368915
538	8517.814622
539	8509.655676
540	8503.091235
541	8493.25089
542	8485.952719
543	8479.745576
544	8472.614303
545	8464.888953
546	8457.611164
547	8447.707109
548	8440.027521
549	8431.582063
550	8423.317676
551	8418.950481
552	8411.220427
553	8402.780884
554	8395.212827
555	8386.326519
556	8378.091838
557	8372.744
558	8365.829688
559	8358.472157
560	8351.340117
561	8342.482325
562	8333.09544
563	8324.336568
564	8315.776117
565	8309.178325
566	8303.701344
567	8298.089484
568	8289.637367
569	8281.06054
570	8273.825088
571	8269.786876
572	8263.51819
573	8255.106067
574	8247.457744
575	8242.618606
576	8232.675498
577	8226.763088
578	8217.496985
579	8210.757415
580	8205.913
581	8199.575541
582	8194.717431
583	8185.979901
584	8181.914382
585	8173.760643
586	8164.474725
587	8158.212353
588	8151.089871
589	8143.917996
590	8139.838511
591	8131.877591
592	8124.348199
593	8117.472843
594	8109.036515
595	8104.025253
596	8095.336123
597	8089.727587
598	8086.958688
599	8082.6558
600	8077.496645
601	8070.145578
602	8063.64165
603	8061.201805
604	8053.15159
605	8046.209414
606	8040.628442
607	8033.543035
608	8030.808554
609	8025.64899
610	8020.537646
611	8017.15219
612	8010.759954
613	8006.392913
614	7999.584465
615	7994.85681
616	7989.128974
617	7982.906885
618	7976.368927
619	7970.940628
620	7966.260594
621	7961.67684
622	7954.635231
623	7948.868327
624	7944.451632
625	7939.115553
626	7931.368216
627	7923.708283
628	7916.702112
629	7915.341636
630	7911.983062
631	7905.741458
632	7899.908343
633	7898.755004
634	7891.538271
635	7885.53257
636	7880.583134
637	7876.40976
638	7870.557182
639	7865.919431
640	7862.47871
641	7857.776223
642	7852.56191
643	7847.153232
644	7843.265076
645	7838.651037
646	7831.447645
647	7826.654174
648	7819.716809
649	7817.418389
650	7812.355672
651	7806.206282
652	7801.033799
653	7794.028562
654	7788.437206
655	7781.833972
656	7779.724697
657	7772.443986
658	7766.963865
659	7760.895926
660	7758.094349
661	7755.51486
662	7752.204464
663	7746.310518
664	7743.930809
665	7736.157406
666	7731.67877
667	7726.735682
668	7724.930796
669	7723.473333
670	7717.191374
671	7711.885816
672	7708.3325
673	7702.826609
674	7699.605739
675	7691.478851
676	7688.137812
677	7682.142079
678	7678.593113
679	7672.202338
680	7665.766646
681	7660.935795
682	7656.349042
683	7653.809312
684	7651.37729
685	7649.308895
686	7644.899537
687	7642.141296
688	7637.539176
689	7631.757437
690	7625.403421
691	7620.570153
692	7615.942028
693	7612.078206
694	7606.860629
695	7601.738997
696	7599.790504
697	7597.13647
698	7593.920996
699	7587.874336
700	7586.457086
701	7580.562483
702	7578.350457
703	7571.387894
704	7568.527406
705	7562.806372
706	7561.16724
707	7555.207536
708	7549.523397
709	7545.8923
710	7543.628758
711	7539.984577
712	7535.929226
713	7532.438018
714	7527.339367
715	7526.378293
716	7522.292689
717	7519.052564
718	7518.009853
719	7516.545921
720	7512.323589
721	7506.389947
722	7501.015293
723	7497.875744
724	7494.496125
725	7490.857363
726	7489.186173
727	7484.334949
728	7480.000237
729	7471.710724
730	7469.307204
731	7463.372275
732	7457.444008
733	7455.465841
734	7453.029965
735	7449.54498
736	7444.358931
737	7440.003469
738	7434.670325
739	7428.663168
740	7425.989902
741	7423.590476
742	7419.537434
743	7418.751411
744	7415.554766
745	7409.884566
746	7408.19582
747	7407.241968
748	7406.400148
749	7404.628692
750	7399.587173
751	7392.82462
752	7390.770372
753	7383.304258
754	7380.417865
755	7378.665598
756	7376.15996
757	7370.981118
758	7365.200414
759	7358.98748
760	7351.706026
761	7350.635715
762	7345.424855
763	7343.91908
764	7337.967635
765	7333.069821
766	7330.465551
767	7326.854971
768	7324.244819
769	7317.750259
770	7316.715696
771	7314.50474
772	7310.497729
773	7308.468515
774	7304.115003
775	7298.779171
776	7292.250418
777	7290.376078
778	7287.128075
779	7284.110144
780	7280.967356
781	7276.771011
782	7274.001594
783	7268.477264
784	7266.774298
785	7261.83836
786	7257.837177
787	7254.77294
788	7252.650461
789	7248.872042
790	7243.048407
791	7240.284897
792	7235.845059
793	7231.485884
794	7228.069013
795	7223.364296
796	7218.459395
797	7212.139697
798	7206.76522
799	7203.042698
800	7200.97781
801	7199.326497
802	7197.879929
803	7195.68948
804	7192.286406
805	7190.599169
806	7189.536255
807	7186.100453
808	7182.385446
809	7179.109791
810	7175.850582
811	7173.068446
812	7171.292476
813	7166.987962
814	7166.164174
815	7163.974498
816	7160.395812
817	7159.579223
818	7154.539611
819	7151.719322
820	7148.637597
821	7142.450647
822	7141.188415
823	7138.818474
824	7136.057854
825	7133.757267
826	7131.023764
827	7128.243258
828	7123.003788
829	7119.274998
830	7114.848031
831	7113.667943
832	7106.74899
833	7106.031887
834	7103.223486
835	7098.29389
836	7096.433772
837	7092.141703
838	7089.767278
839	7084.663161
840	7082.57921
841	7078.263593
842	7074.957471
843	7071.487407
844	7068.540414
845	7068.016737
846	7062.347983
847	7061.183795
848	7057.166661
849	7056.408132
850	7049.60423
851	7043.32429
852	7039.448544
853	7037.451308
854	7033.038843
855	7030.169663
856	7028.358318
857	7026.058103
858	7024.331343
859	7022.449938
860	7017.523364
861	7013.409733
862	7010.335513
863	7007.430684
864	7003.541746
865	7000.986287
866	7000.410016
867	6998.395175
868	6992.746779
869	6990.432267
870	6987.67104
871	6982.813827
872	6980.582151
873	6979.300446
874	6978.731722
875	6975.119194
876	6973.821147
877	6973.011091
878	6972.402661
879	6971.117679
880	6967.22755
881	6962.292183
882	6961.16637
883	6957.869997
884	6954.358101
885	6953.291385
886	6951.682695
887	6948.529669
888	6944.813754
889	6941.427176
890	6937.625558
891	6931.441595
892	6929.208328
893	6924.431698
894	6918.905361
895	6913.372995
896	6909.188403
897	6906.98885
898	6902.136234
899	6898.019295
900	6897.055016
901	6895.468237
902	6889.1121
903	6887.720897
904	6884.342778
905	6883.165222
906	6880.783924
907	6876.80021
908	6875.576667
909	6872.701891
910	6868.990723
911	6867.558127
912	6865.848533
913	6860.051532
914	6857.051427
915	6854.476651
916	6851.185314
917	6848.417868
918	6846.663774
919	6843.956293
920	6842.457851
921	6840.882309
922	6836.363033
923	6829.18912
924	6825.609036
925	6824.068871
926	6823.336336
927	6821.320365
928	6819.140739
929	6817.905984
930	6816.420458
931	6809.841001
932	6807.902965
933	6805.85854
934	6801.40203
935	6799.765479
936	6799.080218
937	6795.807444
938	6792.295759
939	6791.781467
940	6789.358266
941	6786.20594
942	6779.562151
943	6778.962903
944	6774.656417
945	6773.302369
946	6772.521546
947	6771.630109
948	6768.286589
949	6765.805984
950	6763.72272
951	6758.423138
952	6756.33699
953	6754.64792
954	6751.853443
955	6750.173213
956	6748.046216
957	6746.317564
958	6743.399307
959	6738.682771
960	6734.725913
961	6730.96527
962	6729.843889
963	6729.265717
964	6725.612391
965	6725.102541
966	6721.896435
967	6719.8229
968	6716.665301
969	6713.584328
970	6710.894207
971	6708.938256
972	6701.995482
973	6697.111223
974	6695.855186
975	6690.632328
976	6686.108946
977	6683.388214
978	6680.28584
979	6675.955343
980	6673.892121
981	6673.152024
982	6669.167257
983	6667.835914
984	6665.501374
985	6663.5576
986	6662.080572
987	6661.348247
988	6656.161317
989	6654.908917
990	6652.597181
991	6650.41297
992	6648.350867
993	6643.508473
994	6642.504972
995	6641.296112
996	6637.139879
997	6634.334851
998	6628.542247
999	6624.079015
1000	6622.032167
1001	6619.385677
1002	6617.517012
1003	6616.690121
1004	6615.591554
1005	6613.910452
1006	6612.876921
1007	6611.849874
1008	6606.904596
1009	6603.961241
1010	6603.20248
1011	6601.133445
1012	6598.697489
1013	6594.898613
1014	6593.463116
1015	6591.493573
1016	6587.039737
1017	6583.895974
1018	6581.576067
1019	6576.666349
1020	6575.015861
1021	6571.918777
1022	6570.437326
1023	6569.009744
1024	6568.276614
1025	6564.941386
1026	6561.355285
1027	6558.987094
1028	6556.783913
1029	6550.759599
1030	6546.589061
1031	6544.864939
1032	6540.929883
1033	6540.34546
1034	6539.102738
1035	6536.333936
1036	6535.052049
1037	6534.342732
1038	6533.539733
1039	6529.274364
1040	6526.269959
1041	6525.437431
1042	6524.231914
1043	6518.577271
1044	6518.055352
1045	6516.637882
1046	6513.186922
1047	6512.002581
1048	6510.484844
1049	6508.795668
1050	6507.533203
1051	6505.414563
1052	6501.606409
1053	6499.852451
1054	6498.263954
1055	6497.629797
1056	6495.210057
1057	6491.543071
1058	6487.478839
1059	6483.000903
1060	6479.696295
1061	6477.664311
1062	6474.496224
1063	6474.045936
1064	6470.250227
1065	6464.662249
1066	6462.246549
1067	6460.884395
1068	6460.366732
1069	6459.457202
1070	6458.351942
1071	6457.414417
1072	6453.996506
1073	6452.613061
1074	6451.929043
1075	6446.60747
1076	6445.210725
1077	6444.543396
1078	6442.810229
1079	6440.620557
1080	6438.85482
1081	6433.384009
1082	6432.456475
1083	6429.878007
1084	6428.077407
1085	6427.377649
1086	6426.293336
1087	6424.806796
1088	6419.203261
1089	6418.626431
1090	6412.656518
1091	6412.191037
1092	6410.162558
1093	6406.648173
1094	6401.465427
1095	6398.033465
1096	6396.424729
1097	6392.583043
1098	6391.965008
1099	6391.374661
1100	6388.389574
1101	6386.675955
1102	6382.104745
1103	6377.469264
1104	6375.563446
1105	6374.954668
1106	6374.067708
1107	6371.378861
1108	6370.155997
1109	6365.144407
1110	6364.41868
1111	6360.244668
1112	6358.570505
1113	6357.669996
1114	6352.666222
1115	6349.701225
1116	6347.233724
1117	6344.01002
1118	6342.121523
1119	6341.253541
1120	6337.83784
1121	6335.695038
1122	6333.676894
1123	6332.85623
1124	6327.778451
1125	6326.953299
1126	6326.35699
1127	6325.091741
1128	6320.338546
1129	6318.379863
1130	6316.186115
1131	6313.349021
1132	6311.777287
1133	6310.927419
1134	6304.953949
1135	6301.293344
1136	6300.631424
1137	6297.440344
1138	6296.174867
1139	6295.539696
1140	6294.363957
1141	6292.010822
1142	6290.302402
1143	6286.051576
1144	6281.859195
1145	6278.290585
1146	6276.275661
1147	6275.718045
1148	6273.355036
1149	6271.795869
1150	6269.779203
1151	6268.779604
1152	6267.468767
1153	6266.844959
1154	6264.786584
1155	6261.635004
1156	6260.787788
1157	6257.170882
1158	6255.403411
1159	6254.896094
1160	6249.899751
1161	6248.298577
1162	6246.540864
1163	6243.038395
1164	6242.146833
1165	6240.441491
1166	6239.214106
1167	6236.63077
1168	6236.071822
1169	6235.426815
1170	6232.663038
1171	6232.178935
1172	6231.645978
1173	6231.095235
1174	6228.037814
1175	6226.161546
1176	6223.291112
1177	6222.544724
1178	6220.210752
1179	6219.425635
1180	6216.680688
1181	6213.545841
1182	6210.563727
1183	6208.359523
1184	6206.009664
1185	6204.073175
1186	6203.132259
1187	6202.613101
1188	6201.464678
1189	6199.829632
1190	6199.118742
1191	6195.200666
1192	6191.237805
1193	6189.668211
1194	6183.531489
1195	6183.05365
1196	6181.276073
1197	6180.753507
1198	6178.817
1199	6176.266771
1200	6173.524617
1201	6169.113474
1202	6167.982299
1203	6167.514786
1204	6166.43773
1205	6165.787583
1206	6163.458621
1207	6160.919053
1208	6160.40017
1209	6159.614866
1210	6155.78003
1211	6153.425052
1212	6151.098238
1213	6146.546594
1214	6145.691069
1215	6142.236099
1216	6141.100643
1217	6140.584555
1218	6139.757518
1219	6137.982976
1220	6134.575316
1221	6133.722172
1222	6131.817927
1223	6131.332525
1224	6130.364386
1225	6127.230184
1226	6124.446971
1227	6119.388889
1228	6118.260175
1229	6115.610834
1230	6111.843386
1231	6109.850594
1232	6109.11661
1233	6104.078225
1234	6102.447483
1235	6101.934207
1236	6097.877515
1237	6096.356665
1238	6095.582359
1239	6094.889815
1240	6090.102146
1241	6088.553654
1242	6088.07734
1243	6086.966697
1244	6086.513708
1245	6086.016255
1246	6085.520427
1247	6084.661606
1248	6083.846763
1249	6081.745955
1250	6077.198306
1251	6072.796062
1252	6068.14984
1253	6067.59345
1254	6065.147786
1255	6062.648007
1256	6059.087944
1257	6057.689755
1258	6055.514018
1259	6053.536381
1260	6048.846142
1261	6046.464377
1262	6041.325804
1263	6040.76519
1264	6039.948125
1265	6039.197122
1266	6035.898577
1267	6035.554517
1268	6034.683778
1269	6033.942897
1270	6032.783622
1271	6030.440968
1272	6029.436424
1273	6025.124599
1274	6022.764803
1275	6019.050123
1276	6016.349106
1277	6011.657015
1278	6010.605008
1279	6009.563518
1280	6006.918596
1281	6003.51358
1282	5999.191341
1283	5995.747575
1284	5994.731483
1285	5992.486066
1286	5986.455263
1287	5985.652994
1288	5985.190646
1289	5982.872876
1290	5981.237662
1291	5979.135351
1292	5975.94938
1293	5971.468178
1294	5970.861677
1295	5968.792993
1296	5967.78433
1297	5962.34751
1298	5958.366684
1299	5952.984745
1300	5949.018103
1301	5944.067019
1302	5942.04881
1303	5938.722314
1304	5937.732687
1305	5936.157438
1306	5933.892225
1307	5930.314541
1308	5928.128251
1309	5927.681721
1310	5922.256026
1311	5919.86346
1312	5919.226443
1313	5916.869645
1314	5915.368573
1315	5913.625101
1316	5911.309545
1317	5906.939078
1318	5905.016936
1319	5903.476356
1320	5901.510325
1321	5896.085398
1322	5890.906648
1323	5885.235357
1324	5884.394954
1325	5881.025328
1326	5880.230041
1327	5879.517363
1328	5879.121524
1329	5877.799969
1330	5874.675212
1331	5874.270615
1332	5871.541618
1333	5868.626737
1334	5867.683284
1335	5864.228191
1336	5860.105387
1337	5858.528085
1338	5857.587851
1339	5854.658902
1340	5852.629972
1341	5851.400543
1342	5850.567229
1343	5845.905111
1344	5845.085769
1345	5844.698168
1346	5844.32398
1347	5843.653737
1348	5840.004387
1349	5834.759662
1350	5831.912558
1351	5831.148274
1352	5830.038047
1353	5824.987025
1354	5820.688093
1355	5819.741914
1356	5819.167231
1357	5817.441769
1358	5812.010401
1359	5811.08171
1360	5807.638261
1361	5807.104554
1362	5801.971867
1363	5801.247621
1364	5796.265134
1365	5795.200277
1366	5790.421746
1367	5789.05161
1368	5787.187577
1369	5781.944633
1370	5777.670394
1371	5777.219734
1372	5772.97937
1373	5769.782022
1374	5769.335763
1375	5764.721394
1376	5760.774271
1377	5760.331508
