ID,선수명,데뷔년도,팀명,연도,타율,경기,타석,타수,득점,안타,2루타,3루타,홈런,루타,타점,희생번트,희생플라이,볼넷,고의사구,사구,삼진,병살타,장타율,출루율,OPS,멀티히트,득점권타율,대타타율,장타,땅볼,뜬공,결승타,투구수/타석,순수장타율,추정득점,GPA,경기(주루),도루시도(주루),도루허용(주루),도루실패(주루),도루성공률(주루),주루사(주루),견제사(주루),포지션(수비),경기(수비),선발경기(수비),수비이닝(수비),실책(수비),견제사(수비),자살(수비),보살(수비),병살(수비),포일(수비),도루허용(수비),도루실패(수비),수비율(수비),도루저지율(수비),WAR,FA여부,뉴스개수(연도별정규화),뉴스개수(누적정규화),수상횟수,누적타석,포지션 엔트로피,출생연도,출생월,출생일,나이,연봉,1차FA여부,2차FA여부,3차FA여부
73732,고지행,1997,삼성,2003,0.281,92,289,253,38,71,9,0,4,92,27,12,2,20,0,2,61,8,0.364,0.336,0.7,20,0.259,0.333,13,65,58,0,3.89,0.083,30.1,0.242,92,14,9,5,64.3,0,0,2루수,81,70,552.0,8,0,128,160,30,0,0,0,0.9751757246376812,0.0,0.868,0.0,0.0180722892,0.0180722892,0,289,0.3518145080538977,1978,5,3,26,13809.093409832203,0.0,0.0,0.0
73732,고지행,1997,삼성,2004,0.0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,2,0,0,3.5,0.0,-0.2,0.0,2,0,0,0,0.0,0,0,수비기록없음,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,-0.044,0.0,0.00729927007,0.0253715593,0,291,0.0,1978,5,3,27,13438.886339299372,0.0,0.0,0.0
69636,오선우,2019,KIA,2019,0.151,27,57,53,5,8,1,1,1,14,4,0,0,3,0,1,24,0,0.264,0.211,0.475,2,0.143,0.143,3,11,10,0,3.72,0.113,2.8,0.161,27,0,0,0,0.0,0,0,우익수,23,11,120.66666666666669,0,0,34,3,0,0,0,0,0.9917127071823204,0.0,-0.33,0.0,0.0124888492,0.0124888492,0,57,0.2498822928331854,1996,12,13,24,3000.0,0.0,0.0,0.0
98315,채종국,1998,현대,2002,0.228,100,224,184,24,42,7,0,3,58,15,12,3,13,0,12,36,2,0.315,0.316,0.631,8,0.219,1.0,10,56,53,0,3.47,0.087,21.0,0.221,100,2,0,2,0.0,0,0,3루수,104,74,600.6666666666666,8,0,70,154,24,0,0,0,0.9636920088790234,0.0,0.143,0.0,0.0,0.0,0,224,1.1196529401743545,1975,10,24,28,4720.618766537757,0.0,0.0,0.0
98315,채종국,1998,현대,2003,0.241,90,164,137,18,33,8,0,3,50,16,12,2,7,0,6,31,3,0.365,0.303,0.668,2,0.257,0.125,11,37,38,0,3.44,0.124,16.0,0.228,90,0,0,0,0.0,0,0,3루수,89,42,420.6666666666667,7,0,49,108,14,0,0,0,0.9581949286846276,0.0,0.103,0.0,0.0100401606,0.0100401606,0,388,0.8585810401332551,1975,10,24,29,5937.910166227847,0.0,0.0,0.0
98315,채종국,1998,현대,2004,0.275,128,385,327,40,90,19,0,4,121,34,21,1,22,0,14,55,6,0.37,0.346,0.716,19,0.267,0.667,23,94,89,0,3.66,0.095,41.8,0.248,128,8,4,4,50.0,0,0,2루수,137,109,932.3333333333334,12,0,248,319,71,0,0,0,0.979658562745799,0.0,1.307,0.0,0.131386861,0.141427022,0,773,0.4248021843535627,1975,10,24,30,11557.44225179746,0.0,0.0,0.0
98315,채종국,1998,현대,2005,0.237,106,407,342,45,81,10,1,9,120,36,16,5,25,1,19,40,6,0.351,0.32,0.671,19,0.2,0.0,20,123,103,0,3.5,0.114,40.7,0.232,106,9,1,8,11.1,0,0,유격수,108,103,868.3333333333334,17,0,169,317,65,0,0,0,0.9653458733205372,0.0,0.764,0.0,0.0837004405,0.225127462,0,1180,0.9839712542642912,1975,10,24,31,11304.107129498016,0.0,0.0,0.0
98315,채종국,1998,현대,2006,0.212,97,257,222,25,47,9,0,2,62,19,14,2,12,1,7,28,7,0.279,0.272,0.551,13,0.254,0.5,11,81,68,0,3.56,0.068,16.0,0.192,97,3,1,2,33.3,0,0,2루수,96,71,655.3333333333334,7,0,172,235,58,0,0,0,0.983,0.0,-0.279,0.0,0.00708215297,0.232209615,0,1437,0.0,1975,10,24,32,11024.648872134736,0.0,0.0,0.0
98315,채종국,1998,SK,2007,0.163,23,47,43,3,7,1,0,0,8,2,1,0,3,0,0,8,0,0.186,0.217,0.403,1,0.091,0.5,1,16,12,0,3.98,0.023,1.5,0.144,23,0,0,0,0.0,0,0,2루수,21,11,117.0,3,0,33,36,7,0,0,0,0.958,0.0,-0.273,0.0,0.0150753769,0.247284992,0,1484,0.0,1975,10,24,33,7715.540375701392,0.0,0.0,0.0
61463,김정혁,2011,삼성,2014,0.0,2,5,5,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0,0.0,0.0,0,2,2,0,3.8,0.0,-0.8,0.0,2,0,0,0,0.0,0,0,3루수,2,1,12.0,0,0,1,4,1,0,0,0,1.0,0.0,-0.138,0.0,0.0,0.00354191263,0,7,0.0,1985,8,3,30,3478.86,0.0,0.0,0.0
61463,김정혁,2011,삼성,2015,0.167,17,20,18,3,3,0,0,0,3,1,1,0,1,0,0,3,0,0.167,0.211,0.378,0,0.333,0.0,0,5,7,0,3.85,0.0,0.5,0.137,17,0,0,0,0.0,0,0,3루수,16,5,49.66666666666667,0,0,16,10,3,0,0,0,1.0,0.0,0.103,0.0,0.0035131744,0.00705508703,0,27,0.992476003943082,1985,8,3,31,3445.4392393780336,0.0,0.0,0.0
61463,김정혁,2011,삼성,2016,0.236,46,118,106,13,25,1,1,2,34,11,1,1,9,0,1,25,3,0.321,0.299,0.62,6,0.154,0.0,4,33,24,0,3.81,0.085,10.2,0.215,46,2,1,1,50.0,1,0,3루수,50,28,260.0,2,0,59,41,8,0,0,0,0.9911384615384616,0.0,-0.286,0.0,0.0145190563,0.0215741433,0,145,0.6900703653284017,1985,8,3,32,4404.022150976392,0.0,0.0,0.0
77848,박윤,2007,SK,2011,0.2,10,17,15,3,3,0,0,0,3,0,0,0,2,0,0,4,0,0.2,0.294,0.494,0,0.0,0.286,0,1,7,0,3.76,0.0,1.1,0.182,10,0,0,0,0.0,0,0,1루수,4,1,14.0,0,0,14,0,1,0,0,0,1.0,0.0,-0.03,0.0,0.00944510035,0.00944510035,0,17,0.0,1988,3,7,24,3049.685398134085,0.0,0.0,0.0
77848,박윤,2007,SK,2014,0.267,6,15,15,0,4,0,0,0,4,2,0,0,0,0,0,5,0,0.267,0.267,0.534,1,0.5,0.0,0,2,4,0,3.93,0.0,1.0,0.187,6,0,0,0,0.0,1,0,1루수,5,4,37.0,0,0,34,6,5,0,0,0,1.0,0.0,-0.057,0.0,0.00788603409,0.0204997023,0,52,0.0,1988,3,7,27,3689.7,0.0,0.0,0.0
77848,박윤,2007,SK,2015,0.111,17,29,27,1,3,0,0,0,3,0,1,0,0,0,1,13,1,0.111,0.143,0.254,1,0.0,0.0,0,8,3,0,3.66,0.0,-0.8,0.092,17,0,0,0,0.0,0,0,1루수,15,6,70.66666666666667,1,0,68,8,6,0,0,0,0.9730330188679246,0.0,-0.493,0.0,0.00928481807,0.0297845203,0,81,0.1080231952636283,1988,3,7,28,4176.289987124889,0.0,0.0,0.0
77848,박윤,2007,우리/히어로즈/넥센/키움,2016,0.091,7,12,11,0,1,0,0,0,1,0,0,0,1,0,0,2,0,0.091,0.167,0.258,0,0.333,0.0,0,3,5,0,3.67,0.0,-0.1,0.098,7,0,0,0,0.0,0,0,1루수,6,2,26.0,0,0,24,2,1,0,0,0,1.0,0.0,-0.34,0.0,0.00362976407,0.0334142844,0,93,0.0,1988,3,7,29,3687.088312445351,0.0,0.0,0.0
92204,조경택,1992,한화,2002,0.204,107,177,157,15,32,6,0,4,50,16,4,0,13,0,3,41,3,0.318,0.277,0.595,5,0.179,0.0,10,49,35,0,3.96,0.115,13.5,0.204,107,3,1,2,33.3,0,0,포수,106,39,460.3333333333333,2,3,417,33,6,4,38,19,0.996,33.3,0.25,0.0,0.0,0.0,0,177,0.0,1970,11,25,33,6437.207408915124,0.0,0.0,0.0
77869,김기현,2007,SK,2015,0.429,9,9,7,0,3,0,0,0,3,0,0,0,2,0,0,3,0,0.429,0.556,0.985,1,0.5,0.5,0,0,1,0,4.22,0.0,1.8,0.357,9,0,0,0,0.0,0,0,좌익수,5,0,9.0,0,0,1,0,0,0,0,0,0.7777777777777778,0.0,0.1,0.0,0.0180677541,0.0202067915,0,10,0.0,1987,5,9,29,3132.2174903436667,0.0,0.0,0.0
65586,전병우,2015,롯데,2018,0.364,27,77,66,18,24,7,0,3,40,13,0,1,9,0,1,24,1,0.606,0.442,1.048,6,0.692,0.0,10,9,10,1,4.17,0.242,16.3,0.35,27,3,3,0,100.0,0,1,3루수,31,15,158.0,1,0,26,32,6,0,0,0,0.9919662447257382,0.0,1.117,0.0,0.0249867092,0.0249867092,0,77,1.3395553054851947,1992,10,24,27,2714.678111587983,0.0,0.0,0.0
65586,전병우,2015,롯데,2019,0.098,29,55,51,2,5,1,0,0,6,0,1,0,3,0,0,22,0,0.118,0.148,0.266,0,0.0,0.0,1,6,18,0,3.75,0.02,-0.5,0.096,29,0,0,0,0.0,1,0,1루수,21,12,100.66666666666666,2,0,67,11,5,0,0,0,0.963956953642384,0.0,-0.905,0.0,0.0294380018,0.054424711,0,132,1.493660689688186,1992,10,24,28,2700.0,0.0,0.0,0.0
67644,이정훈,2017,KIA,2019,0.286,7,15,14,0,4,1,0,0,5,3,0,1,0,0,0,1,2,0.357,0.267,0.624,1,0.286,0.0,1,6,4,0,3.8,0.071,0.9,0.209,7,0,0,0,0.0,0,0,포수,6,4,32.0,0,0,29,1,0,0,8,1,1.0,11.1,-0.0,0.0,0.0142729706,0.0437027683,0,18,0.0,1994,12,7,26,3000.0,0.0,0.0,0.0
63554,임종혁,2013,롯데,2013,0.0,11,7,6,4,0,0,0,0,0,0,0,0,1,0,0,2,0,0.0,0.143,0.143,0,0.0,0.0,0,2,2,0,3.14,0.0,0.1,0.064,11,2,2,0,100.0,0,0,2루수,2,0,3.0,0,0,2,2,0,0,0,0,1.0,0.0,-0.066,0.0,0.00701978302,0.00701978302,0,7,0.0,1990,4,7,24,2654.132006686942,0.0,0.0,0.0
63559,백동훈,2013,롯데,2013,0.111,30,18,18,7,2,0,0,0,2,0,0,0,0,0,0,8,0,0.111,0.111,0.222,0,0.0,0.0,0,3,5,0,3.44,0.0,-0.4,0.078,30,6,4,2,66.7,0,0,좌익수,12,3,41.0,0,0,11,0,0,0,0,0,0.8048780487804879,0.0,-0.276,0.0,0.0,0.0,0,18,0.0,1990,9,16,24,2654.132006686942,0.0,0.0,0.0
63559,백동훈,2013,롯데,2014,0.0,9,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,1,0,0,3.0,0.0,-0.4,0.0,9,1,0,1,0.0,0,0,우익수,5,0,6.0,0,0,2,0,0,0,0,0,0.8333333333333334,0.0,-0.045,0.0,0.0,0.0,0,19,0.0,1990,9,16,25,3057.1800000000003,0.0,0.0,0.0
63559,백동훈,2013,두산,2018,0.222,23,34,27,7,6,2,0,1,11,4,0,1,5,0,1,11,1,0.407,0.353,0.76,1,0.1,0.0,3,5,6,0,4.38,0.185,4.4,0.261,23,0,0,0,0.0,1,0,우익수,22,6,69.66666666666666,0,0,25,0,0,0,0,0,1.0,0.0,0.037,0.0,0.0,0.0,0,62,0.0,1990,9,16,29,3016.3090128755366,0.0,0.0,0.0
63559,백동훈,2013,두산,2019,0.17,41,52,47,8,8,2,0,0,10,2,0,0,4,0,1,16,0,0.213,0.25,0.463,2,0.083,0.0,2,12,11,0,3.48,0.043,2.2,0.166,41,1,0,1,0.0,0,0,우익수,41,10,139.0,0,0,55,0,0,0,0,0,1.0,0.0,0.056,0.0,0.00713648528,0.00713648528,0,114,0.0,1990,9,16,30,3600.0,0.0,0.0,0.0
65610,황대인,2015,KIA,2015,0.273,22,44,44,3,12,2,0,2,20,7,0,0,0,0,0,18,3,0.455,0.273,0.728,2,0.273,0.231,4,8,6,0,2.91,0.182,4.2,0.237,22,0,0,0,0.0,1,0,3루수,17,5,68.33333333333333,0,0,10,13,3,0,0,0,1.0,0.0,-0.353,0.0,0.0218318695,0.0218318695,0,44,0.8546480601169082,1996,2,10,20,3132.2174903436667,0.0,0.0,0.0
65610,황대인,2015,KIA,2019,0.2,12,28,25,0,5,2,0,0,7,0,0,0,1,0,2,8,0,0.28,0.286,0.566,2,0.0,0.0,2,2,10,0,3.5,0.08,2.1,0.199,12,0,0,0,0.0,1,0,1루수,9,5,48.0,0,0,40,4,6,0,0,0,1.0,0.0,-0.102,0.0,0.0258697591,0.0903513564,0,79,0.2498822928331854,1996,2,10,24,3000.0,0.0,0.0,0.0
63563,고도현,2013,롯데,2013,0.25,4,4,4,0,1,0,0,0,1,1,0,0,0,0,0,2,0,0.25,0.25,0.5,0,0.25,0.25,0,1,0,0,4.5,0.0,0.2,0.175,4,0,0,0,0.0,0,0,수비기록없음,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,-0.013,0.0,0.0121250798,0.0121250798,0,4,0.0,1990,10,13,24,2547.9667264194645,0.0,0.0,0.0
96346,장정석,1996,KIA,2002,0.225,75,116,102,11,23,5,0,1,31,7,4,1,8,2,1,17,1,0.304,0.286,0.59,3,0.1,0.063,6,39,24,0,3.8,0.078,9.6,0.205,75,7,5,2,71.4,0,0,중견수,76,18,254.66666666666669,0,0,46,1,0,0,0,0,1.0,0.0,-0.078,0.0,0.00943396226,0.00943396226,0,116,0.0,1973,4,12,30,5435.864034194993,0.0,0.0,0.0
73824,최경철,1999,SK,2004,0.2,34,38,35,2,7,0,0,1,10,3,0,1,0,0,2,7,0,0.286,0.237,0.523,1,0.222,0.0,1,8,14,0,3.74,0.086,2.9,0.178,34,0,0,0,0.0,0,0,포수,32,10,106.0,2,0,75,7,0,1,3,3,0.976,50.0,-0.047,0.0,0.0145985401,0.0145985401,0,38,0.0,1980,8,15,25,3359.721584824843,0.0,0.0,0.0
73824,최경철,1999,SK,2005,0.214,43,66,56,6,12,2,0,0,14,2,3,0,6,0,1,19,2,0.25,0.302,0.552,2,0.125,0.0,2,11,14,0,3.74,0.036,4.1,0.198,43,0,0,0,0.0,0,0,포수,43,23,183.66666666666663,1,1,139,19,2,2,16,12,0.994,42.9,0.027,0.0,0.00881057269,0.0234091128,0,104,0.0,1980,8,15,26,4863.394927807287,0.0,0.0,0.0
73824,최경철,1999,SK,2010,0.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,3.0,0.0,-0.2,0.0,1,0,0,0,0.0,0,0,포수,1,0,5.0,0,1,5,1,0,0,0,0,1.0,0.0,0.014,0.0,0.0023400936,0.0257492064,0,186,0.0,1980,8,15,31,3672.89926834676,0.0,0.0,0.0
73824,최경철,1999,SK,2011,0.143,20,33,28,2,4,3,0,0,7,4,1,1,3,0,0,8,0,0.25,0.219,0.469,1,0.2,0.0,3,11,6,0,3.94,0.107,1.9,0.161,20,0,0,0,0.0,0,0,포수,20,7,86.66666666666667,1,1,80,10,3,0,9,6,0.989,40.0,-0.096,0.0,0.00531286895,0.0310620753,0,219,0.0,1980,8,15,32,3594.2720763723155,0.0,0.0,0.0
73824,최경철,1999,우리/히어로즈/넥센/키움,2012,0.223,81,144,130,9,29,3,1,0,34,7,7,0,6,0,1,32,0,0.262,0.263,0.525,5,0.179,0.0,4,40,29,0,3.22,0.038,8.9,0.184,81,2,1,1,50.0,0,0,포수,80,41,402.0,3,0,329,24,9,3,53,13,0.992,19.7,0.006,0.0,0.0373891001,0.0684511754,0,363,0.0,1980,8,15,33,3548.119288511749,0.0,0.0,0.0
73824,최경철,1999,LG,2013,0.245,38,65,53,6,13,2,1,0,17,5,5,1,4,0,2,17,0,0.321,0.317,0.638,0,0.063,0.0,3,12,12,0,3.78,0.075,6.0,0.223,38,1,0,1,0.0,0,0,포수,38,20,189.66666666666663,2,1,126,17,3,1,20,9,0.986,31.0,0.104,0.0,0.0172303765,0.0856815519,0,428,0.0,1980,8,15,34,5308.264013373884,0.0,0.0,0.0
73824,최경철,1999,LG,2014,0.214,117,334,290,36,62,11,0,4,85,39,16,1,22,0,5,67,7,0.293,0.28,0.573,11,0.259,0.0,15,82,80,5,3.62,0.079,23.8,0.199,117,6,4,2,66.7,0,0,포수,116,99,824.3333333333334,3,0,605,50,8,7,67,30,0.995,30.9,-0.018,0.0,0.053167133,0.138848685,1,762,0.0,1980,8,15,35,9487.8,0.0,0.0,0.0
73824,최경철,1999,LG,2015,0.208,109,215,183,23,38,7,1,3,56,19,9,1,14,0,8,55,1,0.306,0.291,0.597,6,0.2,0.0,11,43,48,2,3.88,0.098,18.5,0.207,109,4,3,1,75.0,5,0,포수,109,58,545.3333333333334,5,0,442,33,1,6,38,17,0.99,30.899999999999995,-0.078,0.0,0.0145545797,0.153403265,0,977,0.0,1980,8,15,36,9396.652471031,0.0,0.0,0.0
73824,최경철,1999,LG,2016,0.156,29,52,45,3,7,2,0,0,9,2,2,0,4,0,1,16,0,0.2,0.24,0.44,0,0.091,1.0,2,12,10,0,4.08,0.044,2.2,0.158,29,0,0,0,0.0,3,0,포수,29,11,125.33333333333331,2,1,105,9,1,1,4,5,0.983,55.6,-0.411,0.0,0.0190562613,0.172459526,0,1029,0.0,1980,8,15,37,10241.911979014863,0.0,0.0,0.0
73827,김형철,1999,SK,2003,0.0,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,1,2,0,3.33,0.0,-0.3,0.0,2,0,0,0,0.0,0,0,유격수,2,0,9.0,0,0,1,0,0,0,0,0,1.0,0.0,-0.144,0.0,0.0,0.0,0,3,0.0,1980,5,26,24,2761.8186819664406,0.0,0.0,0.0
73827,김형철,1999,SK,2004,0.171,23,45,41,0,7,1,0,0,8,5,0,0,4,0,0,10,0,0.195,0.244,0.439,1,0.182,0.0,1,16,8,0,3.44,0.024,2.1,0.159,23,1,1,0,100.0,0,0,2루수,19,12,92.0,1,0,13,18,6,0,0,0,0.9769565217391304,0.0,-0.212,0.0,0.0145985401,0.0145985401,0,48,0.9832307535844342,1980,5,26,25,2822.166131252868,0.0,0.0,0.0
73827,김형철,1999,SK,2005,0.375,20,8,8,1,3,1,0,0,4,1,0,0,0,0,0,1,0,0.5,0.375,0.875,1,1.0,1.0,1,3,1,0,2.63,0.125,1.3,0.294,20,0,0,0,0.0,0,0,3루수,15,2,33.0,1,0,5,15,1,0,0,0,0.9431515151515152,0.0,0.082,0.0,0.0,0.0145985401,0,56,0.6136190195993708,1980,5,26,26,2891.7483354529813,0.0,0.0,0.0
73827,김형철,1999,SK,2006,0.149,60,51,47,11,7,1,0,0,8,1,2,0,2,0,0,12,1,0.17,0.184,0.354,1,0.1,0.0,1,17,11,0,4.12,0.021,0.8,0.125,60,2,2,0,100.0,0,0,3루수,49,14,160.33333333333331,2,0,29,27,3,0,0,0,0.9550997920997922,0.0,-0.376,0.0,0.0,0.0145985401,0,107,1.275973959794776,1980,5,26,27,2820.259013801909,0.0,0.0,0.0
73827,김형철,1999,SK,2007,0.0,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0,0.0,0.0,0,2,1,0,3.0,0.0,-0.6,0.0,2,0,0,0,0.0,0,0,3루수,2,1,8.0,0,0,1,2,1,0,0,0,1.0,0.0,-0.068,0.0,0.0201005025,0.0346990426,0,110,0.5435644431995964,1980,5,26,28,2694.315686752867,0.0,0.0,0.0
73827,김형철,1999,KIA,2008,0.125,45,41,40,4,5,0,0,0,5,1,0,0,1,0,0,12,0,0.125,0.146,0.271,1,0.091,0.0,0,14,9,0,3.83,0.0,-0.9,0.097,45,3,1,2,33.3,0,0,3루수,42,7,123.0,2,0,24,43,9,0,0,0,0.9767317073170732,0.0,-0.511,0.0,0.0263405456,0.0610395882,0,151,1.2795965971427896,1980,5,26,29,3098.765432098766,0.0,0.0,0.0
73827,김형철,1999,KIA,2009,0.333,6,3,3,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0.333,0.333,0.666,0,0.0,1.0,0,0,1,0,3.67,0.0,0.3,0.233,6,0,0,0,0.0,0,0,유격수,4,0,8.0,0,0,0,3,0,0,0,0,1.0,0.0,0.009,0.0,0.00213903743,0.0631786256,0,154,0.954434002924965,1980,5,26,30,3010.312901560664,0.0,0.0,0.0
63593,조홍석,2013,롯데,2013,0.25,30,79,64,5,16,6,1,0,24,4,3,0,8,0,4,24,0,0.375,0.368,0.743,5,0.083,0.0,7,17,7,0,4.16,0.125,8.9,0.259,30,5,2,3,40.0,0,0,좌익수,25,17,162.0,1,0,35,1,0,0,0,0,0.9541728395061728,0.0,0.231,0.0,0.0287172942,0.0287172942,0,79,0.0,1990,2,23,24,2972.627847489375,0.0,0.0,0.0
63593,조홍석,2013,롯데,2014,0.0,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0,0.0,0.0,0,0,2,0,4.0,0.0,-0.4,0.0,2,0,0,0,0.0,0,0,좌익수,1,1,7.0,0,0,0,1,0,0,0,0,1.0,0.0,-0.045,0.0,0.00178071737,0.0304980116,0,83,0.0,1990,2,23,25,3057.1800000000003,0.0,0.0,0.0
63593,조홍석,2013,롯데,2018,0.226,39,71,62,14,14,1,0,0,15,1,1,0,6,0,2,13,2,0.242,0.314,0.556,2,0.1,0.143,1,20,15,1,3.97,0.016,4.2,0.202,39,2,0,2,0.0,1,0,중견수,27,13,124.33333333333331,0,0,29,2,0,0,0,0,1.0,0.0,0.06,0.0,0.00584795322,0.0370987879,0,155,0.0,1990,2,23,29,3619.570815450644,0.0,0.0,0.0
69737,노시환,2019,한화,2019,0.186,91,192,177,19,33,8,1,1,46,13,1,1,11,0,2,72,3,0.26,0.241,0.501,7,0.205,0.111,10,42,31,0,4.03,0.073,9.6,0.173,91,4,2,2,50.0,0,1,1루수,85,46,431.6666666666666,7,0,222,71,30,0,1,0,0.9563343629343628,0.0,-0.711,0.0,0.127564674,0.127564674,0,192,1.4891117388830517,2000,12,3,20,3300.0,0.0,0.0,0.0
63601,김광연,2013,KIA,2013,0.625,4,8,8,2,5,0,0,0,5,0,0,0,0,0,0,1,1,0.625,0.625,1.25,1,0.0,1.0,0,1,1,0,4.38,0.0,1.9,0.438,4,0,0,0,0.0,0,0,유격수,3,1,14.0,0,0,1,5,0,0,0,0,1.0,0.0,0.209,0.0,0.0089342693,0.0089342693,0,8,0.5916727785823275,1991,11,13,23,2760.29728695442,0.0,0.0,0.0
61554,김민하,2011,롯데,2014,0.266,55,98,94,23,25,8,0,2,39,7,1,0,2,0,1,34,0,0.415,0.289,0.704,5,0.16,0.25,10,18,17,0,3.78,0.149,10.9,0.234,55,4,3,1,75.0,1,0,좌익수,52,26,244.0,1,0,56,1,1,0,0,0,0.9899918032786884,0.0,0.233,0.0,0.016789621,0.024463765,0,100,0.0,1989,2,25,26,4216.8,0.0,0.0,0.0
61554,김민하,2011,롯데,2015,0.241,54,141,116,18,28,6,0,1,37,8,3,0,18,0,4,40,4,0.319,0.362,0.681,6,0.226,0.0,7,23,25,3,3.91,0.078,14.2,0.243,54,6,4,2,66.7,1,0,중견수,51,31,306.3333333333333,1,0,67,2,2,0,0,0,0.985195865070729,0.0,0.63,0.0,0.0132998745,0.0377636395,0,241,0.079490442383934,1989,2,25,27,4176.289987124889,0.0,0.0,0.0
61554,김민하,2011,한화,2018,0.216,59,108,97,13,21,4,0,3,34,17,2,1,5,0,3,30,6,0.351,0.274,0.625,3,0.308,0.333,7,27,20,2,3.53,0.134,7.4,0.211,59,10,5,5,50.0,1,0,좌익수,61,25,251.3333333333333,0,0,69,1,1,0,0,0,0.9920424403183024,0.0,-0.151,0.0,0.0313662945,0.0772969032,0,398,0.0669998046083331,1989,2,25,30,3217.3962804005723,0.0,0.0,0.0
61554,김민하,2011,한화,2019,0.256,72,140,125,14,32,6,0,2,44,14,2,1,9,0,3,41,4,0.352,0.319,0.671,5,0.267,0.4,8,28,25,2,3.66,0.096,13.8,0.232,72,7,5,2,71.4,2,0,좌익수,75,33,346.0,2,0,88,4,0,0,0,0,0.97840366088632,0.0,0.677,0.0,0.041926851,0.119223754,0,538,0.0514142479053151,1989,2,25,31,4500.0,0.0,0.0,0.0
65653,김호령,2015,KIA,2015,0.218,103,283,257,31,56,10,2,1,73,21,6,0,15,0,5,83,2,0.284,0.274,0.558,10,0.353,0.667,13,67,51,1,3.92,0.066,21.1,0.194,103,13,11,2,84.6,0,2,중견수,105,76,691.6666666666667,2,0,216,7,2,0,0,0,0.9900448192771084,0.0,0.851,0.0,0.0449184442,0.0449184442,0,283,0.0,1992,4,30,24,6264.434980687333,0.0,0.0,0.0
65653,김호령,2015,KIA,2016,0.267,124,514,453,72,121,18,3,8,169,41,13,2,36,0,10,104,7,0.373,0.333,0.706,32,0.221,0.5,29,114,116,1,3.85,0.106,57.4,0.243,124,29,19,10,65.5,8,2,중견수,122,112,1009.6666666666666,3,0,310,10,5,0,0,0,0.991,0.0,1.64,0.0,0.159709619,0.204628063,0,797,0.0,1992,4,30,25,9729.81638006412,0.0,0.0,0.0
73853,송수근,1999,SK,2003,0.0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,1,0,5.0,0.0,-0.1,0.0,2,0,0,0,0.0,0,0,우익수,2,0,5.0,0,0,3,0,0,0,0,0,1.0,0.0,-0.024,0.0,0.0,0.0,0,1,0.0,1980,6,26,24,2761.8186819664406,0.0,0.0,0.0
61566,허일,2011,롯데,2018,0.357,9,15,14,1,5,0,0,0,5,0,0,0,1,0,0,2,0,0.357,0.4,0.757,1,0.0,0.25,0,3,4,0,3.93,0.0,2.0,0.269,9,0,0,0,0.0,1,0,우익수,5,2,17.0,0,0,2,0,0,0,0,0,1.0,0.0,-0.016,0.0,0.004784689,0.00596532654,0,19,0.0,1992,11,20,27,2714.678111587983,0.0,0.0,0.0
61566,허일,2011,롯데,2019,0.255,71,162,149,14,38,4,0,1,45,17,0,0,12,0,1,28,1,0.302,0.315,0.617,6,0.292,0.424,5,54,29,2,3.78,0.047,14.7,0.217,71,3,2,1,66.7,0,0,중견수,37,19,163.33333333333334,1,0,41,2,2,0,0,0,0.9688489795918366,0.0,0.099,0.0,0.0330062444,0.0389715709,0,181,0.4431916079291613,1992,11,20,28,2700.0,0.0,0.0,0.0
71806,김동건,2001,SK,2006,0.156,21,39,32,3,5,1,1,0,8,1,3,0,2,0,2,10,0,0.25,0.25,0.5,0,0.167,0.25,2,7,10,0,3.46,0.094,2.2,0.175,21,0,0,0,0.0,0,0,3루수,18,9,80.0,1,0,3,17,3,0,0,0,0.9461,0.0,-0.12,0.0,0.0155807365,0.0155807365,0,45,0.2651460494685198,1982,3,7,25,2692.065422265459,0.0,0.0,0.0
71806,김동건,2001,SK,2007,0.0,10,10,10,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0.0,0.0,0.0,0,0.0,0.0,0,7,2,0,3.8,0.0,-1.3,0.0,10,0,0,0,0.0,0,0,3루수,8,1,19.0,0,0,3,4,2,0,0,0,0.9473684210526316,0.0,-0.227,0.0,0.00502512563,0.0206058621,0,55,1.7627022003449735,1982,3,7,26,2694.315686752867,0.0,0.0,0.0
