선수명,연도,소속팀명,연봉,WAR,상세url
송지만,2009,히어로즈,"40,000",3.371,http://www.statiz.co.kr/player.php?name=송지만
김수경,2009,히어로즈,"37,000",-0.148,http://www.statiz.co.kr/player.php?name=김수경
이택근,2009,히어로즈,"22,500",5.292,http://www.statiz.co.kr/player.php?name=이택근
이숭용,2009,히어로즈,"17,000",1.360,http://www.statiz.co.kr/player.php?name=이숭용
장원삼,2009,히어로즈,"17,000",1.077,http://www.statiz.co.kr/player.php?name=장원삼
전준호,2009,히어로즈,"16,000",0.078,http://www.statiz.co.kr/player.php?name=전준호
송신영,2009,히어로즈,"14,500",0.715,http://www.statiz.co.kr/player.php?name=송신영
황두성,2009,히어로즈,"13,000",2.810,http://www.statiz.co.kr/player.php?name=황두성
김동수,2009,히어로즈,"13,000",1.012,http://www.statiz.co.kr/player.php?name=김동수
전준호,2009,히어로즈,"13,000",0.078,http://www.statiz.co.kr/player.php?name=전준호
마일영,2009,히어로즈,"11,000",0.250,http://www.statiz.co.kr/player.php?name=마일영
이상열,2009,히어로즈,"8,000",-0.147,http://www.statiz.co.kr/player.php?name=이상열
강귀태,2009,히어로즈,"7,000",0.656,http://www.statiz.co.kr/player.php?name=강귀태
조용준,2009,히어로즈,"7,000",0.126,http://www.statiz.co.kr/player.php?name=조용준
이현승,2009,히어로즈,"7,000",3.567,http://www.statiz.co.kr/player.php?name=이현승
정수성,2009,히어로즈,"6,000",-0.386,http://www.statiz.co.kr/player.php?name=정수성
조용훈,2009,히어로즈,"5,500",0.393,http://www.statiz.co.kr/player.php?name=조용훈
김일경,2009,히어로즈,"5,300",0.541,http://www.statiz.co.kr/player.php?name=김일경
강병식,2009,히어로즈,"5,300",0.206,http://www.statiz.co.kr/player.php?name=강병식
신철인,2009,히어로즈,"5,000",0.772,http://www.statiz.co.kr/player.php?name=신철인
노환수,2009,히어로즈,"4,400",0.012,http://www.statiz.co.kr/player.php?name=노환수
강정호,2009,히어로즈,"4,400",3.980,http://www.statiz.co.kr/player.php?name=강정호
황재균,2009,히어로즈,"4,000",3.497,http://www.statiz.co.kr/player.php?name=황재균
전근표,2009,히어로즈,"3,800",,http://www.statiz.co.kr/player.php?name=전근표
조중근,2009,히어로즈,"3,700",-0.361,http://www.statiz.co.kr/player.php?name=조중근
조재호,2009,히어로즈,"3,500",-0.162,http://www.statiz.co.kr/player.php?name=조재호
이대환,2009,히어로즈,"3,300",0.000,http://www.statiz.co.kr/player.php?name=이대환
오재영,2009,히어로즈,"3,000",,http://www.statiz.co.kr/player.php?name=오재영
이동학,2009,히어로즈,"2,800",0.115,http://www.statiz.co.kr/player.php?name=이동학
권도영,2009,히어로즈,"2,800",0.242,http://www.statiz.co.kr/player.php?name=권도영
오윤,2009,히어로즈,"2,500",-0.181,http://www.statiz.co.kr/player.php?name=오윤
김민우,2009,히어로즈,"2,400",0.694,http://www.statiz.co.kr/player.php?name=김민우
유재신,2009,히어로즈,"2,400",-0.093,http://www.statiz.co.kr/player.php?name=유재신
김영민,2009,히어로즈,"2,400",,http://www.statiz.co.kr/player.php?name=김영민
이정호,2009,히어로즈,"2,400",-0.065,http://www.statiz.co.kr/player.php?name=이정호
김성현,2009,히어로즈,"2,300",0.107,http://www.statiz.co.kr/player.php?name=김성현
허준,2009,히어로즈,"2,300",0.086,http://www.statiz.co.kr/player.php?name=허준
이보근,2009,히어로즈,"2,300",1.537,http://www.statiz.co.kr/player.php?name=이보근
장기영,2009,히어로즈,"2,200",,http://www.statiz.co.kr/player.php?name=장기영
최현종,2009,히어로즈,"2,200",,http://www.statiz.co.kr/player.php?name=최현종
전동수,2009,히어로즈,"2,200",,http://www.statiz.co.kr/player.php?name=전동수
배힘찬,2009,히어로즈,"2,200",0.358,http://www.statiz.co.kr/player.php?name=배힘찬
유선정,2009,히어로즈,"2,200",-0.016,http://www.statiz.co.kr/player.php?name=유선정
이성재,2009,히어로즈,"2,200",,http://www.statiz.co.kr/player.php?name=이성재
김남형,2009,히어로즈,"2,200",,http://www.statiz.co.kr/player.php?name=김남형
민성기,2009,히어로즈,"2,200",,http://www.statiz.co.kr/player.php?name=민성기
전승윤,2009,히어로즈,"2,200",,http://www.statiz.co.kr/player.php?name=전승윤
장효훈,2009,히어로즈,"2,100",,http://www.statiz.co.kr/player.php?name=장효훈
임태준,2009,히어로즈,"2,100",,http://www.statiz.co.kr/player.php?name=임태준
임창민,2009,히어로즈,"2,100",-0.119,http://www.statiz.co.kr/player.php?name=임창민
오재일,2009,히어로즈,"2,100",-0.478,http://www.statiz.co.kr/player.php?name=오재일
