선수명,ID,팀명,경기,도루시도,도루허용,도루실패,도루성공률,주루사,견제사
김재현,94107,SK,120,4,2,2,50.0,0,0
조중근,71835,SK,108,4,2,2,50.0,0,0
마테오,75156,LG,34,3,2,1,66.7,0,0
안상준,95666,LG,26,2,2,0,100,0,0
신경현,98742,한화,110,5,2,3,40.0,0,0
유한준,74339,현대,18,1,1,0,100,0,0
이숭용,94310,현대,105,2,1,1,50.0,0,0
채종국,98315,현대,106,9,1,8,11.1,0,0
김한수,94450,삼성,114,1,1,0,100,0,0
박석민,74465,삼성,52,1,1,0,100,0,0
박정환,70408,삼성,26,1,1,0,100,0,0
진갑용,97202,삼성,110,2,1,1,50.0,0,0
김동주,98218,두산,94,3,1,2,33.3,0,0
김재호,74206,두산,47,1,1,0,100,0,0
방승재,74242,두산,6,1,1,0,100,0,0
안경현,92207,두산,105,3,1,2,33.3,0,0
용덕한,74223,두산,59,4,1,3,25.0,0,0
정원석,70240,두산,15,2,1,1,50.0,0,0
손지환,97103,KIA,107,3,1,2,33.3,0,0
최훈락,75608,KIA,24,2,1,1,50.0,0,0
김태균,94415,SK,110,1,1,0,100,0,0
박경완,92809,SK,114,5,1,4,20.0,0,0
이대수,72860,SK,99,2,1,1,50.0,0,0
박경수,73113,LG,35,1,1,0,100,0,0
박병호,75125,LG,79,1,1,0,100,0,0
오태근,72169,LG,7,2,1,1,50.0,0,0
최동수,94132,LG,77,1,1,0,100,0,0
백승룡,75705,한화,39,3,1,2,33.3,0,0
심광호,96722,한화,63,1,1,0,100,0,0
임수민,96766,한화,64,1,1,0,100,0,0
최민준,73757,한화,1,1,1,0,100,0,0
한상훈,73703,한화,94,1,1,0,100,0,0
강민호,74540,롯데,104,5,1,4,20.0,0,0
박연수,98130,롯데,71,4,1,3,25.0,0,0
박현승,95518,롯데,24,1,1,0,100,0,0
이대호,71564,롯데,126,1,1,0,100,0,0
조인신,73567,롯데,27,1,1,0,100,0,0
김민범,93367,현대,1,0,0,0,-,0,0
김성태,70345,현대,1,0,0,0,-,0,0
김승권,95710,현대,8,0,0,0,-,0,0
노병오,72461,현대,2,0,0,0,-,0,0
노환수,73343,현대,1,0,0,0,-,0,0
박준수,70349,현대,1,0,0,0,-,0,0
서튼,75333,현대,119,2,0,2,0.0,0,0
송신영,99314,현대,1,0,0,0,-,0,0
오윤,70312,현대,9,0,0,0,-,0,0
오재일,75334,현대,1,0,0,0,-,0,0
유덕형,75392,현대,3,0,0,0,-,0,0
이동학,70356,현대,2,0,0,0,-,0,0
이보근,75342,현대,1,0,0,0,-,0,0
이상현,70352,현대,4,0,0,0,-,0,0
장교성,70303,현대,37,2,0,2,0.0,0,0
전근표,70364,현대,37,1,0,1,0.0,0,0
정민태,92301,현대,1,0,0,0,-,0,0
조승현,97335,현대,5,0,0,0,-,0,0
조용준,72351,현대,4,0,0,0,-,0,0
조재호,72313,현대,16,1,0,1,0.0,0,0
지석훈,73306,현대,61,0,0,0,-,0,0
차화준,75307,현대,4,0,0,0,-,0,0
허준,75344,현대,2,0,0,0,-,0,0
황두성,97423,현대,2,0,0,0,-,0,0
강영식,70615,삼성,2,0,0,0,-,0,0
곽용섭,73455,삼성,3,0,0,0,-,0,0
권오준,99445,삼성,4,0,0,0,-,0,0
김대익,96503,삼성,61,0,0,0,-,0,0
김덕윤,71440,삼성,1,0,0,0,-,0,0
김영복,73438,삼성,23,0,0,0,-,0,0
김진웅,98451,삼성,1,0,0,0,-,0,0
박성훈,75464,삼성,1,0,0,0,-,0,0
배영수,70425,삼성,1,0,0,0,-,0,0
손승현,75442,삼성,8,0,0,0,-,0,0
손주인,72456,삼성,14,0,0,0,-,0,0
오승환,75421,삼성,7,0,0,0,-,0,0
이정식,74402,삼성,59,0,0,0,-,0,0
이태호,72448,삼성,1,0,0,0,-,0,0
임창용,95657,삼성,1,0,0,0,-,0,0
전병호,96411,삼성,2,0,0,0,-,0,0
조영훈,75441,삼성,7,0,0,0,-,0,0
허연철,73468,삼성,10,0,0,0,-,0,0
강인권,95712,두산,18,0,0,0,-,0,0
고영민,72214,두산,16,0,0,0,-,0,0
금민철,75258,두산,1,0,0,0,-,0,0
김명제,75255,두산,1,0,0,0,-,0,0
김성배,73226,두산,5,0,0,0,-,0,0
김승회,73248,두산,1,0,0,0,-,0,0
김주호,73604,두산,5,0,0,0,-,0,0
김혜겸,74246,두산,1,0,0,0,-,0,0
리오스,72659,두산,1,0,0,0,-,0,0
박정배,75250,두산,1,0,0,0,-,0,0
서동환,75261,두산,1,0,0,0,-,0,0
윤석민,74215,두산,1,0,0,0,-,0,0
이경민,74219,두산,1,0,0,0,-,0,0
이대현,71202,두산,1,0,0,0,-,0,0
이승준,99229,두산,24,0,0,0,-,0,0
이원희,74247,두산,8,0,0,0,-,0,0
이재영,72216,두산,2,0,0,0,-,0,0
이재우,71260,두산,5,0,0,0,-,0,0
이혜천,98259,두산,1,0,0,0,-,0,0
정재훈,73241,두산,8,0,0,0,-,0,0
조현근,75268,두산,4,0,0,0,-,0,0
홍원기,96723,두산,92,0,0,0,-,0,0
황윤성,92306,두산,55,0,0,0,-,0,0
김경진,99614,KIA,42,0,0,0,-,0,0
김상훈,70612,KIA,105,2,0,2,0.0,0,0
김성호,74642,KIA,2,0,0,0,-,0,0
김원섭,71207,KIA,28,0,0,0,-,0,0
김주형,74605,KIA,39,0,0,0,-,0,0
마해영,95549,KIA,94,0,0,0,-,0,0
백정훈,75640,KIA,1,0,0,0,-,0,0
서동욱,73606,KIA,12,0,0,0,-,0,0
신동주,91470,KIA,23,0,0,0,-,0,0
신용운,72649,KIA,3,0,0,0,-,0,0
윤석민,75620,KIA,2,0,0,0,-,0,0
윤형진,70655,KIA,1,0,0,0,-,0,0
이범석,75635,KIA,1,0,0,0,-,0,0
이영수,74650,KIA,4,0,0,0,-,0,0
이재주,92304,KIA,79,1,0,1,0.0,0,0
임성민,75648,KIA,47,0,0,0,-,0,0
장일현,99607,KIA,11,0,0,0,-,0,0
전병두,73228,KIA,2,0,0,0,-,0,0
주창훈,74635,KIA,1,0,0,0,-,0,0
차일목,73602,KIA,6,0,0,0,-,0,0
홍현우,90695,KIA,25,0,0,0,-,0,0
강성우,92509,SK,22,0,0,0,-,0,0
김경태,98128,SK,1,0,0,0,-,0,0
김기태,91803,SK,54,0,0,0,-,0,0
김원형,91848,SK,3,0,0,0,-,0,0
김형철,73827,SK,20,0,0,0,-,0,0
위재영,95318,SK,1,0,0,0,-,0,0
윤길현,72862,SK,1,0,0,0,-,0,0
이영욱,73825,SK,3,0,0,0,-,0,0
정우람,74857,SK,1,0,0,0,-,0,0
조경환,98533,SK,19,0,0,0,-,0,0
조웅천,90350,SK,4,0,0,0,-,0,0
조형식,71823,SK,1,0,0,0,-,0,0
차바치,75830,SK,1,0,0,0,-,0,0
채종범,70833,SK,8,0,0,0,-,0,0
최경철,73824,SK,43,0,0,0,-,0,0
최정,75847,SK,45,0,0,0,-,0,0
최혁길,74836,SK,1,0,0,0,-,0,0
카브레라,74828,SK,1,0,0,0,-,0,0
경헌호,70121,LG,2,0,0,0,-,0,0
김민기,97111,LG,1,0,0,0,-,0,0
김우석,72108,LG,30,0,0,0,-,0,0
김정민,93112,LG,79,2,0,2,0.0,0,0
김태완,74158,LG,29,1,0,1,0.0,0,0
류택현,94228,LG,1,0,0,0,-,0,0
박기남,74103,LG,56,1,0,1,0.0,0,0
서용빈,94162,LG,15,0,0,0,-,0,0
송현우,74160,LG,1,0,0,0,-,0,0
신윤호,94126,LG,2,0,0,0,-,0,0
신재웅,75138,LG,1,0,0,0,-,0,0
심수창,74167,LG,1,0,0,0,-,0,0
안치용,72161,LG,13,0,0,0,-,0,0
왈론드,75155,LG,1,0,0,0,-,0,0
장문석,97126,LG,1,0,0,0,-,0,0
정재복,73166,LG,2,0,0,0,-,0,0
조인성,98144,LG,85,0,0,0,-,0,0
최길성,70649,LG,4,0,0,0,-,0,0
최승환,70122,LG,16,0,0,0,-,0,0
한규식,99554,LG,115,1,0,1,0.0,0,0
고지행,73732,한화,25,0,0,0,-,0,0
권영근,74704,한화,7,0,0,0,-,0,0
박노민,74756,한화,9,0,0,0,-,0,0
브리또,70834,한화,78,1,0,1,0.0,0,0
스미스,75734,한화,30,0,0,0,-,0,0
이도형,93225,한화,113,0,0,0,-,0,0
이양기,73725,한화,10,0,0,0,-,0,0
장종훈,87760,한화,7,0,0,0,-,0,0
전현태,75706,한화,21,1,0,1,0.0,0,0
정희상,75762,한화,4,0,0,0,-,0,0
조현수,72752,한화,1,0,0,0,-,0,0
최진행,74729,한화,1,0,0,0,-,0,0
가득염,92501,롯데,2,0,0,0,-,0,0
강상수,94526,롯데,2,0,0,0,-,0,0
권민성,71650,롯데,10,0,0,0,-,0,0
김승관,95468,롯데,14,0,0,0,-,0,0
노장진,93728,롯데,2,0,0,0,-,0,0
박경진,99544,롯데,12,0,0,0,-,0,0
박종윤,71562,롯데,6,0,0,0,-,0,0
손민한,97571,롯데,1,0,0,0,-,0,0
이계성,96468,롯데,13,0,0,0,-,0,0
이동훈,75554,롯데,2,0,0,0,-,0,0
이명우,72535,롯데,4,0,0,0,-,0,0
이왕기,75539,롯데,5,0,0,0,-,0,0
이용훈,70434,롯데,1,0,0,0,-,0,0
이원석,75566,롯데,72,0,0,0,-,0,0
이정민,72551,롯데,2,0,0,0,-,0,0
이정훈,97541,롯데,4,0,0,0,-,0,0
장원준,74513,롯데,1,0,0,0,-,0,0
조정훈,75537,롯데,1,0,0,0,-,0,0
조효상,96704,롯데,38,0,0,0,-,0,0
최대성,74543,롯데,1,0,0,0,-,0,0
황준영,75563,롯데,17,0,0,0,-,0,0
