선수명,ID,팀명,경기,도루시도,도루허용,도루실패,도루성공률,주루사,견제사
박용택,72133,LG,126,50,43,7,86.0,0,0
윤승균,75266,두산,116,51,39,12,76.5,0,0
이대형,73153,LG,107,46,37,9,80.4,0,0
이용규,74163,KIA,124,41,31,10,75.6,0,0
정수성,97350,현대,118,34,29,5,85.3,0,0
이종범,93607,KIA,118,33,28,5,84.8,0,0
박재홍,96362,SK,109,32,22,10,68.8,0,0
강명구,73409,삼성,106,23,21,2,91.3,0,0
신명철,71504,롯데,116,29,21,8,72.4,0,0
정수근,95208,롯데,109,36,21,15,58.3,0,0
김민재,91523,SK,125,25,20,5,80.0,0,0
조동화,71848,SK,110,24,19,5,79.2,0,0
클리어,75154,LG,110,24,19,5,79.2,0,0
전준호,91511,현대,94,26,18,8,69.2,0,0
조동찬,72466,삼성,122,23,17,6,73.9,0,0
안재만,97157,LG,65,21,15,6,71.4,0,0
박한이,71432,삼성,123,22,12,10,54.5,0,0
문희성,97219,두산,114,15,12,3,80.0,0,0
최경환,70117,두산,102,15,11,4,73.3,0,0
김민철,71609,KIA,101,15,11,4,73.3,0,0
김종국,96616,KIA,117,16,11,5,68.8,0,0
고동진,74745,한화,94,14,11,3,78.6,0,0
양준혁,93410,삼성,124,13,10,3,76.9,0,0
임재철,99507,두산,109,13,10,3,76.9,0,0
이병규,97109,LG,119,16,10,6,62.5,0,0
서한규,98504,현대,93,11,9,2,81.8,0,0
강동우,98420,삼성,125,10,9,1,90.0,0,0
김수연,96777,한화,111,12,9,3,75.0,0,0
김재걸,95409,삼성,103,16,8,8,50.0,0,0
나주환,73209,두산,99,11,8,3,72.7,0,0
이진영,99810,SK,122,13,8,5,61.5,0,0
김인철,90811,한화,103,11,8,3,72.7,0,0
박기혁,70553,롯데,114,11,8,3,72.7,0,0
정성훈,99606,현대,126,10,7,3,70.0,0,0
홍세완,70626,KIA,90,14,7,7,50.0,0,0
정경배,96441,SK,126,15,7,8,46.7,0,0
데이비스,99725,한화,118,10,7,3,70.0,0,0
조원우,94836,한화,95,10,7,3,70.0,0,0
라이온,74534,롯데,125,10,7,3,70.0,0,0
이범호,70756,한화,126,8,6,2,75.0,0,0
박정준,73543,롯데,91,10,6,4,60.0,0,0
박종호,92906,삼성,119,7,5,2,71.4,0,0
박진만,96307,삼성,85,7,5,2,71.4,0,0
이호준,94629,SK,105,10,5,5,50.0,0,0
이종열,91015,LG,85,6,5,1,83.3,0,0
백재호,97709,한화,85,5,5,0,100,0,0
김일경,97300,현대,55,4,4,0,100,0,0
김창희,97644,두산,84,6,4,2,66.7,0,0
장원진,92211,두산,123,8,4,4,50.0,0,0
장성호,96610,KIA,123,5,4,1,80.0,0,0
정근우,75808,SK,52,6,4,2,66.7,0,0
박남섭,71815,롯데,68,6,4,2,66.7,0,0
최준석,71552,롯데,100,5,4,1,80.0,0,0
송지만,96761,현대,123,6,3,3,50.0,0,0
김종훈,94539,삼성,70,4,3,1,75.0,0,0
심정수,94204,삼성,124,5,3,2,60.0,0,0
전상렬,91465,두산,92,6,3,3,50.0,0,0
심재학,95114,KIA,94,4,3,1,75.0,0,0
박재상,71857,SK,31,4,3,1,75.0,0,0
최익성,94426,SK,40,3,3,0,100,0,0
권용관,95158,LG,79,5,3,2,60.0,0,0
이성열,73136,LG,102,4,3,1,75.0,0,0
이학준,74148,LG,13,3,3,0,100,0,0
정의윤,75151,LG,106,4,3,1,75.0,0,0
김태균,71752,한화,124,4,3,1,75.0,0,0
박진환,74565,롯데,31,5,3,2,60.0,0,0
손인호,98538,롯데,114,5,3,2,60.0,0,0
최기문,96224,롯데,94,4,3,1,75.0,0,0
펠로우,75551,롯데,109,7,3,4,42.9,0,0
강귀태,72312,현대,104,2,2,0,100,0,0
강병식,72325,현대,94,2,2,0,100,0,0
김동수,90419,현대,96,3,2,1,66.7,0,0
이택근,73342,현대,71,3,2,1,66.7,0,0
강봉규,70224,두산,48,3,2,1,66.7,0,0
손시헌,73213,두산,126,7,2,5,28.6,0,0
홍성흔,99222,두산,115,4,2,2,50.0,0,0
김경언,71610,KIA,78,4,2,2,50.0,0,0
송산,75612,KIA,75,4,2,2,50.0,0,0
김강민,71837,SK,23,5,2,3,40.0,0,0
