선수명,ID,팀명,평균자책점,경기,승리,패배,세이브,홀드,승률,이닝,피안타,홈런,볼넷,사구,삼진,실점,자책점,이닝당_출루허용률,완투,완봉,퀄리티스타트,블론세이브,타자수,투구수,피안타율,2루타,3루타,희생번트,희생플라이,고의4구,폭투,보크,선발,선발승,구원승,종료,세이브기회,터프세이브,병살타,땅볼,뜬공,땅볼/뜬공,인플레이타구타율,투구수/경기,투구수/이닝,9이닝당 삼진,9이닝당 볼넷,삼진/볼넷,피출루율,피장타율,피OPS
권준헌,90315,한화,2.11,35,1,1,17,1,0.500,42 2/3,34,2,13,0,24,10,10,1.10,0,0,0,0,170,607,0.222,9,0,3,1,2,0,0,0,0,1,31,20,2,4,44,52,0.85,0.250,17.3,14.2,5.06,2.74,1.85,0.281,0.320,0.601
차명주,96570,한화,2.45,32,0,1,0,11,0.000,14 2/3,14,0,6,2,11,5,4,1.36,0,0,0,0,63,213,0.259,1,0,0,1,2,1,0,0,0,0,1,11,0,2,14,16,0.88,0.318,6.7,14.5,6.75,3.68,1.83,0.349,0.278,0.627
송진우,89770,한화,3.61,28,11,8,1,0,0.579,172,162,19,44,7,100,73,69,1.20,1,0,16,0,729,2692,0.246,27,1,15,4,1,5,0,26,11,0,3,0,0,9,206,195,1.06,0.263,96.1,15.7,5.23,2.30,2.27,0.298,0.376,0.674
조영민,74726,한화,4.05,25,1,5,8,0,0.167,33 1/3,31,6,10,4,19,18,15,1.23,0,0,0,0,144,517,0.248,7,0,4,1,0,2,1,0,0,1,18,13,1,1,35,41,0.85,0.248,20.7,15.5,5.13,2.70,1.90,0.321,0.448,0.769
최영필,97336,한화,4.14,14,0,3,1,0,0.000,37,39,5,9,3,27,18,17,1.30,0,0,2,0,156,584,0.279,6,0,3,1,0,2,0,4,0,0,4,2,1,3,32,43,0.74,0.312,41.7,15.8,6.57,2.19,3.00,0.333,0.429,0.762
윤규진,73750,한화,4.57,28,3,4,3,0,0.429,84 2/3,85,8,36,8,63,50,43,1.43,1,0,4,0,369,1455,0.269,13,1,7,2,0,5,0,9,3,0,11,3,0,10,73,97,0.75,0.312,52.0,17.2,6.70,3.83,1.75,0.356,0.392,0.748
문용민,73720,한화,4.67,37,1,1,0,4,0.500,17 1/3,19,4,6,1,13,10,9,1.44,0,0,0,0,77,298,0.284,1,0,2,1,0,0,0,0,0,1,1,8,0,0,19,17,1.12,0.294,8.1,17.2,6.75,3.12,2.17,0.347,0.478,0.825
마정길,72749,한화,4.83,33,2,1,2,1,0.667,41,36,7,22,5,37,23,22,1.41,0,0,0,0,183,721,0.242,6,0,3,4,1,1,0,1,0,2,5,9,0,1,21,59,0.36,0.266,21.8,17.6,8.12,4.83,1.68,0.350,0.423,0.773
송창식,74731,한화,5.13,26,8,7,0,0,0.533,140 1/3,143,15,63,8,80,83,80,1.47,1,0,10,0,620,2428,0.268,33,1,7,8,1,7,1,24,8,0,3,0,0,10,154,165,0.93,0.286,93.4,17.3,5.13,4.04,1.27,0.349,0.418,0.767
신주영,72739,한화,5.19,6,0,0,0,1,-,8 2/3,7,4,2,3,3,5,5,1.04,0,0,0,0,37,129,0.219,1,0,0,0,1,0,0,0,0,0,3,0,0,1,12,10,1.20,0.120,21.5,14.9,3.12,2.08,1.50,0.324,0.625,0.949
문동환,97575,한화,5.37,25,4,15,0,0,0.211,120 2/3,147,20,45,5,56,88,72,1.59,0,0,8,0,557,1980,0.298,23,2,13,1,1,2,0,22,4,0,1,1,0,10,149,142,1.05,0.304,79.2,16.4,4.18,3.36,1.24,0.362,0.475,0.837
정병희,72743,한화,5.48,33,4,5,1,3,0.444,65 2/3,71,13,25,1,52,40,40,1.46,0,0,0,0,285,1088,0.283,4,1,5,3,3,1,0,3,0,4,9,3,0,5,54,77,0.70,0.307,33.0,16.6,7.13,3.43,2.08,0.346,0.462,0.808
박정진,99737,한화,5.51,31,3,1,0,4,0.750,32 2/3,33,6,23,0,23,20,20,1.71,0,0,0,0,150,636,0.264,5,1,2,0,0,1,0,0,0,3,6,8,0,2,29,40,0.73,0.281,20.5,19.5,6.34,6.34,1.00,0.378,0.464,0.842
지연규,92701,한화,5.57,20,0,4,3,3,0.000,32 1/3,36,4,13,6,17,23,20,1.52,0,0,0,0,143,554,0.298,3,0,3,0,0,4,0,2,0,0,9,7,1,4,46,22,2.09,0.320,27.7,17.1,4.73,3.62,1.31,0.393,0.421,0.814
김해님,97758,한화,5.58,23,5,3,0,3,0.625,90 1/3,109,12,36,9,43,59,56,1.61,0,0,3,0,410,1439,0.307,19,1,5,5,0,2,0,15,4,1,0,2,0,8,110,98,1.12,0.318,62.6,15.9,4.28,3.59,1.19,0.380,0.468,0.848
오봉옥,92403,한화,5.97,40,5,2,0,2,0.714,60 1/3,70,7,22,5,31,40,40,1.52,0,0,0,0,267,993,0.304,10,1,8,2,4,1,0,0,0,5,8,4,0,7,55,76,0.72,0.325,24.8,16.5,4.62,3.28,1.41,0.375,0.448,0.823
안영명,73738,한화,6.46,8,0,1,0,0,0.000,15 1/3,16,1,9,4,7,11,11,1.63,0,0,0,0,72,273,0.276,4,0,0,1,0,3,0,1,0,0,4,0,0,2,18,18,1.00,0.294,34.1,17.8,4.11,5.28,0.78,0.403,0.397,0.800
김창훈,74728,한화,7.17,31,3,2,0,2,0.600,42 2/3,52,9,20,5,22,36,34,1.69,0,0,3,0,197,783,0.310,10,1,1,3,1,2,0,8,3,0,1,1,0,6,35,62,0.56,0.307,25.3,18.4,4.64,4.22,1.10,0.393,0.542,0.935
정민철,92704,한화,7.67,13,0,6,0,0,0.000,54,76,11,18,3,22,50,46,1.74,0,0,1,0,260,915,0.328,12,0,5,2,0,2,0,13,0,0,0,0,0,3,66,70,0.94,0.323,70.4,16.9,3.67,3.00,1.22,0.380,0.522,0.902
조규수,70755,한화,7.68,20,2,3,1,0,0.400,38 2/3,51,7,19,4,26,35,33,1.81,0,0,1,0,185,678,0.329,9,2,6,1,1,1,0,4,0,2,6,1,0,3,40,39,1.03,0.358,33.9,17.5,6.05,4.42,1.37,0.413,0.548,0.961
유영민,71753,한화,9.00,2,0,0,0,0,-,2,2,0,0,0,1,2,2,1.00,0,0,0,0,8,25,0.250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0.67,0.286,12.5,12.5,4.50,0.00,-,0.250,0.250,0.500
한용덕,88770,한화,9.00,10,0,0,0,1,-,10,17,2,2,2,8,13,10,1.90,0,0,0,0,52,217,0.362,1,0,1,0,0,1,0,0,0,0,1,0,0,1,12,10,1.20,0.405,21.7,21.7,7.20,1.80,4.00,0.412,0.511,0.923
윤경희,74761,한화,9.31,6,0,1,0,0,0.000,9 2/3,10,1,7,1,3,10,10,1.76,0,0,0,0,45,158,0.278,3,0,0,1,0,0,0,1,0,0,3,0,0,2,16,8,2.00,0.273,26.3,16.3,2.79,6.52,0.43,0.400,0.444,0.844
정종민,74748,한화,9.69,10,0,0,0,0,-,13,28,6,3,6,9,20,14,2.38,0,0,0,0,78,255,0.424,7,0,1,2,0,3,0,0,0,0,5,0,0,0,20,11,1.82,0.415,25.5,19.6,6.23,2.08,3.00,0.481,0.803,1.284
유혜정,72720,한화,11.25,2,0,0,0,0,-,4,7,1,2,0,3,6,5,2.25,0,0,0,0,20,84,0.412,2,0,1,0,0,0,0,0,0,0,0,0,0,1,6,1,6.00,0.462,42.0,21.0,6.75,4.50,1.50,0.474,0.706,1.180
고상천,71745,한화,27.00,1,0,0,0,0,-,1/3,0,0,1,0,0,2,1,3.00,0,0,0,0,3,14,0.000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,-,0.000,14.0,42.0,0.00,27.00,0.00,0.333,0.000,0.333
