선수명,ID,팀명,평균자책점,경기,승리,패배,세이브,홀드,승률,이닝,피안타,홈런,볼넷,사구,삼진,실점,자책점,이닝당_출루허용률,완투,완봉,퀄리티스타트,블론세이브,타자수,투구수,피안타율,2루타,3루타,희생번트,희생플라이,고의4구,폭투,보크,선발,선발승,구원승,종료,세이브기회,터프세이브,병살타,땅볼,뜬공,땅볼/뜬공,인플레이타구타율,투구수/경기,투구수/이닝,9이닝당 삼진,9이닝당 볼넷,삼진/볼넷,피출루율,피장타율,피OPS
김경태,60757,한화,0.00,1,0,0,0,0,-,1,0,0,0,0,3,0,0,0.00,0,0,0,0,3,15,0.000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-,0.000,15.0,15.0,27.00,0.00,-,0.000,0.000,0.000
바티스타,61727,한화,2.02,27,3,0,10,0,1.000,35 2/3,19,1,22,1,61,8,8,1.15,0,0,0,1,148,594,0.153,5,0,1,0,1,7,0,0,0,3,22,11,2,1,16,28,0.57,0.290,22.0,16.7,15.39,5.55,2.77,0.286,0.218,0.504
안영진,76758,한화,3.18,5,0,0,0,0,-,5 2/3,5,1,2,1,1,2,2,1.24,0,0,0,0,24,86,0.250,0,0,1,0,0,0,0,0,0,0,3,0,0,0,8,6,1.33,0.222,17.2,15.2,1.59,3.18,0.50,0.348,0.400,0.748
박정진,99737,한화,3.24,64,7,6,7,16,0.538,86,70,6,28,1,92,33,31,1.14,0,0,0,1,353,1356,0.224,17,0,6,5,0,5,0,0,0,7,12,25,0,2,59,97,0.61,0.291,21.2,15.8,9.63,2.93,3.29,0.285,0.335,0.620
류현진,76715,한화,3.36,24,11,7,0,0,0.611,126,101,12,38,1,128,54,47,1.10,3,0,11,0,520,2006,0.217,17,1,12,3,0,6,0,18,11,0,5,0,0,3,122,118,1.03,0.271,83.6,15.9,9.14,2.71,3.37,0.276,0.335,0.611
윤근영,75730,한화,3.86,23,0,0,0,1,-,25 2/3,26,1,16,1,25,11,11,1.64,0,0,0,0,119,496,0.255,2,1,0,0,0,4,0,1,0,0,2,1,0,2,24,27,0.89,0.329,21.6,19.3,8.77,5.61,1.56,0.361,0.324,0.685
안영명,73738,한화,4.15,3,0,0,0,0,-,4 1/3,7,2,2,0,4,6,2,2.08,0,0,0,0,24,91,0.350,1,0,1,1,0,0,0,0,0,0,0,0,0,0,4,6,0.67,0.333,30.3,21.0,8.31,4.15,2.00,0.391,0.700,1.091
양훈,75750,한화,4.28,27,6,10,0,0,0.375,143,145,15,60,5,110,75,68,1.43,1,1,11,0,625,2511,0.261,23,4,3,1,1,4,0,26,6,0,1,0,0,6,157,145,1.08,0.301,93.0,17.6,6.92,3.78,1.83,0.338,0.397,0.735
윤기호,78730,한화,4.50,1,0,0,0,0,-,2,3,0,0,0,0,1,1,1.50,0,0,0,0,9,27,0.333,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4,2,2.00,0.333,27.0,13.5,0.00,0.00,-,0.333,0.333,0.666
김광수,70142,한화,4.78,37,2,3,6,3,0.400,37 2/3,53,3,24,2,24,20,20,2.04,0,0,0,2,188,720,0.344,11,0,4,4,2,2,0,0,0,2,17,10,2,2,46,35,1.31,0.382,19.5,19.1,5.73,5.73,1.00,0.429,0.474,0.903
김혁민,77748,한화,4.97,26,5,13,1,0,0.278,128 2/3,132,18,56,2,109,78,71,1.46,0,0,9,0,561,2155,0.270,21,2,10,4,0,11,0,23,5,0,2,1,1,9,99,153,0.65,0.311,82.9,16.7,7.62,3.92,1.95,0.345,0.431,0.776
데폴라,60729,한화,5.48,17,1,3,0,0,0.250,44 1/3,51,3,24,5,34,29,27,1.69,0,0,1,0,200,771,0.300,6,2,1,0,0,4,1,5,0,1,3,1,0,12,53,32,1.66,0.361,45.4,17.4,6.90,4.87,1.42,0.402,0.412,0.814
