선수명,ID,팀명,평균자책점,경기,승리,패배,세이브,홀드,승률,이닝,피안타,홈런,볼넷,사구,삼진,실점,자책점,이닝당_출루허용률,완투,완봉,퀄리티스타트,블론세이브,타자수,투구수,피안타율,2루타,3루타,희생번트,희생플라이,고의4구,폭투,보크,선발,선발승,구원승,종료,세이브기회,터프세이브,병살타,땅볼,뜬공,땅볼/뜬공,인플레이타구타율,투구수/경기,투구수/이닝,9이닝당 삼진,9이닝당 볼넷,삼진/볼넷,피출루율,피장타율,피OPS
서민욱,75763,한화,0.00,2,0,0,0,0,-,1,2,0,0,0,0,0,0,2.00,0,0,0,0,5,10,0.400,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,-,0.400,5.0,10.0,0.00,0.00,-,0.400,0.600,1.000
김해님,97758,한화,1.93,13,0,0,0,0,-,14,12,1,5,2,7,3,3,1.21,0,0,0,1,57,169,0.245,2,0,0,1,1,0,0,0,0,0,8,1,0,2,15,16,0.94,0.262,13.0,12.1,4.50,3.21,1.40,0.333,0.347,0.680
권준헌,90315,한화,1.98,23,2,1,1,1,0.667,27 1/3,24,4,8,1,17,8,6,1.17,0,0,0,0,111,405,0.242,3,0,2,1,1,0,1,0,0,2,14,3,1,3,26,33,0.79,0.253,17.6,14.8,5.60,2.63,2.13,0.303,0.394,0.697
유원상,76757,한화,2.84,8,2,1,1,0,0.667,19,14,2,9,0,13,6,6,1.21,0,0,1,0,76,299,0.212,2,0,0,1,0,4,0,2,1,1,2,3,0,2,20,20,1.00,0.231,37.4,15.7,6.16,4.26,1.44,0.303,0.333,0.636
정민철,92704,한화,2.90,26,12,5,0,0,0.706,155 1/3,155,11,32,8,66,58,50,1.20,1,1,15,0,638,2313,0.268,29,0,11,8,1,3,1,26,12,0,1,0,0,13,205,161,1.27,0.282,89.0,14.9,3.82,1.85,2.06,0.311,0.375,0.686
류현진,76715,한화,2.94,30,17,7,0,0,0.708,211,195,15,68,3,178,74,69,1.25,6,1,22,0,867,3349,0.251,39,1,17,1,4,6,0,30,17,0,6,0,0,19,240,166,1.45,0.307,111.6,15.9,7.59,2.90,2.62,0.313,0.361,0.674
안영명,73738,한화,3.06,61,1,1,5,15,0.500,94,78,9,39,4,79,33,32,1.24,0,0,0,4,390,1551,0.231,12,1,6,4,3,2,0,1,0,1,13,19,0,5,76,108,0.70,0.273,25.4,16.5,7.56,3.73,2.03,0.315,0.353,0.668
문동환,97575,한화,3.11,21,5,3,0,1,0.625,84,87,8,37,3,37,32,29,1.48,1,0,7,0,371,1337,0.273,10,1,11,1,3,0,0,11,5,0,7,1,0,7,104,92,1.13,0.287,63.7,15.9,3.96,3.96,1.00,0.353,0.386,0.739
구대성,93715,한화,3.19,43,1,6,26,0,0.143,42 1/3,41,3,12,0,37,17,15,1.25,0,0,0,4,173,642,0.261,10,0,3,1,1,2,0,0,0,1,39,30,3,4,38,42,0.90,0.322,14.9,15.2,7.87,2.55,3.08,0.312,0.382,0.694
양훈,75750,한화,3.64,47,7,4,2,3,0.636,64 1/3,55,3,33,5,27,29,26,1.37,1,1,0,1,273,1055,0.241,6,0,5,2,2,4,0,3,2,5,14,10,0,12,86,62,1.39,0.260,22.4,16.4,3.78,4.62,0.82,0.347,0.307,0.654
정민혁,77746,한화,3.86,13,1,1,0,0,0.500,18 2/3,16,1,8,4,15,8,8,1.29,0,0,0,0,81,316,0.239,6,0,1,1,0,1,0,0,0,1,4,0,0,1,16,21,0.76,0.288,24.3,16.9,7.23,3.86,1.88,0.350,0.373,0.723
윤규진,73750,한화,3.95,8,0,1,0,1,0.000,13 2/3,12,0,7,0,10,6,6,1.39,0,0,0,0,55,216,0.261,3,0,1,1,0,1,0,1,0,0,1,0,0,2,15,10,1.50,0.324,27.0,15.8,6.59,4.61,1.43,0.352,0.326,0.678
세드릭,77726,한화,4.15,28,11,13,0,0,0.458,158 1/3,143,7,104,10,140,81,73,1.56,0,0,14,0,714,2960,0.246,25,0,11,8,4,11,0,28,11,0,0,0,0,10,160,146,1.10,0.308,105.7,18.7,7.96,5.91,1.35,0.366,0.325,0.691
조성민,75799,한화,4.19,12,1,2,0,0,0.333,43,41,3,19,5,18,23,20,1.40,0,0,2,0,191,675,0.255,6,0,5,1,2,0,0,8,1,0,1,0,0,2,66,37,1.78,0.270,56.3,15.7,3.77,3.98,0.95,0.349,0.348,0.697
최영필,97336,한화,4.33,33,5,5,2,1,0.500,99 2/3,120,7,39,4,48,50,48,1.60,0,0,5,0,442,1700,0.307,19,1,8,0,1,2,1,12,4,1,5,3,0,9,117,106,1.10,0.336,51.5,17.1,4.33,3.52,1.23,0.376,0.414,0.790
마정길,72749,한화,4.50,11,0,1,0,1,0.000,12,15,3,6,1,7,7,6,1.75,0,0,0,0,57,240,0.313,5,0,1,1,0,0,0,0,0,0,4,0,0,0,10,17,0.59,0.308,21.8,20.0,5.25,4.50,1.17,0.393,0.604,0.997
송진우,89770,한화,4.54,42,2,2,1,10,0.500,35 2/3,34,5,10,1,29,19,18,1.23,0,0,0,2,150,596,0.248,1,1,0,2,1,2,0,1,0,2,3,18,0,5,49,27,1.81,0.276,14.2,16.7,7.32,2.52,2.90,0.300,0.380,0.680
김혁민,77748,한화,5.40,2,0,0,0,0,-,1 2/3,2,0,0,1,2,1,1,1.20,0,0,0,0,8,31,0.286,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,2,0.50,0.400,15.5,18.6,10.80,0.00,-,0.375,0.286,0.661
김경선,76729,한화,7.62,7,0,1,0,1,0.000,13,19,2,5,1,6,11,11,1.85,0,0,0,0,62,231,0.345,3,0,0,1,0,0,0,1,0,0,2,0,0,0,14,17,0.82,0.354,33.0,17.8,4.15,3.46,1.20,0.403,0.509,0.912
윤근영,75730,한화,9.00,18,0,2,1,2,0.000,7,10,0,8,0,2,9,7,2.57,0,0,0,0,38,143,0.345,0,0,0,1,0,0,1,0,0,0,1,5,0,1,10,8,1.25,0.357,7.9,20.4,2.57,10.29,0.25,0.474,0.345,0.819
송창식,74731,한화,13.50,2,0,1,0,0,0.000,4,9,0,2,0,3,6,6,2.75,0,0,0,0,22,76,0.450,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3,5,0.60,0.529,38.0,19.0,6.75,4.50,1.50,0.500,0.550,1.050
