선수명,ID,팀명,평균자책점,경기,승리,패배,세이브,홀드,승률,이닝,피안타,홈런,볼넷,사구,삼진,실점,자책점,이닝당_출루허용률,완투,완봉,퀄리티스타트,블론세이브,타자수,투구수,피안타율,2루타,3루타,희생번트,희생플라이,고의4구,폭투,보크,선발,선발승,구원승,종료,세이브기회,터프세이브,병살타,땅볼,뜬공,땅볼/뜬공,인플레이타구타율,투구수/경기,투구수/이닝,9이닝당 삼진,9이닝당 볼넷,삼진/볼넷,피출루율,피장타율,피OPS
구대성,93715,한화,1.82,59,3,4,37,1,0.429,69 1/3,56,4,18,5,76,17,14,1.07,0,0,0,6,282,1108,0.220,10,0,4,1,7,0,0,0,0,3,53,44,6,1,54,69,0.78,0.297,18.8,16.0,9.87,2.34,4.22,0.284,0.307,0.591
류현진,76715,한화,2.23,30,18,6,1,0,0.750,201 2/3,159,11,52,2,204,57,50,1.05,6,1,18,0,800,3020,0.221,28,1,24,3,3,6,0,28,18,0,8,1,0,8,169,190,0.89,0.292,100.7,15.0,9.10,2.32,3.92,0.274,0.309,0.583
지연규,92701,한화,2.25,7,1,1,0,1,0.500,8,6,1,3,0,3,2,2,1.13,0,0,0,0,32,123,0.222,0,0,1,1,0,0,0,0,0,1,0,1,0,0,13,6,2.17,0.208,17.6,15.4,3.38,3.38,1.00,0.290,0.333,0.623
서민욱,75763,한화,3.03,22,0,1,1,1,0.000,29 2/3,25,2,10,1,18,10,10,1.18,0,0,0,0,121,474,0.231,8,0,2,0,1,0,0,0,0,0,4,1,0,3,26,39,0.67,0.261,21.5,16.0,5.46,3.03,1.80,0.303,0.361,0.664
문동환,97575,한화,3.05,31,16,9,1,0,0.640,189,186,10,67,11,85,78,64,1.34,4,2,18,0,798,2911,0.263,19,2,12,1,0,5,0,29,15,1,5,1,0,21,252,185,1.36,0.287,93.9,15.4,4.05,3.19,1.27,0.336,0.338,0.674
최영필,97336,한화,3.05,30,2,3,0,11,0.400,38 1/3,34,4,14,3,34,13,13,1.25,0,0,0,1,162,656,0.239,6,0,3,0,2,3,0,0,0,2,5,8,0,2,34,40,0.85,0.288,21.9,17.1,7.98,3.29,2.43,0.321,0.366,0.687
차명주,96570,한화,3.27,51,3,0,0,4,1.000,22,20,1,5,2,11,11,8,1.14,0,0,0,0,93,315,0.235,5,0,0,1,0,0,0,0,0,3,1,4,0,0,36,19,1.89,0.257,6.2,14.3,4.50,2.05,2.20,0.290,0.329,0.619
안영명,73738,한화,3.29,32,3,4,0,5,0.429,76 2/3,71,9,31,4,48,30,28,1.33,1,0,2,0,325,1294,0.254,9,3,7,3,1,1,0,7,2,1,8,3,0,5,67,97,0.69,0.274,40.4,16.9,5.63,3.64,1.55,0.333,0.404,0.737
송진우,89770,한화,3.60,26,8,8,0,0,0.500,147 1/3,147,10,47,9,94,64,59,1.32,0,0,12,0,624,2371,0.265,23,0,14,0,1,6,0,26,8,0,0,0,0,20,186,127,1.46,0.304,91.2,16.1,5.74,2.87,2.00,0.333,0.361,0.694
양훈,75750,한화,3.92,21,2,1,0,3,0.667,41 1/3,44,4,20,2,27,19,18,1.55,0,0,0,0,186,685,0.270,7,0,1,0,0,4,0,5,2,0,5,1,0,5,55,37,1.49,0.303,32.6,16.6,5.88,4.35,1.35,0.357,0.387,0.744
정민철,92704,한화,3.93,25,7,13,0,0,0.350,130 2/3,142,18,42,5,62,68,57,1.41,0,0,6,0,563,2113,0.284,16,2,12,4,0,6,1,24,7,0,0,0,0,11,160,140,1.14,0.292,84.5,16.2,4.27,2.89,1.48,0.343,0.432,0.775
신주영,72739,한화,4.40,8,1,1,0,0,0.500,14 1/3,17,1,8,1,6,8,7,1.74,0,0,0,0,66,241,0.315,2,0,3,0,0,0,0,0,0,1,1,0,0,0,15,16,0.94,0.340,30.1,16.8,3.77,5.02,0.75,0.413,0.407,0.820
김해님,97758,한화,4.58,36,1,3,0,4,0.250,55,67,5,14,2,23,32,28,1.47,0,0,0,0,243,802,0.302,15,2,4,1,1,0,0,5,1,0,18,4,0,4,81,52,1.56,0.318,22.3,14.6,3.76,2.29,1.64,0.347,0.455,0.802
김백만,71708,한화,5.04,16,1,2,0,2,0.333,25,26,3,6,0,15,17,14,1.28,0,0,0,0,107,390,0.263,8,0,1,1,0,0,0,1,0,1,4,1,0,1,30,29,1.03,0.280,24.4,15.6,5.40,2.16,2.50,0.302,0.434,0.736
권준헌,90315,한화,5.10,37,1,1,1,12,0.500,42 1/3,41,5,12,0,32,24,24,1.25,0,0,0,3,175,627,0.258,6,1,3,1,0,5,1,0,0,1,5,15,1,4,44,43,1.02,0.293,16.9,14.8,6.80,2.55,2.67,0.308,0.403,0.711
