선수명,ID,팀명,평균자책점,경기,승리,패배,세이브,홀드,승률,이닝,피안타,홈런,볼넷,사구,삼진,실점,자책점,이닝당_출루허용률,완투,완봉,퀄리티스타트,블론세이브,타자수,투구수,피안타율,2루타,3루타,희생번트,희생플라이,고의4구,폭투,보크,선발,선발승,구원승,종료,세이브기회,터프세이브,병살타,땅볼,뜬공,땅볼/뜬공,인플레이타구타율,투구수/경기,투구수/이닝,9이닝당 삼진,9이닝당 볼넷,삼진/볼넷,피출루율,피장타율,피OPS
서민욱,75763,한화,0.00,2,0,0,0,0,-,2/3,2,0,0,0,1,0,0,3.00,0,0,0,0,4,10,0.500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.00,0.667,5.0,15.0,13.50,0.00,-,0.500,0.500,1.000
신주영,72739,한화,2.36,24,0,0,0,1,-,34 1/3,29,3,7,2,20,10,9,1.05,0,0,0,0,139,544,0.230,2,1,3,1,0,1,0,0,0,0,9,1,0,4,39,39,1.00,0.250,22.7,15.8,5.24,1.83,2.86,0.279,0.333,0.612
지연규,92701,한화,2.84,33,0,1,20,0,0.000,38,30,3,14,6,32,13,12,1.16,0,0,0,0,160,583,0.216,6,1,1,0,0,1,0,0,0,0,25,22,1,5,54,23,2.35,0.260,17.7,15.3,7.58,3.32,2.29,0.314,0.338,0.652
최영필,97336,한화,2.89,40,8,8,5,0,0.500,112,109,9,30,6,72,41,36,1.24,0,0,7,0,469,1776,0.258,17,1,3,7,1,4,1,13,6,2,13,7,1,12,127,122,1.04,0.287,44.4,15.9,5.79,2.41,2.40,0.311,0.366,0.677
윤규진,73750,한화,3.34,53,4,4,5,9,0.500,67 1/3,69,6,28,8,55,29,25,1.44,0,0,0,0,293,1162,0.274,10,0,1,4,2,6,0,0,0,4,21,11,2,7,67,65,1.03,0.323,21.9,17.3,7.35,3.74,1.96,0.360,0.385,0.745
문동환,97575,한화,3.47,26,10,9,0,0,0.526,173 2/3,174,12,57,3,103,74,67,1.33,1,0,18,0,739,2746,0.265,31,2,18,5,2,3,0,26,10,0,1,0,0,7,205,179,1.15,0.297,105.6,15.8,5.34,2.95,1.81,0.325,0.373,0.698
송진우,89770,한화,3.81,23,11,7,0,0,0.611,127 2/3,126,13,42,7,88,61,54,1.32,1,1,12,0,551,2139,0.259,16,0,15,1,1,2,0,22,11,0,1,0,0,11,166,107,1.55,0.293,93.0,16.8,6.20,2.96,2.10,0.326,0.372,0.698
김해님,97758,한화,4.28,32,6,8,1,2,0.429,128 1/3,152,12,30,10,61,66,61,1.42,0,0,8,0,554,1863,0.303,20,0,9,4,0,1,0,21,6,0,1,4,0,17,178,114,1.56,0.324,58.2,14.5,4.28,2.10,2.03,0.352,0.415,0.767
정민철,92704,한화,4.82,25,9,3,0,0,0.750,115 2/3,124,14,26,6,56,70,62,1.30,0,0,7,0,495,1888,0.275,22,4,5,7,0,1,0,25,9,0,0,0,0,10,133,145,0.92,0.284,75.5,16.3,4.36,2.02,2.15,0.318,0.435,0.753
윤근영,75730,한화,5.40,51,0,1,1,4,0.000,40,41,3,25,4,19,28,24,1.65,0,0,0,0,183,683,0.279,7,0,4,3,0,3,0,0,0,0,6,6,1,5,60,30,2.00,0.297,13.4,17.1,4.28,5.63,0.76,0.391,0.388,0.779
오봉옥,92403,한화,5.65,40,3,2,3,2,0.600,43,54,8,19,3,24,28,27,1.70,0,0,0,0,196,739,0.312,7,2,1,0,0,2,0,0,0,3,13,7,0,2,44,51,0.86,0.326,18.5,17.2,5.02,3.98,1.26,0.390,0.514,0.904
양훈,75750,한화,5.83,22,3,6,0,0,0.333,71,74,5,33,9,21,50,46,1.51,0,0,3,0,315,1242,0.280,18,2,4,5,1,1,1,11,2,1,5,0,0,8,95,79,1.20,0.284,56.5,17.5,2.66,4.18,0.64,0.373,0.420,0.793
차명주,96570,한화,5.88,77,4,1,0,12,0.800,33 2/3,46,3,9,4,17,23,22,1.63,0,0,0,0,152,552,0.338,6,0,1,2,0,2,0,0,0,4,3,17,0,5,53,22,2.41,0.364,7.2,16.4,4.54,2.41,1.89,0.391,0.449,0.840
안영명,73738,한화,6.10,10,0,2,0,0,0.000,20 2/3,26,3,12,2,14,17,14,1.84,0,0,0,0,102,393,0.302,5,0,2,0,0,1,0,4,0,0,5,0,0,1,19,27,0.70,0.333,39.3,19.0,6.10,5.23,1.17,0.400,0.465,0.865
조성민,75799,한화,6.52,16,2,2,0,4,0.500,19 1/3,30,1,9,6,8,15,14,2.02,0,0,0,0,101,387,0.370,3,0,4,1,0,0,0,0,0,2,3,3,0,2,28,16,1.75,0.397,24.2,20.0,3.72,4.19,0.89,0.464,0.444,0.908
정병희,72743,한화,6.56,58,3,5,1,9,0.375,70,82,10,36,11,55,55,51,1.69,0,0,0,0,334,1396,0.295,13,3,5,4,2,4,0,3,0,3,14,11,0,2,54,91,0.59,0.332,24.1,19.9,7.07,4.63,1.53,0.392,0.471,0.863
김창훈,74728,한화,13.50,2,0,0,0,0,-,2 2/3,6,2,0,1,3,6,4,2.25,0,0,0,0,16,56,0.400,1,0,0,0,0,1,0,0,0,0,1,0,0,0,3,3,1.00,0.400,28.0,21.0,10.13,0.00,-,0.438,0.867,1.305
조규수,70755,한화,22.09,5,0,2,0,0,0.000,3 2/3,11,1,3,0,4,9,9,3.82,0,0,0,0,24,93,0.550,1,0,1,0,0,0,0,1,0,0,0,0,0,1,3,2,1.50,0.667,18.6,25.4,9.82,7.36,1.33,0.609,0.750,1.359
