선수명,ID,팀명,평균자책점,경기,승리,패배,세이브,홀드,승률,이닝,피안타,홈런,볼넷,사구,삼진,실점,자책점,이닝당_출루허용률,완투,완봉,퀄리티스타트,블론세이브,타자수,투구수,피안타율,2루타,3루타,희생번트,희생플라이,고의4구,폭투,보크,선발,선발승,구원승,종료,세이브기회,터프세이브,병살타,땅볼,뜬공,땅볼/뜬공,인플레이타구타율,투구수/경기,투구수/이닝,9이닝당 삼진,9이닝당 볼넷,삼진/볼넷,피출루율,피장타율,피OPS
임기영,62754,한화,0.00,1,0,0,0,0,-,2/3,0,0,0,0,0,0,0,0.00,0,0,0,0,2,7,0.000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1.00,0.000,7.0,10.5,0.00,0.00,-,0.000,0.000,0.000
류현진,76715,한화,2.66,27,9,9,0,0,0.500,182 2/3,153,12,46,5,210,58,54,1.09,1,0,22,0,734,2843,0.232,18,1,22,2,6,3,1,27,9,0,1,0,0,9,161,137,1.18,0.321,105.3,15.6,10.35,2.27,4.57,0.287,0.317,0.604
송창식,74731,한화,2.91,47,4,3,1,12,0.571,74 1/3,45,7,26,5,66,24,24,0.96,0,0,0,1,298,1132,0.176,8,0,9,3,2,3,0,3,2,2,10,12,0,1,51,96,0.53,0.205,24.1,15.2,7.99,3.15,2.54,0.263,0.290,0.553
최우석,62741,한화,3.18,4,0,0,0,0,-,5 2/3,4,0,3,1,2,3,2,1.24,0,0,0,0,25,94,0.190,1,0,0,0,0,0,0,0,0,0,2,0,0,1,10,5,2.00,0.211,23.5,16.6,3.18,4.76,0.67,0.320,0.238,0.558
바티스타,61727,한화,3.56,44,4,6,8,4,0.400,86,70,7,52,12,110,35,34,1.42,0,0,5,3,375,1473,0.231,10,0,7,1,0,10,1,10,3,1,18,16,0,5,70,54,1.30,0.337,33.5,17.1,11.51,5.44,2.12,0.364,0.333,0.697
윤근영,75730,한화,3.72,18,2,2,0,2,0.500,38 2/3,33,2,19,2,25,20,16,1.34,0,0,0,0,162,650,0.243,4,1,3,2,1,3,0,5,0,2,3,1,0,4,43,37,1.16,0.279,36.1,16.8,5.82,4.42,1.32,0.340,0.331,0.671
김혁민,77748,한화,4.06,32,8,9,0,1,0.471,146 1/3,137,9,45,9,102,69,66,1.24,1,0,12,0,612,2310,0.254,25,3,13,6,1,15,0,21,7,1,4,0,0,6,143,163,0.88,0.295,72.2,15.8,6.27,2.77,2.27,0.319,0.362,0.681
안승민,60713,한화,4.75,62,3,7,16,5,0.300,72,69,6,21,5,53,41,38,1.25,0,0,0,3,305,1097,0.256,12,0,3,6,1,5,0,4,0,3,35,23,3,4,94,60,1.57,0.290,17.7,15.2,6.63,2.63,2.52,0.315,0.367,0.682
유창식,61715,한화,4.77,27,6,8,0,1,0.429,111 1/3,101,13,79,1,82,61,59,1.62,0,0,6,0,502,1964,0.251,16,1,14,5,1,8,0,18,6,0,0,0,0,9,114,111,1.03,0.281,72.7,17.6,6.63,6.39,1.04,0.371,0.392,0.763
송신영,99314,한화,4.94,24,1,3,0,2,0.250,23 2/3,37,3,8,4,17,16,13,1.90,0,0,0,2,117,448,0.374,5,1,4,2,1,2,0,0,0,1,4,4,0,1,24,23,1.04,0.420,18.7,18.9,6.46,3.04,2.13,0.434,0.535,0.969
