선수명,ID,팀명,평균자책점,경기,승리,패배,세이브,홀드,승률,이닝,피안타,홈런,볼넷,사구,삼진,실점,자책점,이닝당_출루허용률,완투,완봉,퀄리티스타트,블론세이브,타자수,투구수,피안타율,2루타,3루타,희생번트,희생플라이,고의4구,폭투,보크,선발,선발승,구원승,종료,세이브기회,터프세이브,병살타,땅볼,뜬공,땅볼/뜬공,인플레이타구타율,투구수/경기,투구수/이닝,9이닝당 삼진,9이닝당 볼넷,삼진/볼넷,피출루율,피장타율,피OPS
김종수,63765,한화,1.80,3,0,0,0,0,-,5,3,1,0,0,1,1,1,0.60,0,0,0,0,18,72,0.176,0,0,0,1,0,0,0,0,0,0,2,0,0,0,3,11,0.27,0.125,24.0,14.4,1.80,0.00,-,0.167,0.353,0.520
박상원,67703,한화,2.10,69,4,2,0,9,0.667,60,59,3,21,4,62,17,14,1.33,0,0,0,0,256,1033,0.260,13,0,1,3,1,3,0,0,0,4,19,10,0,6,55,54,1.02,0.339,15.0,17.2,9.30,3.15,2.95,0.329,0.357,0.686
송은범,73801,한화,2.50,68,7,4,1,10,0.636,79 1/3,77,2,33,5,61,29,22,1.39,0,0,0,3,341,1289,0.257,9,1,1,2,2,8,0,0,0,7,7,19,0,11,120,44,2.73,0.314,19.0,16.2,6.92,3.74,1.85,0.338,0.313,0.651
이태양,60768,한화,2.84,63,4,2,0,12,0.667,79 1/3,66,10,23,4,85,30,25,1.12,0,0,0,1,325,1306,0.224,11,1,2,2,2,4,0,0,0,4,13,14,0,6,64,81,0.79,0.279,20.7,16.5,9.64,2.61,3.70,0.288,0.371,0.659
정우람,74857,한화,3.40,55,5,3,35,0,0.625,53,49,6,12,2,56,22,20,1.15,0,0,0,4,220,888,0.245,9,0,1,5,1,1,0,0,0,5,54,39,1,2,26,74,0.35,0.301,16.1,16.8,9.51,2.04,4.67,0.288,0.380,0.668
김성훈,67762,한화,3.58,10,0,2,0,0,0.000,27 2/3,25,2,11,3,28,12,11,1.30,0,0,1,0,118,481,0.245,5,0,1,1,0,3,0,5,0,0,3,0,0,3,25,25,1.00,0.315,48.1,17.4,9.11,3.58,2.55,0.333,0.353,0.686
임준섭,62611,한화,4.32,10,1,0,0,0,1.000,8 1/3,8,1,6,1,6,4,4,1.68,0,0,0,0,34,144,0.308,2,0,0,1,0,0,0,0,0,1,1,0,0,5,9,4,2.25,0.350,14.4,17.3,6.48,6.48,1.00,0.441,0.500,0.941
헤일,68794,한화,4.34,12,3,4,0,0,0.429,66 1/3,68,8,17,4,55,35,32,1.28,0,0,6,0,277,1125,0.269,10,0,2,1,0,3,0,12,3,0,0,0,0,7,86,45,1.91,0.314,93.8,17.0,7.46,2.31,3.24,0.324,0.403,0.727
장민재,79764,한화,4.68,34,6,2,0,1,0.750,59 2/3,62,7,23,1,42,33,31,1.42,0,0,0,0,266,969,0.261,14,2,2,2,0,1,0,3,1,5,8,1,0,2,65,71,0.92,0.288,28.5,16.2,6.34,3.47,1.83,0.326,0.424,0.750
샘슨,68748,한화,4.68,30,13,8,0,0,0.619,161 2/3,144,17,79,5,195,91,84,1.38,0,0,15,0,703,3047,0.234,26,1,1,3,0,18,2,29,13,0,0,0,0,8,136,143,0.95,0.313,101.6,18.8,10.86,4.40,2.47,0.325,0.363,0.688
