ID,선수명,팀명,연도,포지션 엔트로피
60100,백창수,LG,2014,1.2612249452563327
60102,이태원,NC,2014,0.0
60140,신정락,LG,2014,0.0
60255,장민익,두산,2014,0.0
60263,이재학,NC,2014,0.0
60264,정대현,두산,2014,0.0
60288,김응민,두산,2014,0.0
60304,이창섭,NC,2014,0.0
60336,문성현,넥센,2014,0.0
60337,김대유,SK,2014,0.0
60404,송주호,한화,2014,0.0
60456,백상원,삼성,2014,1.4958242288403436
60457,김현우,삼성,2014,0.0
60464,문선엽,삼성,2014,0.0
60523,정훈,롯데,2014,0.0
60558,오승택,롯데,2014,1.1335003797562742
60566,이상호,NC,2014,1.6597140294584047
60636,심동섭,KIA,2014,0.0
60667,이종환,KIA,2014,0.22350515908481447
60724,이상훈,삼성,2014,0.0
60768,이태양,한화,2014,0.0
60845,문광은,SK,2014,0.0
60860,김정훈,SK,2014,0.0
60864,이상백,SK,2014,0.0
60865,안정광,SK,2014,0.11759466565886476
61197,최영진,두산,2014,0.0
61240,니퍼트,두산,2014,0.0
61262,이정호,두산,2014,0.0
61267,최현정,KIA,2014,0.0
61295,강동연,두산,2014,0.0
61323,이태양,NC,2014,0.0
61329,윤지웅,LG,2014,0.0
61353,고종욱,넥센,2014,0.0
61360,김도현,SK,2014,0.0
61363,문우람,넥센,2014,0.0
61365,김대우,넥센,2014,0.0
61404,김헌곤,삼성,2014,0.0
61411,심창민,삼성,2014,0.0
61456,윤영삼,넥센,2014,0.0
61457,임현준,삼성,2014,
61463,김정혁,삼성,2014,0.0
61527,김명성,두산,2014,0.0
61554,김민하,롯데,2014,0.0
61591,김사훈,롯데,2014,0.0
61666,한승혁,KIA,2014,0.0
61700,강경학,한화,2014,0.1125875994003927
61715,유창식,한화,2014,0.0
61891,임정우,LG,2014,0.0
61893,박계현,SK,2014,0.6051865766334206
62007,김영관,LG,2014,0.930586129131993
62022,오두철,KIA,2014,0.0
62147,조윤준,LG,2014,0.0
62160,신동훈,LG,2014,0.0
62242,윤명준,두산,2014,0.0
62263,변진수,두산,2014,0.0
62322,밴헤켄,넥센,2014,0.0
62349,김병현,KIA,2014,0.0
62360,김동준,넥센,2014,0.0
62363,한현희,넥센,2014,0.0
62409,박찬도,삼성,2014,0.205592508185083
62415,박해민,삼성,2014,0.5883953722191577
62556,신본기,롯데,2014,0.17203694935311378
62597,유먼,롯데,2014,0.0
62611,임준섭,KIA,2014,0.0
62655,홍성민,롯데,2014,0.0
62668,윤완주,KIA,2014,0.0
