ID,선수명,팀명,연도,포지션 엔트로피
50030,소형준,KT,2020,0.0
50036,이강준,KT,2020,0.0
50040,데스파이네,KT,2020,0.0
50054,천성호,KT,2020,1.2603067952047473
50066,강현우,KT,2020,0.0
50109,성재헌,LG,2020,0.0
50126,이민호,LG,2020,0.0
50150,손호영,LG,2020,0.8485223842752265
50157,김윤식,LG,2020,0.0
50165,라모스,LG,2020,0.0
50202,안권수,두산,2020,0.0
50203,권휘,두산,2020,0.0
50204,박지훈,두산,2020,1.5487949406953985
50208,오명진,두산,2020,0.0
50234,플렉센,두산,2020,0.0
50262,이주엽,두산,2020,0.0
50293,양찬열,두산,2020,0.0
50296,조제영,두산,2020,0.0
50298,최세창,두산,2020,0.0
50300,모터,키움,2020,0.7778767508158189
50304,김병휘,키움,2020,0.0
50350,러셀,키움,2020,0.9625967393840054
50357,박주홍,키움,2020,0.0
50360,김동혁,키움,2020,0.0
50365,문찬종,키움,2020,1.3921472236645345
50397,박관진,키움,2020,
50404,뷰캐넌,삼성,2020,0.0
50430,홍원표,삼성,2020,0.0
50441,황동재,삼성,2020,0.0
50449,허윤동,삼성,2020,0.0
50458,김지찬,삼성,2020,1.566069512482151
50464,이승민,삼성,2020,0.0
50468,살라디노,삼성,2020,1.949643042445691
50469,팔카,삼성,2020,0.9852281360342516
50506,마차도,롯데,2020,0.0
50524,샘슨,롯데,2020,0.0
50556,최준용,롯데,2020,0.0
50558,스트레일리,롯데,2020,0.0
50592,박명현,롯데,2020,
50600,홍종표,KIA,2020,0.0
50636,브룩스,KIA,2020,0.0
50640,가뇽,KIA,2020,0.0
50657,박민,KIA,2020,0.0
50662,정해영,KIA,2020,0.0
50704,임종찬,한화,2020,0.0
50705,강재민,한화,2020,0.0
50706,장웅정,한화,2020,0.0
50707,최인호,한화,2020,0.15556286259996746
50709,박정현,한화,2020,0.9976847935845974
50726,한승주,한화,2020,0.0
50730,반즈,한화,2020,0.9981142455960019
50813,양선률,SK,2020,0.0
50815,킹엄,SK,2020,0.0
50819,이거연,SK,2020,0.0
50835,핀토,SK,2020,0.0
50840,현원회,SK,2020,0.0
50848,김성민,SK,2020,0.0
50854,최지훈,SK,2020,0.0
50859,오원석,SK,2020,0.0
50868,류효승,SK,2020,0.0
50900,임형원,NC,2020,
50901,안인산,NC,2020,0.0
50912,라이트,NC,2020,0.0
50923,알테어,NC,2020,0.0
50992,김태경,NC,2020,0.0
50996,박시원,NC,2020,0.0
60140,신정락,한화,2020,0.0
60146,이승현,삼성,2020,0.0
60181,김지용,LG,2020,0.0
60263,이재학,NC,2020,0.0
60264,정대현,키움,2020,0.0
60288,김응민,삼성,2020,0.0
60336,문성현,키움,2020,0.0
60337,김대유,LG,2020,0.0
60339,김건태,NC,2020,0.0
60343,이해창,한화,2020,0.0
60523,정훈,롯데,2020,0.9994591875537602
60558,오태곤,SK,2020,1.206976071276779
60559,박시영,롯데,2020,0.0
60566,이상호,NC,2020,1.6360587059734841
60768,이태양,SK,2020,0.0
60841,박종훈,SK,2020,0.0
60845,문광은,LG,2020,0.0
61101,임찬규,LG,2020,0.0
61102,유강남,LG,2020,0.0
61145,이우찬,LG,2020,0.0
61156,송윤준,한화,2020,0.0
61186,이천웅,LG,2020,0.0
61197,최영진,삼성,2020,1.0858836848636184
61204,김동한,롯데,2020,1.0290899298475789
61208,정진호,한화,2020,0.0
61214,이현호,한화,2020,0.0
61268,양현,키움,2020,0.0
61295,강동연,NC,2020,0.0
61353,고종욱,SK,2020,0.0
61365,김대우,삼성,2020,0.0
61404,김헌곤,삼성,2020,0.0
61411,심창민,삼성,2020,0.0
61457,임현준,삼성,2020,0.0
61554,김민하,한화,2020,0.5520625714615981
61566,허일,롯데,2020,0.10053087773783526
61643,홍건희,두산,2020,0.0
61700,강경학,한화,2020,1.300496810691146
61743,오준혁,SK,2020,0.0
61869,정진기,SK,2020,0.0
61895,서진용,SK,2020,0.0
61962,김정후,키움,2020,0.0
62025,이원재,NC,2020,0.03386855598926829
62056,정영일,SK,2020,0.0
62146,최성훈,LG,2020,0.0
62234,류지혁,KIA,2020,1.5999031079907602
62242,윤명준,두산,2020,0.0
62244,박세혁,두산,2020,0.02318751233563804
62263,변시원,KIA,2020,0.0
62265,유민상,KIA,2020,0.0
62294,이동원,두산,2020,
62332,김재현,키움,2020,0.0
62353,박정음,키움,2020,0.0
