선수명,ID,팀명,타율,경기,타석,타수,득점,안타,2루타,3루타,홈런,루타,타점,희생번트,희생플라이,볼넷,고의사구,사구,삼진,병살타,장타율,출루율,OPS,멀티히트,득점권타율,대타타율,장타,땅볼,뜬공,땅볼/뜬공,결승타,볼넷/삼진,투구수/타석,순수장타율,추정득점,GPA
김대익,96503,삼성,0.314,61,100,86,14,27,4,0,1,34,19,1,1,9,2,3,21,3,0.395,0.394,0.789,5,0.375,0.286,5,23,16,1.44,0,0.43,3.64,0.081,13.0,0.276
박한이,71432,삼성,0.295,123,551,471,62,139,21,0,9,187,59,12,4,55,2,9,51,15,0.397,0.377,0.774,41,0.303,1.000,30,170,115,1.48,0,1.08,3.68,0.102,69.2,0.269
김한수,94450,삼성,0.293,114,465,406,55,119,18,0,15,182,73,3,3,35,3,18,68,9,0.448,0.372,0.820,30,0.292,0.000,33,118,104,1.13,0,0.51,4.03,0.155,67.0,0.279
진갑용,97202,삼성,0.288,110,406,347,34,100,17,0,6,135,41,11,4,36,1,8,47,8,0.389,0.365,0.754,26,0.245,0.000,23,99,105,0.94,0,0.77,3.69,0.101,50.5,0.262
김종훈,94539,삼성,0.288,70,167,146,19,42,4,1,2,54,18,3,3,11,0,4,30,4,0.370,0.348,0.718,11,0.239,0.231,7,45,32,1.41,0,0.37,3.89,0.082,19.8,0.249
손주인,72456,삼성,0.286,14,8,7,3,2,0,0,0,2,1,0,0,1,0,0,3,0,0.286,0.375,0.661,0,0.333,0.000,0,1,1,1.00,0,0.33,3.13,0.000,0.9,0.240
심정수,94204,삼성,0.275,124,528,433,77,119,14,0,28,217,87,0,2,89,4,4,116,12,0.501,0.402,0.903,38,0.263,1.000,42,83,117,0.71,0,0.77,4.22,0.226,87.2,0.306
조동찬,72466,삼성,0.274,122,447,387,55,106,16,0,16,170,63,3,3,39,0,15,84,9,0.439,0.360,0.799,26,0.293,0.500,32,89,111,0.80,0,0.46,3.92,0.165,63.0,0.272
박종호,92906,삼성,0.268,119,484,392,63,105,21,0,4,138,36,25,3,46,1,18,48,4,0.352,0.368,0.720,30,0.263,0.000,25,132,110,1.20,0,0.96,3.96,0.084,57.2,0.254
양준혁,93410,삼성,0.261,124,463,394,61,103,15,1,13,159,50,0,2,62,5,5,44,16,0.404,0.367,0.771,29,0.229,0.200,29,131,118,1.11,0,1.41,3.83,0.142,59.0,0.266
강명구,73409,삼성,0.250,106,50,44,30,11,1,0,0,12,2,0,0,4,0,2,9,1,0.273,0.340,0.613,0,0.182,0.000,1,13,11,1.18,0,0.44,3.42,0.023,7.5,0.221
조영훈,75441,삼성,0.250,7,5,4,0,1,1,0,0,2,2,0,0,0,0,1,1,0,0.500,0.400,0.900,0,0.500,0.000,1,1,1,1.00,0,0.00,3.00,0.250,0.8,0.305
박진만,96307,삼성,0.249,85,333,281,34,70,16,0,7,107,44,9,2,32,0,9,47,8,0.381,0.343,0.724,18,0.284,1.000,23,72,94,0.77,0,0.68,3.92,0.132,38.1,0.250
김재걸,95409,삼성,0.247,103,266,231,22,57,7,0,1,67,23,12,1,17,0,5,59,6,0.290,0.311,0.601,12,0.197,0.000,8,71,45,1.58,0,0.29,3.82,0.043,19.8,0.212
강동우,98420,삼성,0.240,125,429,367,61,88,15,3,6,127,38,13,3,43,2,3,68,8,0.346,0.322,0.668,24,0.271,0.000,24,130,84,1.55,0,0.63,3.79,0.106,44.3,0.231
이정식,74402,삼성,0.224,59,78,67,7,15,3,0,1,21,4,4,0,6,0,1,13,4,0.313,0.297,0.610,2,0.200,0.000,4,26,13,2.00,0,0.46,3.23,0.090,5.4,0.212
박석민,74465,삼성,0.198,52,92,81,7,16,3,1,0,21,4,0,1,7,0,3,13,3,0.259,0.283,0.542,1,0.219,0.333,4,28,25,1.12,0,0.54,3.82,0.062,6.1,0.192
김영복,73438,삼성,0.189,23,41,37,3,7,1,0,1,11,4,1,1,2,0,0,7,0,0.297,0.225,0.522,1,0.182,0.000,2,12,12,1.00,0,0.29,3.80,0.108,3.0,0.176
박정환,70408,삼성,0.184,26,44,38,5,7,1,0,1,11,7,1,1,4,0,0,15,2,0.289,0.256,0.545,1,0.250,0.100,2,12,5,2.40,0,0.27,4.34,0.105,3.0,0.187
강영식,70615,삼성,-,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.000,0.000,0,0,0,-,0,-,-,-,0.0,0.000
곽용섭,73455,삼성,0.000,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0.000,0.000,0,0.000,0.000,0,0,0,-,0,0.00,4.00,0.000,-0.1,0.000
권오준,99445,삼성,-,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.000,0.000,0,0,0,-,0,-,-,-,0.0,0.000
김덕윤,71440,삼성,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.000,0.000,0,0,0,-,0,-,-,-,0.0,0.000
김진웅,98451,삼성,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.000,0.000,0,0,0,-,0,-,-,-,0.0,0.000
박성훈,75464,삼성,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.000,0.000,0,0,0,-,0,-,-,-,0.0,0.000
배영수,70425,삼성,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.000,0.000,0,0,0,-,0,-,-,-,0.0,0.000
손승현,75442,삼성,0.000,8,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0,0.000,0.000,0,1,2,0.50,0,-,2.00,0.000,-0.3,0.000
오승환,75421,삼성,-,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.000,0.000,0,0,0,-,0,-,-,-,0.0,0.000
이태호,72448,삼성,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.000,0.000,0,0,0,-,0,-,-,-,0.0,0.000
임창용,95657,삼성,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.000,0.000,0,0,0,-,0,-,-,-,0.0,0.000
전병호,96411,삼성,-,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.000,0.000,0,0,0,-,0,-,-,-,0.0,0.000
허연철,73468,삼성,0.000,10,4,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.000,0.250,0.250,0,0.000,0.000,0,1,1,1.00,0,1.00,5.75,0.000,0.1,0.113
