선수명,ID,팀명,타율,경기,타석,타수,득점,안타,2루타,3루타,홈런,루타,타점,희생번트,희생플라이,볼넷,고의사구,사구,삼진,병살타,장타율,출루율,OPS,멀티히트,득점권타율,대타타율,장타,땅볼,뜬공,땅볼/뜬공,결승타,볼넷/삼진,투구수/타석,순수장타율,추정득점,GPA
김동현,78413,삼성,0.500,2,2,2,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0.500,0.500,1.000,0,0.000,0.000,0,0,0,-,0,0.00,2.50,0.000,0.4,0.350
양준혁,93410,삼성,0.329,82,322,249,51,82,16,0,11,131,48,1,5,63,4,4,24,7,0.526,0.464,0.990,24,0.390,0.167,27,85,63,1.35,0,2.63,3.76,0.197,60.6,0.340
박한이,71432,삼성,0.311,110,394,334,48,104,29,2,2,143,36,6,3,50,2,1,44,7,0.428,0.399,0.827,28,0.319,0.100,33,127,62,2.05,0,1.14,3.82,0.117,55.9,0.287
강봉규,70224,삼성,0.310,126,529,449,89,139,24,2,20,227,78,6,1,69,2,4,61,15,0.506,0.405,0.911,37,0.274,0.333,46,137,113,1.21,0,1.13,4.00,0.196,88.6,0.309
채태인,77463,삼성,0.293,118,425,368,58,108,26,2,17,189,72,1,2,49,4,5,90,4,0.514,0.382,0.896,31,0.290,0.714,45,92,80,1.15,0,0.54,3.90,0.220,70.0,0.300
신명철,71504,삼성,0.291,124,485,423,71,123,17,2,20,204,61,10,3,48,1,1,72,10,0.482,0.362,0.844,36,0.286,0.667,39,107,124,0.86,0,0.67,3.76,0.191,73.8,0.283
박석민,74465,삼성,0.285,97,375,295,63,84,17,0,24,173,62,2,7,54,4,17,66,5,0.586,0.416,1.002,24,0.218,0.000,41,74,78,0.95,0,0.82,4.32,0.302,73.4,0.334
최형우,72443,삼성,0.284,113,481,415,70,118,24,0,23,211,83,1,3,53,4,9,60,12,0.508,0.375,0.883,35,0.314,0.333,47,93,147,0.63,0,0.88,4.10,0.224,75.7,0.296
조동찬,72466,삼성,0.256,75,252,215,34,55,8,0,8,87,29,6,2,26,1,3,46,4,0.405,0.341,0.746,15,0.308,0.286,16,58,58,1.00,0,0.57,3.91,0.149,34.7,0.255
박진만,96307,삼성,0.256,76,258,223,22,57,11,0,6,86,29,3,4,25,0,3,31,8,0.386,0.333,0.719,11,0.238,0.400,17,65,74,0.88,0,0.81,3.92,0.130,29.6,0.246
