선수명,ID,팀명,타율,경기,타석,타수,득점,안타,2루타,3루타,홈런,루타,타점,희생번트,희생플라이,볼넷,고의사구,사구,삼진,병살타,장타율,출루율,OPS,멀티히트,득점권타율,대타타율,장타,땅볼,뜬공,땅볼/뜬공,결승타,볼넷/삼진,투구수/타석,순수장타율,추정득점,GPA
양준혁,93410,삼성,0.337,123,544,442,78,149,34,0,22,249,72,1,2,91,15,7,44,12,0.563,0.456,1.019,40,0.283,0.000,56,141,110,1.28,0,2.07,3.59,0.226,105.3,0.346
박진만,96307,삼성,0.312,100,400,333,34,104,25,0,7,150,56,5,5,53,2,4,38,5,0.450,0.408,0.858,29,0.347,0.000,32,85,111,0.77,0,1.39,4.11,0.138,62.5,0.296
강봉규,70224,삼성,0.282,83,170,142,20,40,9,1,1,54,13,5,2,16,0,5,25,4,0.380,0.370,0.750,8,0.300,0.364,11,39,40,0.98,0,0.64,3.69,0.099,20.8,0.262
박한이,71432,삼성,0.267,123,559,479,68,128,12,1,2,148,27,4,5,67,5,4,47,7,0.309,0.359,0.668,37,0.202,0.000,15,192,117,1.64,0,1.43,3.90,0.042,61.0,0.239
심정수,94204,삼성,0.258,124,515,427,64,110,17,0,31,220,101,0,2,83,1,3,113,10,0.515,0.381,0.896,32,0.303,0.000,48,84,122,0.69,0,0.73,4.38,0.258,85.7,0.300
신명철,71504,삼성,0.252,126,471,416,43,105,20,2,5,144,31,23,2,27,0,3,68,11,0.346,0.301,0.647,30,0.212,0.000,27,124,121,1.02,0,0.40,3.57,0.094,42.5,0.222
김창희,97644,삼성,0.247,100,284,251,20,62,14,2,3,89,22,9,2,17,0,5,34,6,0.355,0.305,0.660,16,0.250,0.625,19,97,60,1.62,0,0.50,3.97,0.108,26.1,0.226
진갑용,97202,삼성,0.246,122,427,362,28,89,12,0,5,116,39,5,4,49,2,7,38,9,0.320,0.344,0.664,26,0.227,0.000,17,114,125,0.91,0,1.29,3.99,0.075,43.5,0.235
김한수,94450,삼성,0.235,101,317,289,25,68,11,1,3,90,26,2,5,14,0,7,44,6,0.311,0.283,0.594,16,0.211,0.364,15,77,105,0.73,0,0.32,3.80,0.076,25.7,0.205
김재걸,95409,삼성,0.232,116,378,314,40,73,12,0,2,91,22,21,3,34,0,6,68,6,0.290,0.317,0.607,18,0.183,0.000,14,107,69,1.55,0,0.50,3.94,0.057,32.9,0.215
