선수명,ID,팀명,타율,경기,타석,타수,득점,안타,2루타,3루타,홈런,루타,타점,희생번트,희생플라이,볼넷,고의사구,사구,삼진,병살타,장타율,출루율,OPS,멀티히트,득점권타율,대타타율,장타,땅볼,뜬공,땅볼/뜬공,결승타,볼넷/삼진,투구수/타석,순수장타율,추정득점,GPA
박석민,74465,삼성,0.312,127,549,443,79,138,19,3,23,232,91,2,5,72,5,27,83,8,0.524,0.433,0.957,37,0.290,0.000,45,93,134,0.69,0,0.87,4.05,0.212,99.9,0.326
이승엽,95436,삼성,0.307,126,556,488,84,150,28,2,21,245,85,1,4,59,4,4,101,10,0.502,0.384,0.886,42,0.327,0.000,51,112,129,0.87,0,0.58,3.83,0.195,90.7,0.298
진갑용,97202,삼성,0.307,114,349,313,27,96,15,1,6,131,57,10,2,17,1,7,46,6,0.419,0.354,0.773,27,0.413,0.071,22,86,87,0.99,0,0.37,3.86,0.112,44.6,0.264
박한이,71432,삼성,0.304,111,463,388,61,118,19,4,1,148,51,13,3,58,3,1,72,8,0.381,0.393,0.774,35,0.291,0.600,24,122,79,1.54,0,0.81,3.85,0.077,58.7,0.272
이지영,79456,삼성,0.304,54,145,135,10,41,3,0,0,44,13,2,0,4,0,4,16,4,0.326,0.343,0.669,8,0.342,0.273,3,43,35,1.23,0,0.25,2.97,0.022,13.9,0.236
조동찬,72466,삼성,0.285,94,313,270,40,77,15,2,6,114,39,6,2,28,0,6,68,3,0.422,0.363,0.785,21,0.282,0.000,23,52,75,0.69,0,0.41,3.88,0.137,43.2,0.269
김상수,79402,삼성,0.274,129,489,419,64,115,18,4,2,147,36,16,6,41,1,7,56,8,0.351,0.345,0.696,27,0.224,0.000,24,121,133,0.91,0,0.73,3.68,0.076,54.8,0.243
최형우,72443,삼성,0.271,125,531,461,51,125,27,1,14,196,77,0,10,55,3,5,76,20,0.425,0.348,0.773,33,0.265,0.000,42,104,166,0.63,0,0.72,3.83,0.154,67.8,0.263
강봉규,70224,삼성,0.255,102,274,235,30,60,10,1,6,90,38,3,6,28,1,2,49,5,0.383,0.332,0.715,15,0.302,0.200,17,70,62,1.13,0,0.57,3.89,0.128,32.8,0.245
김종호,77454,삼성,0.250,22,14,12,3,3,0,0,0,3,0,0,0,1,0,1,3,0,0.250,0.357,0.607,0,0.000,0.000,0,3,3,1.00,0,0.33,3.21,0.000,1.5,0.223
손주인,72456,삼성,0.247,96,167,146,11,36,6,2,0,46,17,7,1,10,0,3,15,3,0.315,0.306,0.621,6,0.250,0.250,8,47,49,0.96,0,0.67,3.40,0.068,14.2,0.216
배영섭,79465,삼성,0.245,122,479,412,64,101,15,2,2,126,34,7,3,48,0,9,69,4,0.306,0.335,0.641,28,0.260,0.143,19,133,112,1.19,0,0.70,3.91,0.061,50.4,0.227
정형식,79459,삼성,0.237,118,325,274,44,65,11,3,4,94,19,12,3,30,0,6,48,5,0.343,0.323,0.666,17,0.233,0.154,18,89,75,1.19,0,0.63,3.76,0.106,35.8,0.231
신명철,71504,삼성,0.210,44,112,100,9,21,2,1,2,31,7,4,0,8,0,0,18,2,0.310,0.269,0.579,5,0.129,0.200,5,34,27,1.26,0,0.44,3.56,0.100,7.8,0.199
채태인,77463,삼성,0.207,54,159,135,15,28,7,0,1,38,9,0,1,21,0,2,35,2,0.281,0.321,0.602,5,0.067,0.200,8,33,40,0.83,0,0.60,4.02,0.074,13.9,0.215
우동균,78454,삼성,0.188,26,60,48,6,9,3,0,1,15,5,4,1,7,1,0,12,1,0.313,0.286,0.599,1,0.143,0.222,4,12,16,0.75,0,0.58,3.88,0.125,5.1,0.207
이정식,74402,삼성,0.151,46,64,53,4,8,0,0,0,8,1,3,0,7,0,1,19,0,0.151,0.262,0.413,1,0.067,0.000,0,16,10,1.60,0,0.37,4.17,0.000,2.3,0.156
김헌곤,61404,삼성,0.111,10,18,18,1,2,1,0,0,3,3,0,0,0,0,0,3,0,0.167,0.111,0.278,0,0.111,0.000,1,9,4,2.25,0,0.00,3.89,0.056,-0.2,0.092
강명구,73409,삼성,0.100,72,11,10,16,1,0,0,0,1,0,0,0,1,0,0,1,1,0.100,0.182,0.282,0,0.000,0.000,0,4,4,1.00,0,1.00,3.18,0.000,1.4,0.107
모상기,76469,삼성,0.063,18,17,16,0,1,0,0,0,1,0,0,0,0,0,1,8,0,0.063,0.118,0.181,0,0.000,0.111,0,5,2,2.50,0,0.00,4.76,0.000,-0.6,0.069
김경모,78409,삼성,0.000,9,4,4,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0.000,0.000,0,0.000,0.000,0,3,0,-,0,0.00,4.75,0.000,-0.7,0.000
김동명,77462,삼성,0.000,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.000,0.500,0.500,0,0.000,0.000,0,1,0,-,0,-,3.50,0.000,0.3,0.225
김영훈,62407,삼성,-,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.000,0.000,0,0,0,-,0,-,-,-,0.0,0.000
성의준,62406,삼성,0.000,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0.000,0.000,0,0.000,0.000,0,0,1,0.00,0,0.00,2.00,0.000,-0.2,0.000
손형준,62462,삼성,0.000,3,3,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0.000,0.000,0,0.000,0.000,0,1,1,1.00,0,0.00,2.67,0.000,-0.3,0.000
심창민,61411,삼성,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.000,0.000,0,0,0,-,0,-,-,-,0.0,0.000
안지만,72463,삼성,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.000,0.000,0,0,0,-,0,-,-,-,0.0,0.000
오승환,75421,삼성,-,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.000,0.000,0,0,0,-,0,-,-,-,0.0,0.000
정현욱,96462,삼성,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.000,0.000,0,0,0,-,0,-,-,-,0.0,0.000
채상병,72742,삼성,0.000,10,7,7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.000,0.000,0.000,0,0.000,0.000,0,2,4,0.50,0,0.00,3.14,0.000,-1.0,0.000
