선수명,ID,팀명,평균자책점,경기,승리,패배,세이브,홀드,승률,이닝,피안타,홈런,볼넷,사구,삼진,실점,자책점,이닝당_출루허용률,완투,완봉,퀄리티스타트,블론세이브,타자수,투구수,피안타율,2루타,3루타,희생번트,희생플라이,고의4구,폭투,보크,선발,선발승,구원승,종료,세이브기회,터프세이브,병살타,땅볼,뜬공,땅볼/뜬공,인플레이타구타율,투구수/경기,투구수/이닝,9이닝당 삼진,9이닝당 볼넷,삼진/볼넷,피출루율,피장타율,피OPS
김건국,76225,롯데,2.53,5,1,0,0,0,1.000,10 2/3,11,1,0,1,9,3,3,1.03,0,0,0,0,41,158,0.275,2,0,0,0,0,0,0,1,1,0,2,0,0,2,8,12,0.67,0.333,31.6,14.8,7.59,0.00,-,0.293,0.400,0.693
구승민,63543,롯데,3.67,64,7,4,0,14,0.636,73 2/3,62,12,31,3,75,33,30,1.26,0,0,0,5,307,1221,0.233,15,0,6,1,6,2,1,0,0,7,10,21,0,7,73,57,1.28,0.278,19.1,16.6,9.16,3.79,2.42,0.319,0.425,0.744
오현택,79293,롯데,3.76,72,3,2,0,25,0.600,64 2/3,66,11,12,3,63,32,27,1.21,0,0,0,3,268,1007,0.264,9,0,3,0,0,2,1,0,0,3,5,22,0,8,72,49,1.47,0.313,14.0,15.6,8.77,1.67,5.25,0.306,0.432,0.738
손승락,75321,롯데,3.90,57,3,5,28,0,0.375,57 2/3,53,1,20,1,60,26,25,1.27,0,0,0,6,250,994,0.235,13,0,2,1,4,2,0,0,0,3,44,34,3,1,70,44,1.59,0.313,17.4,17.2,9.36,3.12,3.00,0.298,0.305,0.603
노경은,73211,롯데,4.08,33,9,6,0,0,0.600,132 1/3,127,18,30,4,89,65,60,1.19,0,0,10,0,547,2138,0.251,24,3,6,1,1,1,0,19,8,1,5,0,0,10,142,149,0.95,0.273,64.8,16.2,6.05,2.04,2.97,0.298,0.417,0.715
진명호,79545,롯데,4.38,60,5,4,1,9,0.556,61 2/3,53,7,46,1,65,34,30,1.61,0,0,0,1,282,1177,0.230,19,0,2,3,6,3,0,0,0,5,12,13,0,2,59,56,1.05,0.286,19.6,19.1,9.49,6.71,1.41,0.357,0.404,0.761
윤길현,72862,롯데,4.64,32,1,2,0,4,0.333,33,33,4,15,0,29,18,17,1.45,0,0,0,1,145,592,0.260,6,2,2,1,0,2,0,0,0,1,5,3,0,3,29,37,0.78,0.305,18.5,17.9,7.91,4.09,1.93,0.336,0.433,0.769
장시환,77318,롯데,4.66,32,1,0,0,2,1.000,36 2/3,39,5,19,3,44,23,19,1.58,0,0,0,1,174,700,0.264,4,2,1,3,0,2,0,0,0,1,13,3,0,1,33,35,0.94,0.333,21.9,19.1,10.80,4.66,2.32,0.353,0.419,0.772
레일리,65546,롯데,4.74,30,11,13,0,0,0.458,178 1/3,180,24,54,18,178,106,94,1.31,0,0,15,0,775,3048,0.263,34,4,7,11,1,4,2,30,11,0,0,0,0,14,214,124,1.73,0.316,101.6,17.1,8.98,2.73,3.30,0.328,0.429,0.757
듀브론트,68526,롯데,4.92,25,6,9,0,0,0.400,137 1/3,162,13,62,8,109,82,75,1.63,0,0,11,0,629,2479,0.299,29,2,9,8,1,10,3,25,6,0,0,0,0,16,152,127,1.20,0.348,99.2,18.1,7.14,4.06,1.76,0.374,0.432,0.806
이명우,72535,롯데,5.32,59,0,1,0,2,0.000,44,59,1,9,0,25,36,26,1.55,0,0,0,1,200,732,0.317,15,0,4,1,1,3,0,1,0,0,7,5,0,8,71,32,2.22,0.360,12.4,16.6,5.11,1.84,2.78,0.347,0.414,0.761
배장호,76540,롯데,5.92,25,1,1,0,0,0.500,24 1/3,29,3,10,2,13,18,16,1.60,0,0,0,0,112,381,0.296,9,1,2,0,2,0,0,0,0,1,7,1,0,5,34,22,1.55,0.317,15.2,15.7,4.81,3.70,1.30,0.373,0.500,0.873
송승준,77591,롯데,6.15,22,3,4,0,0,0.429,79,93,8,35,4,68,58,54,1.62,0,0,0,0,361,1438,0.295,23,2,4,3,0,5,0,15,1,2,1,0,0,8,79,78,1.01,0.351,65.4,18.2,7.75,3.99,1.94,0.370,0.457,0.827
정성종,68556,롯데,6.16,10,0,1,0,0,0.000,19,19,2,8,1,12,13,13,1.42,0,0,0,0,85,320,0.257,3,0,1,1,0,2,0,0,0,0,5,0,0,2,23,21,1.10,0.279,32.0,16.8,5.68,3.79,1.50,0.333,0.378,0.711
박진형,63512,롯데,6.23,13,3,2,0,1,0.600,13,23,1,8,1,11,12,9,2.38,0,0,0,4,69,259,0.404,3,3,3,0,0,0,0,0,0,3,1,4,0,1,8,15,0.53,0.489,19.9,19.9,7.62,5.54,1.38,0.485,0.614,1.099
윤성빈,67588,롯데,6.39,18,2,5,0,0,0.286,50 2/3,51,5,36,3,65,36,36,1.72,0,0,1,0,235,1010,0.264,12,0,2,1,0,5,0,10,1,1,2,0,0,4,32,46,0.70,0.371,56.1,19.9,11.55,6.39,1.81,0.386,0.404,0.790
정태승,62595,롯데,6.75,3,0,0,0,0,-,2 2/3,4,0,3,0,3,4,2,2.63,0,0,0,0,16,59,0.333,1,0,0,1,0,0,0,0,0,0,2,0,0,0,4,2,2.00,0.400,19.7,22.1,10.13,10.13,1.00,0.438,0.417,0.855
김원중,62528,롯데,6.94,30,8,7,0,0,0.533,145 1/3,173,28,77,11,137,115,112,1.72,0,0,5,0,681,2717,0.295,37,2,4,3,1,7,0,30,8,0,0,0,0,6,106,173,0.61,0.342,90.6,18.7,8.48,4.77,1.78,0.386,0.509,0.895
고효준,72523,롯데,6.96,43,2,3,0,7,0.400,32 1/3,33,3,23,0,39,27,25,1.73,0,0,0,0,153,669,0.260,8,1,1,2,0,5,0,0,0,2,7,4,0,1,21,36,0.58,0.345,15.6,20.7,10.86,6.40,1.70,0.368,0.409,0.777
박시영,60559,롯데,8.54,21,0,0,0,0,-,26 1/3,35,6,14,1,19,27,25,1.86,0,0,0,0,129,486,0.310,6,1,0,1,0,5,0,1,0,0,7,0,0,0,21,39,0.54,0.326,23.1,18.5,6.49,4.78,1.36,0.388,0.540,0.928
박세웅,64021,롯데,9.92,14,1,5,0,0,0.167,49,83,10,29,4,40,54,54,2.29,0,0,1,0,258,1037,0.376,20,2,4,0,0,3,0,12,1,0,0,0,0,7,57,41,1.39,0.427,74.1,21.2,7.35,5.33,1.38,0.457,0.620,1.077
홍성민,62655,롯데,12.27,4,0,0,0,0,-,3 2/3,6,1,1,0,3,5,5,1.91,0,0,0,0,18,66,0.375,0,1,0,1,0,0,0,0,0,0,2,1,0,0,4,4,1.00,0.385,16.5,18.0,7.36,2.45,3.00,0.389,0.688,1.077
김대우,78536,롯데,13.50,5,0,0,0,0,-,3 1/3,8,2,1,0,2,5,5,2.70,0,0,0,0,19,63,0.444,2,0,0,0,0,1,0,0,0,0,3,0,0,0,3,5,0.60,0.429,12.6,18.9,5.40,2.70,2.00,0.474,0.889,1.363
조무근,65067,롯데,13.50,2,1,0,0,0,1.000,2/3,2,0,1,2,1,1,1,4.50,0,0,0,0,6,24,0.667,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,-,1.000,12.0,36.0,13.50,13.50,1.00,0.833,1.000,1.833
조정훈,75537,롯데,16.62,7,0,0,0,0,-,4 1/3,6,0,4,2,5,13,8,2.31,0,0,0,0,28,96,0.273,0,0,0,0,0,1,0,0,0,0,3,0,0,0,5,6,0.83,0.353,13.7,22.2,10.38,8.31,1.25,0.429,0.273,0.702
