선수명,ID,팀명,평균자책점,경기,승리,패배,세이브,홀드,승률,이닝,피안타,홈런,볼넷,사구,삼진,실점,자책점,이닝당_출루허용률,완투,완봉,퀄리티스타트,블론세이브,타자수,투구수,피안타율,2루타,3루타,희생번트,희생플라이,고의4구,폭투,보크,선발,선발승,구원승,종료,세이브기회,터프세이브,병살타,땅볼,뜬공,땅볼/뜬공,인플레이타구타율,투구수/경기,투구수/이닝,9이닝당 삼진,9이닝당 볼넷,삼진/볼넷,피출루율,피장타율,피OPS
강민영,70531,롯데,0.00,3,0,0,0,0,-,4 2/3,2,0,2,3,6,2,0,0.86,0,0,0,0,20,80,0.133,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4,3,1.33,0.222,26.7,17.1,11.57,3.86,3.00,0.350,0.133,0.483
고효준,72523,롯데,0.00,6,0,0,0,0,-,3,5,0,1,0,3,1,0,2.00,0,0,0,0,15,54,0.385,0,0,0,1,0,0,0,0,0,0,1,2,0,0,3,3,1.00,0.455,9.0,18.0,9.00,3.00,3.00,0.400,0.385,0.785
임봉춘,97531,롯데,2.45,3,0,0,0,0,-,3 2/3,5,0,1,1,2,2,1,1.64,0,0,0,0,18,82,0.313,1,0,0,0,0,0,0,0,0,0,2,0,0,1,6,3,2.00,0.357,27.3,22.4,4.91,2.45,2.00,0.389,0.375,0.764
에르난데스,71829,롯데,2.82,7,2,0,0,0,1.000,44 2/3,39,7,11,5,45,19,14,1.12,1,0,4,0,187,752,0.229,7,0,1,0,0,1,0,7,2,0,1,0,0,2,49,37,1.32,0.271,107.4,16.8,9.07,2.22,4.09,0.296,0.394,0.690
이정민,72551,롯데,3.27,8,0,0,0,0,-,11,8,1,7,0,1,6,4,1.36,0,0,0,0,49,186,0.200,3,0,1,1,0,0,0,1,0,0,4,0,0,1,17,15,1.13,0.179,23.3,16.9,0.82,5.73,0.14,0.313,0.350,0.663
김풍철,72554,롯데,3.67,25,1,3,1,0,0.250,54,49,6,16,3,44,24,22,1.20,0,0,0,0,219,869,0.246,16,3,0,1,0,0,0,1,0,1,15,2,1,7,51,56,0.91,0.287,34.8,16.1,7.33,2.67,2.75,0.311,0.447,0.758
손민한,97571,롯데,3.67,23,4,9,0,0,0.308,142 1/3,144,19,30,4,82,68,58,1.22,2,1,13,0,586,2109,0.266,28,4,7,4,1,5,0,22,4,0,2,0,0,24,187,132,1.42,0.282,91.7,14.8,5.19,1.90,2.73,0.307,0.438,0.745
이명우,72535,롯데,3.86,19,0,0,0,0,-,16 1/3,8,2,6,1,12,8,7,0.86,0,0,0,0,61,243,0.151,2,0,0,1,0,1,0,0,0,0,12,1,0,3,18,16,1.13,0.150,12.8,14.9,6.61,3.31,2.00,0.246,0.302,0.548
이명호,70444,롯데,4.30,21,0,0,0,1,-,14 2/3,15,2,9,1,11,7,7,1.64,0,0,0,0,67,283,0.273,3,1,1,1,1,1,0,0,0,0,5,1,0,1,20,10,2.00,0.302,13.5,19.3,6.75,5.52,1.22,0.379,0.473,0.852
염종석,92508,롯데,4.36,31,8,14,0,0,0.364,159,180,15,36,15,108,93,77,1.36,0,0,13,0,690,2491,0.286,31,3,8,2,1,2,0,30,8,0,1,0,0,21,202,141,1.43,0.325,80.4,15.7,6.11,2.04,3.00,0.339,0.417,0.756
신원주,72556,롯데,4.50,2,0,0,0,0,-,2,2,0,0,0,1,2,1,1.00,0,0,0,0,8,28,0.400,2,0,1,2,0,0,0,0,0,0,2,0,0,0,2,2,1.00,0.333,14.0,14.0,4.50,0.00,-,0.286,0.800,1.086
강상수,94526,롯데,4.58,39,2,7,7,2,0.222,55,63,6,36,5,33,34,28,1.80,0,0,0,0,261,973,0.301,15,0,7,3,5,2,0,2,0,2,21,12,2,6,64,52,1.23,0.329,24.9,17.7,5.40,5.89,0.92,0.411,0.459,0.870
김영수,97236,롯데,4.79,36,2,18,0,1,0.100,118 1/3,136,13,58,4,76,74,63,1.64,0,0,4,0,548,2149,0.292,25,3,15,5,1,6,0,20,2,0,7,0,0,8,121,138,0.88,0.322,59.7,18.2,5.78,4.41,1.31,0.371,0.442,0.813
문동환,97575,롯데,5.10,17,2,7,2,0,0.222,67,83,8,22,3,49,46,38,1.57,1,0,4,0,303,1091,0.306,14,3,4,3,0,0,0,10,2,0,4,4,0,3,90,52,1.73,0.346,64.2,16.3,6.58,2.96,2.23,0.361,0.469,0.830
박지철,94545,롯데,5.11,5,1,2,0,0,0.333,24 2/3,25,4,8,2,20,14,14,1.34,0,0,2,0,107,447,0.260,8,0,1,0,0,0,0,4,0,1,0,0,0,2,27,24,1.13,0.292,89.4,18.1,7.30,2.92,2.50,0.330,0.469,0.799
김장현,71550,롯데,5.26,44,4,9,1,0,0.308,119 2/3,126,16,39,8,70,76,70,1.38,1,0,2,0,514,1936,0.278,32,3,8,5,1,9,0,13,2,2,10,2,1,15,129,134,0.96,0.295,44.0,16.2,5.26,2.93,1.79,0.342,0.467,0.809
노승욱,93357,롯데,5.35,19,2,1,0,0,0.667,35 1/3,38,5,11,6,23,21,21,1.39,0,0,1,0,156,548,0.281,10,0,1,3,0,0,0,2,1,1,8,0,0,2,38,39,0.97,0.300,28.8,15.5,5.86,2.80,2.09,0.355,0.467,0.822
김사율,99563,롯데,5.48,49,4,11,0,2,0.267,108 1/3,119,12,55,11,64,76,66,1.61,0,0,2,0,501,1945,0.284,24,2,8,8,2,9,1,11,1,3,14,3,0,14,114,130,0.88,0.305,39.7,18.0,5.32,4.57,1.16,0.375,0.437,0.812
가득염,92501,롯데,5.61,50,0,2,0,8,0.000,25 2/3,34,5,9,2,15,19,16,1.68,0,0,0,0,116,462,0.330,8,0,2,0,3,1,0,1,0,0,1,10,0,5,30,24,1.25,0.349,9.2,18.0,5.26,3.16,1.67,0.395,0.553,0.948
변인재,72562,롯데,6.00,5,0,1,0,0,0.000,12,12,0,7,0,5,8,8,1.58,0,0,0,0,53,191,0.273,2,1,1,1,0,0,0,0,0,0,1,0,0,2,17,11,1.55,0.300,38.2,15.9,3.75,5.25,0.71,0.365,0.364,0.729
임경완,98521,롯데,6.29,25,0,4,1,1,0.000,48 2/3,60,9,17,4,30,41,34,1.58,0,0,0,0,223,843,0.303,10,0,2,2,0,0,0,3,0,0,6,1,0,5,60,50,1.20,0.317,33.7,17.3,5.55,3.14,1.76,0.367,0.490,0.857
