선수명,ID,팀명,평균자책점,경기,승리,패배,세이브,홀드,승률,이닝,피안타,홈런,볼넷,사구,삼진,실점,자책점,이닝당_출루허용률,완투,완봉,퀄리티스타트,블론세이브,타자수,투구수,피안타율,2루타,3루타,희생번트,희생플라이,고의4구,폭투,보크,선발,선발승,구원승,종료,세이브기회,터프세이브,병살타,땅볼,뜬공,땅볼/뜬공,인플레이타구타율,투구수/경기,투구수/이닝,9이닝당 삼진,9이닝당 볼넷,삼진/볼넷,피출루율,피장타율,피OPS
진명호,79545,롯데,0.00,4,0,0,0,0,-,5,1,0,5,0,7,0,0,1.20,0,0,0,0,20,93,0.067,0,0,0,0,0,1,0,0,0,0,2,0,0,1,2,5,0.40,0.125,23.3,18.6,12.60,9.00,1.40,0.300,0.067,0.367
차재용,65509,롯데,0.00,3,0,0,0,0,-,2 1/3,1,0,0,0,2,0,0,0.43,0,0,0,0,8,31,0.125,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,4,0.25,0.167,10.3,13.3,7.71,0.00,-,0.125,0.125,0.250
손승락,75321,롯데,2.18,61,1,3,37,0,0.250,62,59,7,11,1,62,16,15,1.13,0,0,0,5,250,988,0.251,3,1,2,1,2,0,1,0,0,1,50,42,5,7,78,37,2.11,0.311,16.2,15.9,9.00,1.60,5.64,0.286,0.362,0.648
박세웅,64021,롯데,3.68,28,12,6,0,0,0.667,171 1/3,170,21,56,9,117,74,70,1.32,0,0,17,0,725,2812,0.263,25,1,8,5,2,7,0,28,12,0,0,0,0,17,213,152,1.40,0.290,100.4,16.4,6.15,2.94,2.09,0.328,0.402,0.730
린드블럼,65543,롯데,3.72,12,5,3,0,0,0.625,72 2/3,66,10,18,2,76,31,30,1.16,0,0,8,0,296,1130,0.244,10,1,2,3,0,3,2,12,5,0,0,0,0,4,59,73,0.81,0.298,94.2,15.6,9.41,2.23,4.22,0.293,0.399,0.692
레일리,65546,롯데,3.80,30,13,7,0,0,0.650,187 1/3,199,19,44,17,156,87,79,1.30,1,0,18,0,798,2951,0.274,39,2,5,5,0,3,1,30,13,0,1,0,0,19,211,166,1.27,0.323,98.4,15.8,7.49,2.11,3.55,0.328,0.411,0.739
강영식,70615,롯데,3.86,4,0,1,0,0,0.000,2 1/3,4,0,1,0,2,2,1,2.14,0,0,0,0,13,64,0.333,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,1,5.00,0.400,16.0,27.4,7.71,3.86,2.00,0.385,0.333,0.718
조정훈,75537,롯데,3.91,26,4,2,0,8,0.667,23,17,1,13,0,25,11,10,1.30,0,0,0,1,99,386,0.200,5,0,1,0,2,1,0,0,0,4,4,9,0,0,31,12,2.58,0.271,14.8,16.8,9.78,5.09,1.92,0.306,0.294,0.600
송승준,77591,롯데,4.21,30,11,5,0,1,0.688,130 1/3,132,19,41,4,113,63,61,1.33,0,0,6,0,558,2245,0.260,31,3,2,4,1,6,0,22,11,0,1,1,0,13,151,115,1.31,0.298,74.8,17.2,7.80,2.83,2.76,0.318,0.446,0.764
배장호,76540,롯데,4.34,72,8,1,0,6,0.889,66 1/3,70,9,19,8,47,37,32,1.34,0,0,0,2,287,1044,0.275,17,1,2,3,5,2,0,0,0,8,14,7,0,7,81,60,1.35,0.302,14.5,15.7,6.38,2.58,2.47,0.340,0.455,0.795
장시환,77318,롯데,4.38,53,4,4,0,10,0.500,51 1/3,48,6,31,4,57,28,25,1.54,0,0,0,6,228,951,0.253,9,0,1,2,3,8,0,0,0,4,9,17,0,8,47,40,1.18,0.326,17.9,18.5,9.99,5.44,1.84,0.366,0.395,0.761
김유영,64596,롯데,4.44,40,0,0,0,2,-,48 2/3,52,5,25,3,41,24,24,1.58,0,0,0,0,217,847,0.281,8,0,1,3,2,7,0,1,0,0,10,6,0,7,56,39,1.44,0.331,21.2,17.4,7.58,4.62,1.64,0.370,0.405,0.775
강동호,67591,롯데,4.79,27,2,1,0,0,0.667,41 1/3,43,8,16,1,26,24,22,1.43,0,0,0,0,178,667,0.269,8,2,0,1,2,2,0,0,0,2,15,0,0,4,35,57,0.61,0.276,24.7,16.1,5.66,3.48,1.63,0.337,0.494,0.831
박진형,63512,롯데,5.11,45,4,4,2,10,0.500,88,88,8,47,4,95,51,50,1.53,0,0,1,2,391,1575,0.267,19,0,8,2,2,6,2,9,1,3,6,13,0,4,74,75,0.99,0.349,35.0,17.9,9.72,4.81,2.02,0.363,0.397,0.760
이정민,72551,롯데,5.40,24,3,1,0,2,0.750,26 2/3,32,5,9,2,11,17,16,1.54,0,0,0,1,118,436,0.308,8,2,3,0,0,1,0,0,0,3,8,2,0,5,38,23,1.65,0.307,18.2,16.4,3.71,3.04,1.22,0.374,0.567,0.941
김원중,62528,롯데,5.70,24,7,8,0,0,0.467,107 1/3,130,13,56,10,87,71,68,1.73,0,0,8,0,507,2025,0.304,21,2,4,10,0,8,0,24,7,0,0,0,0,8,87,133,0.65,0.347,84.4,18.9,7.30,4.70,1.55,0.390,0.454,0.844
이명우,72535,롯데,5.74,34,2,0,0,4,1.000,26 2/3,34,3,7,2,15,19,17,1.54,0,0,0,0,124,463,0.304,3,0,2,1,0,0,1,0,0,2,6,4,0,1,38,26,1.46,0.326,13.6,17.4,5.06,2.36,2.14,0.352,0.411,0.763
애디튼,67559,롯데,5.91,15,2,7,0,0,0.222,70,85,7,25,5,60,54,46,1.57,0,0,2,0,324,1293,0.299,18,2,5,5,0,5,0,13,2,0,1,0,0,1,63,81,0.78,0.351,86.2,18.5,7.71,3.21,2.40,0.361,0.451,0.812
윤길현,72862,롯데,6.41,40,1,4,0,13,0.200,39 1/3,46,3,16,5,43,29,28,1.58,0,0,0,2,182,729,0.293,8,2,3,1,2,3,0,0,0,1,6,13,0,0,24,45,0.53,0.384,18.2,18.5,9.84,3.66,2.69,0.374,0.427,0.801
박시영,60559,롯데,6.47,47,2,3,0,5,0.400,57,60,14,32,1,52,45,41,1.61,0,0,0,2,261,1060,0.268,9,1,2,2,2,4,0,3,0,2,5,6,0,6,63,51,1.24,0.288,22.6,18.6,8.21,5.05,1.63,0.359,0.504,0.863
노경은,73211,롯데,11.66,9,0,2,0,0,0.000,14 2/3,25,4,8,1,8,19,19,2.25,0,0,1,0,76,282,0.391,5,0,0,3,0,1,0,2,0,0,4,0,0,1,14,20,0.70,0.382,31.3,19.2,4.91,4.91,1.00,0.447,0.656,1.103
