선수명,ID,팀명,평균자책점,경기,승리,패배,세이브,홀드,승률,이닝,피안타,홈런,볼넷,사구,삼진,실점,자책점,이닝당_출루허용률,완투,완봉,퀄리티스타트,블론세이브,타자수,투구수,피안타율,2루타,3루타,희생번트,희생플라이,고의4구,폭투,보크,선발,선발승,구원승,종료,세이브기회,터프세이브,병살타,땅볼,뜬공,땅볼/뜬공,인플레이타구타율,투구수/경기,투구수/이닝,9이닝당 삼진,9이닝당 볼넷,삼진/볼넷,피출루율,피장타율,피OPS
김성배,73226,롯데,3.05,58,2,4,31,4,0.333,59,45,1,21,3,58,20,20,1.12,0,0,0,8,241,960,0.211,10,0,4,0,1,4,0,0,0,2,40,43,7,2,55,55,1.00,0.286,16.6,16.3,8.85,3.20,2.76,0.291,0.272,0.563
이명우,72535,롯데,3.07,74,2,4,1,20,0.333,55 2/3,41,2,25,1,32,19,19,1.19,0,0,0,0,226,845,0.215,7,0,6,2,1,1,0,0,0,2,4,25,1,6,84,36,2.33,0.245,11.4,15.2,5.17,4.04,1.28,0.306,0.283,0.589
홍성민,62655,롯데,3.14,25,4,2,1,2,0.667,48 2/3,54,3,18,3,22,20,17,1.48,0,0,1,0,207,802,0.297,7,1,2,2,0,1,0,3,1,3,7,4,0,7,62,46,1.35,0.321,32.1,16.5,4.07,3.33,1.22,0.366,0.396,0.762
옥스프링,77199,롯데,3.29,30,13,7,0,0,0.650,183 1/3,164,10,69,11,144,79,67,1.27,1,1,22,0,774,3022,0.244,21,2,15,6,1,2,0,30,13,0,1,0,0,16,182,189,0.96,0.293,100.7,16.5,7.07,3.39,2.09,0.321,0.325,0.646
정대현,71801,롯데,3.33,58,5,4,1,16,0.556,51 1/3,56,3,21,8,34,21,19,1.50,0,0,0,6,227,867,0.296,7,0,6,3,7,2,0,0,0,5,7,22,1,5,53,49,1.08,0.342,14.9,16.9,5.96,3.68,1.62,0.385,0.381,0.766
유먼,62597,롯데,3.54,31,13,4,0,0,0.765,193 1/3,186,19,78,5,141,81,76,1.37,0,0,24,0,829,3124,0.258,27,2,22,3,0,3,0,31,13,0,0,0,0,9,194,203,0.96,0.296,100.8,16.2,6.56,3.63,1.81,0.333,0.380,0.713
송승준,77591,롯데,3.76,29,12,6,0,0,0.667,167 2/3,171,11,64,4,133,74,70,1.40,0,0,13,0,720,2917,0.267,32,3,9,3,0,4,0,29,12,0,0,0,0,13,172,167,1.03,0.321,100.6,17.4,7.14,3.44,2.08,0.336,0.378,0.714
강영식,70615,롯데,3.86,55,1,3,1,9,0.250,39 2/3,32,1,19,2,40,17,17,1.29,0,0,0,2,168,675,0.227,7,0,4,2,0,4,0,0,0,1,12,15,1,1,38,33,1.15,0.304,12.3,17.0,9.08,4.31,2.11,0.323,0.298,0.621
김사율,99563,롯데,4.00,35,3,7,1,3,0.300,74 1/3,74,11,34,2,47,35,33,1.45,0,0,2,3,322,1288,0.267,13,1,3,6,1,6,0,8,1,2,17,7,0,5,74,88,0.84,0.280,36.8,17.3,5.69,4.12,1.38,0.345,0.440,0.785
김수완,78550,롯데,4.09,15,1,0,0,0,1.000,50 2/3,57,4,25,2,22,28,23,1.62,0,0,0,0,222,842,0.303,10,0,3,4,0,2,0,4,1,0,4,0,0,10,68,45,1.51,0.319,56.1,16.6,3.91,4.44,0.88,0.384,0.420,0.804
