선수명,ID,팀명,평균자책점,경기,승리,패배,세이브,홀드,승률,이닝,피안타,홈런,볼넷,사구,삼진,실점,자책점,이닝당_출루허용률,완투,완봉,퀄리티스타트,블론세이브,타자수,투구수,피안타율,2루타,3루타,희생번트,희생플라이,고의4구,폭투,보크,선발,선발승,구원승,종료,세이브기회,터프세이브,병살타,땅볼,뜬공,땅볼/뜬공,인플레이타구타율,투구수/경기,투구수/이닝,9이닝당 삼진,9이닝당 볼넷,삼진/볼넷,피출루율,피장타율,피OPS
손용수,72918,롯데,0.00,1,0,0,0,0,-,2,0,0,2,1,0,0,0,1.00,0,0,0,0,8,28,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,4.00,0.000,28.0,14.0,0.00,9.00,0.00,0.375,0.000,0.375
이명우,72535,롯데,1.38,18,1,2,0,2,0.333,26,21,0,5,1,9,4,4,1.00,1,1,1,0,100,335,0.233,2,0,4,0,0,0,0,1,1,0,2,2,0,4,37,23,1.61,0.259,18.6,12.9,3.12,1.73,1.80,0.281,0.256,0.537
허준혁,74556,롯데,1.93,5,0,0,0,0,-,4 2/3,4,0,2,0,1,1,1,1.29,0,0,0,0,19,70,0.250,0,1,0,1,0,0,0,0,0,0,4,0,0,0,5,7,0.71,0.250,14.0,15.0,1.93,3.86,0.50,0.316,0.375,0.691
손민한,97571,롯데,2.73,42,9,2,8,0,0.818,108 2/3,90,8,29,2,88,36,33,1.10,0,0,7,0,433,1614,0.226,17,0,3,0,3,4,0,11,8,1,25,13,2,12,136,85,1.60,0.271,38.4,14.9,7.29,2.40,3.03,0.281,0.328,0.609
최대성,74543,롯데,2.84,6,0,0,0,0,-,6 1/3,8,1,3,0,2,2,2,1.74,0,0,0,0,29,92,0.308,0,0,0,0,0,0,1,0,0,0,4,0,0,1,6,10,0.60,0.304,15.3,14.5,2.84,4.26,0.67,0.379,0.423,0.802
임경완,98521,롯데,3.16,67,4,6,5,22,0.400,105 1/3,102,4,41,12,72,39,37,1.36,0,0,0,0,448,1616,0.267,22,2,11,2,10,1,0,0,0,4,15,21,0,11,133,77,1.73,0.318,24.1,15.3,6.15,3.50,1.76,0.355,0.366,0.721
주형광,94528,롯데,3.41,11,4,4,0,0,0.500,63 1/3,53,8,21,2,45,26,24,1.17,0,0,6,0,260,997,0.227,11,1,4,0,0,1,0,11,4,0,0,0,0,5,68,67,1.01,0.250,90.6,15.7,6.39,2.98,2.14,0.297,0.386,0.683
박지철,94545,롯데,3.87,27,9,7,0,0,0.563,139 2/3,131,9,60,6,94,62,60,1.37,1,1,11,0,600,2407,0.253,33,1,8,8,1,7,0,26,9,0,1,0,0,12,162,139,1.17,0.288,89.1,17.2,6.06,3.87,1.57,0.333,0.373,0.706
이용훈,70434,롯데,4.01,15,1,3,0,0,0.250,33 2/3,28,1,10,4,36,17,15,1.13,1,0,1,0,140,532,0.228,4,0,1,2,1,1,1,4,1,0,10,0,0,1,21,40,0.53,0.307,35.5,15.8,9.62,2.67,3.60,0.302,0.285,0.587
노장진,93728,롯데,4.11,34,1,0,17,1,1.000,46,51,7,28,2,55,22,21,1.72,0,0,1,0,215,894,0.283,9,0,1,4,0,1,0,4,1,0,25,18,4,0,28,50,0.56,0.361,26.3,19.4,10.76,5.48,1.96,0.379,0.450,0.829
