선수명,ID,팀명,평균자책점,경기,승리,패배,세이브,홀드,승률,이닝,피안타,홈런,볼넷,사구,삼진,실점,자책점,이닝당_출루허용률,완투,완봉,퀄리티스타트,블론세이브,타자수,투구수,피안타율,2루타,3루타,희생번트,희생플라이,고의4구,폭투,보크,선발,선발승,구원승,종료,세이브기회,터프세이브,병살타,땅볼,뜬공,땅볼/뜬공,인플레이타구타율,투구수/경기,투구수/이닝,9이닝당 삼진,9이닝당 볼넷,삼진/볼넷,피출루율,피장타율,피OPS
이명우,72535,롯데,0.00,10,0,0,0,0,-,3 1/3,6,0,1,0,1,0,0,2.10,0,0,0,1,17,61,0.375,1,0,0,0,0,0,0,0,0,0,1,1,0,0,9,0,-,0.400,6.1,18.3,2.70,2.70,1.00,0.412,0.438,0.850
손민한,97571,롯데,2.78,25,10,8,1,0,0.556,161 2/3,147,4,39,9,96,54,50,1.15,2,1,15,0,664,2399,0.247,27,1,16,3,6,3,0,24,10,0,3,1,1,11,216,140,1.54,0.287,96.0,14.8,5.34,2.17,2.46,0.301,0.315,0.616
박지철,94545,롯데,2.98,18,1,2,0,0,0.333,48 1/3,43,0,30,2,23,20,16,1.51,0,0,2,0,212,839,0.249,9,1,5,2,1,3,0,6,0,1,5,0,0,5,55,54,1.02,0.283,46.6,17.4,4.28,5.59,0.77,0.362,0.312,0.674
조정훈,75537,롯데,3.00,7,0,0,0,0,-,6,9,0,3,0,7,2,2,2.00,0,0,0,0,27,109,0.391,3,0,1,0,0,0,0,0,0,0,5,1,0,1,3,4,0.75,0.563,15.6,18.2,10.50,4.50,2.33,0.462,0.522,0.984
이상목,90853,롯데,3.25,23,12,8,0,0,0.600,138 2/3,132,17,23,5,50,63,50,1.12,1,0,15,0,566,2010,0.253,26,1,12,5,0,2,0,23,12,0,1,0,0,10,167,177,0.94,0.251,87.4,14.5,3.25,1.49,2.17,0.289,0.405,0.694
이정민,72551,롯데,3.46,29,0,1,0,4,0.000,39,43,8,10,2,21,16,15,1.36,0,0,0,1,164,613,0.287,6,0,2,0,1,3,0,0,0,0,4,6,0,4,43,43,1.00,0.289,21.1,15.7,4.85,2.31,2.10,0.340,0.487,0.827
나승현,76529,롯데,3.48,51,0,3,16,0,0.000,54 1/3,55,2,30,4,33,21,21,1.56,0,0,0,6,241,952,0.276,11,1,4,4,7,3,0,0,0,0,31,25,3,5,45,70,0.64,0.315,18.7,17.5,5.47,4.97,1.10,0.376,0.372,0.748
이왕기,75539,롯데,3.48,46,0,2,3,2,0.000,54 1/3,46,5,29,10,50,24,21,1.38,0,0,0,2,241,945,0.235,8,0,3,3,1,2,0,0,0,0,14,8,0,6,64,39,1.64,0.285,20.5,17.4,8.28,4.80,1.72,0.357,0.352,0.709
장원준,74513,롯데,3.61,29,7,12,0,0,0.368,179 2/3,152,14,75,9,130,85,72,1.26,1,0,18,0,755,2952,0.233,33,1,17,3,1,2,1,28,7,0,1,0,0,13,208,164,1.27,0.271,101.8,16.4,6.51,3.76,1.73,0.320,0.352,0.672
염종석,92508,롯데,3.72,25,6,9,0,0,0.400,128 1/3,146,7,31,5,62,62,53,1.38,0,0,10,0,547,1922,0.295,19,2,12,4,0,2,0,25,6,0,0,0,0,14,160,131,1.22,0.323,76.9,15.0,4.35,2.17,2.00,0.340,0.384,0.724
