선수명,ID,팀명,타율,경기,타석,타수,득점,안타,2루타,3루타,홈런,루타,타점,희생번트,희생플라이,볼넷,고의사구,사구,삼진,병살타,장타율,출루율,OPS,멀티히트,득점권타율,대타타율,장타,땅볼,뜬공,땅볼/뜬공,결승타,볼넷/삼진,투구수/타석,순수장타율,추정득점,GPA
김원섭,71207,KIA,0.337,94,213,181,26,61,5,3,0,72,13,17,1,14,0,0,27,2,0.398,0.383,0.781,14,0.341,0.500,8,51,43,1.19,0,0.52,3.83,0.061,28.8,0.272
이용규,74163,KIA,0.318,125,552,485,78,154,25,9,1,200,39,7,1,50,3,9,48,6,0.412,0.391,0.803,46,0.250,0.000,35,160,124,1.29,0,1.04,3.92,0.095,79.7,0.279
장성호,96610,KIA,0.306,126,540,445,62,136,24,2,13,203,79,3,6,83,10,3,38,5,0.456,0.413,0.869,37,0.328,0.000,39,129,148,0.87,0,2.18,3.96,0.151,87.4,0.300
이재주,92304,KIA,0.284,115,436,377,38,107,26,0,13,172,59,1,4,52,1,2,78,13,0.456,0.370,0.826,34,0.243,0.286,39,104,92,1.13,0,0.67,3.97,0.172,61.4,0.281
김민철,71609,KIA,0.276,75,85,76,15,21,1,2,0,26,10,1,1,7,0,0,14,2,0.342,0.333,0.675,2,0.292,0.308,3,25,17,1.47,0,0.50,3.72,0.066,8.8,0.235
김주형,74605,KIA,0.269,34,55,52,8,14,5,0,2,25,6,0,0,2,0,1,17,2,0.481,0.309,0.790,3,0.571,0.333,7,13,8,1.63,0,0.12,3.69,0.212,6.7,0.259
손지환,97103,KIA,0.264,96,293,273,24,72,12,0,4,96,21,3,1,8,0,8,25,5,0.352,0.303,0.655,20,0.200,0.286,16,90,87,1.03,0,0.32,3.32,0.088,28.1,0.224
차일목,73602,KIA,0.259,22,30,27,4,7,0,0,0,7,3,1,0,2,0,0,7,0,0.259,0.310,0.569,2,0.286,0.000,0,6,7,0.86,0,0.29,4.03,0.000,2.4,0.204
이현곤,72606,KIA,0.243,77,272,247,27,60,14,1,5,91,27,9,2,12,0,2,39,8,0.368,0.281,0.649,16,0.227,1.000,20,82,68,1.21,0,0.31,3.58,0.126,22.8,0.218
이종범,93607,KIA,0.242,93,379,339,41,82,18,1,1,105,21,11,0,24,2,5,43,3,0.310,0.302,0.612,25,0.258,0.000,20,116,98,1.18,0,0.56,3.40,0.068,31.5,0.213
김상훈,70612,KIA,0.234,122,417,367,33,86,15,1,2,109,35,18,0,30,0,2,54,9,0.297,0.296,0.593,19,0.304,0.333,18,116,111,1.05,0,0.56,3.61,0.063,30.8,0.207
조경환,98533,KIA,0.231,54,143,121,11,28,7,0,4,47,19,3,1,15,1,3,32,4,0.388,0.329,0.717,6,0.206,0.250,11,30,32,0.94,0,0.47,3.99,0.157,15.9,0.245
김종국,96616,KIA,0.226,111,369,323,35,73,17,1,1,95,26,16,2,25,0,3,59,6,0.294,0.286,0.580,17,0.211,0.000,19,94,99,0.95,0,0.42,3.84,0.068,28.7,0.202
송산,75612,KIA,0.225,43,46,40,4,9,2,0,0,11,8,2,0,2,0,2,9,2,0.275,0.295,0.570,0,0.250,0.300,2,16,6,2.67,0,0.22,3.41,0.050,2.8,0.202
서브넥,76632,KIA,0.224,40,151,143,14,32,3,1,4,49,15,0,1,6,0,1,17,2,0.343,0.258,0.601,10,0.243,0.000,8,46,49,0.94,0,0.35,3.52,0.119,12.9,0.202
홍세완,70626,KIA,0.206,66,243,214,14,44,6,0,1,53,17,4,2,19,0,4,34,9,0.248,0.280,0.528,6,0.185,0.167,7,70,68,1.03,0,0.56,3.75,0.042,14.1,0.188
한규식,99554,KIA,0.181,55,79,72,7,13,0,0,2,19,3,3,0,3,0,1,16,4,0.264,0.224,0.488,1,0.053,0.000,2,21,22,0.95,0,0.19,4.13,0.083,2.9,0.167
김경언,71610,KIA,0.180,73,114,100,14,18,5,0,0,23,8,2,0,9,1,3,24,1,0.230,0.268,0.498,1,0.280,0.211,5,26,32,0.81,0,0.38,3.95,0.050,6.1,0.178
심재학,95114,KIA,0.176,56,139,119,7,21,5,0,2,32,7,1,3,16,1,0,24,1,0.269,0.268,0.537,2,0.083,0.238,7,24,53,0.45,0,0.67,4.27,0.092,10.0,0.188
스캇,76633,KIA,0.163,48,169,153,10,25,1,1,6,46,14,0,1,10,1,5,37,5,0.301,0.237,0.538,3,0.146,0.000,8,34,58,0.59,0,0.27,3.82,0.137,10.6,0.182
김경진,99614,KIA,0.158,14,21,19,4,3,0,0,1,6,1,0,0,1,0,1,4,1,0.316,0.238,0.554,0,0.000,0.500,1,7,5,1.40,0,0.25,3.62,0.158,1.3,0.186
신동주,91470,KIA,0.077,8,14,13,0,1,0,0,0,1,0,0,0,1,0,0,7,0,0.077,0.143,0.220,0,0.000,0.000,0,2,3,0.67,0,0.14,5.07,0.000,-0.3,0.084
