선수명,ID,팀명,타율,경기,타석,타수,득점,안타,2루타,3루타,홈런,루타,타점,희생번트,희생플라이,볼넷,고의사구,사구,삼진,병살타,장타율,출루율,OPS,멀티히트,득점권타율,대타타율,장타,땅볼,뜬공,땅볼/뜬공,결승타,볼넷/삼진,투구수/타석,순수장타율,추정득점,GPA
장성호,96610,KIA,0.343,133,586,481,82,165,29,0,19,251,95,2,8,86,14,9,53,15,0.522,0.445,0.967,48,0.365,0.000,48,146,125,1.17,0,1.62,3.92,0.179,106.7,0.331
황성기,96624,KIA,0.333,2,3,3,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0.333,0.333,0.666,0,0.000,0.000,0,0,1,0.00,0,0.00,5.00,0.000,0.3,0.233
정성훈,99606,KIA,0.312,114,385,340,65,106,19,3,9,158,39,5,3,28,2,9,42,9,0.465,0.376,0.841,27,0.260,0.000,31,114,81,1.41,0,0.67,3.82,0.153,57.8,0.285
신동주,91470,KIA,0.311,81,273,244,34,76,9,1,7,108,33,0,2,24,2,3,59,8,0.443,0.377,0.820,25,0.277,0.308,17,50,61,0.82,0,0.41,4.00,0.131,38.7,0.280
이종범,93607,KIA,0.293,123,546,485,93,142,25,2,18,225,59,4,1,43,5,13,63,7,0.464,0.365,0.829,41,0.337,0.000,45,138,143,0.97,0,0.68,3.73,0.171,84.4,0.280
김종국,96616,KIA,0.287,133,595,527,95,151,26,3,8,207,53,3,1,61,0,3,116,5,0.393,0.363,0.756,41,0.298,1.000,37,150,111,1.35,0,0.53,3.85,0.106,82.1,0.262
김경언,71610,KIA,0.263,107,323,274,45,72,16,1,1,93,33,1,1,45,0,2,66,1,0.339,0.370,0.709,17,0.316,0.000,18,73,64,1.14,0,0.68,4.06,0.077,39.0,0.251
김민철,71609,KIA,0.261,58,53,46,9,12,1,0,0,13,3,2,0,4,0,1,10,0,0.283,0.333,0.616,1,0.357,0.250,1,13,11,1.18,0,0.40,3.64,0.022,4.5,0.221
홍세완,70626,KIA,0.257,111,449,401,43,103,21,0,12,160,69,8,4,30,2,6,68,10,0.399,0.315,0.714,25,0.265,0.000,33,127,107,1.19,0,0.44,3.85,0.142,49.9,0.242
이현곤,72606,KIA,0.257,52,122,113,11,29,7,1,3,47,12,0,0,8,0,1,25,4,0.416,0.311,0.727,5,0.259,0.667,11,35,24,1.46,0,0.32,3.99,0.159,13.8,0.244
펨버튼,72650,KIA,0.255,75,316,271,28,69,13,1,11,117,48,0,3,23,3,19,56,6,0.432,0.351,0.783,22,0.226,0.000,25,64,85,0.75,0,0.41,3.41,0.177,42.6,0.266
오우진,71638,KIA,0.250,14,17,16,0,4,0,0,0,4,2,0,0,0,0,1,6,1,0.250,0.294,0.544,0,0.167,0.444,0,4,2,2.00,0,0.00,3.65,0.000,0.8,0.195
장일현,99607,KIA,0.250,81,145,132,11,33,8,0,3,50,19,1,0,11,0,1,24,3,0.379,0.313,0.692,4,0.239,0.300,11,41,34,1.21,0,0.46,4.03,0.129,15.2,0.236
김인철,90811,KIA,0.235,37,53,51,5,12,4,0,1,19,6,1,0,0,0,1,16,0,0.373,0.250,0.623,2,0.250,0.250,5,12,11,1.09,0,0.00,3.92,0.137,4.7,0.206
김지훈,98457,KIA,0.229,49,52,48,6,11,1,0,3,21,9,2,0,1,0,1,14,4,0.438,0.260,0.698,2,0.333,0.500,4,12,11,1.09,0,0.07,3.87,0.208,4.4,0.227
