선수명,ID,팀명,타율,경기,타석,타수,득점,안타,2루타,3루타,홈런,루타,타점,희생번트,희생플라이,볼넷,고의사구,사구,삼진,병살타,장타율,출루율,OPS,멀티히트,득점권타율,대타타율,장타,땅볼,뜬공,땅볼/뜬공,결승타,볼넷/삼진,투구수/타석,순수장타율,추정득점,GPA
임지열,64340,키움,1.000,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1.000,1.000,2.000,0,0.000,1.000,0,0,0,-,0,-,4.00,0.000,0.5,0.700
김은성,65304,키움,0.500,16,6,4,0,2,0,0,0,2,0,0,0,1,0,1,1,1,0.500,0.667,1.167,0,0.333,0.000,0,1,0,-,0,1.00,4.83,0.000,1.1,0.425
이정후,67341,키움,0.333,140,617,544,85,181,49,5,15,285,101,2,8,59,6,4,47,16,0.524,0.397,0.921,52,0.354,0.500,69,124,200,0.62,13,1.26,3.74,0.191,104.6,0.310
이지영,79456,키움,0.309,101,289,262,22,81,10,2,0,95,36,3,1,19,1,4,28,8,0.363,0.364,0.727,19,0.333,0.207,12,98,56,1.75,4,0.68,3.39,0.053,32.4,0.255
김하성,64300,키움,0.306,138,622,533,111,163,24,1,30,279,109,3,3,75,3,8,68,12,0.523,0.397,0.920,45,0.319,0.333,55,104,201,0.52,14,1.10,3.71,0.218,109.9,0.309
김혜성,67304,키움,0.285,142,553,499,80,142,24,6,7,199,61,2,4,46,0,2,94,6,0.399,0.345,0.744,36,0.366,0.333,37,140,127,1.10,5,0.49,3.96,0.114,70.8,0.255
서건창,78168,키움,0.277,135,595,484,79,134,28,5,5,187,52,5,10,91,1,5,58,8,0.386,0.390,0.776,36,0.300,0.750,38,142,160,0.89,6,1.57,3.97,0.110,83.2,0.272
김웅빈,65898,키움,0.275,73,235,207,25,57,13,0,8,94,31,5,3,17,1,3,65,6,0.454,0.335,0.789,12,0.197,0.200,21,41,47,0.87,0,0.26,4.06,0.179,30.8,0.264
변상권,68305,키움,0.274,35,64,62,7,17,5,0,1,25,16,0,1,1,0,0,20,2,0.403,0.281,0.684,3,0.348,0.167,6,17,9,1.89,3,0.05,4.00,0.129,6.3,0.227
임병욱,64346,키움,0.270,12,41,37,3,10,4,0,0,14,6,0,0,4,1,0,10,1,0.378,0.341,0.719,1,0.500,0.000,4,13,4,3.25,0,0.40,4.02,0.108,4.8,0.248
허정협,65399,키움,0.268,111,360,314,45,84,12,0,10,126,43,3,1,40,0,2,73,7,0.401,0.353,0.754,20,0.250,0.200,22,83,75,1.11,9,0.55,4.15,0.134,44.9,0.259
러셀,50350,키움,0.254,65,271,244,22,62,14,0,2,82,31,0,3,22,1,2,37,6,0.336,0.317,0.653,16,0.274,0.000,16,73,75,0.97,2,0.59,3.67,0.082,26.6,0.227
박동원,79365,키움,0.250,112,372,324,45,81,21,0,12,138,50,2,2,38,0,6,68,10,0.426,0.338,0.764,19,0.250,0.412,33,88,89,0.99,5,0.56,3.97,0.176,46.1,0.259
