선수명,ID,팀명,타율,경기,타석,타수,득점,안타,2루타,3루타,홈런,루타,타점,희생번트,희생플라이,볼넷,고의사구,사구,삼진,병살타,장타율,출루율,OPS,멀티히트,득점권타율,대타타율,장타,땅볼,뜬공,땅볼/뜬공,결승타,볼넷/삼진,투구수/타석,순수장타율,추정득점,GPA
김동영,75739,한화,0.500,4,5,4,1,2,0,0,0,2,1,1,0,0,0,0,1,0,0.500,0.500,1.000,0,1.000,0.000,0,1,0,-,0,0.00,3.00,0.000,0.9,0.350
김태균,71752,한화,0.324,115,484,410,81,133,27,1,31,255,92,0,5,64,4,5,67,8,0.622,0.417,1.039,39,0.378,0.000,59,104,111,0.94,0,0.96,3.99,0.298,99.0,0.343
이영우,96734,한화,0.288,89,305,271,41,78,21,2,2,109,27,2,5,26,0,1,40,9,0.402,0.347,0.749,19,0.269,0.158,25,90,68,1.32,0,0.65,3.85,0.114,36.7,0.257
이범호,70756,한화,0.276,125,508,434,80,120,21,3,19,204,77,0,4,61,0,9,50,18,0.470,0.374,0.844,32,0.315,0.000,43,118,150,0.79,0,1.22,3.84,0.194,75.9,0.286
송광민,76753,한화,0.271,75,154,140,19,38,7,0,7,66,23,1,0,10,0,3,44,5,0.471,0.333,0.804,7,0.310,0.222,14,27,31,0.87,0,0.23,3.84,0.200,20.2,0.268
신경현,98742,한화,0.267,107,331,296,27,79,16,3,3,110,41,5,2,26,0,2,54,8,0.372,0.328,0.700,18,0.289,0.000,22,86,79,1.09,0,0.48,3.85,0.105,34.8,0.241
김태완,76746,한화,0.266,124,450,383,44,102,16,0,23,187,73,0,6,50,4,11,78,9,0.488,0.362,0.850,26,0.269,0.154,39,67,142,0.47,0,0.64,3.99,0.222,69.2,0.285
정범모,76720,한화,0.250,3,5,4,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0.250,0.400,0.650,0,0.000,0.000,0,1,1,1.00,0,1.00,2.80,0.000,0.2,0.243
클락,78725,한화,0.246,125,546,472,96,116,25,3,22,213,79,1,5,63,4,5,78,8,0.451,0.338,0.789,32,0.269,0.000,50,148,135,1.10,0,0.81,3.76,0.206,77.7,0.265
연경흠,76743,한화,0.245,45,121,106,13,26,5,2,4,47,9,1,2,11,0,1,21,3,0.443,0.317,0.760,5,0.167,0.667,11,32,29,1.10,0,0.52,3.82,0.198,15.3,0.253
추승우,72139,한화,0.245,119,419,371,53,91,13,3,0,110,20,7,1,30,4,10,75,3,0.296,0.318,0.614,22,0.229,0.273,16,125,81,1.54,0,0.40,3.63,0.051,38.8,0.217
김민재,91523,한화,0.241,114,397,357,26,86,13,0,5,114,35,7,1,30,1,2,37,6,0.319,0.303,0.622,19,0.301,0.000,18,125,110,1.14,0,0.81,3.69,0.078,36.5,0.216
오승택,75736,한화,0.228,50,62,57,8,13,2,0,0,15,2,2,0,2,0,1,23,0,0.263,0.267,0.530,1,0.333,0.500,2,14,7,2.00,0,0.09,3.71,0.035,3.1,0.186
이도형,93225,한화,0.224,54,71,67,2,15,1,0,2,22,16,0,1,3,0,0,16,3,0.328,0.254,0.582,2,0.321,0.225,3,18,19,0.95,0,0.19,3.69,0.104,5.1,0.196
고동진,74745,한화,0.218,31,97,87,14,19,5,0,0,24,5,4,0,6,0,0,13,4,0.276,0.269,0.545,5,0.261,0.000,5,35,20,1.75,0,0.46,3.22,0.057,5.5,0.190
한상훈,73703,한화,0.217,122,360,314,29,68,13,2,0,85,32,10,2,32,0,2,52,9,0.271,0.291,0.562,14,0.288,0.000,15,116,79,1.47,0,0.62,3.68,0.054,25.7,0.199
이희근,78739,한화,0.210,84,135,119,6,25,3,0,0,28,9,4,1,9,0,2,24,1,0.235,0.275,0.510,4,0.207,0.000,3,38,33,1.15,0,0.38,3.41,0.025,8.8,0.183
윤재국,98808,한화,0.210,55,169,143,25,30,7,1,0,39,9,3,0,23,0,0,31,2,0.273,0.319,0.592,6,0.225,0.000,8,51,31,1.65,0,0.74,3.75,0.063,14.2,0.212
이여상,76435,한화,0.208,94,192,173,19,36,8,0,2,50,15,4,0,13,0,2,47,2,0.289,0.271,0.560,8,0.238,0.000,10,52,38,1.37,0,0.28,3.89,0.081,14.1,0.194
조원우,94836,한화,0.200,5,5,5,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0.200,0.200,0.400,0,0.000,0.000,0,2,1,2.00,0,0.00,4.40,0.000,-0.2,0.140
김수연,96777,한화,0.167,9,20,18,1,3,0,0,0,3,0,0,0,2,0,0,5,0,0.167,0.250,0.417,0,0.000,0.000,0,5,5,1.00,0,0.40,4.15,0.000,1.0,0.154
오선진,78756,한화,0.133,46,31,30,3,4,1,0,0,5,1,0,0,1,0,0,7,0,0.167,0.161,0.328,0,0.000,0.143,1,10,9,1.11,0,0.14,3.81,0.033,0.2,0.114
김혁민,77748,한화,0.000,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0.000,0.000,0,0.000,0.000,0,0,0,-,0,0.00,3.00,0.000,-0.1,0.000
마정길,72749,한화,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.000,0.000,0,0,0,-,0,-,-,-,0.0,0.000
백승룡,75705,한화,0.000,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0,0.000,0.000,0,0,1,0.00,0,-,3.00,0.000,-0.1,0.000
양훈,75750,한화,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.000,0.000,0,0,0,-,0,-,-,-,0.0,0.000
윤규진,73750,한화,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.000,0.000,0,0,0,-,0,-,-,-,0.0,0.000
정현석,78745,한화,0.000,11,8,7,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0.000,0.125,0.125,0,0.000,0.000,0,4,2,2.00,0,0.00,4.75,0.000,-0.3,0.056
최진행,74729,한화,0.000,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0.000,0.000,0.000,0,0.000,0.000,0,1,1,1.00,0,0.00,5.25,0.000,-0.7,0.000
토마스,78726,한화,0.000,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0.000,0.000,0,0.000,0.000,0,0,0,-,0,0.00,6.00,0.000,-0.1,0.000
한윤섭,78762,한화,-,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.000,0.000,0,0,0,-,0,-,-,-,0.0,0.000
