선수명,ID,팀명,타율,경기,타석,타수,득점,안타,2루타,3루타,홈런,루타,타점,희생번트,희생플라이,볼넷,고의사구,사구,삼진,병살타,장타율,출루율,OPS,멀티히트,득점권타율,대타타율,장타,땅볼,뜬공,땅볼/뜬공,결승타,볼넷/삼진,투구수/타석,순수장타율,추정득점,GPA
김태완,76746,한화,0.500,4,4,4,0,2,0,0,0,2,3,0,0,0,0,0,1,0,0.500,0.500,1.000,0,1.000,0.500,0,1,0,-,0,0.00,3.00,0.000,0.8,0.350
송광민,76753,한화,0.350,18,20,20,4,7,0,0,2,13,5,0,0,0,0,0,4,2,0.650,0.350,1.000,2,0.400,0.333,2,7,2,3.50,0,0.00,3.20,0.300,3.4,0.320
백재호,97709,한화,0.349,42,100,86,8,30,5,0,1,38,12,1,0,10,0,3,20,1,0.442,0.434,0.876,8,0.409,0.000,6,22,14,1.57,0,0.50,3.86,0.093,15.9,0.306
김태균,71752,한화,0.291,124,511,423,66,123,27,0,13,189,73,0,4,82,1,2,89,18,0.447,0.405,0.852,32,0.306,0.500,40,127,88,1.44,0,0.92,4.25,0.156,75.6,0.294
데이비스,99725,한화,0.284,117,479,415,62,118,21,0,21,202,74,0,5,55,7,4,85,10,0.487,0.370,0.857,33,0.292,0.333,42,117,100,1.17,0,0.65,4.01,0.202,72.9,0.288
클리어,75154,한화,0.271,93,323,284,37,77,14,0,7,112,25,0,1,33,0,5,60,9,0.394,0.356,0.750,16,0.250,0.000,21,75,73,1.03,0,0.55,3.93,0.123,38.8,0.259
조원우,94836,한화,0.267,106,391,341,48,91,10,0,1,104,25,11,4,30,0,5,45,6,0.305,0.332,0.637,22,0.292,0.000,11,111,98,1.13,0,0.67,3.67,0.038,37.8,0.226
이범호,70756,한화,0.257,126,497,421,53,108,25,1,20,195,73,1,3,65,2,7,87,11,0.463,0.363,0.826,27,0.261,0.000,46,100,129,0.78,0,0.75,4.08,0.207,70.7,0.279
이도형,93225,한화,0.256,119,466,426,46,109,22,0,19,188,63,5,3,26,0,6,68,7,0.441,0.306,0.747,29,0.208,0.250,41,112,140,0.80,0,0.38,3.58,0.185,57.1,0.248
신경현,98742,한화,0.243,100,307,272,26,66,11,0,2,83,15,8,1,25,1,1,40,10,0.305,0.308,0.613,17,0.186,1.000,13,86,81,1.06,0,0.63,3.52,0.063,24.6,0.215
한상훈,73703,한화,0.242,95,187,161,14,39,7,0,1,49,11,8,2,15,0,1,29,5,0.304,0.307,0.611,7,0.200,0.000,8,48,47,1.02,0,0.52,3.99,0.062,15.5,0.214
고동진,74745,한화,0.241,120,414,370,40,89,14,2,4,119,29,6,5,21,1,12,80,6,0.322,0.299,0.621,19,0.213,0.500,20,113,93,1.22,0,0.26,3.79,0.081,39.1,0.215
심광호,96722,한화,0.234,80,154,137,11,32,4,0,5,51,15,4,1,9,0,3,43,5,0.372,0.293,0.665,9,0.231,0.000,9,29,34,0.85,0,0.21,3.75,0.139,14.9,0.225
김인철,90811,한화,0.227,69,97,88,9,20,3,0,0,23,6,1,0,6,0,2,21,3,0.261,0.292,0.553,1,0.267,0.318,3,28,19,1.47,0,0.29,3.98,0.034,6.2,0.197
김민재,91523,한화,0.211,121,428,375,41,79,17,0,5,111,27,17,1,31,0,4,54,18,0.296,0.277,0.573,17,0.167,0.000,22,126,117,1.08,0,0.57,3.80,0.085,28.2,0.199
김수연,96777,한화,0.208,109,115,106,15,22,1,0,0,23,5,2,0,7,0,0,18,2,0.217,0.257,0.474,3,0.208,0.167,1,45,21,2.14,0,0.39,4.05,0.009,5.5,0.170
연경흠,76743,한화,0.203,96,209,187,25,38,8,0,9,73,20,3,0,17,1,2,39,7,0.390,0.277,0.667,4,0.085,0.114,17,65,45,1.44,0,0.44,4.21,0.187,19.4,0.222
임수민,96766,한화,0.154,13,15,13,0,2,0,0,0,2,0,0,0,2,0,0,3,0,0.154,0.267,0.421,0,0.000,0.200,0,1,7,0.14,0,0.67,3.87,0.000,0.7,0.159
백승룡,75705,한화,0.139,37,47,36,6,5,2,0,0,7,0,1,0,8,0,2,14,0,0.194,0.326,0.520,0,0.167,0.000,2,4,13,0.31,0,0.57,4.19,0.056,3.7,0.195
구대성,93715,한화,-,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.000,0.000,0,0,0,-,0,-,-,-,0.0,0.000
김해님,97758,한화,-,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.000,0.000,0,0,0,-,0,-,-,-,0.0,0.000
류현진,76715,한화,-,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.000,0.000,0,0,0,-,0,-,-,-,0.0,0.000
문동환,97575,한화,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.000,0.000,0,0,0,-,0,-,-,-,0.0,0.000
오승택,75736,한화,0.000,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0,0.000,0.000,0,2,2,1.00,0,-,4.75,0.000,-0.4,0.000
정범모,76720,한화,0.000,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0,0.000,0.000,0,1,0,-,0,-,3.00,0.000,-0.1,0.000
차명주,96570,한화,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.000,0.000,0,0,0,-,0,-,-,-,0.0,0.000
