선수명,ID,팀명,타율,경기,타석,타수,득점,안타,2루타,3루타,홈런,루타,타점,희생번트,희생플라이,볼넷,고의사구,사구,삼진,병살타,장타율,출루율,OPS,멀티히트,득점권타율,대타타율,장타,땅볼,뜬공,땅볼/뜬공,결승타,볼넷/삼진,투구수/타석,순수장타율,추정득점,GPA
서정,77708,한화,1.000,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1.000,1.000,2.000,0,0.000,1.000,0,0,0,-,0,-,2.00,0.000,0.5,0.700
정범모,76720,한화,0.400,3,5,5,1,2,0,0,1,5,2,0,0,0,0,0,1,0,1.000,0.400,1.400,1,0.500,0.000,1,1,1,1.00,0,0.00,4.20,0.600,1.7,0.430
크루즈,77725,한화,0.321,121,498,418,68,134,30,0,22,230,85,0,4,69,6,7,73,15,0.550,0.422,0.972,36,0.333,0.400,52,122,93,1.31,0,0.95,3.88,0.230,89.5,0.327
김태균,71752,한화,0.290,118,491,393,62,114,13,0,21,190,85,0,6,90,4,2,70,13,0.483,0.420,0.903,31,0.373,0.000,34,91,124,0.73,0,1.29,4.28,0.193,82.3,0.310
김민재,91523,한화,0.273,118,451,395,43,108,17,0,6,143,47,20,1,29,0,6,36,9,0.362,0.332,0.694,29,0.348,0.000,23,117,135,0.87,0,0.81,3.69,0.089,47.3,0.240
조원우,94836,한화,0.266,114,359,319,36,85,15,1,4,114,26,9,1,23,0,7,47,9,0.357,0.329,0.686,22,0.205,0.417,20,103,85,1.21,0,0.49,3.80,0.091,37.0,0.237
연경흠,76743,한화,0.260,36,82,77,7,20,6,0,1,29,7,0,0,5,0,0,16,4,0.377,0.305,0.682,4,0.091,0.000,7,23,18,1.28,0,0.31,3.88,0.117,7.2,0.232
한상훈,73703,한화,0.259,118,363,313,33,81,15,1,2,104,22,13,2,35,0,0,51,8,0.332,0.331,0.663,20,0.263,0.000,18,114,69,1.65,0,0.69,3.74,0.073,34.6,0.232
신경현,98742,한화,0.250,107,287,260,33,65,9,0,2,80,15,8,1,16,0,2,39,7,0.308,0.297,0.605,15,0.167,0.000,11,88,69,1.28,0,0.41,3.36,0.058,23.4,0.211
고동진,74745,한화,0.249,124,473,394,68,98,8,5,1,119,37,11,2,50,2,16,67,6,0.302,0.355,0.657,23,0.387,0.250,14,140,91,1.54,0,0.75,3.84,0.053,49.0,0.235
