선수명,ID,팀명,평균자책점,경기,승리,패배,세이브,홀드,승률,이닝,피안타,홈런,볼넷,사구,삼진,실점,자책점,이닝당_출루허용률,완투,완봉,퀄리티스타트,블론세이브,타자수,투구수,피안타율,2루타,3루타,희생번트,희생플라이,고의4구,폭투,보크,선발,선발승,구원승,종료,세이브기회,터프세이브,병살타,땅볼,뜬공,땅볼/뜬공,인플레이타구타율,투구수/경기,투구수/이닝,9이닝당 삼진,9이닝당 볼넷,삼진/볼넷,피출루율,피장타율,피OPS
김민범,93367,현대,0.00,15,0,0,0,1,-,10,5,0,0,1,5,0,0,0.50,0,0,0,0,34,135,0.161,1,0,0,2,0,0,0,0,0,0,3,1,0,3,7,16,0.44,0.179,9.0,13.5,4.50,0.00,-,0.176,0.194,0.370
김성태,70345,현대,0.00,1,0,0,0,0,-,1 1/3,1,0,0,0,3,0,0,0.75,0,0,0,0,6,26,0.167,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,-,0.333,26.0,19.5,20.25,0.00,-,0.167,0.167,0.334
장기영,71347,현대,0.00,1,0,0,0,0,-,1/3,2,0,1,0,0,0,0,9.00,0,0,0,0,3,22,1.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,1.000,22.0,66.0,0.00,27.00,0.00,1.000,1.000,2.000
조용준,72351,현대,1.90,64,9,5,28,4,0.643,109,80,7,38,4,116,32,23,1.08,0,0,0,0,448,1722,0.199,12,1,3,1,5,5,1,0,0,9,47,38,5,7,104,103,1.01,0.261,26.9,15.8,9.58,3.14,3.05,0.274,0.286,0.560
이대환,72333,현대,2.08,11,0,0,0,0,-,13,10,2,1,0,8,3,3,0.85,0,0,0,0,50,177,0.204,2,0,0,0,0,0,0,0,0,0,11,0,0,1,18,13,1.38,0.205,16.1,13.6,5.54,0.69,8.00,0.220,0.367,0.587
황두성,97423,현대,3.00,4,0,0,0,0,-,6,4,1,3,0,4,2,2,1.17,0,0,0,0,24,81,0.190,0,0,0,0,0,0,0,0,0,0,2,0,0,2,3,10,0.30,0.188,20.3,13.5,6.00,4.50,1.33,0.292,0.333,0.625
권준헌,90315,현대,3.05,39,5,2,1,12,0.714,62,69,4,16,1,44,22,21,1.37,0,0,0,0,267,1034,0.282,17,1,2,3,1,3,0,0,0,5,6,11,0,5,66,69,0.96,0.325,26.5,16.7,6.39,2.32,2.75,0.325,0.408,0.733
박준수,70349,현대,3.38,2,0,0,0,0,-,2 2/3,4,1,1,0,4,1,1,1.88,0,0,0,0,13,47,0.333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1.00,0.429,23.5,17.6,13.50,3.38,4.00,0.385,0.667,1.052
이상열,96720,현대,3.93,64,4,2,1,10,0.667,73 1/3,71,5,19,1,71,37,32,1.23,0,0,0,0,307,1251,0.254,14,1,4,2,1,3,0,3,1,3,4,9,0,7,83,57,1.46,0.320,19.5,17.1,8.71,2.33,3.74,0.301,0.364,0.665
토레스,72342,현대,4.19,28,10,11,0,0,0.476,180 1/3,182,21,64,21,97,97,84,1.36,3,2,15,0,778,2920,0.268,32,1,9,4,1,11,0,28,10,0,3,0,0,18,253,152,1.66,0.284,104.3,16.2,4.84,3.19,1.52,0.347,0.410,0.757
