선수명,ID,팀명,평균자책점,경기,승리,패배,세이브,홀드,승률,이닝,피안타,홈런,볼넷,사구,삼진,실점,자책점,이닝당_출루허용률,완투,완봉,퀄리티스타트,블론세이브,타자수,투구수,피안타율,2루타,3루타,희생번트,희생플라이,고의4구,폭투,보크,선발,선발승,구원승,종료,세이브기회,터프세이브,병살타,땅볼,뜬공,땅볼/뜬공,인플레이타구타율,투구수/경기,투구수/이닝,9이닝당 삼진,9이닝당 볼넷,삼진/볼넷,피출루율,피장타율,피OPS
김민범,93367,현대,0.00,18,0,0,0,0,-,7 2/3,4,0,4,0,4,0,0,1.04,0,0,0,0,31,113,0.154,2,0,1,0,0,0,0,0,0,0,2,0,0,0,7,11,0.64,0.182,6.3,14.7,4.70,4.70,1.00,0.267,0.231,0.498
박준수,70349,현대,0.00,1,0,0,0,0,-,1 1/3,0,0,1,0,0,0,0,0.75,0,0,0,0,6,19,0.000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,3,0.67,0.000,19.0,14.3,0.00,6.75,0.00,0.167,0.000,0.167
신동민,73317,현대,0.00,1,0,0,0,0,-,1 2/3,2,0,1,0,2,0,0,1.80,0,0,0,0,8,32,0.286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0.50,0.400,32.0,19.2,10.80,5.40,2.00,0.375,0.286,0.661
조용준,72351,현대,2.28,63,10,3,34,0,0.769,75,67,0,22,3,56,19,19,1.19,0,0,0,0,301,1162,0.245,18,1,2,1,0,4,0,0,0,10,55,40,3,8,75,76,0.99,0.307,18.4,15.5,6.72,2.64,2.55,0.308,0.319,0.627
신철인,70323,현대,2.48,29,1,0,0,1,1.000,29,24,3,11,2,30,8,8,1.21,0,0,0,0,121,569,0.224,4,0,0,1,0,1,1,0,0,1,11,2,0,0,23,31,0.74,0.280,19.6,19.6,9.31,3.41,2.73,0.306,0.346,0.652
이상열,96720,현대,2.55,81,4,1,0,20,0.800,60,55,5,18,1,46,19,17,1.22,0,0,0,0,247,927,0.247,7,2,2,3,0,1,0,0,0,4,11,30,0,5,69,56,1.23,0.286,11.4,15.5,6.90,2.70,2.56,0.302,0.363,0.665
피어리,74336,현대,3.32,28,16,6,0,0,0.727,181 2/3,166,24,61,9,130,73,67,1.25,0,0,20,0,759,2936,0.245,24,1,11,1,0,1,1,28,16,0,0,0,0,20,236,146,1.62,0.271,104.9,16.2,6.44,3.02,2.13,0.316,0.390,0.706
송신영,99314,현대,3.53,59,8,0,1,6,1.000,81 2/3,85,9,28,4,64,37,32,1.38,0,0,0,0,358,1441,0.269,18,0,9,1,0,3,0,1,1,7,12,9,1,7,102,66,1.55,0.311,24.4,17.6,7.05,3.09,2.29,0.335,0.411,0.746
오재영,74359,현대,3.99,30,10,9,0,0,0.526,149,135,16,53,5,113,71,66,1.26,1,0,12,0,625,2540,0.241,28,1,5,2,0,5,1,25,10,0,2,0,0,11,156,158,0.99,0.275,84.7,17.0,6.83,3.20,2.13,0.311,0.380,0.691
김수경,98330,현대,4.01,26,11,8,0,0,0.579,152 2/3,151,14,62,3,100,74,68,1.40,0,0,15,0,668,2607,0.257,28,2,8,7,0,7,1,26,11,0,0,0,0,7,139,205,0.68,0.285,100.3,17.1,5.90,3.66,1.61,0.327,0.383,0.710
전준호,94364,현대,4.41,49,2,5,0,4,0.286,112 1/3,101,11,51,8,74,59,55,1.35,0,0,2,0,487,1881,0.243,30,2,8,4,0,3,0,6,0,2,10,3,0,6,127,118,1.08,0.269,38.4,16.7,5.93,4.09,1.45,0.334,0.404,0.738
마일영,70329,현대,4.71,26,4,4,0,0,0.500,80 1/3,99,6,37,6,46,46,42,1.69,1,0,3,0,372,1410,0.307,21,1,6,1,0,4,0,13,4,0,5,0,0,7,118,60,1.97,0.343,54.2,17.6,5.15,4.15,1.24,0.388,0.435,0.823
위재영,95318,현대,4.71,10,1,1,0,0,0.500,28 2/3,28,3,15,1,14,18,15,1.50,0,0,3,0,126,567,0.257,5,0,1,0,0,0,0,4,1,0,2,0,0,4,39,28,1.39,0.272,56.7,19.8,4.40,4.71,0.93,0.352,0.385,0.737
이대환,72333,현대,4.98,15,0,0,1,0,-,21 2/3,19,2,13,0,13,12,12,1.48,0,0,0,0,96,383,0.235,5,1,2,0,0,1,0,0,0,0,8,2,0,1,23,26,0.88,0.258,25.5,17.7,5.40,5.40,1.00,0.340,0.395,0.735
정민태,92301,현대,5.00,28,7,14,0,0,0.333,165 2/3,193,21,42,8,123,109,92,1.42,1,0,15,0,721,2757,0.293,35,3,10,3,0,9,0,28,7,0,1,0,0,16,204,141,1.45,0.333,98.5,16.6,6.68,2.28,2.93,0.342,0.451,0.793
김성태,70345,현대,8.25,20,1,1,0,1,0.500,24,32,5,11,3,17,22,22,1.79,0,0,0,0,117,467,0.323,4,0,3,1,0,2,0,0,0,1,12,1,0,1,28,23,1.22,0.346,23.4,19.5,6.38,4.13,1.55,0.404,0.515,0.919
이동학,70356,현대,11.12,3,0,1,0,0,0.000,5 2/3,11,2,5,3,2,7,7,2.82,0,0,0,0,35,119,0.407,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,1.33,0.391,39.7,21.0,3.18,7.94,0.40,0.543,0.667,1.210
황두성,97423,현대,13.50,3,0,0,0,0,-,5 1/3,12,2,2,0,7,9,8,2.63,0,0,0,0,31,132,0.429,1,1,1,0,0,0,0,0,0,0,1,0,0,0,4,5,0.80,0.526,44.0,24.8,11.81,3.38,3.50,0.467,0.750,1.217
임선동,97133,현대,17.18,2,0,0,0,0,-,3 2/3,9,0,3,3,1,7,7,3.27,0,0,0,0,26,97,0.450,1,1,0,0,0,0,0,2,0,0,0,0,0,0,7,3,2.33,0.474,48.5,26.5,2.45,7.36,0.33,0.577,0.600,1.177
