선수명,ID,팀명,평균자책점,경기,승리,패배,세이브,홀드,승률,이닝,피안타,홈런,볼넷,사구,삼진,실점,자책점,이닝당_출루허용률,완투,완봉,퀄리티스타트,블론세이브,타자수,투구수,피안타율,2루타,3루타,희생번트,희생플라이,고의4구,폭투,보크,선발,선발승,구원승,종료,세이브기회,터프세이브,병살타,땅볼,뜬공,땅볼/뜬공,인플레이타구타율,투구수/경기,투구수/이닝,9이닝당 삼진,9이닝당 볼넷,삼진/볼넷,피출루율,피장타율,피OPS
노병오,72461,현대,0.00,1,0,0,0,0,-,1,0,0,0,0,0,0,0,0.00,0,0,0,0,3,8,0.000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,2.00,0.000,8.0,8.0,0.00,0.00,-,0.000,0.000,0.000
임선동,97133,현대,0.00,1,0,0,0,0,-,1,1,0,0,0,0,0,0,1.00,0,0,0,0,4,13,0.250,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0.00,0.250,13.0,13.0,0.00,0.00,-,0.250,0.250,0.500
박준수,70349,현대,1.82,61,5,5,38,0,0.500,69 1/3,48,2,11,4,65,14,14,0.85,0,0,0,2,264,1077,0.197,11,1,3,2,0,1,0,0,0,5,56,40,4,6,54,79,0.68,0.257,17.7,15.5,8.44,1.43,5.91,0.241,0.275,0.516
신철인,70323,현대,2.22,65,2,3,1,17,0.400,77,56,4,30,8,85,25,19,1.12,0,0,0,4,326,1356,0.201,7,0,5,4,0,1,0,0,0,2,8,24,1,4,58,84,0.69,0.268,20.9,17.6,9.94,3.51,2.83,0.293,0.269,0.562
장원삼,76355,현대,2.85,29,12,10,0,0,0.545,183 1/3,146,19,63,5,142,60,58,1.14,0,0,19,0,743,2914,0.223,25,0,17,2,0,3,0,29,12,0,0,0,0,14,168,202,0.83,0.256,100.5,15.9,6.97,3.09,2.25,0.295,0.348,0.643
캘러웨이,75324,현대,2.87,27,14,7,0,0,0.667,166 1/3,171,4,35,8,95,61,53,1.24,0,0,18,0,703,2532,0.264,19,2,12,1,0,4,0,27,14,0,0,0,0,17,262,120,2.18,0.304,93.8,15.2,5.14,1.89,2.71,0.310,0.318,0.628
전준호,94364,현대,3.39,30,14,4,1,0,0.778,143 1/3,141,7,60,12,82,56,54,1.40,1,0,13,0,627,2418,0.259,22,1,8,2,0,5,0,23,14,0,5,1,0,12,161,163,0.99,0.293,80.6,16.9,5.15,3.77,1.37,0.344,0.341,0.685
이보근,75342,현대,3.62,22,0,2,1,0,0.000,37 1/3,35,1,17,1,25,15,15,1.39,0,0,0,0,159,586,0.252,3,1,0,2,0,4,0,0,0,0,17,1,0,5,47,34,1.38,0.296,26.6,15.7,6.03,4.10,1.47,0.333,0.309,0.642
김수경,98330,현대,3.78,17,4,7,0,0,0.364,85 2/3,96,5,36,4,64,41,36,1.54,0,0,8,0,384,1494,0.288,23,2,11,0,0,1,0,17,4,0,0,0,0,7,98,75,1.31,0.345,87.9,17.4,6.72,3.78,1.78,0.365,0.414,0.779
이현승,76329,현대,3.79,70,2,0,0,19,1.000,40 1/3,44,3,14,2,43,18,17,1.44,0,0,0,1,182,767,0.273,9,1,2,3,0,3,0,0,0,2,3,25,0,1,34,43,0.79,0.347,11.0,19.0,9.60,3.12,3.07,0.333,0.398,0.731
황두성,97423,현대,3.91,47,4,4,0,5,0.500,71 1/3,55,7,40,4,76,35,31,1.33,0,0,0,1,312,1273,0.209,4,2,4,1,0,6,0,0,0,4,10,4,0,4,52,81,0.64,0.265,27.1,17.8,9.59,5.05,1.90,0.321,0.319,0.640
손승락,75321,현대,4.17,24,6,5,0,2,0.545,95,112,5,21,6,48,49,44,1.40,0,0,6,0,408,1519,0.301,17,4,6,3,0,2,0,17,6,0,0,4,0,16,113,102,1.11,0.332,63.3,16.0,4.55,1.99,2.29,0.346,0.409,0.755
정민태,92301,현대,4.50,1,0,0,0,0,-,2,2,1,1,0,1,1,1,1.50,0,0,0,0,9,33,0.250,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,2,1.50,0.167,33.0,16.5,4.50,4.50,1.00,0.333,0.625,0.958
송신영,99314,현대,4.53,43,6,5,0,1,0.545,95 1/3,95,8,31,12,60,52,48,1.32,1,1,2,0,422,1553,0.259,20,4,10,1,0,2,0,9,4,2,12,5,0,5,126,87,1.45,0.290,36.1,16.3,5.66,2.93,1.94,0.336,0.401,0.737
오재영,74359,현대,4.61,4,1,1,0,0,0.500,13 2/3,9,0,10,1,5,7,7,1.39,0,0,1,0,58,241,0.200,5,0,2,0,0,1,0,4,1,0,0,0,0,3,24,7,3.43,0.225,60.3,17.6,3.29,6.59,0.50,0.357,0.311,0.668
노환수,73343,현대,4.91,14,0,0,0,0,-,7 1/3,8,1,7,2,2,4,4,2.05,0,0,0,0,38,160,0.286,1,0,1,0,0,1,0,0,0,0,3,2,0,1,10,8,1.25,0.280,11.4,21.8,2.45,8.59,0.29,0.459,0.429,0.888
