선수명,ID,팀명,포지션,경기,선발경기,수비이닝,실책,견제사,자살,보살,병살,수비율,포일,도루허용,도루실패,도루저지율
김상수,79402,삼성,유격수,128,127,1099 2/3,14,0,183,318,65,0.973,0,0,0,-
황재균,76313,롯데,3루수,128,127,1091 2/3,16,0,89,226,25,0.952,0,0,0,-
나주환,73209,SK,2루수,127,120,1036 2/3,10,0,225,343,93,0.983,0,0,0,-
정수빈,79231,두산,중견수,126,119,1042 2/3,1,0,285,8,1,0.997,0,0,0,-
서건창,78168,넥센,2루수,125,125,1077 2/3,7,0,251,373,88,0.989,0,0,0,-
나바로,64440,삼성,2루수,124,123,1054 1/3,11,0,239,298,66,0.980,0,0,0,-
박한이,71432,삼성,우익수,124,123,1051,5,0,240,3,0,0.980,0,0,0,-
김현수,76290,두산,좌익수,124,124,1005 1/3,1,0,233,8,1,0.996,0,0,0,-
정훈,60523,롯데,2루수,124,117,1018 2/3,13,0,240,342,83,0.978,0,0,0,-
민병헌,76249,두산,우익수,123,114,940 2/3,0,0,218,5,0,1.000,0,0,0,-
안치홍,79608,KIA,2루수,123,116,969 2/3,9,0,229,313,79,0.984,0,0,0,-
이대형,73153,KIA,중견수,123,112,958 2/3,3,0,248,4,2,0.988,0,0,0,-
정근우,75808,한화,2루수,123,119,1019 2/3,12,0,263,359,91,0.981,0,0,0,-
김성현,76802,SK,유격수,122,117,1008 1/3,17,0,164,329,72,0.967,0,0,0,-
김재호,74206,두산,유격수,121,113,937 1/3,11,0,170,326,57,0.978,0,0,0,-
손아섭,77532,롯데,우익수,121,120,1040 1/3,4,0,232,15,2,0.984,0,0,0,-
나성범,62947,NC,중견수,119,118,1015 1/3,3,0,269,4,1,0.989,0,0,0,-
모창민,78813,NC,3루수,118,116,941 2/3,10,0,61,211,21,0.965,0,0,0,-
테임즈,64914,NC,1루수,118,117,929,13,0,913,71,92,0.987,0,0,0,-
최경철,73824,LG,포수,116,99,824 1/3,3,0,605,50,8,0.995,7,67,30,30.9
채태인,77463,삼성,1루수,115,112,953,2,0,833,61,76,0.998,0,0,0,-
박병호,75125,넥센,1루수,115,115,979,4,0,922,85,101,0.996,0,0,0,-
이택근,73342,넥센,중견수,115,109,904 1/3,5,0,206,5,1,0.977,0,0,0,-
박민우,62907,NC,2루수,115,109,882 1/3,10,0,239,291,68,0.981,0,0,0,-
김태균,71752,한화,1루수,115,115,959,3,0,903,87,91,0.997,0,0,0,-
강정호,76325,넥센,유격수,113,113,942 1/3,9,0,180,280,71,0.981,0,0,0,-
오지환,79109,LG,유격수,112,104,931 1/3,20,0,180,336,71,0.963,0,0,0,-
김강민,71837,SK,중견수,112,108,913 1/3,3,0,213,9,2,0.987,0,0,0,-
최형우,72443,삼성,좌익수,111,111,879 2/3,1,0,222,4,2,0.996,0,0,0,-
이종욱,73339,NC,우익수,111,106,846,3,0,174,3,0,0.983,0,0,0,-
김태군,78122,NC,포수,108,98,785,6,0,632,45,5,0.991,3,67,25,27.2
박정권,74846,SK,1루수,107,106,912 1/3,5,0,878,83,97,0.995,0,0,0,-
피에,64746,한화,중견수,105,105,885 1/3,6,0,277,11,3,0.980,0,0,0,-
박석민,74465,삼성,3루수,103,96,804 2/3,12,0,46,162,14,0.945,0,0,0,-
