선수명,ID,팀명,포지션,경기,선발경기,수비이닝,실책,견제사,자살,보살,병살,수비율,포일,도루허용,도루실패,도루저지율
김한수,94450,삼성,3루수,133,133,1158 1/3,13,0,100,220,18,0.961,0,0,0,-
박종호,92906,삼성,2루수,132,130,1131 1/3,9,0,266,362,64,0.986,0,0,0,-
박기혁,70553,롯데,유격수,131,106,953 2/3,13,0,177,355,76,0.976,0,0,0,-
박한이,71432,삼성,중견수,130,129,1136 1/3,2,0,256,9,2,0.993,0,0,0,-
김민재,91523,SK,유격수,129,124,1064 1/3,15,0,207,388,86,0.975,0,0,0,-
박진만,96307,현대,유격수,128,123,1041 1/3,14,0,199,362,63,0.976,0,0,0,-
이대호,71564,롯데,3루수,128,125,1042 2/3,13,0,84,240,18,0.961,0,0,0,-
이숭용,94310,현대,1루수,127,125,1056,1,0,1107,78,89,0.999,0,0,0,-
김상훈,70612,KIA,포수,127,118,989,6,0,680,56,12,0.992,4,48,36,42.9
박경완,92809,SK,포수,126,114,987 2/3,6,2,802,81,10,0.993,10,80,48,37.5
강동우,98420,삼성,우익수,126,111,999 1/3,1,0,163,6,1,0.994,0,0,0,-
이병규,97109,LG,중견수,125,120,999 1/3,4,0,256,9,3,0.985,0,0,0,-
권용관,95158,LG,유격수,123,111,860 2/3,15,0,157,282,62,0.967,0,0,0,-
안경현,92207,두산,2루수,123,121,1028 2/3,8,0,259,344,99,0.987,0,0,0,-
조인성,98144,LG,포수,122,112,933 1/3,6,4,684,69,19,0.992,12,47,33,41.3
손시헌,73213,두산,유격수,122,117,978 2/3,13,0,199,364,90,0.977,0,0,0,-
송지만,96761,현대,중견수,120,119,969,2,0,218,6,1,0.991,0,0,0,-
전상렬,91465,두산,중견수,120,113,945 2/3,2,0,250,4,0,0.992,0,0,0,-
김태균,71752,한화,1루수,119,118,1014 2/3,6,0,991,71,86,0.994,0,0,0,-
데이비스,99725,한화,중견수,119,117,988 2/3,0,0,283,8,1,1.000,0,0,0,-
정성훈,99606,현대,3루수,118,117,1022 1/3,17,0,83,230,14,0.948,0,0,0,-
양준혁,93410,삼성,1루수,118,114,1030,11,0,1011,93,75,0.990,0,0,0,-
전준호,91511,현대,좌익수,117,115,962,4,0,168,5,0,0.977,0,0,0,-
채종국,98315,현대,2루수,117,103,858 1/3,9,0,230,291,65,0.983,0,0,0,-
조동찬,72466,삼성,유격수,117,103,932,16,0,175,320,64,0.969,0,0,0,-
장원진,92211,두산,1루수,116,108,838 2/3,6,0,871,66,100,0.994,0,0,0,-
이종범,93607,KIA,중견수,115,105,897 2/3,5,0,215,12,0,0.978,0,0,0,-
이영우,96734,한화,좌익수,115,112,925 1/3,7,0,212,5,0,0.969,0,0,0,-
김동주,98218,두산,3루수,115,112,921,16,0,65,166,14,0.935,0,0,0,-
브룸바,73324,현대,우익수,114,113,956,3,0,168,11,4,0.984,0,0,0,-
