선수명,ID,팀명,포지션,경기,선발경기,수비이닝,실책,견제사,자살,보살,병살,수비율,포일,도루허용,도루실패,도루저지율
강봉규,70224,삼성,좌익수,53,33,296 1/3,0,0,62,2,0,1.000,0,0,0,-
정우람,74857,SK,투수,53,0,49,0,0,1,5,1,1.000,0,0,0,-
홍상삼,78247,두산,투수,53,0,65,1,1,8,6,0,0.933,0,0,0,-
박성훈,75464,넥센,투수,53,0,47 2/3,0,0,4,5,1,1.000,0,0,0,-
손승락,75321,넥센,투수,53,0,50 1/3,1,0,1,10,1,0.917,0,0,0,-
이동현,71118,LG,투수,52,0,56 2/3,2,1,4,9,0,0.867,0,0,0,-
고영민,72214,두산,2루수,51,44,384 2/3,5,0,103,130,27,0.979,0,0,0,-
임재철,99507,두산,우익수,51,31,314 2/3,1,0,66,2,2,0.986,0,0,0,-
이병규,76100,LG,1루수,51,43,359,3,0,401,31,43,0.993,0,0,0,-
장성호,96610,한화,1루수,51,36,332,3,0,322,30,32,0.992,0,0,0,-
오승환,75421,삼성,투수,50,0,55 2/3,0,1,3,6,0,1.000,0,0,0,-
안치용,72161,SK,좌익수,50,35,249 1/3,0,0,61,3,1,1.000,0,0,0,-
김사율,99563,롯데,투수,50,0,45 1/3,1,1,5,5,1,0.909,0,0,0,-
박지훈,62637,KIA,투수,50,0,61 1/3,0,0,8,13,1,1.000,0,0,0,-
김재호,74206,두산,유격수,50,38,340 2/3,1,0,65,123,24,0.995,0,0,0,-
윤요섭,78892,LG,포수,50,38,302,5,0,218,22,3,0.980,3,26,11,29.7
김민우,72303,넥센,3루수,50,45,398 1/3,7,0,38,98,6,0.951,0,0,0,-
엄정욱,70855,SK,투수,49,0,56 1/3,2,0,1,5,0,0.750,0,0,0,-
고동진,74745,한화,중견수,49,38,307,1,0,79,1,0,0.988,0,0,0,-
이재영,72216,SK,투수,48,0,65,0,0,1,11,0,1.000,0,0,0,-
홍성민,62655,KIA,투수,48,0,56,0,0,3,10,1,1.000,0,0,0,-
이혜천,98259,두산,투수,48,1,38 2/3,1,0,7,6,0,0.929,0,0,0,-
윤석민,74215,두산,1루수,47,31,290,2,0,288,26,29,0.994,0,0,0,-
송창식,74731,한화,투수,47,3,74 1/3,1,0,3,16,0,0.950,0,0,0,-
권오준,99445,삼성,투수,46,0,42 2/3,0,0,1,5,0,1.000,0,0,0,-
이정식,74402,삼성,포수,46,17,186 1/3,1,0,152,14,2,0.994,2,20,11,35.5
최영필,97336,SK,투수,46,0,53,1,1,3,8,0,0.917,0,0,0,-
신명철,71504,삼성,2루수,44,28,261,2,0,55,76,12,0.985,0,0,0,-
박준서,71815,롯데,2루수,44,28,222 2/3,2,0,64,80,15,0.986,0,0,0,-
최주환,76267,두산,2루수,44,33,285 1/3,1,0,63,105,26,0.994,0,0,0,-
바티스타,61727,한화,투수,44,10,86,0,0,6,12,1,1.000,0,0,0,-
이지영,79456,삼성,포수,43,30,261 1/3,4,0,204,16,2,0.982,1,29,8,21.6
유동훈,99639,KIA,투수,43,0,34,0,0,4,5,1,1.000,0,0,0,-
최준석,71552,두산,1루수,43,41,327,3,0,307,22,27,0.991,0,0,0,-
심광호,96722,LG,포수,43,23,223,1,0,148,6,0,0.994,1,32,4,11.1
한현희,62363,넥센,투수,43,4,69 1/3,1,0,4,15,3,0.950,0,0,0,-
박진만,96307,SK,유격수,42,36,273 2/3,0,0,49,93,27,1.000,0,0,0,-
노경은,73211,두산,투수,42,18,146,0,1,13,27,2,1.000,0,0,0,-
허경민,79240,두산,2루수,42,25,247,2,0,67,95,17,0.988,0,0,0,-
김용의,78217,LG,1루수,42,29,285 1/3,2,0,267,22,21,0.993,0,0,0,-
이승호,70820,롯데,투수,41,0,48 2/3,0,1,3,8,0,1.000,0,0,0,-
정훈,60523,롯데,2루수,41,9,137 1/3,1,0,44,50,14,0.989,0,0,0,-
오재일,75334,두산,1루수,40,29,263 2/3,0,0,253,18,25,1.000,0,0,0,-
봉중근,77147,LG,투수,40,0,38,1,1,1,8,0,0.900,0,0,0,-
이정훈,97541,넥센,투수,40,0,44 1/3,1,0,2,5,0,0.875,0,0,0,-
양성우,62797,한화,중견수,39,18,194 2/3,0,0,50,1,0,1.000,0,0,0,-
김주형,74605,KIA,1루수,38,20,222 1/3,2,0,223,17,23,0.992,0,0,0,-
장기영,71347,넥센,중견수,38,31,265 2/3,1,0,53,2,0,0.982,0,0,0,-
심창민,61411,삼성,투수,37,0,39 1/3,0,0,2,2,1,1.000,0,0,0,-
채태인,77463,삼성,1루수,37,32,288 1/3,2,0,276,13,21,0.993,0,0,0,-
박정배,75250,SK,투수,37,3,77 1/3,0,0,4,8,1,1.000,0,0,0,-
황성용,76562,롯데,좌익수,37,10,113 1/3,0,0,31,0,0,1.000,0,0,0,-
최성훈,62146,LG,투수,37,6,73 1/3,1,0,4,20,1,0.960,0,0,0,-
하주석,62700,한화,유격수,37,17,164,3,0,28,58,9,0.966,0,0,0,-
신본기,62556,롯데,유격수,36,13,149 2/3,1,0,18,49,8,0.985,0,0,0,-
김태완,74158,LG,2루수,36,23,212,1,0,57,82,18,0.993,0,0,0,-
이준수,77654,한화,포수,36,10,124 1/3,3,0,138,13,1,0.981,2,26,7,21.2
정수성,97350,넥센,우익수,35,25,219 2/3,0,0,39,3,1,1.000,0,0,0,-
조동찬,72466,삼성,3루수,34,11,129 2/3,1,0,10,34,1,0.978,0,0,0,-
정훈,60523,롯데,유격수,34,19,170,2,0,19,53,11,0.973,0,0,0,-
송산,75612,KIA,포수,34,22,184 1/3,0,2,114,19,1,1.000,2,14,9,39.1
오윤,70312,넥센,좌익수,34,15,149,0,0,25,1,0,1.000,0,0,0,-
김경언,71610,한화,좌익수,33,14,163,0,0,40,0,0,1.000,0,0,0,-
김상수,76430,넥센,투수,33,0,45 2/3,0,0,2,3,2,1.000,0,0,0,-
오윤,70312,넥센,우익수,33,20,170 2/3,1,0,33,1,0,0.971,0,0,0,-
임경완,98521,SK,투수,32,0,31 2/3,0,0,1,9,1,1.000,0,0,0,-
앤서니,62644,KIA,투수,32,27,171 2/3,5,0,12,44,2,0.918,0,0,0,-
이범호,70756,KIA,3루수,32,31,239 1/3,3,0,20,58,3,0.963,0,0,0,-
김혁민,77748,한화,투수,32,21,146 1/3,0,0,11,17,0,1.000,0,0,0,-
리즈,61158,LG,투수,32,25,151 1/3,2,2,7,29,2,0.947,0,0,0,-
김건한,71851,삼성,투수,31,0,34,0,0,2,6,0,1.000,0,0,0,-
변진수,62263,두산,투수,31,0,31 2/3,0,0,2,7,0,1.000,0,0,0,-
이여상,76435,한화,3루수,31,27,221 2/3,4,0,22,43,1,0.942,0,0,0,-
정수성,97350,넥센,좌익수,31,15,159,2,0,34,4,1,0.950,0,0,0,-
김문호,76509,롯데,좌익수,30,14,135,0,0,27,1,0,1.000,0,0,0,-
김강률,77263,두산,투수,30,0,34 1/3,1,0,4,7,0,0.917,0,0,0,-
류택현,94228,LG,투수,30,0,24 1/3,0,0,2,2,0,1.000,0,0,0,-
주키치,61154,LG,투수,30,29,177 1/3,2,0,4,31,1,0.946,0,0,0,-
김영민,76350,넥센,투수,30,20,121,0,1,4,10,1,1.000,0,0,0,-
나이트,79430,넥센,투수,30,30,208 2/3,5,0,11,27,2,0.884,0,0,0,-
박재홍,96362,SK,우익수,29,29,194 2/3,0,0,51,2,0,1.000,0,0,0,-
사도스키,60594,롯데,투수,29,28,150,0,1,11,30,0,1.000,0,0,0,-
유먼,62597,롯데,투수,29,28,179 2/3,1,1,8,19,0,0.964,0,0,0,-
서재응,78640,KIA,투수,29,27,160,1,2,12,22,0,0.971,0,0,0,-
신종길,72559,KIA,우익수,29,20,165 1/3,0,0,38,1,0,1.000,0,0,0,-
니퍼트,61240,두산,투수,29,28,194,1,1,11,25,1,0.973,0,0,0,-
정수빈,79231,두산,좌익수,29,11,144 2/3,0,0,26,2,0,1.000,0,0,0,-
김일경,97300,LG,2루수,29,19,169,2,0,48,57,14,0.981,0,0,0,-
이여상,76435,한화,2루수,29,14,122,0,0,37,37,11,1.000,0,0,0,-
유재신,76368,넥센,3루수,29,17,159,3,0,19,38,3,0.950,0,0,0,-
손주인,72456,삼성,유격수,28,6,83,1,0,10,21,4,0.969,0,0,0,-
윤희상,74838,SK,투수,28,28,163 1/3,1,1,10,28,3,0.974,0,0,0,-
송승준,77591,롯데,투수,28,28,163,3,2,13,37,2,0.943,0,0,0,-
양현종,77637,KIA,투수,28,5,41,3,0,3,8,0,0.786,0,0,0,-
윤석민,75620,KIA,투수,28,24,153,2,0,6,29,0,0.946,0,0,0,-
김선우,78232,두산,투수,28,28,163 1/3,4,3,9,33,4,0.913,0,0,0,-
김창훈,74728,두산,투수,28,0,21 2/3,0,0,2,4,1,1.000,0,0,0,-
양영동,76459,LG,우익수,28,4,78,0,0,22,1,0,1.000,0,0,0,-
이병규,97109,LG,좌익수,28,19,155 2/3,1,0,35,0,0,0.972,0,0,0,-
밴헤켄,62322,넥센,투수,28,28,170,0,2,12,35,3,1.000,0,0,0,-
지석훈,73306,넥센,3루수,28,13,147,0,0,10,43,5,1.000,0,0,0,-
장원삼,76355,삼성,투수,27,25,157,0,0,5,19,1,1.000,0,0,0,-
박경태,76653,KIA,투수,27,2,34 1/3,0,0,3,7,1,1.000,0,0,0,-
허경민,79240,두산,유격수,27,12,144 2/3,3,0,25,46,8,0.959,0,0,0,-
김용의,78217,LG,3루수,27,18,159,3,0,9,36,3,0.938,0,0,0,-
류현진,76715,한화,투수,27,27,182 2/3,1,0,5,33,2,0.974,0,0,0,-
유창식,61715,한화,투수,27,18,111 1/3,0,0,2,17,1,1.000,0,0,0,-
강윤구,79358,넥센,투수,27,21,125 2/3,4,0,1,18,2,0.826,0,0,0,-
이보근,75342,넥센,투수,27,2,41,0,0,6,6,0,1.000,0,0,0,-
정수성,97350,넥센,중견수,27,10,123,0,0,31,2,1,1.000,0,0,0,-
지재옥,62302,넥센,포수,27,16,145,0,2,108,15,3,1.000,1,22,5,18.5
배영수,70425,삼성,투수,26,25,160,0,2,14,22,3,1.000,0,0,0,-
차우찬,76455,삼성,투수,26,11,83 2/3,1,0,3,17,1,0.952,0,0,0,-
박정권,74846,SK,우익수,26,22,149 1/3,1,0,34,1,0,0.972,0,0,0,-
손용석,76536,롯데,2루수,26,10,105,0,0,28,33,6,1.000,0,0,0,-
이용찬,77211,두산,투수,26,26,162,1,1,9,33,2,0.977,0,0,0,-
최주환,76267,두산,3루수,26,22,175,3,0,8,32,2,0.930,0,0,0,-
오재영,74359,넥센,투수,26,0,26,0,2,1,8,0,1.000,0,0,0,-
고든,61855,삼성,투수,25,24,128,2,0,8,21,1,0.935,0,0,0,-
탈보트,62451,삼성,투수,25,25,138 1/3,1,6,6,22,0,0.966,0,0,0,-
이승화,71565,롯데,중견수,25,15,145,0,0,39,0,0,1.000,0,0,0,-
이용훈,70434,롯데,투수,25,18,101 2/3,1,0,8,18,3,0.963,0,0,0,-
홍재호,60605,KIA,3루수,25,18,157,2,0,20,30,3,0.962,0,0,0,-
홍재호,60605,KIA,유격수,25,7,109 2/3,0,0,23,38,7,1.000,0,0,0,-
김재호,74206,두산,2루수,25,16,155,0,0,40,57,15,1.000,0,0,0,-
윤석민,74215,두산,3루수,25,15,123 1/3,0,0,10,24,2,1.000,0,0,0,-
김기표,76119,LG,투수,25,0,26 2/3,1,0,2,3,0,0.833,0,0,0,-
양훈,75750,한화,투수,25,15,93 1/3,0,0,4,19,1,1.000,0,0,0,-
정민혁,77746,한화,투수,25,1,30 2/3,0,0,2,4,0,1.000,0,0,0,-
강명구,73409,삼성,2루수,24,0,41,2,0,9,13,1,0.917,0,0,0,-
김성현,76802,SK,2루수,24,10,115 1/3,2,0,34,37,13,0.973,0,0,0,-
전유수,75340,SK,투수,24,0,35 1/3,0,0,2,2,0,1.000,0,0,0,-
김수완,78550,롯데,투수,24,0,40 2/3,0,0,1,5,1,1.000,0,0,0,-
정대현,71801,롯데,투수,24,0,28 1/3,0,0,1,6,0,1.000,0,0,0,-
김진우,72641,KIA,투수,24,22,133 2/3,1,0,8,23,1,0.969,0,0,0,-
최향남,90687,KIA,투수,24,0,20 1/3,0,0,0,0,0,-,0,0,0,-
김승회,73248,두산,투수,24,19,120 1/3,2,1,8,22,2,0.938,0,0,0,-
송신영,99314,한화,투수,24,0,23 2/3,0,0,0,7,2,1.000,0,0,0,-
김재현,76869,SK,좌익수,23,9,111,0,0,36,3,1,1.000,0,0,0,-
진명호,79545,롯데,투수,23,5,60,0,0,3,8,0,1.000,0,0,0,-
나지완,78629,KIA,좌익수,23,16,136,0,0,36,1,0,1.000,0,0,0,-
소사,62698,KIA,투수,23,23,147 1/3,4,1,6,17,0,0.852,0,0,0,-
정대현,60264,두산,투수,23,2,36 1/3,0,0,2,6,0,1.000,0,0,0,-
박찬호,62761,한화,투수,23,23,121,3,1,7,33,4,0.930,0,0,0,-
오재필,75736,한화,우익수,23,8,96 2/3,0,0,16,1,0,1.000,0,0,0,-
하주석,62700,한화,2루수,23,19,148,2,0,35,48,12,0.976,0,0,0,-
강봉규,70224,삼성,우익수,22,12,110,0,0,17,0,0,1.000,0,0,0,-
김재현,76869,SK,중견수,22,3,57 1/3,0,0,17,0,0,1.000,0,0,0,-
안치용,72161,SK,우익수,22,16,131 2/3,0,0,22,1,1,1.000,0,0,0,-
김상현,70646,KIA,우익수,22,22,173,0,0,42,1,0,1.000,0,0,0,-
임태훈,77251,두산,투수,22,8,50 1/3,0,1,2,9,0,1.000,0,0,0,-
김태완,74158,LG,3루수,22,15,138,2,0,11,36,2,0.959,0,0,0,-
조윤준,62147,LG,포수,22,14,118,0,0,73,9,3,1.000,2,7,6,46.2
최승환,70122,한화,포수,22,13,109 1/3,2,0,69,5,0,0.974,1,21,4,16.0
황진수,78566,롯데,유격수,21,3,59 1/3,0,0,9,22,4,1.000,0,0,0,-
고창성,78248,두산,투수,21,0,15 2/3,0,0,2,2,2,1.000,0,0,0,-
이병규,76100,LG,좌익수,21,11,127,0,0,18,0,0,1.000,0,0,0,-
이승우,77154,LG,투수,21,17,82 1/3,0,0,4,11,1,1.000,0,0,0,-
심수창,74167,넥센,투수,21,3,40 2/3,0,1,4,7,1,1.000,0,0,0,-
장효훈,77318,넥센,투수,21,8,61,1,0,2,7,2,0.900,0,0,0,-
김재현,76869,SK,우익수,20,3,46,0,0,10,1,0,1.000,0,0,0,-
송은범,73801,SK,투수,20,19,97 2/3,0,0,8,14,3,1.000,0,0,0,-
박준서,71815,롯데,유격수,20,11,88,2,0,15,22,5,0.949,0,0,0,-
이승화,71565,롯데,좌익수,20,5,79 1/3,0,0,18,0,0,1.000,0,0,0,-
김광삼,99152,LG,투수,20,20,104 1/3,1,1,12,20,0,0.970,0,0,0,-
이학준,74148,한화,1루수,20,0,32,0,0,31,0,3,1.000,0,0,0,-
강봉규,70224,삼성,1루수,19,13,108,2,0,113,5,15,0.983,0,0,0,-
윤성환,74454,삼성,투수,19,19,114,0,1,4,21,3,1.000,0,0,0,-
임훈,74823,SK,좌익수,19,17,120,0,0,31,1,0,1.000,0,0,0,-
고원준,79349,롯데,투수,19,19,95 1/3,0,0,5,19,0,1.000,0,0,0,-
나지완,78629,KIA,우익수,19,17,125,0,0,16,1,1,1.000,0,0,0,-
정진호,61208,두산,우익수,19,12,101 1/3,1,0,25,0,0,0.962,0,0,0,-
양영동,76459,LG,중견수,19,5,61 1/3,0,0,13,0,0,1.000,0,0,0,-
오재필,75736,한화,중견수,19,8,89 2/3,0,0,19,0,0,1.000,0,0,0,-
한희,79138,LG,투수,19,0,20 1/3,1,1,1,3,0,0.800,0,0,0,-
김병현,62349,넥센,투수,19,12,62,4,2,2,11,0,0.765,0,0,0,-
문우람,61363,넥센,좌익수,19,14,123 1/3,0,0,35,4,0,1.000,0,0,0,-
손주인,72456,삼성,3루수,18,3,53,1,0,4,13,0,0.944,0,0,0,-
마리오,62859,SK,투수,18,18,95 1/3,2,1,5,18,0,0.920,0,0,0,-
황성용,76562,롯데,중견수,18,1,50,2,0,15,0,0,0.882,0,0,0,-
손영민,76639,KIA,투수,18,0,15 1/3,0,0,1,4,0,1.000,0,0,0,-
오재원,77248,두산,2루수,18,14,113 1/3,0,0,34,40,7,1.000,0,0,0,-
윤근영,75730,한화,투수,18,5,38 2/3,0,0,2,10,0,1.000,0,0,0,-
임찬규,61101,LG,투수,18,7,55 2/3,3,4,1,13,0,0.824,0,0,0,-
김종호,77454,삼성,우익수,17,0,31 1/3,0,0,8,0,0,1.000,0,0,0,-
부시,62833,SK,투수,17,15,81 1/3,1,0,5,10,1,0.938,0,0,0,-
김사훈,61591,롯데,포수,17,5,51,0,0,45,5,0,1.000,0,3,3,50.0
윤완주,62668,KIA,3루수,17,11,111,2,0,6,27,2,0.943,0,0,0,-
한승혁,61666,KIA,투수,17,0,13 1/3,0,0,0,3,0,1.000,0,0,0,-
김경언,71610,한화,1루수,17,6,67,0,0,70,4,5,1.000,0,0,0,-
김민성,77564,넥센,유격수,17,13,127,1,0,27,48,11,0.987,0,0,0,-
김광현,77829,SK,투수,16,16,81 2/3,0,1,5,13,0,1.000,0,0,0,-
조동화,71848,SK,우익수,16,10,89 2/3,1,0,14,0,0,0.933,0,0,0,-
박준서,71815,롯데,1루수,16,7,70 2/3,0,0,66,3,7,1.000,0,0,0,-
한기주,76610,KIA,투수,16,0,19 2/3,0,0,1,2,0,1.000,0,0,0,-
황정립,62646,KIA,1루수,16,14,123,1,0,131,3,9,0.993,0,0,0,-
정수빈,79231,두산,중견수,16,10,103,0,0,28,0,0,1.000,0,0,0,-
정진호,61208,두산,좌익수,16,7,82,1,0,20,0,0,0.952,0,0,0,-
김광수,70142,한화,투수,16,0,15 2/3,0,0,0,1,1,1.000,0,0,0,-
백승룡,75705,한화,2루수,16,9,72,1,0,19,26,6,0.978,0,0,0,-
백승룡,75705,한화,유격수,16,6,71 2/3,0,0,12,27,4,1.000,0,0,0,-
서동욱,73606,LG,1루수,16,3,42 1/3,0,0,49,5,1,1.000,0,0,0,-
이학준,74148,한화,2루수,16,6,69 1/3,2,0,19,21,6,0.952,0,0,0,-
정대훈,78760,한화,투수,16,0,10 1/3,0,0,0,1,0,1.000,0,0,0,-
최영진,61197,LG,1루수,16,9,88,1,0,69,7,9,0.987,0,0,0,-
추승우,72139,한화,중견수,16,9,104,1,0,25,0,0,0.962,0,0,0,-
지석훈,73306,넥센,2루수,16,7,82 2/3,2,0,15,30,7,0.957,0,0,0,-
박진만,96307,SK,1루수,15,12,87,0,0,84,8,5,1.000,0,0,0,-
임훈,74823,SK,중견수,15,8,68,0,0,14,0,0,1.000,0,0,0,-
임훈,74823,SK,1루수,15,7,59,2,0,56,7,6,0.969,0,0,0,-
허준혁,79535,SK,투수,15,3,16 1/3,0,0,1,1,0,1.000,0,0,0,-
