선수명,ID,팀명,포지션,경기,선발경기,수비이닝,실책,견제사,자살,보살,병살,수비율,포일,도루허용,도루실패,도루저지율
정의윤,75151,LG,좌익수,80,60,551,4,0,117,2,0,0.967,0,0,0,-
장기영,71347,넥센,중견수,78,68,594 1/3,3,0,156,5,1,0.982,0,0,0,-
김상현,70646,KIA,좌익수,77,75,601 1/3,5,0,106,4,0,0.957,0,0,0,-
박경수,73113,LG,유격수,77,65,518 1/3,11,0,90,200,43,0.963,0,0,0,-
박경수,73113,LG,2루수,77,27,309 1/3,6,0,93,110,29,0.971,0,0,0,-
이상열,96720,LG,투수,77,0,45 1/3,0,0,2,5,1,1.000,0,0,0,-
허도환,77243,넥센,포수,77,59,507 1/3,6,4,364,43,6,0.985,5,70,25,26.3
박진만,96307,SK,유격수,76,71,600 2/3,10,0,102,196,39,0.968,0,0,0,-
김강민,71837,SK,중견수,75,69,602,2,0,144,4,0,0.987,0,0,0,-
김주찬,70410,롯데,좌익수,75,70,597,2,0,129,3,0,0.985,0,0,0,-
유한준,74339,넥센,우익수,72,69,573 1/3,0,0,114,4,2,1.000,0,0,0,-
배영섭,79465,삼성,중견수,71,59,444 2/3,0,0,128,1,0,1.000,0,0,0,-
임경완,98521,롯데,투수,71,0,65 1/3,0,0,5,20,1,1.000,0,0,0,-
이희근,78739,한화,포수,70,39,349 1/3,6,2,296,20,2,0.981,3,51,9,15.0
조동찬,72466,삼성,3루수,69,30,339 1/3,7,0,34,60,7,0.931,0,0,0,-
이택근,73342,LG,1루수,69,67,577 2/3,4,0,564,41,59,0.993,0,0,0,-
장성호,96610,한화,1루수,69,67,549,2,0,511,32,44,0.996,0,0,0,-
정우람,74857,SK,투수,68,0,94 1/3,0,0,4,9,1,1.000,0,0,0,-
김태완,74158,LG,2루수,68,64,490 2/3,5,0,136,165,40,0.984,0,0,0,-
서동욱,73606,LG,1루수,67,45,423,2,0,415,32,35,0.996,0,0,0,-
신종길,72559,KIA,우익수,66,46,394,1,0,86,1,0,0.989,0,0,0,-
오재원,77248,두산,1루수,65,18,254,2,0,258,22,19,0.993,0,0,0,-
박종윤,71562,롯데,1루수,65,23,285 1/3,4,0,313,21,37,0.988,0,0,0,-
이병규,97109,LG,좌익수,65,49,434,1,0,97,3,1,0.990,0,0,0,-
조동화,71848,SK,중견수,64,47,431 2/3,1,0,93,1,0,0.989,0,0,0,-
강영식,70615,롯데,투수,64,0,42 1/3,0,1,1,7,0,1.000,0,0,0,-
임찬규,61101,LG,투수,64,2,83 1/3,0,0,2,11,1,1.000,0,0,0,-
오재영,74359,넥센,투수,64,0,43 1/3,1,0,2,9,0,0.917,0,0,0,-
박정진,99737,한화,투수,64,0,86,0,0,4,9,0,1.000,0,0,0,-
최윤석,60805,SK,유격수,63,48,443,5,0,70,136,28,0.976,0,0,0,-
최희섭,77623,KIA,1루수,63,63,529 1/3,5,0,506,27,56,0.991,0,0,0,-
정원석,70240,한화,1루수,63,59,497,4,0,498,28,43,0.992,0,0,0,-
채상병,72742,삼성,포수,62,29,320 2/3,1,0,268,19,2,0.997,3,32,14,30.4
송신영,99314,LG,투수,62,0,72 1/3,0,0,2,12,0,1.000,0,0,0,-
윤진호,79198,LG,유격수,62,21,247 2/3,7,0,33,82,16,0.943,0,0,0,-
김사율,99563,롯데,투수,61,0,66 1/3,1,1,1,8,1,0.900,0,0,0,-
김선규,75852,LG,투수,61,0,66 2/3,1,0,9,7,2,0.941,0,0,0,-
박병호,75125,넥센,1루수,61,54,466 2/3,4,0,459,41,48,0.992,0,0,0,-
조영훈,75441,삼성,1루수,60,48,438,2,0,390,31,38,0.995,0,0,0,-
이현곤,72606,KIA,유격수,60,36,351 2/3,3,0,43,113,13,0.981,0,0,0,-
정현욱,96462,삼성,투수,59,0,72 1/3,0,0,4,14,1,1.000,0,0,0,-
손영민,76639,KIA,투수,59,0,88,1,0,7,8,0,0.938,0,0,0,-
이병규,97109,LG,우익수,59,49,398 2/3,0,0,84,3,1,1.000,0,0,0,-
임훈,74823,SK,우익수,58,35,336 1/3,4,0,76,1,0,0.951,0,0,0,-
권혁,72447,삼성,투수,58,0,48 1/3,0,0,0,12,0,1.000,0,0,0,-
배영섭,79465,삼성,좌익수,58,20,225 1/3,0,0,56,0,0,1.000,0,0,0,-
용덕한,74223,두산,포수,58,7,166 2/3,3,0,134,17,1,0.981,0,9,10,52.6
장성우,78548,롯데,포수,58,11,189,3,0,141,14,2,0.981,0,10,8,44.4
김상훈,70612,KIA,포수,57,33,307 2/3,2,0,265,12,1,0.993,1,30,6,16.7
심동섭,60636,KIA,투수,56,0,55 1/3,1,0,0,6,0,0.857,0,0,0,-
오지환,79109,LG,유격수,56,46,422 2/3,10,0,75,131,27,0.954,0,0,0,-
이보근,75342,넥센,투수,56,0,88 1/3,3,0,6,9,1,0.833,0,0,0,-
이숭용,94310,넥센,1루수,56,37,310,2,0,296,25,33,0.994,0,0,0,-
허준,75344,넥센,포수,55,34,290 1/3,3,0,242,27,7,0.989,7,48,19,28.4
오승환,75421,삼성,투수,54,0,57,0,1,1,5,1,1.000,0,0,0,-
유한준,74339,넥센,중견수,54,42,372,1,0,112,3,0,0.991,0,0,0,-
가르시아,78595,한화,우익수,54,53,446 2/3,5,0,106,0,0,0.955,0,0,0,-
정대현,71801,SK,투수,53,0,54 2/3,1,0,1,10,0,0.917,0,0,0,-
권오준,99445,삼성,투수,53,0,48 1/3,0,0,1,5,0,1.000,0,0,0,-
김주형,74605,KIA,1루수,53,47,420 1/3,6,0,427,25,39,0.987,0,0,0,-
윤지웅,61329,넥센,투수,53,0,28 1/3,1,0,2,6,0,0.889,0,0,0,-
고동진,74745,한화,중견수,52,32,289,2,0,68,2,0,0.972,0,0,0,-
박정권,74846,SK,우익수,51,41,336,0,0,73,2,1,1.000,0,0,0,-
이승호,70820,SK,투수,51,1,64 2/3,0,0,2,9,0,1.000,0,0,0,-
전병두,73228,SK,투수,51,4,92 1/3,2,0,1,15,0,0.889,0,0,0,-
마일영,70329,한화,투수,51,8,69 2/3,1,0,5,8,0,0.929,0,0,0,-
고창성,78248,두산,투수,50,0,50 2/3,1,0,3,4,0,0.875,0,0,0,-
이성열,73136,두산,우익수,50,40,353 1/3,0,0,72,5,0,1.000,0,0,0,-
이현승,76329,두산,투수,50,5,74 2/3,2,2,1,14,0,0.882,0,0,0,-
박경태,76653,KIA,투수,50,4,56 2/3,0,0,1,8,0,1.000,0,0,0,-
박기남,74103,KIA,3루수,50,20,242,2,0,16,58,5,0.974,0,0,0,-
손승락,75321,넥센,투수,49,0,52 1/3,0,0,7,10,0,1.000,0,0,0,-
조동화,71848,SK,우익수,48,24,253 1/3,1,0,49,3,1,0.981,0,0,0,-
김원섭,71207,KIA,좌익수,48,39,307,0,0,44,3,0,1.000,0,0,0,-
송지만,96761,넥센,우익수,48,33,306 1/3,1,0,60,2,2,0.984,0,0,0,-
안지만,72463,삼성,투수,47,5,86,0,1,3,8,1,1.000,0,0,0,-
채태인,77463,삼성,1루수,47,46,393,0,0,371,18,38,1.000,0,0,0,-
유동훈,99639,KIA,투수,47,0,48,0,0,1,13,1,1.000,0,0,0,-
한희,79138,LG,투수,47,0,67 1/3,1,1,5,10,0,0.938,0,0,0,-
이호준,94629,SK,1루수,45,42,329,2,0,313,37,24,0.994,0,0,0,-
윤석민,74215,두산,3루수,45,30,233 2/3,3,0,17,55,3,0.960,0,0,0,-
정재훈,73241,두산,투수,45,0,63,0,1,5,18,1,1.000,0,0,0,-
이인구,73563,롯데,좌익수,45,31,276 2/3,1,0,47,2,0,0.980,0,0,0,-
마정길,72749,넥센,투수,45,0,48 1/3,1,2,0,8,1,0.889,0,0,0,-
김경언,71610,한화,중견수,45,32,248,0,0,49,2,0,1.000,0,0,0,-
김재호,74206,두산,유격수,44,27,272 1/3,4,0,57,97,23,0.975,0,0,0,-
노경은,73211,두산,투수,44,1,62 2/3,2,1,4,9,0,0.867,0,0,0,-
이정훈,97541,넥센,투수,44,0,52 1/3,0,0,2,12,0,1.000,0,0,0,-
김연훈,77609,SK,2루수,42,29,267 2/3,3,0,65,88,26,0.981,0,0,0,-
서동욱,73606,LG,2루수,42,24,215 2/3,1,0,73,67,22,0.993,0,0,0,-
신주영,72739,한화,투수,42,0,35 2/3,0,0,0,9,1,1.000,0,0,0,-
강동우,98420,한화,우익수,41,35,265,0,0,60,1,1,1.000,0,0,0,-
안치용,72161,SK,좌익수,40,35,273,0,0,58,2,1,1.000,0,0,0,-
박희수,76858,SK,투수,39,0,67,1,1,6,7,0,0.929,0,0,0,-
양종민,79530,롯데,유격수,39,13,154,1,0,26,58,6,0.988,0,0,0,-
이재곤,77566,롯데,투수,39,7,56 2/3,1,1,3,9,1,0.923,0,0,0,-
송은범,73801,SK,투수,38,11,78 2/3,0,0,16,7,1,1.000,0,0,0,-
이동현,71118,LG,투수,38,0,33,0,0,4,3,0,1.000,0,0,0,-
이양기,73725,한화,우익수,38,11,151 2/3,1,0,33,1,1,0.971,0,0,0,-
현재윤,72427,삼성,포수,37,16,180 2/3,0,0,114,12,0,1.000,0,14,7,33.3
이명우,72535,롯데,투수,37,0,24 1/3,0,0,1,4,0,1.000,0,0,0,-
김태군,78122,LG,포수,37,13,154,0,1,120,4,0,1.000,4,18,2,10.0
유선정,76322,넥센,포수,37,15,142 1/3,1,0,114,10,1,0.992,0,14,5,26.3
김광수,70142,한화,투수,37,0,38 2/3,0,0,1,10,1,1.000,0,0,0,-
한상훈,73703,한화,유격수,37,22,193,2,0,18,56,15,0.974,0,0,0,-
강봉규,70224,삼성,좌익수,36,22,214 2/3,1,0,53,0,0,0.981,0,0,0,-
고원준,79349,롯데,투수,36,22,152 2/3,1,0,9,25,1,0.971,0,0,0,-
장민제,79764,한화,투수,36,15,88 1/3,1,0,9,15,0,0.960,0,0,0,-
고효준,72523,SK,투수,35,16,105 2/3,0,0,2,18,3,1.000,0,0,0,-
박석민,74465,삼성,1루수,35,21,204 1/3,4,0,208,17,20,0.983,0,0,0,-
이우선,79442,삼성,투수,35,0,51 1/3,0,0,3,11,0,1.000,0,0,0,-
김건한,71851,KIA,투수,35,8,67 1/3,0,1,6,9,2,1.000,0,0,0,-
김원섭,71207,KIA,우익수,34,29,233,0,0,53,0,0,1.000,0,0,0,-
유원상,76757,LG,투수,34,4,63 2/3,0,0,2,11,2,1.000,0,0,0,-
박준수,70349,넥센,투수,34,0,19 2/3,0,0,1,1,0,1.000,0,0,0,-
오선진,78756,한화,2루수,34,13,158 2/3,1,0,35,59,9,0.989,0,0,0,-
김상현,71255,두산,투수,33,6,63 2/3,0,0,5,11,0,1.000,0,0,0,-
정수빈,79231,두산,중견수,33,22,218,2,0,41,0,0,0.953,0,0,0,-
강귀태,72312,넥센,포수,33,25,200 1/3,0,1,133,21,1,1.000,2,35,11,23.9
송창식,74731,한화,투수,33,5,61,0,0,5,9,0,1.000,0,0,0,-
김연훈,77609,SK,유격수,32,13,132 2/3,2,0,17,41,10,0.967,0,0,0,-
박재홍,96362,SK,우익수,32,15,141,0,0,35,0,0,1.000,0,0,0,-
강명구,73409,삼성,2루수,32,6,99 1/3,2,0,20,36,6,0.966,0,0,0,-
이혜천,98259,두산,투수,32,3,34,0,0,5,9,1,1.000,0,0,0,-
이승화,71565,롯데,중견수,32,9,127 1/3,0,0,27,0,1,1.000,0,0,0,-
주키치,61154,LG,투수,32,31,187 2/3,2,0,2,31,0,0.943,0,0,0,-
손주인,72456,삼성,2루수,31,10,114,0,0,23,36,11,1.000,0,0,0,-
정인욱,79440,삼성,투수,31,9,80,0,3,7,7,0,1.000,0,0,0,-
정형식,79459,삼성,중견수,31,19,172,0,0,35,1,1,1.000,0,0,0,-
김성배,73226,두산,투수,31,6,53,0,0,2,9,0,1.000,0,0,0,-
진명호,79545,롯데,투수,31,1,48,0,0,5,3,0,1.000,0,0,0,-
강동우,98420,한화,좌익수,31,27,227,0,0,51,0,0,1.000,0,0,0,-
박노민,74756,한화,포수,31,14,152 2/3,5,0,105,9,1,0.958,1,11,6,35.3
송승준,77591,롯데,투수,30,29,172 1/3,1,2,20,22,2,0.977,0,0,0,-
서재응,78640,KIA,투수,30,22,130,0,2,9,29,2,1.000,0,0,0,-
신종길,72559,KIA,중견수,30,17,173 1/3,0,0,30,2,0,1.000,0,0,0,-
리즈,61158,LG,투수,30,28,164 2/3,4,5,5,28,1,0.892,0,0,0,-
나이트,79430,넥센,투수,30,30,172 1/3,3,0,11,29,0,0.930,0,0,0,-
문성현,60336,넥센,투수,30,25,130 2/3,0,0,5,15,2,1.000,0,0,0,-
임현준,61457,삼성,투수,29,0,17 1/3,0,0,3,2,1,1.000,0,0,0,-
김동주,98218,두산,3루수,29,28,213 2/3,2,0,16,41,6,0.966,0,0,0,-
니퍼트,61240,두산,투수,29,29,187,1,1,7,35,2,0.977,0,0,0,-
임재철,99507,두산,우익수,29,19,189 2/3,0,0,40,1,0,1.000,0,0,0,-
손용석,76536,롯데,2루수,29,5,85,0,0,16,27,7,1.000,0,0,0,-
장원준,74513,롯데,투수,29,28,180 2/3,1,0,8,30,3,0.974,0,0,0,-
신종길,72559,KIA,좌익수,29,7,112 1/3,0,0,24,1,0,1.000,0,0,0,-
박현준,79817,LG,투수,29,27,163 2/3,0,1,6,32,2,1.000,0,0,0,-
오윤,70312,넥센,우익수,29,19,185 2/3,0,0,37,2,0,1.000,0,0,0,-
김선우,78232,두산,투수,28,27,175 2/3,0,1,13,36,5,1.000,0,0,0,-
이용찬,77211,두산,투수,28,21,129 1/3,1,3,9,19,3,0.966,0,0,0,-
정수빈,79231,두산,좌익수,28,11,129,0,0,31,1,1,1.000,0,0,0,-
양영동,76459,LG,중견수,28,13,140 1/3,0,0,43,0,0,1.000,0,0,0,-
이병규,97109,LG,중견수,28,17,158 1/3,0,0,37,0,0,1.000,0,0,0,-
심수창,74167,넥센,투수,28,21,109,1,1,8,16,2,0.960,0,0,0,-
안승민,60713,한화,투수,28,27,137 2/3,1,0,4,25,2,0.967,0,0,0,-
김창훈,74728,두산,투수,27,0,12 2/3,0,0,1,1,0,1.000,0,0,0,-
양현종,77637,KIA,투수,27,22,106 1/3,0,0,5,18,0,1.000,0,0,0,-
윤석민,75620,KIA,투수,27,25,172 1/3,0,1,9,34,2,1.000,0,0,0,-
바티스타,61727,한화,투수,27,0,35 2/3,0,0,2,3,0,1.000,0,0,0,-
백승룡,75705,한화,2루수,27,12,130,0,0,31,35,10,1.000,0,0,0,-
양훈,75750,한화,투수,27,26,143,1,1,5,24,1,0.967,0,0,0,-
오넬리,61726,한화,투수,27,0,29 1/3,0,0,1,5,1,1.000,0,0,0,-
이승호,99137,SK,투수,26,7,60,0,0,2,11,0,1.000,0,0,0,-
손주인,72456,삼성,3루수,26,11,119,1,0,9,19,3,0.966,0,0,0,-
로페즈,79644,KIA,투수,26,24,153 2/3,1,1,10,35,2,0.978,0,0,0,-
박기남,74103,KIA,2루수,26,16,135 1/3,0,0,41,41,7,1.000,0,0,0,-
김혁민,77748,한화,투수,26,23,128 2/3,1,0,4,9,1,0.929,0,0,0,-
유창식,61715,한화,투수,26,4,39 1/3,1,0,2,3,0,0.833,0,0,0,-
허웅,72324,SK,포수,25,16,145 1/3,1,0,115,7,1,0.992,1,10,3,23.1
배영수,70425,삼성,투수,25,17,103,0,0,8,13,0,1.000,0,0,0,-
장원삼,76355,삼성,투수,25,21,114 2/3,0,0,3,22,0,1.000,0,0,0,-
조동찬,72466,삼성,2루수,25,18,143,2,0,39,38,14,0.975,0,0,0,-
페르난도,61231,두산,투수,25,12,78 1/3,1,0,4,6,0,0.909,0,0,0,-
사도스키,60594,롯데,투수,25,25,140 1/3,0,0,12,32,3,1.000,0,0,0,-
코리,61541,롯데,투수,25,8,72 1/3,0,0,4,16,1,1.000,0,0,0,-
트레비스,61629,KIA,투수,25,22,126 2/3,4,3,3,27,0,0.882,0,0,0,-
김성현,78353,LG,투수,25,25,117 2/3,1,0,18,17,2,0.972,0,0,0,-
글로버,79858,SK,투수,24,24,121,2,0,5,11,0,0.889,0,0,0,-
윤성환,74454,삼성,투수,24,23,137 1/3,0,0,4,17,1,1.000,0,0,0,-
차우찬,76455,삼성,투수,24,24,148 2/3,2,0,6,23,2,0.935,0,0,0,-
김승회,73248,두산,투수,24,11,65 1/3,1,0,3,10,2,0.929,0,0,0,-
김수완,78550,롯데,투수,24,2,35,0,0,0,5,0,1.000,0,0,0,-
김대우,61365,넥센,투수,24,0,27 2/3,0,0,1,6,0,1.000,0,0,0,-
김상수,76430,넥센,투수,24,6,59 2/3,1,0,4,8,0,0.923,0,0,0,-
김경언,71610,한화,좌익수,24,16,147,2,0,40,0,0,0.952,0,0,0,-
류현진,76715,한화,투수,24,18,126,0,0,4,18,0,1.000,0,0,0,-
오선진,78756,한화,3루수,24,13,121,2,0,6,25,1,0.939,0,0,0,-
정재원,74748,한화,투수,24,0,28,0,0,3,3,0,1.000,0,0,0,-
손주인,72456,삼성,유격수,23,8,82,3,0,11,24,3,0.921,0,0,0,-
김일엽,78543,롯데,투수,23,0,28 2/3,1,0,0,5,0,0.833,0,0,0,-
전준우,78513,롯데,3루수,23,15,138,4,0,12,28,3,0.909,0,0,0,-
황성용,76562,롯데,좌익수,23,7,73 2/3,0,0,16,1,0,1.000,0,0,0,-
박성호,79760,KIA,투수,23,1,24 1/3,0,0,0,2,1,1.000,0,0,0,-
심광호,96722,LG,포수,23,13,102 2/3,2,0,96,3,0,0.980,1,15,2,11.8
고동진,74745,한화,우익수,23,14,124 2/3,0,0,37,2,0,1.000,0,0,0,-
안치용,72161,SK,우익수,22,16,112 2/3,0,0,28,0,0,1.000,0,0,0,-
임훈,74823,SK,중견수,22,16,138,0,0,35,0,0,1.000,0,0,0,-
조동화,71848,SK,좌익수,22,11,101 2/3,0,0,20,2,1,1.000,0,0,0,-
홍성흔,99222,롯데,좌익수,22,16,133,0,0,34,1,0,1.000,0,0,0,-
김광삼,99152,LG,투수,22,19,93,1,2,5,17,2,0.957,0,0,0,-
김태완,74158,LG,3루수,22,3,72 1/3,0,0,6,9,2,1.000,0,0,0,-
김회성,79705,한화,3루수,22,6,91,0,0,8,11,2,1.000,0,0,0,-
오재필,75736,한화,좌익수,22,4,84 1/3,1,0,16,0,0,0.941,0,0,0,-
윤근영,75730,한화,투수,22,1,26,0,0,1,2,0,1.000,0,0,0,-
한상훈,73703,한화,3루수,22,14,131 2/3,1,0,7,15,2,0.957,0,0,0,-
이재영,72216,SK,투수,21,0,29,0,0,0,1,1,1.000,0,0,0,-
황성용,76562,롯데,우익수,21,7,83 1/3,0,0,13,1,1,1.000,0,0,0,-
이현곤,72606,KIA,3루수,21,13,105,0,0,11,21,2,1.000,0,0,0,-
김일경,97300,넥센,2루수,21,10,106 1/3,2,0,27,33,6,0.968,0,0,0,-
지석훈,73306,넥센,2루수,21,13,108 1/3,3,0,31,45,12,0.962,0,0,0,-
오재필,75736,한화,우익수,21,9,88,0,0,27,0,0,1.000,0,0,0,-
전현태,75706,한화,2루수,21,6,64 1/3,1,0,21,25,9,0.979,0,0,0,-
엄정욱,70855,SK,투수,20,9,50 2/3,0,0,0,5,1,1.000,0,0,0,-
윤희상,74838,SK,투수,20,7,47,0,0,3,4,1,1.000,0,0,0,-
이영욱,73825,SK,투수,20,12,66 2/3,0,1,4,3,0,1.000,0,0,0,-
최경철,73824,SK,포수,20,7,86 2/3,1,1,80,10,3,0.989,0,9,6,40.0
배영섭,79465,삼성,우익수,20,9,90,0,0,31,0,0,1.000,0,0,0,-
서동욱,73606,LG,우익수,20,8,87 2/3,1,0,28,1,1,0.967,0,0,0,-
강봉규,70224,삼성,우익수,19,9,87,0,0,15,0,0,1.000,0,0,0,-
김강률,77263,두산,투수,19,0,25 1/3,0,0,0,2,0,1.000,0,0,0,-
임태훈,77251,두산,투수,19,0,19,1,0,0,5,0,0.833,0,0,0,-
조태수,73657,KIA,투수,19,0,29,0,0,0,4,0,1.000,0,0,0,-
고종욱,61353,넥센,중견수,19,14,108,0,0,27,0,0,1.000,0,0,0,-
장영석,79334,넥센,1루수,19,7,85,1,0,72,11,9,0.988,0,0,0,-
정원석,70240,한화,2루수,19,8,80 1/3,1,0,22,27,4,0.980,0,0,0,-
김현수,76290,두산,1루수,18,7,81 2/3,2,0,80,9,7,0.978,0,0,0,-
이인구,73563,롯데,중견수,18,7,69,0,0,16,0,0,1.000,0,0,0,-
황재균,76313,롯데,유격수,18,11,92 1/3,3,0,19,25,7,0.936,0,0,0,-
곽정철,75668,KIA,투수,18,1,21 1/3,0,0,1,2,0,1.000,0,0,0,-
최성민,79137,LG,투수,18,0,21 1/3,1,0,1,6,0,0.875,0,0,0,-
김성태,70345,넥센,투수,18,18,89 2/3,0,0,7,13,1,1.000,0,0,0,-
김수경,98330,넥센,투수,18,10,69,0,0,2,9,0,1.000,0,0,0,-
지석훈,73306,넥센,3루수,18,10,101 1/3,1,0,6,26,5,0.970,0,0,0,-
이양기,73725,한화,좌익수,18,6,60,0,0,13,0,0,1.000,0,0,0,-
김광현,77829,SK,투수,17,14,74,0,0,6,7,1,1.000,0,0,0,-
최동수,94132,SK,1루수,17,9,67 1/3,1,0,63,3,2,0.985,0,0,0,-
정형식,79459,삼성,우익수,17,0,23 1/3,0,0,9,0,0,1.000,0,0,0,-
김주찬,70410,롯데,우익수,17,14,101 2/3,0,0,25,1,1,1.000,0,0,0,-
이승화,71565,롯데,좌익수,17,2,51,0,0,8,0,0,1.000,0,0,0,-
김주형,74605,KIA,3루수,17,9,79 1/3,3,0,4,16,2,0.870,0,0,0,-
홍재호,60605,KIA,2루수,17,3,50,0,0,20,22,9,1.000,0,0,0,-
오재일,75334,넥센,1루수,17,12,109,3,0,113,6,17,0.975,0,0,0,-
데폴라,60729,한화,투수,17,5,44 1/3,1,0,1,4,0,0.833,0,0,0,-
윤규진,73750,한화,투수,17,0,19,0,0,0,3,0,1.000,0,0,0,-
김태훈,79847,SK,투수,16,0,18 1/3,0,0,2,1,0,1.000,0,0,0,-
매그레인,61854,SK,투수,16,14,53 2/3,1,1,6,14,0,0.952,0,0,0,-
가코,61435,삼성,1루수,16,14,114,1,0,91,10,7,0.990,0,0,0,-
카도쿠라,79854,삼성,투수,16,16,85 2/3,0,0,10,12,1,1.000,0,0,0,-
최승환,70122,두산,포수,16,9,95 2/3,2,0,63,4,0,0.971,3,12,2,14.3
김상현,70646,KIA,1루수,16,16,132,2,0,139,5,10,0.986,0,0,0,-
한기주,76610,KIA,투수,16,3,28 2/3,0,0,3,4,0,1.000,0,0,0,-
김남석,61114,LG,1루수,16,6,58 1/3,0,0,59,1,5,1.000,0,0,0,-
박용택,72133,LG,좌익수,16,13,101 1/3,1,0,14,0,0,0.933,0,0,0,-
이대환,72333,LG,투수,16,0,21 1/3,0,0,1,1,0,1.000,0,0,0,-
장영석,79334,넥센,3루수,16,13,96,3,0,4,29,6,0.917,0,0,0,-
나성용,61742,한화,포수,16,1,37,1,0,34,0,0,0.971,0,5,0,0.0
이여상,76435,한화,2루수,16,6,55,2,0,12,21,3,0.943,0,0,0,-
권용관,95158,SK,2루수,15,12,88,0,0,21,27,8,1.000,0,0,0,-
임훈,74823,SK,좌익수,15,8,88 2/3,0,0,18,0,0,1.000,0,0,0,-
