선수명,ID,팀명,포지션,경기,선발경기,수비이닝,실책,견제사,자살,보살,병살,수비율,포일,도루허용,도루실패,도루저지율
손승락,75321,넥센,투수,57,0,62 2/3,0,1,1,11,1,1.000,0,0,0,-
송창식,74731,한화,투수,57,0,71,1,0,1,7,1,0.889,0,0,0,-
이학준,74148,한화,2루수,57,24,259 2/3,8,0,63,76,17,0.946,0,0,0,-
한동민,62895,SK,우익수,56,41,374 2/3,0,0,90,1,0,1.000,0,0,0,-
용덕한,74223,롯데,포수,56,20,253 1/3,4,2,192,19,3,0.981,0,33,8,19.5
이정훈,97541,넥센,투수,56,0,69,0,0,2,13,0,1.000,0,0,0,-
김광수,70142,한화,투수,56,1,67 2/3,0,1,3,13,0,1.000,0,0,0,-
정현석,78745,한화,중견수,56,39,372 1/3,2,0,99,3,2,0.981,0,0,0,-
이민호,62929,NC,투수,56,0,66 1/3,0,0,1,5,0,1.000,0,0,0,-
정재훈,73241,두산,투수,55,0,52 1/3,1,1,2,7,1,0.900,0,0,0,-
홍상삼,78247,두산,투수,55,0,72,1,0,4,2,0,0.857,0,0,0,-
강영식,70615,롯데,투수,55,0,39 2/3,0,0,4,6,0,1.000,0,0,0,-
신승현,70839,KIA,투수,55,0,51 2/3,1,0,2,5,0,0.875,0,0,0,-
봉중근,77147,LG,투수,55,0,61,1,1,3,13,0,0.941,0,0,0,-
이대수,72860,한화,3루수,55,50,420 2/3,2,0,35,99,12,0.985,0,0,0,-
안지만,72463,삼성,투수,54,0,63 2/3,1,1,4,9,1,0.929,0,0,0,-
전유수,75340,SK,투수,54,0,57 2/3,0,1,1,8,0,1.000,0,0,0,-
서동욱,73606,넥센,2루수,54,34,314 2/3,3,0,80,97,18,0.983,0,0,0,-
유한준,74339,넥센,우익수,54,45,402 1/3,1,0,78,3,0,0.988,0,0,0,-
정현욱,96462,LG,투수,54,0,47 2/3,1,0,1,3,0,0.800,0,0,0,-
김종호,77454,NC,좌익수,54,48,395,0,0,102,2,0,1.000,0,0,0,-
임창민,78352,NC,투수,54,0,64 2/3,1,1,3,11,1,0.933,0,0,0,-
김태완,74158,삼성,2루수,53,43,346 2/3,2,0,105,100,26,0.990,0,0,0,-
조동찬,72466,삼성,2루수,53,44,368,5,0,79,123,23,0.976,0,0,0,-
김승회,73248,롯데,투수,53,2,73,1,0,9,14,1,0.958,0,0,0,-
문우람,61363,넥센,우익수,53,46,408 2/3,2,0,75,7,2,0.976,0,0,0,-
권혁,72447,삼성,투수,52,0,36 1/3,0,0,1,1,0,1.000,0,0,0,-
이승엽,95436,삼성,1루수,52,50,426,0,0,369,24,41,1.000,0,0,0,-
현재윤,72427,LG,포수,52,30,287 1/3,1,0,213,25,5,0.996,1,32,7,17.9
권희동,63963,NC,우익수,52,46,396 2/3,2,0,85,0,0,0.977,0,0,0,-
이홍구,63634,KIA,포수,51,23,241 1/3,3,0,214,19,2,0.987,3,46,13,22.0
박정준,73543,NC,좌익수,51,38,327 2/3,3,0,78,0,0,0.963,0,0,0,-
심창민,61411,삼성,투수,50,0,50 1/3,0,0,2,6,1,1.000,0,0,0,-
최희섭,77623,KIA,1루수,50,43,358,5,0,352,19,26,0.987,0,0,0,-
박성훈,75464,넥센,투수,50,0,26 2/3,0,0,3,3,0,1.000,0,0,0,-
김상훈,70612,KIA,포수,49,32,264 2/3,1,1,228,11,1,0.996,1,46,7,13.2
유동훈,99639,KIA,투수,49,0,52 1/3,0,0,1,14,0,1.000,0,0,0,-
윤근영,75730,한화,투수,49,8,72,0,0,6,20,1,1.000,0,0,0,-
오승환,75421,삼성,투수,48,0,51 2/3,1,1,4,8,1,0.923,0,0,0,-
허경민,79240,두산,2루수,48,39,343 2/3,4,0,76,112,25,0.979,0,0,0,-
정수빈,79231,두산,중견수,47,11,174 2/3,0,0,48,0,0,1.000,0,0,0,-
최진행,74729,한화,좌익수,47,44,352,0,0,81,1,0,1.000,0,0,0,-
권희동,63963,NC,좌익수,47,31,294 2/3,1,0,67,2,1,0.986,0,0,0,-
임정우,61891,LG,투수,46,1,50 1/3,1,1,5,6,4,0.917,0,0,0,-
윤길현,72862,SK,투수,45,0,43 1/3,0,1,3,2,0,1.000,0,0,0,-
오재일,75334,두산,1루수,45,27,267,1,0,260,17,25,0.996,0,0,0,-
이준수,77654,한화,포수,45,27,201 1/3,3,0,154,17,3,0.983,1,32,8,20.0
신용운,72649,삼성,투수,44,0,40,0,0,5,4,0,1.000,0,0,0,-
이재영,72216,SK,투수,44,0,43 2/3,0,0,1,4,1,1.000,0,0,0,-
신종길,72559,KIA,중견수,44,34,306,0,0,89,0,0,1.000,0,0,0,-
홍재호,60605,KIA,유격수,44,18,210 2/3,4,0,35,56,13,0.958,0,0,0,-
차우찬,76455,삼성,투수,43,12,121 1/3,1,0,3,18,4,0.955,0,0,0,-
박희수,76858,SK,투수,43,0,47 2/3,0,0,4,8,0,1.000,0,0,0,-
박용택,72133,LG,좌익수,43,15,168 1/3,0,0,29,1,0,1.000,0,0,0,-
조성우,60891,SK,1루수,42,24,213 2/3,0,0,198,13,24,1.000,0,0,0,-
박경태,76653,KIA,투수,42,5,62 1/3,0,0,2,11,1,1.000,0,0,0,-
김혁민,77748,한화,투수,42,20,146 2/3,2,0,3,12,1,0.882,0,0,0,-
유희관,79229,두산,투수,41,18,145 1/3,1,1,5,30,0,0.972,0,0,0,-
송은범,73801,KIA,투수,41,4,49,0,0,6,6,0,1.000,0,0,0,-
강윤구,79358,넥센,투수,41,17,130,2,0,4,16,1,0.909,0,0,0,-
유한준,74339,넥센,중견수,41,36,317,1,0,82,1,0,0.988,0,0,0,-
이성민,63935,NC,투수,40,3,57 2/3,0,1,3,11,1,1.000,0,0,0,-
김재호,74206,두산,2루수,39,18,170,2,0,50,67,18,0.983,0,0,0,-
엄태용,62748,한화,포수,39,21,182 1/3,2,0,141,10,0,0.987,1,19,4,17.4
이상호,60566,NC,2루수,39,17,185,3,0,49,61,18,0.973,0,0,0,-
박정배,75250,SK,투수,38,0,48 2/3,3,3,1,12,0,0.813,0,0,0,-
변진수,62263,두산,투수,38,0,38 1/3,0,0,2,6,0,1.000,0,0,0,-
최경철,73824,LG,포수,38,20,189 2/3,2,1,126,17,3,0.986,1,20,9,31.0
노성호,62920,NC,투수,38,10,58,1,0,1,7,0,0.889,0,0,0,-
이종환,60667,KIA,우익수,37,33,244,0,0,57,0,0,1.000,0,0,0,-
유원상,76757,LG,투수,37,0,37 2/3,0,0,3,3,1,1.000,0,0,0,-
임준섭,62611,KIA,투수,36,18,105,0,0,6,26,2,1.000,0,0,0,-
이병규,97109,LG,우익수,36,32,271,1,0,58,2,0,0.984,0,0,0,-
김상현,70646,SK,우익수,35,31,261,5,0,62,4,1,0.930,0,0,0,-
김상현,71255,두산,투수,35,7,67,1,0,2,6,0,0.889,0,0,0,-
김사율,99563,롯데,투수,35,8,74 1/3,0,2,7,14,0,1.000,0,0,0,-
박지훈,62637,KIA,투수,35,0,29 2/3,0,0,3,2,0,1.000,0,0,0,-
이병규,76100,LG,좌익수,35,17,166,0,0,33,0,0,1.000,0,0,0,-
이병규,76100,LG,1루수,35,22,177 2/3,1,0,180,10,27,0.995,0,0,0,-
추승우,72139,한화,좌익수,35,21,210,1,0,46,1,1,0.979,0,0,0,-
신명철,71504,삼성,2루수,34,19,181,3,0,39,46,10,0.966,0,0,0,-
김성현,76802,SK,2루수,34,8,120 2/3,0,0,30,38,11,1.000,0,0,0,-
윤명준,62242,두산,투수,34,0,45,0,0,0,8,1,1.000,0,0,0,-
허경민,79240,두산,3루수,34,15,147 2/3,1,0,21,22,3,0.977,0,0,0,-
차화준,75307,NC,2루수,34,20,180 2/3,4,0,42,67,9,0.965,0,0,0,-
김현수,76290,두산,1루수,33,10,126 2/3,0,0,108,9,9,1.000,0,0,0,-
임재철,99507,두산,좌익수,33,6,85 1/3,0,0,23,0,0,1.000,0,0,0,-
김문호,76509,롯데,좌익수,33,30,268 2/3,3,0,47,2,1,0.942,0,0,0,-
이준호,60693,KIA,우익수,33,8,129,0,0,28,1,0,1.000,0,0,0,-
김진성,75867,NC,투수,33,0,34,2,0,0,5,0,0.714,0,0,0,-
최윤석,60805,SK,유격수,32,13,136 2/3,4,0,16,52,8,0.944,0,0,0,-
한동민,62895,SK,1루수,32,19,170 1/3,1,0,161,10,14,0.994,0,0,0,-
리즈,61158,LG,투수,32,32,202 2/3,1,2,13,24,0,0.974,0,0,0,-
정주현,79150,LG,좌익수,32,25,198,1,0,43,0,0,0.977,0,0,0,-
이브랜드,63737,한화,투수,32,30,172 1/3,2,1,6,25,1,0.939,0,0,0,-
손정욱,63914,NC,투수,32,0,20 1/3,0,0,2,8,1,1.000,0,0,0,-
임재철,99507,두산,우익수,31,18,189 1/3,1,0,33,5,2,0.974,0,0,0,-
박기혁,70553,롯데,유격수,31,22,189 2/3,3,0,33,67,16,0.971,0,0,0,-
유먼,62597,롯데,투수,31,31,193 1/3,1,0,2,17,0,0.950,0,0,0,-
권용관,95158,LG,3루수,31,8,104 2/3,1,0,3,30,3,0.971,0,0,0,-
김경언,71610,한화,좌익수,31,22,194,0,0,51,1,0,1.000,0,0,0,-
이태양,60768,한화,투수,31,5,60 2/3,1,0,6,7,1,0.929,0,0,0,-
조동찬,72466,삼성,3루수,30,22,199,0,0,12,39,1,1.000,0,0,0,-
레이예스,63857,SK,투수,30,29,173,0,1,3,27,2,1.000,0,0,0,-
세든,63810,SK,투수,30,30,187 1/3,1,5,9,25,0,0.971,0,0,0,-
조동화,71848,SK,좌익수,30,21,178 2/3,1,0,44,3,0,0.979,0,0,0,-
노경은,73211,두산,투수,30,30,180 1/3,0,3,9,37,5,1.000,0,0,0,-
이재우,71260,두산,투수,30,11,66 2/3,0,0,6,5,0,1.000,0,0,0,-
옥스프링,77199,롯데,투수,30,30,183 1/3,0,3,10,38,1,1.000,0,0,0,-
앤서니,62644,KIA,투수,30,0,36,0,0,4,5,2,1.000,0,0,0,-
윤석민,75620,KIA,투수,30,11,87 2/3,1,2,7,17,0,0.960,0,0,0,-
나이트,79430,넥센,투수,30,30,172 2/3,3,0,15,24,4,0.929,0,0,0,-
우규민,73117,LG,투수,30,25,147 1/3,0,0,6,26,1,1.000,0,0,0,-
김태완,76746,한화,1루수,30,23,206,2,0,189,6,12,0.990,0,0,0,-
박정진,99737,한화,투수,30,0,21 2/3,0,0,1,2,0,1.000,0,0,0,-
송창현,63791,한화,투수,30,14,82 2/3,0,0,3,11,0,1.000,0,0,0,-
이양기,73725,한화,1루수,30,24,210 1/3,2,0,221,13,26,0.992,0,0,0,-
최금강,62966,NC,투수,30,0,33 2/3,0,0,4,2,0,1.000,0,0,0,-
송승준,77591,롯데,투수,29,29,167 2/3,3,5,12,32,2,0.936,0,0,0,-
소사,62698,KIA,투수,29,28,164 2/3,1,0,9,14,1,0.958,0,0,0,-
김영민,76350,넥센,투수,29,19,101 1/3,2,1,1,9,0,0.833,0,0,0,-
마정길,72749,넥센,투수,29,0,33,1,3,1,5,0,0.857,0,0,0,-
밴헤켄,62322,넥센,투수,29,29,161 2/3,4,3,11,26,0,0.902,0,0,0,-
김선규,75852,LG,투수,29,0,29,0,0,1,3,1,1.000,0,0,0,-
바티스타,61727,한화,투수,29,24,143 2/3,0,0,9,12,0,1.000,0,0,0,-
찰리,63939,NC,투수,29,29,189,1,3,13,36,3,0.980,0,0,0,-
강명구,73409,삼성,2루수,28,14,135,1,0,32,47,9,0.988,0,0,0,-
백정현,77446,삼성,투수,28,0,24 1/3,0,0,1,4,0,1.000,0,0,0,-
조동화,71848,SK,중견수,28,14,139 1/3,0,0,26,1,0,1.000,0,0,0,-
심동섭,60636,KIA,투수,28,0,25,0,0,0,3,0,1.000,0,0,0,-
이보근,75342,넥센,투수,28,1,39 2/3,1,0,1,5,0,0.857,0,0,0,-
고창성,78248,NC,투수,28,0,20 2/3,0,0,2,3,0,1.000,0,0,0,-
손민한,97571,NC,투수,28,6,60 1/3,0,0,3,15,2,1.000,0,0,0,-
배영수,70425,삼성,투수,27,26,151,1,5,9,34,3,0.977,0,0,0,-
윤성환,74454,삼성,투수,27,27,170 2/3,1,1,7,18,2,0.962,0,0,0,-
장원삼,76355,삼성,투수,27,26,154,2,1,7,23,0,0.938,0,0,0,-
정수빈,79231,두산,우익수,27,19,170,1,0,37,2,0,0.975,0,0,0,-
조성환,99543,롯데,2루수,27,24,205,1,0,55,70,11,0.992,0,0,0,-
양영동,76459,LG,우익수,27,4,78,0,0,19,1,0,1.000,0,0,0,-
박노민,74756,한화,포수,27,21,177,0,0,138,20,4,1.000,3,16,12,42.9
에릭,63938,NC,투수,27,26,178 1/3,4,0,15,43,2,0.935,0,0,0,-
이재학,60263,NC,투수,27,24,156,4,3,13,22,1,0.897,0,0,0,-
김상현,70646,SK,좌익수,26,24,181 1/3,0,0,30,3,0,1.000,0,0,0,-
임훈,74823,SK,우익수,26,12,136,1,0,33,1,0,0.971,0,0,0,-
김동주,98218,두산,3루수,26,26,180,1,0,14,32,2,0.979,0,0,0,-
최주환,76267,두산,2루수,26,14,144 1/3,1,0,34,60,15,0.989,0,0,0,-
최향남,90687,KIA,투수,26,0,30 1/3,0,1,1,5,0,1.000,0,0,0,-
신정락,60140,LG,투수,26,21,122 2/3,3,2,6,22,1,0.903,0,0,0,-
임기영,62754,한화,투수,26,0,34,0,0,2,7,1,1.000,0,0,0,-
이상호,60566,NC,유격수,26,13,123 1/3,1,0,18,35,5,0.981,0,0,0,-
김광현,77829,SK,투수,25,22,133,0,0,9,19,1,1.000,0,0,0,-
윤희상,74838,SK,투수,25,23,151 1/3,2,1,9,22,3,0.939,0,0,0,-
홍성민,62655,롯데,투수,25,3,48 2/3,0,3,0,11,1,1.000,0,0,0,-
이준호,60693,KIA,좌익수,25,4,72,0,0,21,0,0,1.000,0,0,0,-
김경언,71610,한화,우익수,25,18,176 2/3,0,0,41,1,0,1.000,0,0,0,-
김태완,76746,한화,우익수,25,20,166,1,0,32,0,0,0.970,0,0,0,-
유창식,61715,한화,투수,25,15,71 2/3,0,0,6,9,0,1.000,0,0,0,-
모창민,78813,NC,1루수,25,10,106 1/3,3,0,92,7,3,0.971,0,0,0,-
밴덴헐크,63432,삼성,투수,24,24,143 2/3,3,0,7,21,0,0.903,0,0,0,-
정병곤,61104,삼성,유격수,24,10,110 2/3,2,0,18,39,9,0.966,0,0,0,-
김진우,72641,KIA,투수,24,21,126 1/3,1,1,4,30,1,0.971,0,0,0,-
한승택,63722,한화,포수,24,13,114,1,1,88,13,3,0.990,2,19,5,20.8
지석훈,73306,NC,유격수,24,7,85,1,0,13,23,4,0.973,0,0,0,-
임경완,98521,SK,투수,23,0,17 1/3,1,0,1,2,0,0.750,0,0,0,-
오윤,70312,넥센,좌익수,23,12,107 1/3,0,0,24,3,0,1.000,0,0,0,-
우동균,78454,삼성,좌익수,22,6,81 2/3,0,0,25,1,0,1.000,0,0,0,-
정병곤,61104,삼성,2루수,22,4,60 1/3,0,0,10,9,2,1.000,0,0,0,-
최영필,97336,SK,투수,22,0,17 1/3,0,0,0,4,0,1.000,0,0,0,-
조홍석,63593,롯데,좌익수,22,17,158,1,0,34,1,0,0.972,0,0,0,-
김원섭,71207,KIA,좌익수,22,9,106,0,0,15,1,0,1.000,0,0,0,-
김주찬,70410,KIA,중견수,22,20,155 2/3,1,0,44,1,0,0.978,0,0,0,-
백용환,78643,KIA,포수,22,13,105,1,0,85,4,1,0.989,3,17,2,10.5
정의윤,75151,LG,우익수,22,16,125 2/3,0,0,36,0,0,1.000,0,0,0,-
김경언,71610,한화,중견수,22,18,154,1,0,37,0,0,0.974,0,0,0,-
권희동,63963,NC,중견수,22,17,150,0,0,41,2,0,1.000,0,0,0,-
이태양,61323,NC,투수,22,13,74 2/3,0,0,4,8,2,1.000,0,0,0,-
박준서,71815,롯데,2루수,21,12,93,1,0,24,29,3,0.981,0,0,0,-
황성용,76562,롯데,좌익수,21,11,119,0,0,20,1,0,1.000,0,0,0,-
김주찬,70410,KIA,좌익수,21,19,172 2/3,0,0,42,2,0,1.000,0,0,0,-
서동욱,73606,넥센,1루수,21,3,60 1/3,1,0,65,3,7,0.986,0,0,0,-
권용관,95158,LG,2루수,21,3,57 2/3,0,0,18,25,8,1.000,0,0,0,-
조지훈,63730,한화,투수,21,3,35 1/3,0,0,1,4,0,1.000,0,0,0,-
황재규,79758,한화,투수,21,1,34 2/3,0,0,1,2,0,1.000,0,0,0,-
김지수,79300,넥센,2루수,20,11,104,0,0,24,39,7,1.000,0,0,0,-
권용관,95158,LG,유격수,20,14,119,2,0,23,30,13,0.964,0,0,0,-
김용의,78217,LG,3루수,20,9,85,0,0,8,20,7,1.000,0,0,0,-
류제국,63111,LG,투수,20,20,111 2/3,2,0,7,11,1,0.900,0,0,0,-
이양기,73725,한화,좌익수,20,16,133 2/3,0,0,35,2,0,1.000,0,0,0,-
추승우,72139,한화,우익수,20,10,93,0,0,20,0,0,1.000,0,0,0,-
우동균,78454,삼성,우익수,19,3,53,0,0,15,0,0,1.000,0,0,0,-
정형식,79459,삼성,우익수,19,11,120,0,0,30,0,0,1.000,0,0,0,-
백인식,78819,SK,투수,19,15,91 1/3,0,0,10,13,2,1.000,0,0,0,-
니퍼트,61240,두산,투수,19,19,118,0,0,9,18,1,1.000,0,0,0,-
박기남,74103,KIA,유격수,19,17,122 1/3,4,0,16,38,7,0.931,0,0,0,-
서재응,78640,KIA,투수,19,16,84,0,2,2,12,1,1.000,0,0,0,-
양현종,77637,KIA,투수,19,17,104 2/3,0,0,3,20,1,1.000,0,0,0,-
조윤준,62147,LG,포수,19,10,91 1/3,2,0,73,3,0,0.974,1,12,1,7.7
조정원,63792,한화,2루수,19,10,73,3,0,16,15,2,0.912,0,0,0,-
강봉규,70224,삼성,1루수,18,14,134 2/3,0,0,111,13,15,1.000,0,0,0,-
이명기,76849,SK,좌익수,18,14,126,1,0,27,2,0,0.967,0,0,0,-
박기남,74103,KIA,2루수,18,12,111,1,0,27,41,8,0.986,0,0,0,-
신창호,76140,KIA,투수,18,0,21 1/3,0,0,1,4,0,1.000,0,0,0,-
홍재호,60605,KIA,1루수,18,6,67 1/3,0,0,69,7,8,1.000,0,0,0,-
오윤,70312,넥센,우익수,18,9,96 1/3,0,0,18,0,0,1.000,0,0,0,-
이성열,73136,넥센,우익수,18,15,129,1,0,28,1,0,0.967,0,0,0,-
신재웅,75138,LG,투수,18,10,56,0,3,5,9,0,1.000,0,0,0,-
안승민,60713,한화,투수,18,3,33 2/3,1,0,6,8,1,0.933,0,0,0,-
이학준,74148,한화,3루수,18,7,89 1/3,0,0,14,19,3,1.000,0,0,0,-
김강률,77263,두산,투수,17,0,19 2/3,0,0,2,4,0,1.000,0,0,0,-
김선우,78232,두산,투수,17,12,60 1/3,1,0,4,6,0,0.909,0,0,0,-
박건우,79215,두산,좌익수,17,0,32,0,0,9,0,0,1.000,0,0,0,-
윤석민,74215,두산,3루수,17,17,128 2/3,2,0,5,19,3,0.923,0,0,0,-
