선수명,ID,팀명,포지션,경기,선발경기,수비이닝,실책,견제사,자살,보살,병살,수비율,포일,도루허용,도루실패,도루저지율
이대수,72860,두산,유격수,85,55,531 1/3,12,0,77,179,36,0.955,0,0,0,-
이희근,78739,한화,포수,84,34,359,4,0,234,17,5,0.984,3,60,12,16.7
박재상,71857,SK,좌익수,83,77,679 1/3,4,0,136,4,0,0.972,0,0,0,-
이승화,71565,롯데,중견수,79,38,412 1/3,1,0,122,4,2,0.992,0,0,0,-
정수근,95208,롯데,좌익수,79,79,669,6,0,137,9,0,0.961,0,0,0,-
박용택,72133,LG,좌익수,77,76,639 1/3,0,0,142,3,1,1.000,0,0,0,-
권용관,95158,LG,유격수,76,71,592 2/3,8,0,95,206,41,0.974,0,0,0,-
김원섭,71207,KIA,좌익수,76,51,503,0,0,107,4,2,1.000,0,0,0,-
정원석,70240,두산,1루수,75,11,247 1/3,1,0,244,28,17,0.996,0,0,0,-
이여상,76435,한화,2루수,75,47,417 1/3,2,0,112,158,39,0.993,0,0,0,-
안치용,72161,LG,우익수,75,72,590 2/3,2,0,130,3,0,0.985,0,0,0,-
김상현,70646,LG,3루수,73,64,542 2/3,9,0,64,114,10,0.952,0,0,0,-
김선빈,78603,KIA,유격수,73,65,568 1/3,11,0,86,198,39,0.963,0,0,0,-
추승우,72139,한화,좌익수,72,47,459,1,0,85,4,0,0.989,0,0,0,-
이종범,93607,KIA,우익수,72,58,496 1/3,3,0,94,3,0,0.970,0,0,0,-
장성호,96610,KIA,1루수,70,64,562 1/3,4,0,620,61,63,0.994,0,0,0,-
박현승,95518,롯데,1루수,67,59,510 2/3,2,0,554,36,64,0.997,0,0,0,-
강정호,76325,우리,유격수,66,65,576,11,0,96,204,38,0.965,0,0,0,-
민병헌,76249,두산,우익수,65,17,251 2/3,0,0,58,5,1,1.000,0,0,0,-
이성열,73136,두산,우익수,65,55,465 1/3,5,0,116,2,1,0.959,0,0,0,-
이재우,71260,두산,투수,65,0,88 1/3,2,0,7,18,1,0.926,0,0,0,-
현재윤,72427,삼성,포수,65,35,340 1/3,2,1,228,23,7,0.992,2,41,16,28.1
정상호,71842,SK,포수,64,40,360,3,2,288,26,1,0.991,2,35,14,28.6
마정길,72749,한화,투수,64,0,94,1,1,3,19,0,0.957,0,0,0,-
채태인,77463,삼성,1루수,64,62,538 1/3,1,0,595,41,56,0.998,0,0,0,-
강영식,70615,롯데,투수,64,0,56,0,0,4,7,1,1.000,0,0,0,-
김일경,97300,우리,2루수,63,49,420,4,0,80,144,27,0.982,0,0,0,-
오재원,77248,두산,1루수,62,44,378,4,0,371,30,28,0.990,0,0,0,-
최승환,70122,두산,포수,62,18,264 2/3,1,1,186,18,6,0.995,3,22,9,29.0
김정민,93112,LG,포수,61,46,397 1/3,5,1,255,39,6,0.983,2,38,20,34.5
황재균,76313,우리,유격수,61,60,519 1/3,10,0,85,171,39,0.962,0,0,0,-
가득염,92501,SK,투수,60,0,32 2/3,0,0,2,3,0,1.000,0,0,0,-
유재웅,72220,두산,우익수,60,59,416,3,0,110,6,4,0.975,0,0,0,-
이진영,99810,SK,우익수,59,33,276 1/3,0,0,71,1,0,1.000,0,0,0,-
토마스,78726,한화,투수,59,0,63 1/3,0,0,4,12,0,1.000,0,0,0,-
김주찬,70410,롯데,중견수,58,55,448 2/3,4,0,104,6,0,0.965,0,0,0,-
임태훈,77251,두산,투수,57,0,87,2,1,9,7,0,0.889,0,0,0,-
오승환,75421,삼성,투수,57,0,57 2/3,0,0,1,3,0,1.000,0,0,0,-
이진영,99810,SK,1루수,56,45,330,3,0,334,25,26,0.992,0,0,0,-
윤길현,72862,SK,투수,55,0,49 2/3,1,0,2,4,1,0.857,0,0,0,-
우규민,73117,LG,투수,54,0,51 1/3,0,0,2,12,1,1.000,0,0,0,-
정재복,73166,LG,투수,54,0,71 2/3,0,1,4,16,2,1.000,0,0,0,-
유동훈,99639,KIA,투수,54,0,79,2,1,12,17,2,0.935,0,0,0,-
김창희,97644,삼성,우익수,53,12,186,0,0,42,1,0,1.000,0,0,0,-
정현욱,96462,삼성,투수,53,7,127,0,0,5,12,2,1.000,0,0,0,-
송신영,99314,우리,투수,53,1,72 2/3,1,0,5,11,1,0.941,0,0,0,-
박정권,74846,SK,1루수,52,27,303,3,0,342,27,41,0.992,0,0,0,-
조웅천,90350,SK,투수,52,0,47,0,2,3,10,1,1.000,0,0,0,-
김창희,97644,삼성,좌익수,52,33,263,0,0,47,0,0,1.000,0,0,0,-
조용훈,76357,우리,투수,52,0,56 2/3,0,2,1,15,1,1.000,0,0,0,-
안지만,72463,삼성,투수,51,1,69 2/3,0,2,5,15,1,1.000,0,0,0,-
노환수,73343,우리,투수,51,0,27 1/3,1,0,1,5,0,0.857,0,0,0,-
조동화,71848,SK,좌익수,50,38,368,0,0,79,4,1,1.000,0,0,0,-
손영민,76639,KIA,투수,50,0,63 2/3,1,0,2,6,0,0.889,0,0,0,-
정대현,71801,SK,투수,49,0,60 2/3,0,0,4,15,1,1.000,0,0,0,-
박경수,73113,LG,유격수,49,28,276 2/3,3,0,68,93,16,0.982,0,0,0,-
조동화,71848,SK,중견수,48,40,302,0,0,75,0,0,1.000,0,0,0,-
윤재국,98808,한화,우익수,48,33,325 2/3,0,0,91,1,0,1.000,0,0,0,-
한상훈,73703,한화,유격수,48,16,202 1/3,2,0,49,69,15,0.983,0,0,0,-
김재걸,95409,삼성,2루수,48,28,235,1,0,60,84,18,0.993,0,0,0,-
이재영,72216,LG,투수,48,3,68,1,0,3,14,0,0.944,0,0,0,-
양현종,77637,KIA,투수,48,9,75 2/3,0,0,3,10,0,1.000,0,0,0,-
최준석,71552,두산,1루수,47,41,275 1/3,0,0,261,22,25,1.000,0,0,0,-
추승우,72139,한화,우익수,47,32,314 2/3,1,0,85,1,1,0.989,0,0,0,-
김재걸,95409,삼성,유격수,47,21,218 1/3,2,0,37,80,15,0.983,0,0,0,-
허승민,78458,삼성,중견수,47,11,157,1,0,41,1,0,0.977,0,0,0,-
김주찬,70410,롯데,1루수,47,33,288 1/3,4,0,303,14,43,0.988,0,0,0,-
발데스,78649,KIA,유격수,47,47,401 2/3,6,0,85,142,26,0.974,0,0,0,-
안영명,73738,한화,투수,46,2,58,1,2,4,8,0,0.923,0,0,0,-
손인호,98538,LG,우익수,46,25,253 1/3,0,0,63,1,0,1.000,0,0,0,-
한기주,76610,KIA,투수,46,0,58 1/3,1,0,1,16,1,0.944,0,0,0,-
강봉규,70224,삼성,좌익수,45,23,212 1/3,0,0,47,3,0,1.000,0,0,0,-
우동균,78454,삼성,좌익수,45,33,274 2/3,0,0,50,2,0,1.000,0,0,0,-
채종국,98315,LG,2루수,45,5,123 1/3,1,0,19,38,2,0.983,0,0,0,-
금민철,75258,두산,투수,44,1,59 1/3,2,0,9,8,0,0.895,0,0,0,-
김상현,71255,두산,투수,44,4,86 1/3,0,1,5,15,0,1.000,0,0,0,-
오재원,77248,두산,3루수,44,15,191 1/3,2,0,18,43,6,0.968,0,0,0,-
이영우,96734,한화,좌익수,43,41,311,0,0,62,0,0,1.000,0,0,0,-
권혁,72447,삼성,투수,43,0,47 2/3,2,0,2,4,0,0.750,0,0,0,-
조현근,75268,삼성,투수,43,0,42 1/3,1,0,3,12,2,0.938,0,0,0,-
김원형,91848,SK,투수,42,4,74 1/3,1,0,7,11,0,0.947,0,0,0,-
모창민,78813,SK,1루수,42,24,205 2/3,2,0,185,12,19,0.990,0,0,0,-
정재훈,73241,두산,투수,42,3,53,1,0,3,12,0,0.938,0,0,0,-
윤규진,73750,한화,투수,42,1,70,0,1,7,15,2,1.000,0,0,0,-
박용근,77104,LG,유격수,42,27,236,3,0,34,86,14,0.976,0,0,0,-
박석민,74465,삼성,1루수,41,16,183,2,0,181,11,14,0.990,0,0,0,-
권도영,73363,우리,2루수,41,25,225 1/3,3,0,47,72,13,0.975,0,0,0,-
정수성,97350,우리,좌익수,41,10,169 1/3,0,0,42,0,0,1.000,0,0,0,-
임준혁,73632,KIA,투수,40,3,66 2/3,0,0,3,10,0,1.000,0,0,0,-
이현승,76329,우리,투수,40,19,119 1/3,0,2,9,25,2,1.000,0,0,0,-
크루즈,77725,삼성,1루수,39,37,317,2,0,318,13,23,0.994,0,0,0,-
정찬헌,78148,LG,투수,39,14,105 2/3,2,0,2,18,1,0.909,0,0,0,-
이성우,71184,KIA,포수,39,4,114,1,1,77,10,1,0.989,0,9,4,30.8
채종범,70833,KIA,우익수,39,23,221,1,0,52,0,0,0.981,0,0,0,-
조영민,74726,SK,투수,38,0,53,0,0,3,3,0,1.000,0,0,0,-
안경현,92207,두산,1루수,38,29,234,1,0,224,21,21,0.996,0,0,0,-
구대성,93715,한화,투수,38,0,41 1/3,1,0,6,6,1,0.923,0,0,0,-
오상민,97815,LG,투수,38,0,23,0,0,2,3,0,1.000,0,0,0,-
이범준,78119,LG,투수,38,7,92,3,0,5,13,1,0.857,0,0,0,-
임경완,98521,롯데,투수,38,0,38 2/3,1,0,0,7,0,0.875,0,0,0,-
오승택,75736,한화,좌익수,37,7,119 1/3,0,0,27,0,0,1.000,0,0,0,-
권오원,72454,삼성,투수,37,0,48 2/3,1,2,0,7,1,0.875,0,0,0,-
류택현,94228,LG,투수,37,0,15 1/3,0,0,1,4,0,1.000,0,0,0,-
정보명,73513,롯데,3루수,37,29,261 2/3,5,0,36,58,7,0.949,0,0,0,-
최향남,90687,롯데,투수,37,0,50 1/3,0,0,3,9,0,1.000,0,0,0,-
최영필,97336,한화,투수,36,9,87 2/3,2,1,6,13,0,0.905,0,0,0,-
전준호,94364,우리,투수,36,6,56 1/3,1,0,4,7,1,0.917,0,0,0,-
페타지니,78129,LG,1루수,35,35,290,4,0,289,32,24,0.988,0,0,0,-
김재호,74206,두산,3루수,34,3,91 1/3,1,0,5,16,2,0.955,0,0,0,-
이혜천,98259,두산,투수,34,22,109 1/3,2,0,5,16,1,0.913,0,0,0,-
윤성환,74454,삼성,투수,34,24,135 2/3,0,1,5,17,1,1.000,0,0,0,-
박준수,70349,우리,투수,34,0,27 2/3,0,0,0,1,0,1.000,0,0,0,-
황두성,97423,우리,투수,34,15,104 1/3,2,0,5,9,0,0.875,0,0,0,-
박재홍,96362,SK,중견수,33,16,145 2/3,3,0,35,1,1,0.923,0,0,0,-
김혁민,77748,한화,투수,33,4,65 1/3,0,0,4,7,0,1.000,0,0,0,-
연경흠,76743,한화,좌익수,33,24,198 2/3,0,0,43,2,0,1.000,0,0,0,-
안치용,72161,LG,좌익수,33,27,246 2/3,0,0,55,2,0,1.000,0,0,0,-
나승현,76529,롯데,투수,33,0,42,0,0,1,6,0,1.000,0,0,0,-
진야곱,78257,두산,투수,32,1,32,1,0,2,5,0,0.875,0,0,0,-
송광민,76753,한화,우익수,32,25,172,0,0,56,1,0,1.000,0,0,0,-
유원상,76757,한화,투수,32,21,123 1/3,1,1,8,22,1,0.968,0,0,0,-
허승민,78458,삼성,좌익수,32,1,60 1/3,0,0,15,0,0,1.000,0,0,0,-
김태완,74158,LG,3루수,32,23,195 2/3,3,0,11,45,5,0.949,0,0,0,-
이종열,91015,LG,3루수,32,28,230 2/3,1,0,19,44,5,0.984,0,0,0,-
김일엽,78543,롯데,투수,32,0,48 2/3,0,0,3,12,1,1.000,0,0,0,-
김상훈,70612,KIA,포수,32,27,209 2/3,0,0,143,17,2,1.000,3,37,10,21.3
황재균,76313,우리,3루수,32,14,157 2/3,4,0,13,34,0,0.922,0,0,0,-
송진우,89770,한화,투수,31,25,132 2/3,0,1,5,20,3,1.000,0,0,0,-
심광호,96722,삼성,포수,31,8,131,1,0,101,7,0,0.991,3,24,6,20.0
이상목,90853,삼성,투수,31,21,124 2/3,1,0,3,20,1,0.958,0,0,0,-
이종열,91015,LG,2루수,31,30,208 1/3,2,0,50,75,17,0.984,0,0,0,-
배장호,76540,롯데,투수,31,0,37,1,0,1,9,1,0.909,0,0,0,-
김선빈,78603,KIA,2루수,31,21,166 1/3,2,0,29,63,8,0.979,0,0,0,-
김원섭,71207,KIA,우익수,31,21,186,0,0,48,1,0,1.000,0,0,0,-
나지완,78629,KIA,좌익수,31,23,197,0,0,33,1,0,1.000,0,0,0,-
유재신,76368,우리,2루수,31,20,186 1/3,4,0,59,64,18,0.969,0,0,0,-
권영진,78863,SK,1루수,30,6,102,1,0,90,2,11,0.989,0,0,0,-
조동화,71848,SK,우익수,30,2,82,0,0,13,0,0,1.000,0,0,0,-
고동진,74745,한화,우익수,30,22,198 2/3,0,0,52,1,1,1.000,0,0,0,-
경헌호,70121,LG,투수,30,0,46 2/3,0,0,2,8,0,1.000,0,0,0,-
이승호,70820,SK,투수,29,2,37,0,0,0,6,0,1.000,0,0,0,-
랜들,75230,두산,투수,29,29,150 2/3,1,0,12,25,2,0.974,0,0,0,-
옥스프링,77199,LG,투수,29,28,174 2/3,0,1,6,34,1,1.000,0,0,0,-
이원석,75566,롯데,유격수,29,16,171,2,0,23,56,13,0.975,0,0,0,-
이인구,73563,롯데,중견수,29,26,195 2/3,0,0,57,3,3,1.000,0,0,0,-
봉중근,77147,LG,투수,28,28,186 1/3,3,6,12,36,2,0.941,0,0,0,-
이범석,75635,KIA,투수,28,19,120 1/3,3,0,6,15,2,0.875,0,0,0,-
이종범,93607,KIA,1루수,28,19,171 1/3,2,0,189,13,14,0.990,0,0,0,-
마일영,70329,우리,투수,28,28,173,0,1,11,29,3,1.000,0,0,0,-
김광현,77829,SK,투수,27,27,162,5,0,7,28,0,0.875,0,0,0,-
송은범,73801,SK,투수,27,21,114 2/3,2,1,6,18,0,0.923,0,0,0,-
채병용,71845,SK,투수,27,23,136 2/3,1,1,11,17,1,0.966,0,0,0,-
배영수,70425,삼성,투수,27,23,114,0,0,7,21,3,1.000,0,0,0,-
전병호,96411,삼성,투수,27,16,83,1,2,6,17,0,0.958,0,0,0,-
이대호,71564,롯데,1루수,27,22,197 1/3,2,0,204,21,20,0.991,0,0,0,-
최기문,96224,롯데,포수,27,7,98,0,0,71,7,1,1.000,0,9,2,18.2
장원삼,76355,우리,투수,27,27,167 1/3,1,1,8,32,2,0.976,0,0,0,-
레이번,77860,SK,투수,26,26,133 2/3,1,0,6,21,0,0.964,0,0,0,-
류현진,76715,한화,투수,26,26,165 2/3,1,0,2,26,0,0.966,0,0,0,-
조동찬,72466,삼성,3루수,26,16,157,1,0,11,39,2,0.980,0,0,0,-
손민한,97571,롯데,투수,26,26,179,2,0,17,43,7,0.968,0,0,0,-
송승준,77591,롯데,투수,26,26,153 1/3,2,1,7,16,1,0.920,0,0,0,-
장원준,74513,롯데,투수,26,26,155 2/3,1,0,5,27,3,0.970,0,0,0,-
김주형,74605,KIA,3루수,26,18,147 1/3,4,0,8,40,7,0.923,0,0,0,-
문수호,72643,KIA,투수,26,0,11 1/3,0,0,1,3,0,1.000,0,0,0,-
강정호,76325,우리,2루수,26,21,181 2/3,2,0,44,63,15,0.982,0,0,0,-
김수경,98330,우리,투수,26,16,106 2/3,1,0,8,10,0,0.947,0,0,0,-
정민철,92704,한화,투수,25,25,127 1/3,0,0,8,21,0,1.000,0,0,0,-
김창희,97644,삼성,중견수,25,19,146 1/3,0,0,40,0,0,1.000,0,0,0,-
차우찬,76455,삼성,투수,25,0,36 2/3,0,0,0,4,0,1.000,0,0,0,-
김주찬,70410,롯데,좌익수,25,12,113 1/3,0,0,24,1,0,1.000,0,0,0,-
이인구,73563,롯데,좌익수,25,12,128 1/3,0,0,30,3,0,1.000,0,0,0,-
김재걸,95409,삼성,3루수,24,3,82 1/3,2,0,10,22,2,0.941,0,0,0,-
윤석민,75620,KIA,투수,24,23,154 2/3,1,1,12,25,0,0.974,0,0,0,-
진민호,76650,KIA,투수,24,0,11 1/3,0,0,0,0,0,-,0,0,0,-
최경환,70117,KIA,좌익수,24,21,151 1/3,0,0,36,3,0,1.000,0,0,0,-
정수성,97350,우리,중견수,24,12,136 1/3,0,0,37,0,0,1.000,0,0,0,-
이한진,76822,SK,투수,23,2,34,0,0,2,5,1,1.000,0,0,0,-
손지환,97103,삼성,2루수,23,9,89,1,0,14,35,7,0.980,0,0,0,-
전근표,70364,우리,1루수,23,9,113 1/3,1,0,112,10,11,0.992,0,0,0,-
김명제,75255,두산,투수,22,17,112,1,0,5,8,0,0.929,0,0,0,-
전상렬,91465,두산,우익수,22,9,118,0,0,30,2,2,1.000,0,0,0,-
조동찬,72466,삼성,좌익수,22,15,145,0,0,32,1,0,1.000,0,0,0,-
손광민,77532,롯데,우익수,22,16,153 2/3,0,0,34,3,1,1.000,0,0,0,-
나지완,78629,KIA,우익수,22,18,145,0,0,34,0,0,1.000,0,0,0,-
김성현,78353,우리,투수,22,2,38,0,0,3,3,0,1.000,0,0,0,-
정근우,75808,SK,유격수,21,15,127 2/3,1,0,24,53,14,0.987,0,0,0,-
김선우,78232,두산,투수,21,18,102,1,0,6,18,1,0.960,0,0,0,-
전상렬,91465,두산,중견수,21,1,51,1,0,16,0,0,0.941,0,0,0,-
심정수,94204,삼성,좌익수,21,21,160,0,0,29,0,0,1.000,0,0,0,-
김민기,97111,LG,투수,21,0,32,0,1,3,7,0,1.000,0,0,0,-
손광민,77532,롯데,좌익수,21,18,148 1/3,1,0,34,2,1,0.973,0,0,0,-
염종석,92508,롯데,투수,21,0,24 2/3,0,0,2,3,0,1.000,0,0,0,-
이용훈,70434,롯데,투수,21,17,99,0,0,3,13,2,1.000,0,0,0,-
장문석,97126,KIA,투수,21,0,20 2/3,0,0,2,6,0,1.000,0,0,0,-
최희섭,77623,KIA,1루수,21,21,179 1/3,3,0,180,12,17,0.985,0,0,0,-
오선진,78756,한화,2루수,20,5,51,0,0,16,17,1,1.000,0,0,0,-
이승호,99137,LG,투수,20,5,27,2,0,1,2,0,0.600,0,0,0,-
강동우,98420,KIA,좌익수,20,1,44 2/3,0,0,8,0,0,1.000,0,0,0,-
이대진,93626,KIA,투수,20,17,85 2/3,1,0,10,13,2,0.958,0,0,0,-
권도영,73363,우리,좌익수,20,3,49 2/3,0,0,12,1,0,1.000,0,0,0,-
이영욱,73825,SK,투수,19,7,45,1,0,2,2,0,0.800,0,0,0,-
정경배,96441,SK,1루수,19,10,93,0,0,89,6,9,1.000,0,0,0,-
김태완,76746,한화,1루수,19,16,137 1/3,1,0,163,11,24,0.994,0,0,0,-
권오준,99445,삼성,투수,19,0,16 2/3,0,0,0,1,0,1.000,0,0,0,-
박종호,92906,삼성,2루수,19,14,102 2/3,2,0,21,28,8,0.961,0,0,0,-
김사율,99563,롯데,투수,19,0,21 2/3,0,0,2,3,0,1.000,0,0,0,-
김형철,73827,KIA,3루수,19,3,61,0,0,8,21,1,1.000,0,0,0,-
김형철,73827,KIA,2루수,19,4,54,2,0,15,21,8,0.947,0,0,0,-
조재호,72313,우리,우익수,19,7,80 1/3,1,0,20,0,0,0.952,0,0,0,-
조중근,71835,우리,1루수,19,10,93 1/3,0,0,98,8,6,1.000,0,0,0,-
황재균,76313,우리,1루수,19,2,45,3,0,45,5,0,0.943,0,0,0,-
유재웅,72220,두산,중견수,18,8,89 1/3,1,0,27,0,0,0.964,0,0,0,-
이원재,77229,두산,투수,18,8,48,1,0,4,1,0,0.833,0,0,0,-
송광민,76753,한화,1루수,18,0,34,0,0,41,4,5,1.000,0,0,0,-
매클레리,78574,롯데,투수,18,16,101,1,1,14,17,1,0.969,0,0,0,-
강정호,76325,우리,3루수,18,9,93,0,0,7,18,1,1.000,0,0,0,-
다카쓰,78333,우리,투수,18,0,21,0,1,0,3,0,1.000,0,0,0,-
오윤,70312,우리,좌익수,18,4,55,0,0,9,0,0,1.000,0,0,0,-
얀,78853,SK,투수,17,2,29 1/3,0,1,0,6,0,1.000,0,0,0,-
정원석,70240,두산,2루수,17,1,47 2/3,1,0,11,17,6,0.966,0,0,0,-
강봉규,70224,삼성,우익수,17,3,44,0,0,7,1,1,1.000,0,0,0,-
오버뮬러,78435,삼성,투수,17,17,82,1,1,7,6,1,0.929,0,0,0,-
박용근,77104,LG,2루수,17,10,107,1,0,19,29,9,0.980,0,0,0,-
조재호,72313,우리,좌익수,17,7,72,1,0,18,0,0,0.947,0,0,0,-
정경배,96441,SK,2루수,16,10,94 1/3,3,0,19,35,8,0.947,0,0,0,-
오재원,77248,두산,2루수,16,2,43 1/3,3,0,9,16,3,0.893,0,0,0,-
이승학,77257,두산,투수,16,11,59 2/3,2,1,5,6,0,0.846,0,0,0,-
양훈,75750,한화,투수,16,11,65 1/3,0,0,4,11,0,1.000,0,0,0,-
김재현,98776,LG,투수,16,0,5 2/3,0,0,1,1,0,1.000,0,0,0,-
박용근,77104,LG,3루수,16,3,51 1/3,0,0,2,13,0,1.000,0,0,0,-
심수창,74167,LG,투수,16,14,66 1/3,0,0,6,8,2,1.000,0,0,0,-
정의윤,75151,LG,좌익수,16,12,111,1,0,31,1,0,0.970,0,0,0,-
이원석,75566,롯데,3루수,16,8,80 1/3,2,0,6,16,3,0.917,0,0,0,-
서재응,78640,KIA,투수,16,14,79 1/3,0,0,7,6,0,1.000,0,0,0,-
이현곤,72606,KIA,유격수,16,12,108,2,0,19,46,12,0.970,0,0,0,-
박정환,70408,SK,2루수,15,11,87 2/3,0,0,19,21,6,1.000,0,0,0,-
박민석,78243,두산,투수,15,1,27 2/3,0,0,2,3,0,1.000,0,0,0,-
오선진,78756,한화,3루수,15,1,33,1,0,6,10,1,0.941,0,0,0,-
김준호,77156,LG,우익수,15,7,63,0,0,21,1,0,1.000,0,0,0,-
송현우,74160,LG,투수,15,0,17 1/3,0,0,1,1,0,1.000,0,0,0,-
곽정철,75668,KIA,투수,15,3,35 1/3,1,0,1,5,1,0.857,0,0,0,-
김원섭,71207,KIA,중견수,15,13,104 1/3,0,0,41,1,0,1.000,0,0,0,-
채종범,70833,KIA,좌익수,15,8,76,0,0,20,0,0,1.000,0,0,0,-
최상덕,94330,SK,투수,14,0,14,0,0,0,5,0,1.000,0,0,0,-
조정훈,75537,롯데,투수,14,12,80,0,0,8,9,1,1.000,0,0,0,-
김주형,74605,KIA,1루수,14,6,58,0,0,61,6,5,1.000,0,0,0,-
리마,78627,KIA,투수,14,13,69 1/3,1,1,5,8,0,0.929,0,0,0,-
송산,75612,KIA,포수,14,2,51 2/3,0,0,47,3,0,1.000,0,8,2,20.0
강병식,72325,우리,좌익수,14,6,56,0,0,8,0,0,1.000,0,0,0,-
유선정,76322,우리,포수,14,6,46,0,0,30,2,1,1.000,0,4,2,33.3
조재호,72313,우리,중견수,14,7,77 2/3,0,0,20,0,0,1.000,0,0,0,-
민병헌,76249,두산,중견수,13,1,33,0,0,8,1,0,1.000,0,0,0,-
추승우,72139,한화,1루수,13,0,18,0,0,16,1,0,1.000,0,0,0,-
김이슬,77517,롯데,투수,13,0,8,0,0,1,3,0,1.000,0,0,0,-
코르테스,78551,롯데,투수,13,0,12 2/3,0,0,2,4,0,1.000,0,0,0,-
고우석,73629,KIA,투수,13,0,19 2/3,0,0,0,3,0,1.000,0,0,0,-
박경태,76653,KIA,투수,13,0,13,0,0,1,1,0,1.000,0,0,0,-
강병식,72325,우리,1루수,13,5,61 1/3,1,0,66,1,3,0.985,0,0,0,-
강병식,72325,우리,우익수,13,7,65 1/3,0,0,16,0,0,1.000,0,0,0,-
권도영,73363,우리,우익수,13,3,46 2/3,0,0,6,0,0,1.000,0,0,0,-
신철인,70323,우리,투수,13,0,11,0,0,0,3,0,1.000,0,0,0,-
모창민,78813,SK,2루수,12,6,67,2,0,17,27,6,0.957,0,0,0,-
