선수명,ID,팀명,평균자책점,경기,승리,패배,세이브,홀드,승률,이닝,피안타,홈런,볼넷,사구,삼진,실점,자책점,이닝당_출루허용률,완투,완봉,퀄리티스타트,블론세이브,타자수,투구수,피안타율,2루타,3루타,희생번트,희생플라이,고의4구,폭투,보크,선발,선발승,구원승,종료,세이브기회,터프세이브,병살타,땅볼,뜬공,땅볼/뜬공,인플레이타구타율,투구수/경기,투구수/이닝,9이닝당 삼진,9이닝당 볼넷,삼진/볼넷,피출루율,피장타율,피OPS
경헌호,70121,LG,1.04,6,0,1,1,0,0.000,8 2/3,5,1,1,0,5,2,1,0.69,0,0,0,0,32,110,0.161,1,0,0,0,0,0,0,0,0,0,5,1,0,0,6,15,0.40,0.160,18.3,12.7,5.19,1.04,5.00,0.188,0.290,0.478
오승준,71827,LG,1.93,3,0,0,0,0,-,4 2/3,4,0,7,0,3,1,1,2.36,0,0,0,0,24,105,0.235,0,0,0,0,0,0,0,1,0,0,1,0,0,1,4,6,0.67,0.286,35.0,22.5,5.79,13.50,0.43,0.458,0.235,0.693
이승호,99137,LG,2.71,21,9,7,0,0,0.563,129 2/3,111,9,72,3,115,53,39,1.41,1,1,13,0,556,2257,0.234,18,0,5,1,1,6,0,21,9,0,1,0,0,12,118,132,0.89,0.290,107.5,17.4,7.98,5.00,1.60,0.338,0.328,0.666
이동현,71118,LG,2.87,48,1,3,12,5,0.250,53 1/3,46,1,26,1,48,18,17,1.35,0,0,0,0,228,915,0.236,6,3,5,1,3,1,0,0,0,1,26,20,4,3,43,59,0.73,0.306,19.1,17.2,8.10,4.39,1.85,0.327,0.313,0.640
류택현,94228,LG,3.38,85,0,3,1,17,0.000,50 2/3,49,2,22,2,53,22,19,1.40,0,0,0,0,224,910,0.257,12,0,8,1,3,4,0,0,0,0,8,24,0,1,39,51,0.76,0.343,10.7,18.0,9.41,3.91,2.41,0.338,0.351,0.689
성영재,93817,LG,3.46,16,1,0,0,4,1.000,13,14,2,4,0,6,5,5,1.38,0,0,0,0,54,193,0.286,2,0,1,0,1,0,0,0,0,1,2,4,0,3,18,11,1.64,0.293,12.1,14.8,4.15,2.77,1.50,0.340,0.449,0.789
장준관,70135,LG,3.46,12,0,0,0,0,-,13,14,2,8,1,7,7,5,1.69,0,0,0,0,60,217,0.286,2,0,1,1,1,0,0,0,0,0,5,0,0,1,17,12,1.42,0.293,18.1,16.7,4.85,5.54,0.88,0.390,0.449,0.839
송현우,74160,LG,3.60,6,0,0,0,0,-,5,4,0,7,0,0,3,2,2.20,0,0,0,0,24,95,0.250,0,0,1,0,0,0,0,0,0,0,2,0,0,1,9,3,3.00,0.250,15.8,19.0,0.00,12.60,0.00,0.478,0.250,0.728
우규민,73117,LG,3.93,18,2,1,0,1,0.667,18 1/3,16,4,7,0,4,8,8,1.25,0,0,0,0,75,260,0.239,2,0,0,1,1,0,0,0,0,2,4,2,0,4,27,21,1.29,0.200,14.4,14.2,1.96,3.44,0.57,0.307,0.448,0.755
장문석,97126,LG,4.03,28,10,8,1,0,0.556,152,168,15,55,8,75,73,68,1.47,0,0,12,0,657,2596,0.291,36,0,11,5,3,1,0,27,10,0,1,1,0,13,151,189,0.80,0.310,92.7,17.1,4.44,3.26,1.36,0.358,0.431,0.789
