선수명,ID,팀명,평균자책점,경기,승리,패배,세이브,홀드,승률,이닝,피안타,홈런,볼넷,사구,삼진,실점,자책점,이닝당_출루허용률,완투,완봉,퀄리티스타트,블론세이브,타자수,투구수,피안타율,2루타,3루타,희생번트,희생플라이,고의4구,폭투,보크,선발,선발승,구원승,종료,세이브기회,터프세이브,병살타,땅볼,뜬공,땅볼/뜬공,인플레이타구타율,투구수/경기,투구수/이닝,9이닝당 삼진,9이닝당 볼넷,삼진/볼넷,피출루율,피장타율,피OPS
김정후,61962,LG,0.00,2,0,0,0,0,-,1 2/3,1,0,1,0,1,0,0,1.20,0,0,0,0,7,35,0.167,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0.00,0.200,17.5,21.0,5.40,5.40,1.00,0.286,0.167,0.453
이동현,71118,LG,0.00,5,0,0,0,0,-,5,6,0,0,0,5,0,0,1.20,0,0,0,0,20,73,0.300,0,0,0,0,0,0,0,0,0,0,1,1,0,1,4,5,0.80,0.400,14.6,14.6,9.00,0.00,-,0.300,0.300,0.600
이상규,65117,LG,0.00,1,0,0,0,0,-,1/3,0,0,1,1,0,0,0,3.00,0,0,0,0,3,18,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-,0.000,18.0,54.0,0.00,27.00,0.00,0.667,0.000,0.667
고우석,67119,LG,1.52,65,8,2,35,1,0.800,71,47,4,30,4,76,13,12,1.08,0,0,0,4,288,1126,0.187,7,1,2,1,4,2,0,0,0,8,54,40,2,7,49,80,0.61,0.250,17.3,15.9,9.63,3.80,2.53,0.283,0.271,0.554
정찬헌,78148,LG,1.64,13,1,1,6,0,0.500,11,11,0,6,0,11,5,2,1.55,0,0,0,1,49,177,0.262,4,0,1,0,0,0,0,0,0,1,9,7,0,2,11,9,1.22,0.355,13.6,16.1,9.00,4.91,1.83,0.354,0.357,0.711
켈리,69103,LG,2.55,29,14,12,0,0,0.538,180 1/3,164,7,41,16,126,70,51,1.14,0,0,24,0,747,2758,0.243,33,3,5,11,0,12,0,29,14,0,0,0,0,14,206,189,1.09,0.284,95.1,15.3,6.29,2.05,3.07,0.298,0.332,0.630
임지섭,64155,LG,2.70,8,0,0,0,0,-,6 2/3,5,0,8,1,9,4,2,1.95,0,0,0,0,33,144,0.208,0,0,0,0,0,0,0,0,0,0,2,0,0,1,5,5,1.00,0.333,18.0,21.6,12.15,10.80,1.13,0.424,0.208,0.632
윌슨,68135,LG,2.92,30,14,7,0,0,0.667,185,171,7,44,10,137,77,60,1.16,1,0,22,0,763,2746,0.245,27,2,8,2,1,6,0,30,14,0,1,0,0,21,261,132,1.98,0.294,91.5,14.8,6.66,2.14,3.11,0.298,0.319,0.617
진해수,76650,LG,3.43,72,3,1,0,20,0.750,42,44,2,16,2,38,17,16,1.43,0,0,0,2,185,706,0.268,3,3,1,2,0,0,0,0,0,3,5,24,0,4,46,38,1.21,0.333,9.8,16.8,8.14,3.43,2.38,0.337,0.360,0.697
한선태,69111,LG,3.68,6,0,0,0,0,-,7 1/3,6,0,1,1,4,3,3,0.95,0,0,0,0,29,101,0.231,0,0,0,1,0,0,0,0,0,0,2,0,0,1,7,10,0.70,0.261,16.8,13.8,4.91,1.23,4.00,0.276,0.231,0.507
