선수명,ID,팀명,평균자책점,경기,승리,패배,세이브,홀드,승률,이닝,피안타,홈런,볼넷,사구,삼진,실점,자책점,이닝당_출루허용률,완투,완봉,퀄리티스타트,블론세이브,타자수,투구수,피안타율,2루타,3루타,희생번트,희생플라이,고의4구,폭투,보크,선발,선발승,구원승,종료,세이브기회,터프세이브,병살타,땅볼,뜬공,땅볼/뜬공,인플레이타구타율,투구수/경기,투구수/이닝,9이닝당 삼진,9이닝당 볼넷,삼진/볼넷,피출루율,피장타율,피OPS
이영재,61145,LG,-,1,0,0,0,0,-,0,2,1,2,0,0,4,4,-,0,0,0,0,4,22,1.000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-,1.000,22.0,-,-,-,0.00,1.000,2.500,3.500
전인환,79339,LG,0.00,5,0,0,0,0,-,6 1/3,4,0,3,1,5,0,0,1.11,0,0,0,0,26,103,0.182,1,0,0,0,0,1,0,0,0,0,2,0,0,1,7,6,1.17,0.235,20.6,16.3,7.11,4.26,1.67,0.308,0.227,0.535
허프,66138,LG,3.13,13,7,2,0,1,0.778,74 2/3,72,2,9,1,46,34,26,1.08,0,0,6,0,299,1212,0.254,11,2,3,2,0,0,0,11,7,0,0,0,0,6,88,80,1.10,0.294,93.2,16.2,5.54,1.08,5.11,0.277,0.327,0.604
정찬헌,78148,LG,3.38,6,0,0,0,0,-,8,7,0,3,1,4,3,3,1.25,0,0,0,0,34,116,0.250,2,0,2,0,0,2,0,0,0,0,4,0,0,1,11,6,1.83,0.292,19.3,14.5,4.50,3.38,1.33,0.344,0.321,0.665
김지용,60181,LG,3.57,51,3,4,0,17,0.429,63,52,9,18,5,56,25,25,1.11,0,0,0,1,258,1049,0.225,10,1,2,2,3,4,0,0,0,3,9,17,0,3,40,85,0.47,0.256,20.6,16.7,8.00,2.57,3.11,0.293,0.394,0.687
임정우,61891,LG,3.82,67,3,8,28,0,0.273,70 2/3,73,5,36,6,87,31,30,1.54,0,0,0,5,317,1238,0.271,10,2,2,3,4,6,0,0,0,3,54,35,6,7,59,53,1.11,0.378,18.5,17.5,11.08,4.58,2.42,0.366,0.379,0.745
류제국,63111,LG,4.30,29,13,11,0,0,0.542,161 1/3,152,14,70,21,138,83,77,1.38,1,1,14,0,701,2743,0.255,25,0,5,8,0,13,0,29,13,0,1,0,0,16,180,135,1.33,0.305,94.6,17.0,7.70,3.90,1.97,0.349,0.367,0.716
최동환,79140,LG,4.41,26,2,0,1,0,1.000,34 2/3,30,2,15,4,22,18,17,1.30,0,0,0,0,151,587,0.234,5,0,1,3,0,5,0,0,0,2,7,2,0,1,25,54,0.46,0.262,22.6,16.9,5.71,3.89,1.47,0.327,0.320,0.647
진해수,76650,LG,4.67,75,0,4,1,17,0.000,54,57,5,37,2,54,30,28,1.74,0,0,0,2,254,1033,0.273,10,1,4,2,4,1,0,0,0,0,8,18,1,2,59,41,1.44,0.342,13.8,19.1,9.00,6.17,1.46,0.384,0.402,0.786
우규민,73117,LG,4.91,28,6,11,0,1,0.353,132,166,16,36,18,81,89,72,1.53,1,1,11,0,599,2092,0.309,30,0,3,4,1,1,0,24,6,0,1,0,0,14,159,136,1.17,0.337,74.7,15.8,5.52,2.45,2.25,0.369,0.454,0.823
봉중근,77147,LG,4.95,19,1,0,0,2,1.000,36 1/3,41,4,22,2,20,23,20,1.73,0,0,0,2,175,665,0.281,9,0,2,3,0,0,0,5,0,1,0,2,0,2,36,52,0.69,0.296,35.0,18.3,4.95,5.45,0.91,0.376,0.425,0.801
신승현,70839,LG,4.96,49,3,1,1,9,0.750,45 1/3,41,3,24,4,31,26,25,1.43,0,0,0,2,199,746,0.252,9,1,4,4,3,3,0,0,0,3,6,13,1,5,42,53,0.79,0.286,15.2,16.5,6.15,4.76,1.29,0.354,0.374,0.728
소사,62698,LG,5.16,33,10,9,0,0,0.526,199,258,12,38,9,107,121,114,1.49,0,0,17,0,870,3166,0.319,47,8,11,4,2,6,0,33,10,0,0,0,0,21,211,236,0.89,0.355,95.9,15.9,4.84,1.72,2.82,0.355,0.442,0.797
김대현,66145,LG,5.40,1,0,0,0,0,-,1 2/3,3,0,0,1,0,2,1,1.80,0,0,0,0,10,32,0.333,1,0,0,0,0,1,0,0,0,0,1,0,0,0,3,3,1.00,0.333,32.0,19.2,0.00,0.00,-,0.400,0.444,0.844
이동현,71118,LG,5.40,46,4,3,2,5,0.571,43 1/3,54,5,14,3,38,26,26,1.57,0,0,0,2,195,757,0.318,13,0,5,3,3,3,0,0,0,4,9,12,0,5,33,48,0.69,0.377,16.5,17.5,7.89,2.91,2.71,0.374,0.482,0.856
이승현,60146,LG,5.49,38,3,1,0,3,0.750,41,46,5,23,4,29,28,25,1.68,0,0,0,1,191,734,0.289,7,0,5,0,1,1,0,0,0,3,19,5,0,2,38,46,0.83,0.328,19.3,17.9,6.37,5.05,1.26,0.392,0.428,0.820
코프랜드,66154,LG,5.54,13,2,3,0,0,0.400,63 1/3,71,8,42,7,34,53,39,1.78,0,0,5,0,314,1224,0.275,6,1,3,4,0,13,0,13,2,0,0,0,0,9,109,48,2.27,0.286,94.2,19.3,4.83,5.97,0.81,0.386,0.399,0.785
이준형,62463,LG,6.18,25,2,6,0,0,0.250,71 1/3,84,4,45,4,35,54,49,1.81,0,0,0,0,335,1261,0.303,17,1,7,2,1,11,0,13,2,0,2,1,0,10,112,48,2.33,0.333,50.4,17.7,4.42,5.68,0.78,0.405,0.415,0.820
배민관,60105,LG,6.35,2,0,0,0,0,-,5 2/3,5,3,1,0,1,4,4,1.06,0,0,0,0,23,83,0.227,1,0,0,0,0,0,0,0,0,0,2,0,0,0,7,9,0.78,0.111,41.5,14.6,1.59,1.59,1.00,0.261,0.682,0.943
유원상,76757,LG,6.38,19,2,1,0,1,0.667,24,31,3,13,2,15,18,17,1.83,0,0,0,0,115,454,0.326,3,1,2,3,1,2,0,0,0,2,1,0,0,2,19,33,0.58,0.350,23.9,18.9,5.63,4.88,1.15,0.407,0.474,0.881
임찬규,61101,LG,6.51,15,3,3,0,1,0.500,47,46,6,32,6,38,35,34,1.66,0,0,0,0,215,880,0.266,11,1,0,4,0,6,0,10,2,1,2,0,0,3,38,55,0.69,0.301,58.7,18.7,7.28,6.13,1.19,0.391,0.445,0.836
윤지웅,61329,LG,6.55,59,4,2,0,11,0.667,44,48,4,18,4,37,33,32,1.50,0,0,0,1,196,778,0.284,5,1,2,3,2,1,0,0,0,4,5,18,0,4,56,31,1.81,0.336,13.2,17.7,7.57,3.68,2.06,0.361,0.396,0.757
