선수명,ID,팀명,평균자책점,경기,승리,패배,세이브,홀드,승률,이닝,피안타,홈런,볼넷,사구,삼진,실점,자책점,이닝당_출루허용률,완투,완봉,퀄리티스타트,블론세이브,타자수,투구수,피안타율,2루타,3루타,희생번트,희생플라이,고의4구,폭투,보크,선발,선발승,구원승,종료,세이브기회,터프세이브,병살타,땅볼,뜬공,땅볼/뜬공,인플레이타구타율,투구수/경기,투구수/이닝,9이닝당 삼진,9이닝당 볼넷,삼진/볼넷,피출루율,피장타율,피OPS
김기표,76119,LG,0.00,2,0,0,0,0,-,3 1/3,3,0,0,0,1,0,0,0.90,0,0,0,0,14,51,0.214,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,5,1.00,0.231,25.5,15.3,2.70,0.00,-,0.214,0.214,0.428
봉중근,77147,LG,1.33,55,8,1,38,0,0.889,61,44,2,27,3,54,10,9,1.16,0,0,0,3,241,985,0.214,8,0,5,0,3,3,0,0,0,8,50,41,9,10,64,44,1.45,0.280,17.9,16.1,7.97,3.98,2.00,0.314,0.282,0.596
김효남,76454,LG,2.70,3,0,0,0,0,-,3 1/3,1,0,1,0,2,1,1,0.60,0,0,0,0,11,42,0.100,1,0,0,0,0,0,0,0,0,0,3,0,0,1,4,3,1.33,0.125,14.0,12.6,5.40,2.70,2.00,0.182,0.200,0.382
김선규,75852,LG,2.79,29,2,1,0,3,0.667,29,31,2,8,5,9,10,9,1.34,0,0,0,1,121,443,0.287,3,1,0,0,3,2,0,0,0,2,9,4,0,10,45,23,1.96,0.299,15.3,15.3,2.79,2.48,1.13,0.364,0.389,0.753
이동현,71118,LG,3.00,64,6,3,1,25,0.667,72,70,4,25,3,53,29,24,1.32,0,0,0,3,302,1260,0.262,8,2,6,1,3,1,0,0,0,6,5,25,0,14,79,66,1.20,0.313,19.7,17.5,6.63,3.13,2.12,0.331,0.352,0.683
신재웅,75138,LG,3.05,18,4,4,0,0,0.500,56,52,4,18,3,21,21,19,1.25,0,0,3,0,227,883,0.256,13,1,2,1,1,1,1,10,3,1,2,0,0,4,58,73,0.79,0.268,49.1,15.8,3.38,2.89,1.17,0.324,0.389,0.713
리즈,61158,LG,3.06,32,10,13,0,0,0.435,202 2/3,153,11,88,20,188,78,69,1.19,2,1,22,0,837,3214,0.215,23,3,9,7,1,8,0,32,10,0,2,0,0,22,199,180,1.11,0.273,100.4,15.9,8.35,3.91,2.14,0.315,0.302,0.617
류택현,94228,LG,3.07,58,0,0,0,16,-,29 1/3,31,2,6,2,23,10,10,1.26,0,0,0,0,125,496,0.277,2,0,1,4,1,1,0,0,0,0,3,16,0,1,23,39,0.59,0.319,8.6,16.9,7.06,1.84,3.83,0.315,0.348,0.663
이상열,96720,LG,3.27,64,2,3,0,13,0.400,33,43,1,12,3,22,15,12,1.67,0,0,0,1,152,567,0.323,11,1,4,0,3,1,0,0,0,2,4,13,0,3,38,30,1.27,0.382,8.9,17.2,6.00,3.27,1.83,0.392,0.444,0.836
정현욱,96462,LG,3.78,54,2,5,2,16,0.286,47 2/3,55,4,25,1,31,23,20,1.68,0,0,0,3,220,856,0.291,9,0,4,1,3,3,0,0,0,2,9,22,1,2,55,49,1.12,0.329,15.9,18.0,5.85,4.72,1.24,0.375,0.402,0.777
류제국,63111,LG,3.87,20,12,2,0,0,0.857,111 2/3,109,11,50,9,88,50,48,1.42,0,0,8,0,485,1955,0.261,14,3,5,4,1,7,1,20,12,0,0,0,0,15,113,111,1.02,0.304,97.8,17.5,7.09,4.03,1.76,0.350,0.388,0.738
우규민,73117,LG,3.91,30,10,8,0,2,0.556,147 1/3,162,5,31,12,92,67,64,1.31,1,1,9,0,635,2324,0.279,25,6,6,5,2,2,0,25,10,0,1,1,0,10,186,146,1.27,0.321,77.5,15.8,5.62,1.89,2.97,0.326,0.368,0.694
신정락,60140,LG,4.26,26,9,5,0,0,0.643,122 2/3,128,8,30,16,82,62,58,1.29,0,0,7,0,525,1920,0.275,17,3,5,8,1,1,0,21,7,2,3,0,0,11,154,110,1.40,0.313,73.8,15.7,6.02,2.20,2.73,0.335,0.376,0.711
임정우,61891,LG,4.47,46,2,1,0,3,0.667,50 1/3,41,3,24,3,39,26,25,1.29,0,0,0,0,207,782,0.237,4,0,3,4,2,5,0,1,0,2,15,1,0,11,62,35,1.77,0.281,17.0,15.5,6.97,4.29,1.63,0.333,0.312,0.645
최성훈,62146,LG,4.50,4,0,0,0,0,-,2,4,1,0,1,2,1,1,2.00,0,0,0,0,12,47,0.364,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4,1,4.00,0.375,11.8,23.5,9.00,0.00,-,0.417,0.636,1.053
임찬규,61101,LG,4.70,17,1,1,0,0,0.500,44,51,7,21,0,45,24,23,1.64,0,0,0,0,201,793,0.290,10,0,3,1,1,3,0,4,1,0,7,0,0,4,27,54,0.50,0.352,46.6,18.0,9.20,4.30,2.14,0.364,0.466,0.830
유원상,76757,LG,4.78,37,2,1,1,8,0.667,37 2/3,48,2,11,2,19,23,20,1.57,0,0,0,0,166,626,0.318,16,0,1,1,2,3,0,0,0,2,11,9,0,9,42,43,0.98,0.351,16.9,16.6,4.54,2.63,1.73,0.370,0.464,0.834
