선수명,ID,팀명,평균자책점,경기,승리,패배,세이브,홀드,승률,이닝,피안타,홈런,볼넷,사구,삼진,실점,자책점,이닝당_출루허용률,완투,완봉,퀄리티스타트,블론세이브,타자수,투구수,피안타율,2루타,3루타,희생번트,희생플라이,고의4구,폭투,보크,선발,선발승,구원승,종료,세이브기회,터프세이브,병살타,땅볼,뜬공,땅볼/뜬공,인플레이타구타율,투구수/경기,투구수/이닝,9이닝당 삼진,9이닝당 볼넷,삼진/볼넷,피출루율,피장타율,피OPS
성동현,68159,LG,0.00,1,1,0,0,0,1.000,1/3,1,0,0,0,0,0,0,3.00,0,0,0,0,2,11,0.500,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.00,0.500,11.0,33.0,0.00,0.00,-,0.500,0.500,1.000
임정우,61891,LG,0.00,2,0,0,0,0,-,2/3,1,0,2,0,1,0,0,4.50,0,0,0,0,5,24,0.333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00,0.500,12.0,36.0,13.50,27.00,0.50,0.600,0.667,1.267
배민관,60105,LG,1.64,8,0,0,0,0,-,11,9,0,4,2,11,2,2,1.18,0,0,0,0,51,209,0.209,3,0,0,2,0,3,0,0,0,0,5,0,0,0,12,13,0.92,0.265,26.1,19.0,9.00,3.27,2.75,0.294,0.279,0.573
윌슨,68135,LG,3.07,26,9,4,0,0,0.692,170,158,11,35,6,149,63,58,1.14,1,1,20,0,689,2632,0.247,23,3,6,3,1,10,1,26,9,0,1,0,0,16,219,116,1.89,0.305,101.2,15.5,7.89,1.85,4.26,0.291,0.344,0.635
소사,62698,LG,3.52,27,9,9,0,0,0.500,181 1/3,192,16,28,4,181,83,71,1.21,1,1,18,0,760,2751,0.267,44,1,2,6,1,6,0,27,9,0,1,0,0,14,158,195,0.81,0.333,101.9,15.2,8.98,1.39,6.46,0.296,0.397,0.693
최성훈,62146,LG,3.78,24,0,0,0,3,-,16 2/3,17,4,9,1,14,7,7,1.56,0,0,0,0,74,270,0.270,4,0,1,0,1,2,0,0,0,0,2,4,0,3,23,9,2.56,0.289,11.3,16.2,7.56,4.86,1.56,0.370,0.524,0.894
윤지웅,61329,LG,4.26,10,0,0,0,0,-,6 1/3,9,0,3,3,4,4,3,1.89,0,0,0,0,33,123,0.333,2,0,0,0,0,0,0,0,0,0,3,0,0,0,10,4,2.50,0.391,12.3,19.4,5.68,4.26,1.33,0.455,0.407,0.862
김영준,68130,LG,4.35,14,2,1,0,0,0.667,20 2/3,19,3,15,3,16,12,10,1.65,0,0,0,0,100,396,0.238,0,0,1,1,0,3,0,2,0,2,5,0,0,1,24,22,1.09,0.258,28.3,19.2,6.97,6.53,1.07,0.374,0.350,0.724
배재준,63145,LG,4.42,16,1,0,0,0,1.000,38 2/3,34,3,20,1,41,24,19,1.40,0,0,1,0,174,726,0.225,11,1,0,2,0,3,0,5,1,0,2,0,0,1,35,43,0.81,0.284,45.4,18.8,9.54,4.66,2.05,0.316,0.371,0.687
최동환,79140,LG,4.62,28,1,0,0,1,1.000,37,33,6,11,3,28,19,19,1.19,0,0,0,0,156,607,0.237,7,0,2,1,0,4,0,0,0,1,5,1,0,3,32,47,0.68,0.255,21.7,16.4,6.81,2.68,2.55,0.305,0.417,0.722
여건욱,79825,LG,4.76,18,0,0,0,0,-,22 2/3,27,1,8,4,15,13,12,1.54,0,0,0,0,103,399,0.314,9,0,1,4,1,3,0,1,0,0,9,0,0,2,17,31,0.55,0.351,22.2,17.6,5.96,3.18,1.88,0.382,0.453,0.835
전인환,79339,LG,4.76,5,0,0,0,0,-,5 2/3,7,0,3,0,4,3,3,1.76,0,0,0,0,25,98,0.318,1,0,0,0,0,0,0,0,0,0,1,0,0,1,3,8,0.38,0.389,19.6,17.3,6.35,4.76,1.33,0.400,0.364,0.764
정찬헌,78148,LG,4.85,66,5,3,27,0,0.625,65,76,5,24,7,50,36,35,1.54,0,0,0,6,299,1105,0.287,14,0,2,1,3,2,0,0,0,5,55,33,6,3,70,70,1.00,0.336,16.7,17.0,6.92,3.32,2.08,0.360,0.396,0.756
김지용,60181,LG,5.36,48,5,6,1,13,0.455,47,52,10,9,2,42,30,28,1.30,0,0,0,6,198,759,0.284,9,1,1,3,1,1,0,0,0,5,11,17,0,4,36,56,0.64,0.313,15.8,16.1,8.04,1.72,4.67,0.320,0.508,0.828
김태형,67122,LG,5.40,2,0,0,0,0,-,1 2/3,2,1,1,0,1,1,1,1.80,0,0,0,0,8,48,0.286,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,1.00,0.200,24.0,28.8,5.40,5.40,1.00,0.375,0.714,1.089
임찬규,61101,LG,5.77,29,11,11,1,0,0.500,146 2/3,195,23,47,13,125,104,94,1.65,0,0,9,0,680,2640,0.321,32,1,7,6,1,6,0,27,11,0,1,0,0,9,152,141,1.08,0.370,91.0,18.0,7.67,2.88,2.66,0.379,0.491,0.870
신정락,60140,LG,5.86,49,3,7,0,5,0.300,50 2/3,59,5,17,6,56,37,33,1.50,0,0,0,0,227,854,0.298,8,0,5,1,0,3,0,1,0,3,8,7,0,7,44,40,1.10,0.391,17.4,16.9,9.95,3.02,3.29,0.369,0.414,0.783
고우석,67119,LG,5.91,56,3,5,0,3,0.375,67,69,10,37,5,44,51,44,1.58,0,0,0,3,312,1182,0.262,12,2,3,4,0,2,1,0,0,3,23,8,0,4,75,79,0.95,0.277,21.1,17.6,5.91,4.97,1.19,0.359,0.437,0.796
차우찬,76455,LG,6.09,29,12,10,0,0,0.545,170,177,27,79,10,136,119,115,1.51,1,0,13,0,762,2956,0.269,36,4,4,10,2,10,0,29,12,0,1,0,0,11,148,208,0.71,0.296,101.9,17.4,7.20,4.18,1.72,0.351,0.458,0.809
진해수,76650,LG,7.21,66,2,3,0,14,0.400,43 2/3,63,7,13,4,37,37,35,1.74,0,0,0,2,210,762,0.335,6,1,4,1,2,1,0,0,0,2,3,19,0,0,44,45,0.98,0.386,11.5,17.5,7.63,2.68,2.85,0.388,0.489,0.877
김대현,66145,LG,7.54,25,2,10,0,0,0.167,105,145,15,48,9,64,95,88,1.84,0,0,3,0,496,1984,0.334,25,5,3,2,0,7,2,21,2,0,0,0,0,14,104,123,0.85,0.364,79.4,18.9,5.49,4.11,1.33,0.410,0.518,0.928
이동현,71118,LG,7.93,36,2,1,0,4,0.667,36 1/3,49,6,7,3,23,35,32,1.54,0,0,0,0,167,568,0.322,10,0,3,2,0,0,0,0,0,2,7,4,0,2,43,39,1.10,0.344,15.8,15.6,5.70,1.73,3.29,0.360,0.507,0.867
손주영,67143,LG,8.49,4,0,2,0,0,0.000,11 2/3,13,0,14,2,7,11,11,2.31,0,0,0,0,62,272,0.283,3,0,0,0,0,1,0,3,0,0,0,0,0,2,14,12,1.17,0.333,68.0,23.3,5.40,10.80,0.50,0.468,0.348,0.816
문광은,60845,LG,12.15,6,0,1,0,0,0.000,6 2/3,11,3,5,0,5,9,9,2.40,0,0,0,0,35,132,0.379,1,0,0,1,0,0,0,0,0,0,0,0,0,1,8,6,1.33,0.364,22.0,19.8,6.75,6.75,1.00,0.457,0.724,1.181
임지섭,64155,LG,25.07,2,0,2,0,0,0.000,4 2/3,11,3,7,0,4,13,13,3.86,0,0,0,0,32,134,0.440,2,0,0,0,0,3,0,2,0,0,0,0,0,0,5,5,1.00,0.444,67.0,28.7,7.71,13.50,0.57,0.563,0.880,1.443
김태형,62918,LG,36.00,1,0,0,0,0,-,1,2,0,4,0,0,4,4,6.00,0,0,0,0,8,37,0.500,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0.00,0.500,37.0,37.0,0.00,36.00,0.00,0.750,0.750,1.500
이우찬,61145,LG,54.00,3,0,0,0,0,-,2/3,3,0,3,1,0,4,4,9.00,0,0,0,0,9,32,0.600,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1.00,0.600,10.7,48.0,0.00,40.50,0.00,0.778,1.000,1.778
