선수명,ID,팀명,평균자책점,경기,승리,패배,세이브,홀드,승률,이닝,피안타,홈런,볼넷,사구,삼진,실점,자책점,이닝당_출루허용률,완투,완봉,퀄리티스타트,블론세이브,타자수,투구수,피안타율,2루타,3루타,희생번트,희생플라이,고의4구,폭투,보크,선발,선발승,구원승,종료,세이브기회,터프세이브,병살타,땅볼,뜬공,땅볼/뜬공,인플레이타구타율,투구수/경기,투구수/이닝,9이닝당 삼진,9이닝당 볼넷,삼진/볼넷,피출루율,피장타율,피OPS
이대진,93626,LG,0.00,2,0,0,0,0,-,1,0,0,2,0,1,0,0,2.00,0,0,0,0,5,23,0.000,0,0,0,0,0,2,0,0,0,0,2,0,0,0,1,1,1.00,0.000,11.5,23.0,9.00,18.00,0.50,0.400,0.000,0.400
신정락,60140,LG,1.02,11,0,0,0,1,-,17 2/3,12,0,8,1,19,4,2,1.13,0,0,0,0,74,309,0.188,4,0,1,0,0,2,0,0,0,0,0,0,0,1,17,16,1.06,0.267,28.1,17.5,9.68,4.08,2.38,0.288,0.250,0.538
오상민,97815,LG,1.80,11,0,0,0,1,-,5,4,0,1,0,3,1,1,1.00,0,0,0,0,20,67,0.222,1,0,1,0,0,0,0,0,0,0,0,2,0,0,8,3,2.67,0.267,6.1,13.4,5.40,1.80,3.00,0.263,0.278,0.541
송신영,99314,LG,2.24,62,3,3,19,7,0.500,72 1/3,67,4,20,5,57,19,18,1.20,0,0,0,4,302,1215,0.249,6,0,5,3,4,4,0,0,0,3,29,32,2,4,63,85,0.74,0.299,19.6,16.8,7.09,2.49,2.85,0.310,0.316,0.626
한희,79138,LG,2.27,47,2,1,0,7,0.667,67 1/3,47,3,22,7,51,19,17,1.02,0,0,0,0,275,1062,0.198,6,1,3,6,1,2,0,0,0,2,13,6,0,2,50,95,0.53,0.233,22.6,15.8,6.82,2.94,2.32,0.279,0.270,0.549
경헌호,70121,LG,2.57,4,0,0,0,0,-,7,4,0,0,1,1,3,2,0.57,0,0,0,0,26,83,0.160,0,0,0,0,0,0,0,0,0,0,2,0,0,0,8,12,0.67,0.167,20.8,11.9,1.29,0.00,-,0.192,0.160,0.352
최성민,79137,LG,3.38,18,2,1,0,1,0.667,21 1/3,18,0,23,3,12,8,8,1.92,0,0,0,0,103,408,0.234,2,0,0,0,2,2,0,0,0,2,2,0,0,3,39,8,4.88,0.277,22.7,19.1,5.06,9.70,0.52,0.427,0.260,0.687
주키치,61154,LG,3.60,32,10,8,1,0,0.556,187 2/3,174,9,53,1,150,86,75,1.21,1,1,14,0,773,2897,0.250,37,2,19,5,2,7,3,31,10,0,2,1,0,14,206,170,1.21,0.305,90.5,15.4,7.19,2.54,2.83,0.302,0.348,0.650
양승진,76759,LG,3.86,5,0,0,0,0,-,2 1/3,2,0,5,0,3,1,1,3.00,0,0,0,0,14,56,0.222,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0.33,0.333,11.2,24.0,11.57,19.29,0.60,0.500,0.222,0.722
리즈,61158,LG,3.88,30,11,13,0,0,0.458,164 2/3,149,11,84,15,122,79,71,1.41,1,0,16,0,719,2806,0.248,32,5,16,4,0,8,1,28,11,0,2,0,0,16,156,177,0.88,0.293,93.5,17.0,6.67,4.59,1.45,0.353,0.373,0.726
이상열,96720,LG,3.89,77,0,6,3,18,0.000,44,45,2,12,1,27,23,19,1.30,0,0,0,5,187,711,0.262,6,2,1,1,1,1,0,0,0,0,6,31,0,3,56,45,1.24,0.299,9.2,16.2,5.52,2.45,2.25,0.312,0.355,0.667
이범준,78119,LG,3.91,12,0,0,0,0,-,23,21,0,11,1,12,13,10,1.39,0,0,0,0,98,362,0.250,6,1,2,0,0,1,0,0,0,0,5,0,0,5,23,28,0.82,0.292,30.2,15.7,4.70,4.30,1.09,0.344,0.345,0.689
박현준,79817,LG,4.18,29,13,10,0,0,0.565,163 2/3,153,13,68,11,137,88,76,1.35,0,0,14,0,711,2680,0.250,22,5,18,2,1,4,1,27,12,1,1,0,0,17,167,157,1.06,0.302,92.4,16.4,7.53,3.74,2.01,0.335,0.366,0.701
김선규,75852,LG,4.19,61,3,0,1,13,1.000,66 2/3,66,4,22,6,28,34,31,1.32,0,0,0,1,287,1021,0.263,7,4,4,4,4,2,0,0,0,3,11,16,0,7,104,57,1.82,0.278,16.7,15.3,3.78,2.97,1.27,0.332,0.371,0.703
임찬규,61101,LG,4.46,65,9,6,7,0,0.600,82 2/3,73,8,61,1,62,45,41,1.62,0,0,0,2,375,1537,0.237,10,3,5,0,3,7,0,2,0,9,30,11,3,4,62,111,0.56,0.273,23.6,18.6,6.75,6.64,1.02,0.365,0.367,0.732
김광삼,99152,LG,4.74,22,4,5,0,0,0.444,93,108,8,41,4,41,58,49,1.60,0,0,5,0,416,1550,0.299,19,0,5,5,0,4,0,19,4,0,1,0,0,13,112,105,1.07,0.315,70.5,16.7,3.97,3.97,1.00,0.372,0.418,0.790
봉중근,77147,LG,4.96,4,1,2,0,0,0.333,16 1/3,13,1,9,5,7,9,9,1.35,0,0,1,0,75,286,0.228,2,1,3,1,0,0,1,3,1,0,0,0,0,0,18,20,0.90,0.240,71.5,17.5,3.86,4.96,0.78,0.375,0.351,0.726
이대환,72333,LG,5.06,16,0,1,0,0,0.000,21 1/3,25,2,6,2,15,12,12,1.45,0,0,0,0,98,316,0.281,2,0,1,0,2,0,0,0,0,0,14,0,0,2,25,24,1.04,0.319,19.8,14.8,6.33,2.53,2.50,0.340,0.371,0.711
김성현,78353,LG,5.43,25,4,9,0,0,0.308,117 2/3,128,10,67,2,68,75,71,1.66,0,0,9,0,528,2020,0.288,23,2,10,5,0,15,1,25,4,0,0,0,0,14,143,110,1.30,0.318,80.8,17.2,5.20,5.12,1.01,0.380,0.417,0.797
이동현,71118,LG,6.27,38,1,1,2,7,0.500,33,39,3,22,3,30,29,23,1.85,0,0,0,3,159,615,0.295,10,1,2,0,1,3,0,0,0,1,10,15,0,5,24,39,0.62,0.364,16.2,18.6,8.18,6.00,1.36,0.408,0.455,0.863
유원상,76757,LG,6.29,34,1,5,0,3,0.167,63,75,10,20,2,44,46,44,1.51,0,0,0,1,279,1073,0.302,15,0,7,2,0,4,0,4,0,1,11,2,0,3,59,72,0.82,0.332,31.6,17.0,6.29,2.86,2.20,0.357,0.484,0.841
최인영,61185,LG,11.57,2,0,0,0,0,-,2 1/3,4,0,2,0,1,3,3,2.57,0,0,0,0,13,52,0.400,1,1,0,1,0,0,0,0,0,0,2,0,0,0,2,4,0.50,0.400,26.0,22.3,3.86,7.71,0.50,0.462,0.700,1.162
김기표,76119,LG,12.60,3,0,0,0,0,-,5,11,1,1,0,2,7,7,2.40,0,0,0,0,26,92,0.440,2,1,0,0,0,0,0,0,0,0,1,0,0,2,7,5,1.40,0.455,30.7,18.4,3.60,1.80,2.00,0.462,0.720,1.182
박동욱,74363,LG,81.00,1,0,0,0,0,-,1/3,3,0,2,0,0,4,3,15.00,0,0,0,0,7,24,0.600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.00,0.600,24.0,72.0,0.00,54.00,0.00,0.714,0.600,1.314
