선수명,ID,팀명,평균자책점,경기,승리,패배,세이브,홀드,승률,이닝,피안타,홈런,볼넷,사구,삼진,실점,자책점,이닝당_출루허용률,완투,완봉,퀄리티스타트,블론세이브,타자수,투구수,피안타율,2루타,3루타,희생번트,희생플라이,고의4구,폭투,보크,선발,선발승,구원승,종료,세이브기회,터프세이브,병살타,땅볼,뜬공,땅볼/뜬공,인플레이타구타율,투구수/경기,투구수/이닝,9이닝당 삼진,9이닝당 볼넷,삼진/볼넷,피출루율,피장타율,피OPS
황덕균,72261,NC,-,1,0,0,0,0,-,0,1,0,1,1,0,2,2,-,0,0,0,0,3,19,1.000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-,1.000,19.0,-,-,-,0.00,1.000,1.000,2.000
손정욱,63914,NC,1.77,32,0,1,0,1,0.000,20 1/3,15,2,9,2,10,5,4,1.18,0,0,0,0,83,292,0.227,0,0,4,2,1,0,1,0,0,0,6,2,0,1,17,26,0.65,0.232,9.1,14.4,4.43,3.98,1.11,0.329,0.318,0.647
찰리,63939,NC,2.48,29,11,7,0,0,0.611,189,175,6,60,14,116,60,52,1.24,0,0,23,0,790,2988,0.255,28,0,21,10,1,6,0,29,11,0,0,0,0,21,223,181,1.23,0.295,103.0,15.8,5.52,2.86,1.93,0.324,0.323,0.647
문수호,72643,NC,2.57,11,0,0,0,4,-,7,8,0,2,1,6,3,2,1.43,0,0,0,0,32,118,0.286,1,0,1,0,0,0,0,0,0,0,2,4,0,0,4,10,0.40,0.364,10.7,16.9,7.71,2.57,3.00,0.355,0.321,0.676
이재학,60263,NC,2.88,27,10,5,1,0,0.667,156,123,12,59,14,144,53,50,1.17,2,1,17,0,646,2543,0.221,21,3,9,8,2,2,0,24,10,0,4,0,0,14,153,144,1.06,0.272,94.2,16.3,8.31,3.40,2.44,0.308,0.335,0.643
손민한,97571,NC,3.43,28,5,6,9,3,0.455,60 1/3,56,4,23,3,22,24,23,1.31,0,0,2,2,250,907,0.257,4,1,6,0,4,1,0,6,3,2,16,14,1,6,69,71,0.97,0.271,32.4,15.0,3.28,3.43,0.96,0.336,0.339,0.675
에릭,63938,NC,3.63,27,4,11,0,0,0.267,178 1/3,163,12,50,17,127,83,72,1.19,3,0,16,0,744,2714,0.245,24,1,8,5,0,5,0,26,4,0,4,0,0,16,247,132,1.87,0.285,100.5,15.2,6.41,2.52,2.54,0.313,0.339,0.652
임창민,78352,NC,3.76,54,6,6,4,9,0.500,64 2/3,41,10,32,2,63,29,27,1.13,0,0,0,5,264,1069,0.186,10,1,6,2,3,6,0,0,0,6,17,18,0,3,46,73,0.63,0.207,19.8,16.5,8.77,4.45,1.97,0.292,0.376,0.668
정진,62941,NC,3.86,5,0,0,0,0,-,7,6,0,3,0,5,4,3,1.29,0,0,0,0,30,134,0.231,1,0,0,1,0,3,0,0,0,0,5,0,0,0,8,8,1.00,0.273,26.8,19.1,6.43,3.86,1.67,0.300,0.269,0.569
아담,63940,NC,4.12,17,4,8,0,0,0.333,91 2/3,93,12,27,1,70,48,42,1.31,0,0,8,0,383,1539,0.272,15,1,10,3,0,4,2,16,4,0,0,0,0,2,75,107,0.70,0.308,90.5,16.8,6.87,2.65,2.59,0.324,0.427,0.751
