선수명,ID,팀명,평균자책점,경기,승리,패배,세이브,홀드,승률,이닝,피안타,홈런,볼넷,사구,삼진,실점,자책점,이닝당_출루허용률,완투,완봉,퀄리티스타트,블론세이브,타자수,투구수,피안타율,2루타,3루타,희생번트,희생플라이,고의4구,폭투,보크,선발,선발승,구원승,종료,세이브기회,터프세이브,병살타,땅볼,뜬공,땅볼/뜬공,인플레이타구타율,투구수/경기,투구수/이닝,9이닝당 삼진,9이닝당 볼넷,삼진/볼넷,피출루율,피장타율,피OPS
류재인,65908,NC,0.00,1,0,0,0,0,-,2/3,1,0,0,0,0,0,0,1.50,0,0,0,0,3,11,0.333,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1.00,0.333,11.0,16.5,0.00,0.00,-,0.333,0.333,0.666
이형범,62951,NC,3.07,14,1,2,0,0,0.333,29 1/3,26,2,13,5,14,12,10,1.33,0,0,1,0,126,489,0.245,4,1,0,2,0,4,0,4,1,0,5,0,0,7,42,26,1.62,0.261,34.9,16.7,4.30,3.99,1.08,0.349,0.358,0.707
해커,63938,NC,3.42,26,12,7,0,0,0.632,160 1/3,159,14,29,14,97,64,61,1.17,1,0,15,0,672,2424,0.259,19,2,14,2,1,6,2,26,12,0,1,0,0,17,191,168,1.14,0.288,93.2,15.1,5.44,1.63,3.34,0.307,0.365,0.672
김진성,75867,NC,3.61,69,10,6,0,15,0.625,89 2/3,72,13,27,2,98,38,36,1.10,0,0,0,2,361,1405,0.220,9,0,1,3,3,11,0,0,0,10,3,16,0,8,63,98,0.64,0.268,20.4,15.7,9.84,2.71,3.63,0.281,0.366,0.647
맨쉽,67948,NC,3.67,21,12,4,0,0,0.750,112 2/3,112,7,33,7,86,51,46,1.29,0,0,12,0,478,1898,0.260,17,0,6,0,0,5,1,21,12,0,0,0,0,12,117,116,1.01,0.311,90.4,16.8,6.87,2.64,2.61,0.323,0.348,0.671
임창민,78352,NC,3.68,60,4,3,29,0,0.571,66,60,10,23,1,62,27,27,1.26,0,0,0,6,272,1077,0.246,12,0,3,1,2,4,0,0,0,4,49,35,2,6,56,67,0.84,0.289,18.0,16.3,8.45,3.14,2.70,0.312,0.418,0.730
이민호,62929,NC,4.06,60,5,1,3,6,0.833,88 2/3,88,10,30,8,86,46,40,1.33,0,0,0,1,388,1563,0.258,21,2,4,5,4,5,0,3,1,4,16,9,0,5,74,98,0.76,0.312,26.1,17.6,8.73,3.05,2.87,0.328,0.419,0.747
원종현,76118,NC,4.39,68,3,6,0,22,0.333,80,86,4,19,7,69,44,39,1.31,0,0,0,0,346,1322,0.273,11,2,2,2,1,5,0,0,0,3,6,25,0,8,109,53,2.06,0.336,19.4,16.5,7.76,2.14,3.63,0.327,0.359,0.686
강윤구,79358,NC,4.45,36,2,1,0,0,0.667,54 2/3,57,14,24,2,51,30,27,1.48,0,0,0,0,245,960,0.264,10,0,1,2,0,4,0,5,0,2,7,0,0,1,47,63,0.75,0.281,26.7,17.6,8.40,3.95,2.13,0.340,0.505,0.845
임정호,63959,NC,4.45,59,1,0,0,7,1.000,30 1/3,30,3,14,2,33,19,15,1.45,0,0,0,0,134,615,0.256,3,0,0,1,0,1,0,0,0,1,7,10,0,4,29,26,1.12,0.329,10.4,20.3,9.79,4.15,2.36,0.343,0.359,0.702
장현식,63950,NC,5.29,31,9,9,0,0,0.500,134 1/3,139,18,66,5,120,86,79,1.53,0,0,8,0,600,2488,0.268,28,0,6,4,0,15,0,22,7,2,3,0,0,10,122,142,0.86,0.314,80.3,18.5,8.04,4.42,1.82,0.354,0.426,0.780
구창모,65933,NC,5.32,31,7,10,0,0,0.412,115,138,18,50,5,118,80,68,1.63,0,0,3,1,524,2174,0.299,20,1,6,1,1,9,0,25,7,0,3,1,0,10,102,105,0.97,0.367,70.1,18.9,9.23,3.91,2.36,0.373,0.463,0.836
윤수호,65064,NC,5.36,40,2,1,0,1,0.667,47,41,3,30,4,42,31,28,1.51,0,0,0,0,213,873,0.234,5,1,2,2,0,2,0,0,0,2,18,3,0,4,48,46,1.04,0.288,21.8,18.6,8.04,5.74,1.40,0.355,0.326,0.681
이재학,60263,NC,5.67,28,5,7,0,0,0.417,119,142,22,41,13,117,88,75,1.54,0,0,7,0,546,2088,0.295,22,0,10,1,0,6,0,23,5,0,3,0,0,5,114,109,1.05,0.350,74.6,17.5,8.85,3.10,2.85,0.366,0.478,0.844
민태호,78366,NC,6.23,7,0,0,0,0,-,8 2/3,10,1,3,2,7,6,6,1.50,0,0,0,0,39,152,0.294,2,0,0,0,0,1,0,0,0,0,2,1,0,2,13,4,3.25,0.346,21.7,17.5,7.27,3.12,2.33,0.385,0.441,0.826
정수민,66960,NC,6.75,15,1,1,0,0,0.500,28,31,7,16,1,28,21,21,1.68,0,0,0,1,128,502,0.282,5,0,1,0,0,2,0,1,0,1,5,1,0,4,28,23,1.22,0.320,33.5,17.9,9.00,5.14,1.75,0.378,0.518,0.896
최금강,62966,NC,7.33,39,5,3,0,0,0.625,89 2/3,111,15,34,12,51,79,73,1.62,0,0,2,0,418,1535,0.305,16,0,6,2,0,12,0,13,5,0,9,1,0,9,106,98,1.08,0.320,39.4,17.1,5.12,3.41,1.50,0.381,0.473,0.854
배재환,64995,NC,9.00,3,0,1,0,0,0.000,8,13,4,6,0,4,8,8,2.38,0,0,0,0,41,169,0.382,1,0,1,0,0,0,0,1,0,0,0,0,0,2,11,6,1.83,0.346,56.3,21.1,4.50,6.75,0.67,0.475,0.765,1.240
최성영,66920,NC,9.53,7,0,0,0,0,-,11 1/3,17,4,7,2,8,12,12,2.12,0,0,0,0,57,246,0.354,3,0,0,0,0,1,0,0,0,0,5,0,0,1,8,15,0.53,0.361,35.1,21.7,6.35,5.56,1.14,0.456,0.667,1.123
