선수명,ID,팀명,평균자책점,경기,승리,패배,세이브,홀드,승률,이닝,피안타,홈런,볼넷,사구,삼진,실점,자책점,이닝당_출루허용률,완투,완봉,퀄리티스타트,블론세이브,타자수,투구수,피안타율,2루타,3루타,희생번트,희생플라이,고의4구,폭투,보크,선발,선발승,구원승,종료,세이브기회,터프세이브,병살타,땅볼,뜬공,땅볼/뜬공,인플레이타구타율,투구수/경기,투구수/이닝,9이닝당 삼진,9이닝당 볼넷,삼진/볼넷,피출루율,피장타율,피OPS
문수호,72643,NC,-,2,0,0,0,0,-,0,1,0,1,0,0,1,1,-,0,0,0,0,2,9,1.000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-,1.000,4.5,-,-,-,0.00,1.000,1.000,2.000
스튜어트,65931,NC,2.68,19,8,2,0,0,0.800,117 2/3,116,7,26,6,109,37,35,1.21,0,0,10,0,488,1899,0.259,16,1,4,4,0,4,1,19,8,0,0,0,0,11,123,104,1.18,0.324,99.9,16.1,8.34,1.99,4.19,0.306,0.346,0.652
해커,63938,NC,3.13,31,19,5,0,0,0.792,204,174,14,36,25,164,81,71,1.03,1,0,25,0,833,3075,0.232,34,0,14,7,1,6,0,31,19,0,1,0,0,18,230,189,1.22,0.276,99.2,15.1,7.24,1.59,4.56,0.287,0.333,0.620
박진우,63991,NC,3.14,11,1,1,0,0,0.500,14 1/3,19,1,2,1,8,5,5,1.47,0,0,0,0,62,234,0.328,4,0,1,0,0,0,0,0,0,1,7,0,0,3,18,13,1.38,0.367,21.3,16.3,5.02,1.26,4.00,0.361,0.448,0.809
이태양,61323,NC,3.67,29,10,5,0,0,0.667,137 1/3,141,19,40,19,113,59,56,1.32,0,0,7,0,591,2392,0.270,27,2,5,5,1,0,1,25,10,0,1,0,0,11,137,136,1.01,0.309,82.5,17.4,7.41,2.62,2.83,0.341,0.439,0.780
최금강,62966,NC,3.71,78,6,5,1,14,0.545,89 2/3,77,11,37,11,61,40,37,1.27,0,0,0,1,384,1503,0.234,12,1,6,1,2,12,0,0,0,6,10,18,0,9,107,85,1.26,0.256,19.3,16.8,6.12,3.71,1.65,0.331,0.377,0.708
고창성,78248,NC,3.72,6,0,0,0,0,-,9 2/3,11,1,4,2,3,4,4,1.55,0,0,0,0,47,169,0.268,3,0,0,0,0,1,0,0,0,0,2,0,0,0,16,11,1.45,0.270,28.2,17.5,2.79,3.72,0.75,0.362,0.415,0.777
임정호,63959,NC,3.75,80,1,2,0,14,0.333,48,31,2,27,5,54,21,20,1.21,0,0,0,0,200,810,0.193,3,0,4,3,1,3,0,0,0,1,3,23,0,3,45,34,1.32,0.269,10.1,16.9,10.13,5.06,2.00,0.321,0.248,0.569
임창민,78352,NC,3.80,61,1,5,31,0,0.167,64,57,7,21,1,72,28,27,1.22,0,0,0,4,266,1123,0.246,5,2,8,4,2,3,0,0,0,1,49,35,6,3,54,53,1.02,0.318,18.4,17.5,10.13,2.95,3.43,0.306,0.375,0.681
이재학,60263,NC,4.10,29,10,8,0,1,0.556,125,115,17,58,9,116,58,57,1.38,0,0,5,0,545,2164,0.244,15,1,6,1,1,5,0,23,8,2,0,1,0,11,121,120,1.01,0.289,74.6,17.3,8.35,4.18,2.00,0.338,0.389,0.727
김진성,75867,NC,4.50,59,3,4,5,12,0.429,66,59,14,18,1,70,35,33,1.17,0,0,0,3,271,1138,0.241,9,1,4,3,0,2,0,0,0,3,12,20,0,3,44,75,0.59,0.274,19.3,17.2,9.55,2.45,3.89,0.292,0.457,0.749
박명환,96251,NC,4.85,11,1,1,0,0,0.500,26,36,6,5,3,15,14,14,1.58,0,0,1,0,118,436,0.330,5,0,0,1,0,2,0,4,1,0,4,0,0,4,30,29,1.03,0.337,39.6,16.8,5.19,1.73,3.00,0.373,0.541,0.914
손민한,97571,NC,4.89,26,11,6,0,0,0.647,105,122,8,15,5,50,65,57,1.30,0,0,5,0,444,1596,0.295,22,1,4,6,0,3,0,19,10,1,2,0,0,13,141,107,1.32,0.315,61.4,15.2,4.29,1.29,3.33,0.323,0.411,0.734
민성기,78366,NC,4.91,21,1,0,0,0,1.000,25 2/3,28,2,23,4,21,17,14,1.99,0,0,0,0,128,558,0.280,6,0,0,1,1,1,0,0,0,1,10,0,0,5,32,20,1.60,0.333,26.6,21.7,7.36,8.06,0.91,0.430,0.400,0.830
이민호,62929,NC,5.06,64,6,5,0,10,0.545,96,103,15,41,6,103,62,54,1.50,0,0,1,3,436,1735,0.279,23,5,14,6,3,8,1,6,3,3,15,14,0,5,68,101,0.67,0.342,27.1,18.1,9.66,3.84,2.51,0.355,0.491,0.846
이혜천,98259,NC,5.19,29,0,0,0,3,-,17 1/3,15,3,7,2,10,11,10,1.27,0,0,0,0,74,286,0.242,2,0,1,2,0,1,0,0,0,0,10,3,0,1,24,15,1.60,0.235,9.9,16.5,5.19,3.63,1.43,0.329,0.419,0.748
강장산,64907,NC,5.61,20,0,0,0,0,-,25 2/3,27,3,15,3,9,17,16,1.64,0,0,0,0,121,454,0.267,7,0,1,1,1,4,0,0,0,0,9,0,0,2,30,36,0.83,0.267,22.7,17.7,3.16,5.26,0.60,0.375,0.426,0.801
찰리,63939,NC,5.74,12,4,5,0,0,0.444,53 1/3,67,8,19,7,29,39,34,1.61,0,0,1,0,245,948,0.319,14,1,6,3,0,1,0,12,4,0,0,0,0,4,61,56,1.09,0.335,79.0,17.8,4.89,3.21,1.53,0.389,0.510,0.899
손정욱,63914,NC,6.56,20,1,0,0,0,1.000,23 1/3,37,3,9,0,17,17,17,1.97,0,0,0,0,112,430,0.366,8,0,1,1,0,0,0,1,0,1,0,0,0,4,18,30,0.60,0.415,21.5,18.4,6.56,3.47,1.89,0.414,0.535,0.949
장현식,63950,NC,9.00,2,0,0,0,0,-,2,3,0,2,0,3,2,2,2.50,0,0,0,0,11,45,0.333,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,2,0.50,0.500,22.5,22.5,13.50,9.00,1.50,0.455,0.333,0.788
노성호,62920,NC,10.65,17,1,2,0,0,0.333,23 2/3,33,8,23,0,25,28,28,2.37,0,0,0,0,122,508,0.337,4,1,0,1,0,4,0,3,0,1,6,0,0,1,15,26,0.58,0.379,29.9,21.5,9.51,8.75,1.09,0.459,0.643,1.102
배재환,64995,NC,18.00,1,0,0,0,0,-,1,1,0,3,0,2,2,2,4.00,0,0,0,0,7,31,0.250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00,0.500,31.0,31.0,18.00,27.00,0.67,0.571,0.250,0.821
이승호,70820,NC,36.00,1,0,1,0,0,0.000,1,3,0,1,0,1,4,4,4.00,0,0,0,0,7,22,0.500,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0.00,0.600,22.0,22.0,9.00,9.00,1.00,0.571,0.667,1.238
윤강민,63936,NC,45.00,2,0,0,0,0,-,1,2,0,3,1,1,5,5,5.00,0,0,0,0,8,41,0.500,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,-,0.667,20.5,41.0,9.00,27.00,0.33,0.750,0.500,1.250
이대환,72333,NC,54.00,1,0,0,0,0,-,1/3,2,0,0,1,0,2,2,6.00,0,0,0,0,4,15,0.667,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-,0.667,15.0,45.0,0.00,0.00,-,0.750,1.333,2.083
