선수명,연도,소속팀명,연봉,WAR,상세url
이승우,2016,KIA,"900,000",,http://www.statiz.co.kr/player.php?name=이승우
필,2016,KIA,"900,000",2.434,http://www.statiz.co.kr/player.php?name=필
김지훈,2016,KIA,"900,000",,http://www.statiz.co.kr/player.php?name=김지훈
백재엽,2016,KIA,"900,000",,http://www.statiz.co.kr/player.php?name=백재엽
김민우,2016,KIA,"900,000",-0.477,http://www.statiz.co.kr/player.php?name=김민우
최용규,2016,KIA,"900,000",,http://www.statiz.co.kr/player.php?name=최용규
서덕원,2016,KIA,"900,000",,http://www.statiz.co.kr/player.php?name=서덕원
신창호,2016,KIA,"900,000",,http://www.statiz.co.kr/player.php?name=신창호
최현정,2016,KIA,"900,000",,http://www.statiz.co.kr/player.php?name=최현정
유창식,2016,KIA,"900,000",-0.094,http://www.statiz.co.kr/player.php?name=유창식
지크,2016,KIA,"900,000",1.543,http://www.statiz.co.kr/player.php?name=지크
이범석,2016,KIA,"900,000",,http://www.statiz.co.kr/player.php?name=이범석
전우엽,2016,KIA,"900,000",,http://www.statiz.co.kr/player.php?name=전우엽
김태영,2016,KIA,"900,000",,http://www.statiz.co.kr/player.php?name=김태영
김준,2016,KIA,"900,000",,http://www.statiz.co.kr/player.php?name=김준
오두철,2016,KIA,"900,000",,http://www.statiz.co.kr/player.php?name=오두철
전현태,2016,KIA,"900,000",,http://www.statiz.co.kr/player.php?name=전현태
헥터,2016,KIA,"170,000",6.644,http://www.statiz.co.kr/player.php?name=헥터
윤석민,2016,KIA,"125,000",0.877,http://www.statiz.co.kr/player.php?name=윤석민
양현종,2016,KIA,"75,000",5.692,http://www.statiz.co.kr/player.php?name=양현종
이범호,2016,KIA,"65,000",4.629,http://www.statiz.co.kr/player.php?name=이범호
임창용,2016,KIA,"50,000",0.847,http://www.statiz.co.kr/player.php?name=임창용
김주찬,2016,KIA,"50,000",4.271,http://www.statiz.co.kr/player.php?name=김주찬
나지완,2016,KIA,"20,000",3.695,http://www.statiz.co.kr/player.php?name=나지완
김병현,2016,KIA,"15,000",,http://www.statiz.co.kr/player.php?name=김병현
김원섭,2016,KIA,"15,000",0.008,http://www.statiz.co.kr/player.php?name=김원섭
안치홍,2016,KIA,"15,000",-0.124,http://www.statiz.co.kr/player.php?name=안치홍
심동섭,2016,KIA,"14,000",-0.238,http://www.statiz.co.kr/player.php?name=심동섭
김선빈,2016,KIA,"13,000",0.284,http://www.statiz.co.kr/player.php?name=김선빈
최영필,2016,KIA,"13,000",1.514,http://www.statiz.co.kr/player.php?name=최영필
김진우,2016,KIA,"12,000",0.259,http://www.statiz.co.kr/player.php?name=김진우
신종길,2016,KIA,"12,000",0.582,http://www.statiz.co.kr/player.php?name=신종길
김광수,2016,KIA,"10,000",0.699,http://www.statiz.co.kr/player.php?name=김광수
고효준,2016,KIA,"8,000",,http://www.statiz.co.kr/player.php?name=고효준
김다원,2016,KIA,"7,000",0.239,http://www.statiz.co.kr/player.php?name=김다원
