선수명,ID,팀명,평균자책점,경기,승리,패배,세이브,홀드,승률,이닝,피안타,홈런,볼넷,사구,삼진,실점,자책점,이닝당_출루허용률,완투,완봉,퀄리티스타트,블론세이브,타자수,투구수,피안타율,2루타,3루타,희생번트,희생플라이,고의4구,폭투,보크,선발,선발승,구원승,종료,세이브기회,터프세이브,병살타,땅볼,뜬공,땅볼/뜬공,인플레이타구타율,투구수/경기,투구수/이닝,9이닝당 삼진,9이닝당 볼넷,삼진/볼넷,피출루율,피장타율,피OPS
박준수,70349,넥센,2.34,42,3,3,0,8,0.500,42 1/3,30,4,16,4,25,11,11,1.09,0,0,0,3,167,689,0.214,6,0,4,3,2,1,0,0,0,3,4,10,0,1,33,55,0.60,0.228,16.4,16.3,5.31,3.40,1.56,0.307,0.343,0.650
오재영,74359,넥센,2.38,69,1,1,0,9,0.500,45 1/3,39,4,15,2,28,15,12,1.19,0,0,0,1,187,725,0.238,8,0,5,1,0,2,0,0,0,1,1,7,0,6,48,50,0.96,0.263,10.5,16.0,5.56,2.98,1.87,0.308,0.360,0.668
손승락,75321,넥센,2.56,53,2,3,26,1,0.400,63 1/3,47,2,17,2,64,20,18,1.01,0,0,0,3,245,1049,0.213,7,1,4,1,6,5,0,0,0,2,46,30,5,7,80,31,2.58,0.288,19.8,16.6,9.09,2.42,3.76,0.274,0.281,0.555
마정길,72749,넥센,3.04,58,3,2,0,2,0.600,56 1/3,51,6,28,6,43,23,19,1.40,0,0,0,1,249,1007,0.243,7,0,1,4,3,2,0,0,0,3,10,3,0,3,43,77,0.56,0.273,17.4,17.9,6.87,4.47,1.54,0.343,0.362,0.705
김성태,70345,넥센,3.95,15,2,4,0,0,0.333,66,60,9,22,2,45,35,29,1.24,0,0,4,0,274,1112,0.248,19,0,5,2,0,2,0,13,2,0,1,0,0,8,63,76,0.83,0.268,74.1,16.8,6.14,3.00,2.05,0.313,0.438,0.751
고원준,79349,넥센,4.12,30,5,7,0,0,0.417,131,123,15,61,12,87,64,60,1.40,0,0,10,0,570,2292,0.255,24,1,12,2,0,8,0,22,5,0,5,0,0,9,133,142,0.94,0.282,76.4,17.5,5.98,4.19,1.43,0.351,0.402,0.753
송신영,99314,넥센,4.21,65,5,5,1,14,0.500,77,75,5,40,3,63,38,36,1.49,0,0,0,2,341,1405,0.260,14,1,6,4,4,4,0,0,0,5,14,19,0,3,79,75,1.05,0.313,21.6,18.2,7.36,4.68,1.58,0.352,0.368,0.720
이보근,75342,넥센,4.32,52,1,2,0,4,0.333,75,71,5,45,5,35,38,36,1.55,0,0,0,0,323,1289,0.271,15,0,9,2,0,1,1,0,0,1,9,5,0,13,98,60,1.63,0.295,24.8,17.2,4.20,5.40,0.78,0.385,0.385,0.770
금민철,75258,넥센,4.40,24,6,11,0,0,0.353,120 2/3,118,10,71,15,86,63,59,1.57,1,1,9,1,544,2183,0.271,13,3,17,6,1,8,0,23,6,0,1,1,0,16,141,96,1.47,0.313,91.0,18.1,6.41,5.30,1.21,0.387,0.384,0.771
박성훈,75464,넥센,4.76,32,0,1,0,0,0.000,34,35,2,27,8,25,20,18,1.82,0,0,0,0,170,684,0.263,5,0,0,2,1,7,0,0,0,0,7,2,0,2,41,34,1.21,0.306,21.4,20.1,6.62,7.15,0.93,0.412,0.346,0.758
김성현,78353,넥센,4.90,24,7,8,0,0,0.467,90,91,10,41,1,60,51,49,1.47,0,0,6,0,385,1495,0.271,10,1,6,1,0,5,1,14,6,1,6,0,0,12,110,76,1.45,0.303,62.3,16.6,6.00,4.10,1.46,0.351,0.396,0.747
이대환,72333,넥센,4.91,9,0,0,0,0,-,11,11,3,3,0,9,6,6,1.27,0,0,0,0,47,182,0.250,1,0,0,0,0,0,0,0,0,0,5,0,0,0,12,12,1.00,0.250,20.2,16.5,7.36,2.45,3.00,0.298,0.477,0.775
문성현,60336,넥센,4.93,32,1,5,0,0,0.167,69 1/3,63,9,46,1,57,43,38,1.57,0,0,2,0,299,1276,0.258,11,2,6,2,0,6,0,6,0,1,9,1,0,12,68,58,1.17,0.300,39.9,18.4,7.40,5.97,1.24,0.375,0.430,0.805
번사이드,60329,넥센,5.34,29,10,10,0,0,0.500,140,150,16,82,18,98,91,83,1.66,0,0,8,0,655,2608,0.279,24,2,9,8,0,8,1,29,10,0,0,0,0,5,118,180,0.66,0.310,89.9,18.6,6.30,5.27,1.20,0.387,0.420,0.807
이정호,71433,넥센,5.59,4,0,0,0,1,-,9 2/3,9,2,8,1,7,6,6,1.76,0,0,0,0,44,182,0.257,1,0,0,0,0,2,0,0,0,0,1,0,0,2,13,6,2.17,0.269,45.5,18.8,6.52,7.45,0.88,0.409,0.457,0.866
김상수,76430,넥센,6.20,17,1,2,0,0,0.333,45,52,5,26,2,35,33,31,1.73,0,0,0,0,210,871,0.297,9,2,2,5,0,2,0,7,1,0,2,1,0,5,53,40,1.33,0.336,51.2,19.4,7.00,5.20,1.35,0.385,0.457,0.842
니코스키,79859,넥센,6.68,9,2,6,0,0,0.250,32 1/3,38,3,17,5,25,24,24,1.70,0,0,2,0,150,595,0.309,6,0,4,1,0,1,0,6,0,2,0,0,0,3,47,14,3.36,0.365,66.1,18.4,6.96,4.73,1.47,0.411,0.431,0.842
배힘찬,72321,넥센,6.94,14,2,5,0,0,0.286,35,40,7,21,5,11,28,27,1.74,0,0,1,1,161,605,0.301,8,1,2,0,0,1,0,7,2,0,4,1,0,2,51,31,1.65,0.287,43.2,17.3,2.83,5.40,0.52,0.415,0.534,0.949
이동학,70356,넥센,7.16,8,0,1,0,0,0.000,16 1/3,25,1,8,1,9,17,13,2.02,0,0,0,0,81,265,0.362,7,2,0,3,0,0,0,1,0,0,3,0,0,3,24,14,1.71,0.387,33.1,16.2,4.96,4.41,1.13,0.420,0.565,0.985
강윤구,79358,넥센,7.20,5,1,1,0,0,0.500,15,15,2,13,1,11,13,12,1.87,0,0,0,0,71,304,0.268,2,0,1,0,0,0,0,4,1,0,0,0,0,3,14,16,0.88,0.302,60.8,20.3,6.60,7.80,0.85,0.414,0.411,0.825
김정훈,60339,넥센,9.39,5,0,0,0,0,-,7 2/3,10,1,4,1,5,8,8,1.83,0,0,0,0,36,157,0.333,2,0,0,1,0,1,0,0,0,0,5,0,0,2,6,10,0.60,0.360,31.4,20.5,5.87,4.70,1.25,0.417,0.500,0.917
김수경,98330,넥센,13.50,1,0,1,0,0,0.000,3 1/3,9,1,3,0,4,5,5,3.60,0,0,0,0,22,78,0.474,2,0,0,0,0,0,0,1,0,0,0,0,0,0,3,3,1.00,0.571,78.0,23.4,10.80,8.10,1.33,0.545,0.737,1.282
