선수명,ID,팀명,평균자책점,경기,승리,패배,세이브,홀드,승률,이닝,피안타,홈런,볼넷,사구,삼진,실점,자책점,이닝당_출루허용률,완투,완봉,퀄리티스타트,블론세이브,타자수,투구수,피안타율,2루타,3루타,희생번트,희생플라이,고의4구,폭투,보크,선발,선발승,구원승,종료,세이브기회,터프세이브,병살타,땅볼,뜬공,땅볼/뜬공,인플레이타구타율,투구수/경기,투구수/이닝,9이닝당 삼진,9이닝당 볼넷,삼진/볼넷,피출루율,피장타율,피OPS
정회찬,60342,넥센,0.00,1,0,0,0,0,-,2,0,0,1,1,0,0,0,0.50,0,0,0,0,7,25,0.000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0.00,0.000,25.0,12.5,0.00,4.50,0.00,0.286,0.000,0.286
손승락,75321,넥센,1.89,49,4,2,17,2,0.667,52 1/3,41,2,13,1,41,12,11,1.03,0,0,0,5,202,824,0.222,8,0,3,0,1,0,0,0,0,4,34,24,2,6,60,43,1.40,0.275,16.8,15.7,7.05,2.24,3.15,0.276,0.297,0.573
강윤구,79358,넥센,2.14,6,3,1,0,0,0.750,21,15,0,11,0,11,5,5,1.24,0,0,0,0,84,321,0.217,1,0,3,1,0,1,0,3,2,1,3,0,0,3,14,30,0.47,0.254,53.5,15.3,4.71,4.71,1.00,0.321,0.232,0.553
마정길,72749,넥센,3.35,45,1,4,0,8,0.200,48 1/3,37,3,24,7,46,20,18,1.26,0,0,0,1,204,841,0.219,7,2,2,2,0,1,0,0,0,1,5,4,0,4,39,49,0.80,0.279,18.7,17.4,8.57,4.47,1.92,0.337,0.337,0.674
김수경,98330,넥센,3.39,18,1,2,0,0,0.333,69,65,6,22,2,37,27,26,1.26,0,0,3,0,289,1142,0.248,12,1,2,1,1,3,0,10,1,0,5,0,0,5,95,66,1.44,0.268,63.4,16.6,4.83,2.87,1.68,0.310,0.370,0.680
이보근,75342,넥센,3.49,56,5,3,1,5,0.625,87 2/3,92,5,42,1,52,37,34,1.53,0,0,0,0,386,1515,0.280,7,3,11,3,4,2,0,0,0,5,19,5,0,15,108,80,1.35,0.316,27.1,17.3,5.34,4.31,1.24,0.360,0.365,0.725
오재영,74359,넥센,3.53,64,2,2,1,20,0.500,43 1/3,38,4,18,1,29,19,17,1.29,0,0,0,0,178,688,0.252,6,1,5,3,0,2,0,0,0,2,4,20,0,6,45,42,1.07,0.281,10.8,15.9,6.02,3.74,1.61,0.329,0.384,0.713
이정훈,97541,넥센,3.78,44,3,3,1,7,0.500,52 1/3,50,1,19,6,31,24,22,1.32,0,0,0,3,229,874,0.254,11,1,4,3,3,6,0,0,0,3,13,13,0,2,59,60,0.98,0.292,19.9,16.7,5.33,3.27,1.63,0.333,0.335,0.668
윤지웅,61329,넥센,4.08,53,2,0,0,9,1.000,28 2/3,34,4,14,0,19,15,13,1.67,0,0,0,1,126,483,0.321,7,0,3,3,0,4,0,0,0,2,3,6,0,3,31,25,1.24,0.349,9.1,16.8,5.97,4.40,1.36,0.390,0.500,0.890
문성현,60336,넥센,4.34,30,5,12,0,0,0.294,130 2/3,129,13,78,4,108,63,63,1.58,0,0,8,0,581,2469,0.267,21,1,10,6,0,7,0,25,5,0,3,0,0,11,137,115,1.19,0.315,82.3,18.9,7.44,5.37,1.38,0.370,0.395,0.765
나이트,79430,넥센,4.70,30,7,15,0,0,0.318,172 1/3,169,12,98,12,115,98,90,1.55,0,0,14,0,768,3029,0.269,19,0,26,4,0,7,0,30,7,0,0,0,0,13,212,136,1.56,0.311,101.0,17.6,6.01,5.12,1.17,0.376,0.357,0.733
이태양,61323,넥센,4.76,5,0,0,0,0,-,5 2/3,4,0,3,3,3,3,3,1.24,0,0,0,0,27,106,0.200,1,0,1,0,1,0,0,0,0,0,1,0,0,0,8,5,1.60,0.235,21.2,18.7,4.76,4.76,1.00,0.385,0.250,0.635
김성태,70345,넥센,4.82,18,3,7,0,0,0.300,89 2/3,89,8,38,3,71,51,48,1.42,0,0,6,0,390,1551,0.261,16,2,7,1,0,3,0,18,3,0,0,0,0,5,73,109,0.67,0.308,86.2,17.3,7.13,3.81,1.87,0.339,0.390,0.729
심수창,74167,넥센,5.01,28,2,13,0,0,0.133,109 2/3,138,12,42,6,52,67,61,1.64,1,0,9,0,498,1858,0.316,28,1,12,1,0,6,0,21,2,0,2,0,0,12,138,110,1.25,0.337,66.4,16.9,4.27,3.45,1.24,0.383,0.467,0.850
금민철,75258,넥센,5.29,8,2,5,0,0,0.286,32 1/3,31,3,31,4,16,28,19,1.92,0,0,0,0,159,600,0.267,3,0,6,2,0,1,0,8,2,0,0,0,0,4,40,31,1.29,0.283,75.0,18.6,4.45,8.63,0.52,0.431,0.371,0.802
배힘찬,72321,넥센,5.87,11,0,0,0,0,-,15 1/3,20,0,8,3,14,10,10,1.83,0,0,0,0,74,288,0.328,9,1,0,2,1,4,0,0,0,0,4,0,0,2,14,15,0.93,0.408,26.2,18.8,8.22,4.70,1.75,0.419,0.508,0.927
김영민,76350,넥센,5.96,8,2,2,0,0,0.500,22 2/3,27,1,15,5,10,17,15,1.85,0,0,1,0,111,404,0.314,8,2,4,1,0,1,0,5,1,1,2,0,0,4,24,26,0.92,0.342,50.5,17.8,3.97,5.96,0.67,0.439,0.488,0.927
김대우,61365,넥센,6.00,24,0,2,0,0,0.000,27,26,0,19,4,28,20,18,1.67,0,0,0,0,131,535,0.257,6,2,4,3,1,2,0,0,0,0,7,2,0,3,30,20,1.50,0.342,22.3,19.8,9.33,6.33,1.47,0.386,0.356,0.742
박준수,70349,넥센,6.41,34,2,2,1,8,0.500,19 2/3,22,0,10,2,9,15,14,1.63,0,0,0,1,92,339,0.286,5,1,3,0,0,1,0,0,0,2,3,9,0,4,26,20,1.30,0.324,10.0,17.2,4.12,4.58,0.90,0.382,0.377,0.759
김상수,76430,넥센,6.49,24,1,4,0,0,0.200,59 2/3,68,3,36,9,74,44,43,1.74,0,0,1,0,288,1237,0.292,12,1,5,5,1,5,0,6,0,1,6,0,0,1,45,51,0.88,0.404,51.5,20.7,11.16,5.43,2.06,0.399,0.391,0.790
장효훈,77318,넥센,7.11,4,0,0,0,0,-,6 1/3,8,0,4,0,6,5,5,1.89,0,0,0,0,32,113,0.286,0,0,0,0,0,3,0,0,0,0,2,0,0,0,10,4,2.50,0.364,28.3,17.8,8.53,5.68,1.50,0.375,0.286,0.661
박성훈,75464,넥센,9.53,5,0,1,0,0,0.000,5 2/3,7,0,6,1,0,7,6,2.29,0,0,0,0,32,123,0.280,1,0,0,0,0,1,0,1,0,0,1,0,0,0,6,12,0.50,0.280,24.6,21.7,0.00,9.53,0.00,0.438,0.320,0.758
장영석,79334,넥센,13.50,2,0,0,0,0,-,2,2,0,4,0,0,4,3,3.00,0,0,0,0,12,39,0.250,1,0,0,0,0,0,0,0,0,0,2,0,0,0,4,2,2.00,0.250,19.5,19.5,0.00,18.00,0.00,0.500,0.375,0.875
