선수명,ID,팀명,평균자책점,경기,승리,패배,세이브,홀드,승률,이닝,피안타,홈런,볼넷,사구,삼진,실점,자책점,이닝당_출루허용률,완투,완봉,퀄리티스타트,블론세이브,타자수,투구수,피안타율,2루타,3루타,희생번트,희생플라이,고의4구,폭투,보크,선발,선발승,구원승,종료,세이브기회,터프세이브,병살타,땅볼,뜬공,땅볼/뜬공,인플레이타구타율,투구수/경기,투구수/이닝,9이닝당 삼진,9이닝당 볼넷,삼진/볼넷,피출루율,피장타율,피OPS
손승락,75321,넥센,2.30,57,3,2,46,0,0.600,62 2/3,50,1,20,1,52,17,16,1.12,0,0,0,5,249,910,0.220,7,2,0,1,3,4,0,0,0,3,53,51,8,7,72,54,1.33,0.280,16.0,14.5,7.47,2.87,2.60,0.285,0.282,0.567
오재영,74359,넥센,2.40,10,4,0,0,1,1.000,41 1/3,28,1,18,1,31,13,11,1.11,0,0,1,0,169,679,0.189,1,0,0,2,1,3,1,7,4,0,0,1,0,3,34,57,0.60,0.229,67.9,16.4,6.75,3.92,1.72,0.278,0.216,0.494
이정훈,97541,넥센,3.00,56,5,2,1,11,0.714,69,69,5,24,2,29,25,23,1.35,0,0,0,2,280,1030,0.279,12,3,7,0,0,1,0,0,0,5,8,12,0,10,81,68,1.19,0.300,18.4,14.9,3.78,3.13,1.21,0.348,0.413,0.761
한현희,62363,넥센,3.21,69,5,0,1,27,1.000,67 1/3,64,7,25,8,56,27,24,1.32,0,0,0,1,287,1126,0.257,5,0,5,0,0,4,0,0,0,5,13,30,0,7,80,49,1.63,0.306,16.3,16.7,7.49,3.34,2.24,0.344,0.361,0.705
송신영,99314,넥센,3.21,61,4,3,1,15,0.571,61 2/3,52,1,33,8,43,22,22,1.38,0,0,0,1,266,1099,0.242,13,0,7,3,1,3,0,0,0,4,9,13,1,11,67,56,1.20,0.293,18.0,17.8,6.28,4.82,1.30,0.359,0.316,0.675
밴헤켄,62322,넥센,3.73,29,12,10,0,0,0.545,161 2/3,178,11,58,10,137,78,67,1.46,0,0,16,0,705,2795,0.287,30,3,11,5,0,11,1,29,12,0,0,0,0,18,195,116,1.68,0.349,96.4,17.3,7.63,3.23,2.36,0.354,0.398,0.752
마정길,72749,넥센,4.09,29,4,1,1,1,0.800,33,32,1,18,3,31,20,15,1.52,0,0,0,1,149,623,0.260,5,1,2,3,2,0,1,0,0,4,6,5,0,2,21,42,0.50,0.330,21.5,18.9,8.45,4.91,1.72,0.361,0.341,0.702
이보근,75342,넥센,4.31,28,1,3,0,1,0.250,39 2/3,43,2,11,3,18,19,19,1.36,0,0,0,0,169,676,0.283,9,2,2,0,0,1,0,1,0,1,9,1,0,5,44,47,0.94,0.311,24.1,17.0,4.08,2.50,1.64,0.343,0.408,0.751
강윤구,79358,넥센,4.36,41,6,6,0,7,0.500,130,112,6,75,8,131,69,63,1.44,0,0,4,0,568,2324,0.238,21,2,9,6,0,8,0,17,5,1,5,5,0,4,99,134,0.74,0.313,56.7,17.9,9.07,5.19,1.75,0.349,0.330,0.679
나이트,79430,넥센,4.43,30,12,10,0,0,0.545,172 2/3,192,10,79,14,129,96,85,1.57,0,0,15,0,769,2997,0.291,29,3,11,5,1,2,0,30,12,0,0,0,0,23,229,115,1.99,0.346,99.9,17.4,6.72,4.12,1.63,0.376,0.389,0.765
문성현,60336,넥센,4.50,17,5,4,0,0,0.556,64,73,8,22,3,55,35,32,1.48,0,0,5,1,280,1081,0.296,14,0,6,2,0,2,0,10,5,0,4,2,0,6,68,53,1.28,0.349,63.6,16.9,7.73,3.09,2.50,0.358,0.449,0.807
조상우,63342,넥센,4.50,5,0,0,0,0,-,8,11,0,5,0,7,4,4,2.00,0,0,0,0,40,157,0.314,3,0,0,0,0,1,0,0,0,0,4,1,0,0,9,8,1.13,0.393,31.4,19.6,7.88,5.63,1.40,0.400,0.400,0.800
박성훈,75464,넥센,5.06,50,2,3,0,8,0.400,26 2/3,31,6,11,4,18,16,15,1.58,0,0,0,1,124,483,0.295,3,0,0,4,0,2,0,0,0,2,5,10,0,1,28,32,0.88,0.294,9.7,18.1,6.08,3.71,1.64,0.371,0.495,0.866
김상수,76430,넥센,5.08,16,0,1,0,0,0.000,28 1/3,27,1,13,2,20,16,16,1.41,0,0,0,0,125,515,0.265,7,2,4,4,0,2,0,1,0,0,7,1,0,0,26,33,0.79,0.306,32.2,18.2,6.35,4.13,1.54,0.347,0.402,0.749
김영민,76350,넥센,5.15,29,5,5,0,0,0.500,101 1/3,119,7,48,3,55,62,58,1.65,0,0,7,0,455,1757,0.298,24,1,3,1,0,3,0,19,4,1,6,0,0,10,96,130,0.74,0.331,60.6,17.3,4.88,4.26,1.15,0.377,0.416,0.793
김병현,62349,넥센,5.26,15,5,4,0,0,0.556,75 1/3,71,7,36,13,43,46,44,1.42,0,0,5,0,334,1287,0.254,17,1,4,2,0,4,0,14,5,0,0,0,0,11,89,78,1.14,0.277,85.8,17.1,5.14,4.30,1.19,0.364,0.398,0.762
박종윤,62338,넥센,6.75,4,0,0,0,0,-,4,5,0,2,1,2,3,3,1.75,0,0,0,0,20,76,0.294,2,0,0,0,0,0,0,0,0,0,3,0,0,0,2,8,0.25,0.333,19.0,19.0,4.50,4.50,1.00,0.400,0.412,0.812
장시환,77318,넥센,14.29,2,0,0,0,0,-,5 2/3,7,1,7,0,7,9,9,2.47,0,0,0,0,32,124,0.292,1,1,1,0,0,2,0,0,0,0,0,0,0,0,7,3,2.33,0.375,62.0,21.9,11.12,11.12,1.00,0.452,0.542,0.994
