데뷔년도,연도,평균자책점,경기,승리,패배,세이브,홀드,승률,이닝,피안타,홈런,볼넷,사구,삼진,실점,자책점,이닝당_출루허용률,완투,완봉,퀄리티스타트,블론세이브,타자수,투구수,피안타율,2루타,3루타,희생번트,희생플라이,고의4구,폭투,보크,선발,선발승,구원승,종료,세이브기회,터프세이브,병살타,땅볼,뜬공,인플레이타구타율,투구수/경기,투구수/이닝,9이닝당 삼진,9이닝당 볼넷,피출루율,피장타율,피OPS,경기(수비),선발경기(수비),수비이닝(수비),실책(수비),견제사(수비),자살(수비),보살(수비),병살(수비),수비율(수비),연봉,WAR,FA여부,뉴스개수(연도별정규화),뉴스개수(누적정규화),수상횟수,누적이닝,포지션 엔트로피,출생연도,출생월,출생일,나이,팀명_KIA,팀명_KT,팀명_LG,팀명_NC,팀명_SK,팀명_두산,팀명_롯데,팀명_삼성,팀명_우리/히어로즈/넥센/키움,팀명_한화,팀명_현대
2006,2008,6.92,13,0,0,0,0,0.0,13.0,9,1,7,1,8,10,10,1.23,0,0,0,0,54,221,0.2,1,1,1,0,0,0,0,0,0,0,3,2,0,1,16,12,0.222,17.0,17.0,5.54,4.85,0.321,0.333,0.654,13,0,13.0,0,0,1,1,0,1.0,2000,-0.022,0,0.0,0.0,0,13.0,0.0,1987,9,2,22,1,0,0,0,0,0,0,0,0,0,0
2006,2009,5.45,36,1,2,0,2,0.333,34.666666666666664,37,7,21,1,32,24,21,1.67,0,0,0,0,161,633,0.272,4,0,1,2,1,0,0,1,0,1,6,5,0,3,29,40,0.303,17.6,18.3,8.31,5.45,0.369,0.456,0.825,36,1,35.666666666666664,1,0,1,4,0,0.833,2300,0.108,0,0.0110041265,0.0110041265,0,47.66666666666666,0.0,1987,9,2,23,1,0,0,0,0,0,0,0,0,0,0
2006,2010,4.98,42,0,2,0,2,0.0,34.333333333333336,35,2,14,1,23,20,19,1.43,0,0,0,0,148,574,0.273,7,1,4,1,0,2,0,0,0,0,9,3,0,5,41,30,0.317,13.7,16.7,6.03,3.67,0.347,0.391,0.738,42,0,34.333333333333336,2,0,1,6,0,0.778,3500,0.466,0,0.0183346066,0.0293387331,0,82.0,0.0,1987,9,2,24,1,0,0,0,0,0,0,0,0,0,0
2006,2011,6.63,50,1,3,0,6,0.25,54.333333333333336,53,3,40,3,40,43,40,1.71,0,0,0,0,252,975,0.265,11,1,5,4,1,10,0,4,0,1,7,6,0,2,50,61,0.311,19.5,17.9,6.63,6.63,0.389,0.375,0.764,50,4,56.66666666666666,0,0,1,8,0,1.0,4200,-0.113,0,0.0276538805,0.0569926136,0,136.33333333333334,0.0,1987,9,2,25,1,0,0,0,0,0,0,0,0,0,0
2006,2012,7.34,27,1,6,0,0,0.143,34.333333333333336,41,0,14,2,26,29,28,1.6,0,0,0,0,153,577,0.308,10,0,2,2,0,4,0,2,0,1,6,0,0,1,35,33,0.376,21.4,16.8,6.82,3.67,0.377,0.383,0.76,27,2,34.333333333333336,0,0,3,7,1,1.0,5200,0.04,0,0.0368663594,0.093858973,0,170.66666666666669,0.0,1987,9,2,26,1,0,0,0,0,0,0,0,0,0,0
2006,2013,4.48,42,1,5,0,4,0.167,62.333333333333336,70,2,32,2,53,33,31,1.64,0,0,1,1,283,1108,0.285,12,2,2,1,0,3,0,5,1,0,9,6,0,5,61,63,0.354,26.4,17.8,7.65,4.62,0.37,0.374,0.744,42,5,62.333333333333336,0,0,2,11,1,1.0,4600,1.052,0,0.0220667384,0.115925711,0,233.00000000000003,0.0,1987,9,2,27,1,0,0,0,0,0,0,0,0,0,0
2006,2014,12.27,16,0,2,0,1,0.0,25.666666666666668,49,6,13,2,17,36,35,2.42,0,0,0,1,136,520,0.419,8,0,3,1,0,2,0,2,0,0,3,2,0,2,27,25,0.453,32.5,20.3,5.96,4.56,0.481,0.641,1.122,16,2,25.666666666666668,0,0,1,4,0,1.0,6500,-0.519,0,0.0133333333,0.129259045,0,258.6666666666667,0.0,1987,9,2,28,1,0,0,0,0,0,0,0,0,0,0
2006,2017,9.0,3,0,0,0,0,0.0,4.0,7,0,3,0,3,6,4,2.5,0,0,0,0,24,103,0.35,2,0,0,1,0,1,0,0,0,0,1,1,0,0,6,5,0.389,34.3,25.8,6.75,6.75,0.417,0.45,0.867,3,0,4.0,0,0,1,0,0,1.0,4900,-0.11,0,0.00552050473,0.134779549,0,262.6666666666667,0.0,1987,9,2,31,1,0,0,0,0,0,0,0,0,0,0
2006,2018,5.68,4,0,0,0,0,0.0,6.333333333333333,7,0,2,1,6,5,4,1.42,0,0,0,0,29,84,0.269,2,0,0,0,0,1,0,0,0,0,2,0,0,1,6,7,0.35,21.0,13.3,8.53,2.84,0.345,0.346,0.691,4,0,6.333333333333333,0,0,0,1,0,1.0,4000,0.02,0,0.00222057735,0.137000127,0,269.0,0.0,1987,9,2,32,1,0,0,0,0,0,0,0,0,0,0
2020,2020,3.86,26,13,6,0,0,0.684,133.0,141,6,45,6,92,63,57,1.4,0,0,10,0,572,2172,0.274,23,0,3,3,0,2,0,24,13,0,0,0,0,19,178,107,0.321,83.5,16.3,6.23,3.05,0.337,0.353,0.69,26,24,133.0,0,0,8,17,0,1.0,2700,2.326,0,1.0,1.0,1,133.0,0.0,2001,9,16,20,0,1,0,0,0,0,0,0,0,0,0
1998,2002,6.0,5,0,1,0,0,0.0,12.0,12,0,7,0,5,8,8,1.58,0,0,0,0,53,191,0.273,2,1,1,1,0,0,0,0,0,0,1,0,0,2,17,11,0.3,38.2,15.9,3.75,5.25,0.365,0.364,0.729,5,0,12.0,0,0,1,3,0,1.0,1700,0.08,0,0.0,0.0,0,12.0,0.0,1979,6,11,24,0,0,0,0,0,0,1,0,0,0,0
1998,2003,4.62,26,0,2,1,1,0.0,37.0,42,6,8,5,17,25,19,1.35,0,0,0,0,161,573,0.292,6,1,2,2,0,0,0,0,0,0,13,2,1,5,43,44,0.293,22.0,15.5,4.14,1.95,0.346,0.472,0.818,26,0,37.0,0,0,1,2,0,1.0,2200,0.087,0,0.0,0.0,0,49.0,0.0,1979,6,11,25,0,0,0,0,0,0,1,0,0,0,0
1997,2002,6.35,11,0,0,0,0,0.0,11.333333333333334,16,1,3,3,8,8,8,1.68,0,0,0,0,55,199,0.34,3,0,0,2,1,1,0,0,0,0,3,0,0,1,13,12,0.375,18.1,17.6,6.35,2.38,0.4,0.468,0.868,11,0,11.333333333333334,0,0,1,1,0,1.0,4500,0.044,0,0.0491803279,0.0491803279,0,11.333333333333334,0.0,1974,11,26,29,0,0,1,0,0,0,0,0,0,0,0
1997,2003,2.45,68,8,2,2,11,0.8,106.66666666666669,103,6,22,5,56,34,29,1.17,0,0,0,0,438,1604,0.261,17,1,11,5,3,1,0,0,0,8,7,13,0,7,136,105,0.287,23.6,15.0,4.73,1.86,0.304,0.354,0.658,68,0,106.66666666666669,2,0,5,26,1,0.939,4000,3.476,0,0.0793650794,0.128545407,0,118.0,0.0,1974,11,26,30,0,0,1,0,0,0,0,0,0,0,0
1997,2004,5.09,24,1,1,1,7,0.5,17.666666666666668,23,2,2,3,8,11,10,1.42,0,0,0,0,78,297,0.329,4,1,1,2,0,0,0,0,0,1,7,11,0,2,27,14,0.339,12.4,16.8,4.08,1.02,0.364,0.5,0.864,24,0,18.33333333333333,0,0,2,3,1,1.0,9000,0.181,0,0.00606060606,0.134606013,0,135.66666666666669,0.0,1974,11,26,31,0,0,1,0,0,0,0,0,0,0,0
2020,2020,6.35,4,0,0,0,0,0.0,5.666666666666667,9,1,5,3,3,4,4,2.47,0,0,0,0,33,109,0.391,1,1,1,1,0,0,0,0,0,0,1,0,0,0,5,7,0.4,27.3,19.2,4.76,7.94,0.531,0.652,1.183,4,0,5.666666666666667,0,0,0,1,0,1.0,2700,0.027,0,0.016,0.016,0,5.666666666666667,0.0,2001,12,14,20,0,1,0,0,0,0,0,0,0,0,0
2004,2004,6.23,23,1,6,0,0,0.143,56.333333333333336,66,7,29,3,42,42,39,1.69,0,0,1,0,261,1062,0.299,11,1,4,4,0,10,0,13,1,0,6,0,0,5,42,75,0.335,46.2,18.9,6.71,4.63,0.381,0.452,0.833,23,13,56.333333333333336,0,0,1,8,0,1.0,1800,0.252,0,0.0727272727,0.0727272727,0,56.333333333333336,0.0,1979,11,15,26,1,0,0,0,0,0,0,0,0,0,0
2004,2005,6.34,23,4,3,0,2,0.571,38.333333333333336,42,6,32,5,33,31,27,1.93,0,0,0,0,187,785,0.288,5,0,4,0,1,3,1,4,1,3,3,5,0,3,31,40,0.336,34.1,20.5,7.75,7.51,0.432,0.445,0.877,23,4,38.333333333333336,0,0,1,7,1,1.0,2500,-0.323,0,0.0216606498,0.0943879225,0,94.66666666666669,0.0,1979,11,15,27,1,0,0,0,0,0,0,0,0,0,0
2004,2006,4.62,23,2,4,0,0,0.333,48.66666666666666,49,4,26,4,34,28,25,1.54,0,0,2,0,219,873,0.268,11,1,2,4,0,3,0,9,1,1,4,1,0,5,47,57,0.302,38.0,17.9,6.29,4.81,0.364,0.404,0.768,23,9,48.66666666666666,0,0,1,7,0,1.0,3200,0.252,0,0.0121107266,0.106498649,0,143.33333333333331,0.0,1979,11,15,28,1,0,0,0,0,0,0,0,0,0,0
2004,2007,6.17,9,0,0,0,0,0.0,11.666666666666666,10,2,7,1,2,8,8,1.46,0,0,0,0,52,203,0.233,1,0,1,0,0,1,0,0,0,0,7,0,0,1,9,22,0.205,22.6,17.4,1.54,5.4,0.353,0.395,0.748,9,0,11.666666666666666,0,0,0,1,0,1.0,4000,-0.112,0,0.0269865067,0.133485156,0,154.99999999999997,0.0,1979,11,15,29,1,0,0,0,0,0,0,0,0,0,0
2004,2008,5.4,5,0,0,0,0,0.0,8.333333333333334,11,0,2,1,5,5,5,1.56,0,0,0,0,39,149,0.314,3,0,1,0,0,2,0,0,0,0,3,0,0,0,11,8,0.367,29.8,17.9,5.4,2.16,0.368,0.4,0.768,5,0,8.333333333333334,0,0,0,1,0,1.0,3200,0.1,0,0.00268096515,0.136166121,0,163.33333333333331,0.0,1979,11,15,30,1,0,0,0,0,0,0,0,0,0,0
2004,2010,4.26,21,1,3,0,0,0.25,25.33333333333333,25,2,23,0,19,19,12,1.89,0,0,0,0,122,459,0.26,4,0,2,1,2,4,1,2,0,1,9,0,0,2,28,25,0.303,21.9,18.1,6.75,8.17,0.4,0.365,0.765,20,2,25.666666666666668,0,0,1,3,0,1.0,3200,0.077,0,0.0572956455,0.193461766,0,188.66666666666663,0.0,1979,11,15,32,0,0,0,0,0,0,0,0,0,1,0
2012,2012,3.0,7,0,0,0,0,0.0,6.0,4,0,6,1,7,2,2,1.67,0,0,0,0,29,116,0.2,0,0,1,1,0,1,0,0,0,0,5,0,0,0,4,6,0.286,16.6,19.3,10.5,9.0,0.393,0.2,0.593,7,0,6.0,0,0,0,1,0,1.0,2400,0.091,0,0.146148782,0.146148782,0,6.0,0.0,1993,2,9,20,0,0,0,0,0,0,0,0,1,0,0
2012,2013,6.75,4,0,0,0,0,0.0,4.0,5,0,2,1,2,3,3,1.75,0,0,0,0,20,76,0.294,2,0,0,0,0,0,0,0,0,0,3,0,0,0,2,8,0.333,19.0,19.0,4.5,4.5,0.4,0.412,0.812,4,0,4.0,0,0,0,0,0,0.0,2600,0.013,0,0.136167922,0.282316704,0,10.0,0.0,1993,2,9,21,0,0,0,0,0,0,0,0,1,0,0
2012,2016,4.5,1,0,0,0,0,0.0,2.0,5,0,2,0,0,1,1,3.5,0,0,0,0,13,51,0.455,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,2,0.455,51.0,25.5,0.0,9.0,0.538,0.455,0.993,1,1,2.0,0,0,0,0,0,0.0,2700,0.053,0,0.0389170897,0.321233794,0,12.0,0.0,1993,2,9,24,0,0,0,0,0,0,0,0,1,0,0
2012,2017,6.75,1,0,0,0,0,0.0,4.0,4,0,4,0,2,3,3,2.0,0,0,0,0,19,71,0.267,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,5,0.308,71.0,17.8,4.5,9.0,0.421,0.267,0.688,1,0,4.0,0,0,0,0,0,0.0,2700,0.034,0,0.0291798107,0.350413604,0,16.0,0.0,1993,2,9,25,0,0,0,0,0,0,0,0,1,0,0
1991,2002,3.86,9,1,0,0,0,1.0,7.0,5,2,3,0,5,4,3,1.14,0,0,0,0,28,116,0.208,1,0,1,0,0,0,0,0,0,1,3,1,0,0,4,10,0.176,12.9,16.6,6.43,3.86,0.296,0.5,0.796,9,0,7.0,0,0,0,0,0,0.0,7600,-0.007,0,0.0,0.0,0,7.0,0.0,1971,5,17,32,1,0,0,0,0,0,0,0,0,0,0
1991,2003,5.18,25,3,6,0,0,0.333,66.0,76,9,31,5,29,40,38,1.62,0,0,2,0,297,1186,0.3,17,2,4,4,1,6,1,13,3,0,3,0,0,4,65,87,0.306,47.4,18.0,3.95,4.23,0.382,0.49,0.872,25,13,67.66666666666667,1,0,8,13,2,0.955,4000,0.342,0,0.0317460317,0.0317460317,0,73.0,0.0,1971,5,17,33,0,0,1,0,0,0,0,0,0,0,0
2000,2002,0.0,3,0,0,0,0,0.0,4.666666666666667,2,0,2,3,6,2,0,0.86,0,0,0,0,20,80,0.133,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4,3,0.222,26.7,17.1,11.57,3.86,0.35,0.133,0.483,3,0,4.666666666666667,0,0,0,0,0,0.0,2300,0.077,0,0.0163934426,0.0163934426,0,4.666666666666667,0.0,1981,7,4,22,0,0,0,0,0,0,1,0,0,0,0
2004,2005,6.47,46,0,4,1,4,0.0,40.333333333333336,48,0,33,6,37,32,29,2.01,0,0,0,0,205,836,0.302,14,1,5,2,3,7,0,2,0,0,4,12,0,2,38,38,0.387,18.2,20.7,8.26,7.36,0.435,0.403,0.838,46,2,40.333333333333336,0,0,3,8,0,1.0,2000,0.154,0,0.0,0.0,0,40.333333333333336,0.0,1985,8,22,21,1,0,0,0,0,0,0,0,0,0,0
2004,2006,3.57,33,1,0,0,4,1.0,40.333333333333336,35,2,24,4,29,18,16,1.46,0,0,0,0,180,743,0.235,5,0,1,2,1,2,0,3,1,0,4,5,0,2,40,47,0.275,22.5,18.4,6.47,5.36,0.352,0.309,0.661,32,3,40.66666666666666,1,0,2,6,1,0.8890000000000001,3500,0.565,0,0.0,0.0,0,80.66666666666667,0.0,1985,8,22,22,1,0,0,0,0,0,0,0,0,0,0
2004,2008,6.35,8,0,0,0,0,0.0,5.666666666666667,11,1,6,1,2,5,4,3.0,0,0,0,0,35,136,0.407,1,0,1,0,0,0,0,0,0,0,4,1,0,1,5,9,0.417,17.0,24.0,3.18,9.53,0.529,0.556,1.085,7,0,5.666666666666667,0,0,0,1,0,1.0,2700,-0.122,0,0.0,0.0,0,86.33333333333334,0.0,1985,8,22,24,1,0,0,0,0,0,0,0,0,0,0
2004,2011,0.0,1,0,0,0,0,0.0,1.0,0,0,1,0,0,0,0,1.0,0,0,0,0,4,18,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0.0,18.0,18.0,0.0,9.0,0.25,0.0,0.25,1,0,1.0,0,0,0,1,0,1.0,2700,0.02,0,0.0,0.0,0,87.33333333333334,0.0,1985,8,22,27,1,0,0,0,0,0,0,0,0,0,0
2004,2013,5.25,14,0,1,0,0,0.0,12.0,13,0,4,0,13,7,7,1.42,0,0,0,0,52,227,0.271,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,15,0.371,16.2,18.9,9.75,3.0,0.327,0.271,0.598,14,0,12.0,0,0,1,1,0,1.0,2700,0.221,0,0.00807319699,0.00873152484,0,106.33333333333334,0.0,1985,8,22,29,0,0,0,0,0,0,0,1,0,0,0
2004,2014,4.45,42,1,0,0,5,1.0,30.33333333333333,25,4,28,3,26,16,15,1.75,0,0,0,0,141,583,0.229,6,1,1,0,0,3,0,0,0,1,7,6,0,1,23,35,0.266,13.9,19.2,7.71,8.31,0.4,0.413,0.813,42,0,30.33333333333333,0,0,3,5,1,1.0,4000,0.431,0,0.0118095238,0.0205410486,0,136.66666666666669,0.0,1985,8,22,30,0,0,0,0,0,0,0,1,0,0,0
2004,2015,2.96,66,2,2,0,8,0.5,48.66666666666666,39,3,24,6,55,20,16,1.29,0,0,0,1,212,911,0.223,8,0,5,2,0,5,0,0,0,2,12,12,0,4,36,47,0.303,13.8,18.7,10.17,4.44,0.333,0.32,0.653,66,0,48.66666666666666,1,0,1,7,0,0.889,11000,1.034,0,0.0644942295,0.0850352781,0,185.3333333333333,0.0,1985,8,22,31,0,0,0,0,0,0,0,1,0,0,0
2004,2016,7.46,60,0,2,0,9,0.0,41.0,42,5,27,4,40,34,34,1.68,0,0,0,2,192,839,0.269,5,0,4,1,1,3,0,0,0,0,8,16,0,1,24,51,0.33,14.0,20.5,8.78,5.93,0.388,0.397,0.785,60,0,41.0,0,0,2,7,0,1.0,11000,-0.266,0,0.010998308,0.0960335861,0,226.3333333333333,0.0,1985,8,22,32,0,0,0,0,0,0,0,1,0,0,0
2004,2017,9.39,24,0,0,0,1,0.0,15.333333333333334,13,2,14,3,14,17,16,1.76,0,0,0,0,76,310,0.232,0,1,1,2,1,4,0,0,0,0,3,1,0,1,17,14,0.262,12.9,20.2,8.22,8.22,0.4,0.375,0.775,24,0,15.333333333333334,1,0,2,4,0,0.857,10000,-0.284,0,0.00552050473,0.101554091,0,241.66666666666669,0.0,1985,8,22,33,0,0,0,0,0,0,0,1,0,0,0
2004,2018,7.43,22,2,0,0,0,1.0,23.0,28,3,12,6,27,21,19,1.74,0,0,0,0,117,487,0.292,4,0,1,2,0,1,0,0,0,2,6,0,0,0,21,22,0.368,22.1,21.2,10.57,4.7,0.397,0.427,0.824,22,0,23.0,1,0,4,1,0,0.833,8000,-0.101,0,0.0103626943,0.111916785,0,264.6666666666667,0.0,1985,8,22,34,0,0,0,0,0,0,0,1,0,0,0
2008,2008,6.35,11,0,0,0,0,0.0,5.666666666666667,6,0,7,0,3,4,4,2.29,0,0,0,0,30,134,0.261,2,1,0,0,1,0,0,0,0,0,3,1,0,0,6,8,0.3,12.2,23.6,4.76,11.12,0.433,0.435,0.868,11,0,5.666666666666667,0,0,0,0,0,0.0,2000,-0.0,0,0.00446827525,0.00446827525,0,5.666666666666667,0.0,1988,7,28,21,0,0,0,0,0,0,0,0,0,1,0
2008,2009,0.0,1,0,0,0,0,0.0,0.3333333333333333,0,0,1,0,1,0,0,3.0,0,0,0,0,2,10,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,10.0,30.0,27.0,27.0,0.5,0.0,0.5,1,0,0.3333333333333333,0,0,0,0,0,0.0,2000,0.004,0,0.0,0.00446827525,0,6.0,0.0,1988,7,28,22,0,0,0,0,0,0,0,0,0,1,0
2008,2011,4.5,1,0,0,0,0,0.0,2.0,3,0,0,0,0,1,1,1.5,0,0,0,0,9,27,0.333,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4,2,0.333,27.0,13.5,0.0,0.0,0.333,0.333,0.666,1,0,2.0,0,0,1,0,0,1.0,2400,0.031,0,0.00356824264,0.00803651789,0,8.0,0.0,1988,7,28,24,0,0,0,0,0,0,0,0,0,1,0
2008,2015,6.75,3,0,0,0,0,0.0,2.6666666666666665,2,1,1,0,0,2,2,1.13,0,0,0,0,10,31,0.222,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,0.125,10.3,11.6,0.0,3.38,0.3,0.556,0.856,3,0,2.6666666666666665,0,0,0,0,0,0.0,2700,0.011,0,0.00135777325,0.0364419101,0,10.666666666666666,0.0,1988,7,28,28,0,0,0,0,0,0,0,0,0,1,0
2014,2016,0.0,1,0,0,0,0,0.0,1.0,0,0,1,0,0,0,0,1.0,0,0,0,0,4,18,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0.0,18.0,18.0,0.0,9.0,0.25,0.0,0.25,1,0,1.0,0,0,0,0,0,0.0,2700,0.038,0,0.00253807107,0.00253807107,0,1.0,0.0,1995,11,20,22,0,0,0,0,0,0,0,0,1,0,0
2007,2012,5.66,19,3,8,0,3,0.273,62.0,65,6,34,14,43,44,39,1.6,0,0,5,0,294,1066,0.271,13,1,4,2,0,4,0,12,3,0,2,3,0,3,71,63,0.306,56.1,17.2,6.24,4.94,0.39,0.408,0.798,19,12,62.0,4,2,2,11,0,0.765,50000,-0.324,0,0.307109941,0.307109941,0,62.0,0.0,1979,1,19,34,0,0,0,0,0,0,0,0,1,0,0
2007,2013,5.26,15,5,4,0,0,0.556,75.33333333333333,71,7,36,13,43,46,44,1.42,0,0,5,0,334,1287,0.254,17,1,4,2,0,4,0,14,5,0,0,0,0,11,89,78,0.277,85.8,17.1,5.14,4.3,0.364,0.398,0.762,15,14,75.33333333333333,2,1,5,12,3,0.895,60000,0.497,0,0.272874058,0.579983999,0,137.33333333333331,0.0,1979,1,19,35,0,0,0,0,0,0,0,0,1,0,0
2007,2014,7.1,21,3,6,0,0,0.333,71.0,88,5,27,13,66,58,56,1.62,1,0,3,0,330,1322,0.312,17,2,2,6,0,6,1,15,3,0,3,0,0,4,61,73,0.382,63.0,18.6,8.37,3.42,0.39,0.44,0.83,21,15,71.0,2,2,9,11,1,0.909,60000,0.905,0,0.122666667,0.702650666,0,208.3333333333333,0.0,1979,1,19,36,1,0,0,0,0,0,0,0,0,0,0
2007,2015,6.98,23,0,5,0,2,0.0,49.0,67,7,18,11,38,38,38,1.73,0,0,0,0,232,881,0.34,12,0,5,1,1,0,1,8,0,0,3,4,0,4,52,41,0.392,38.3,18.0,6.98,3.31,0.423,0.508,0.931,23,8,49.0,1,1,2,4,0,0.8570000000000001,15000,-0.193,0,0.168363883,0.871014549,0,257.3333333333333,0.0,1979,1,19,37,1,0,0,0,0,0,0,0,0,0,0
2016,2019,3.0,1,0,0,0,0,0.0,3.0,2,0,3,0,3,1,1,1.67,0,0,0,0,14,65,0.182,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4,2,0.25,65.0,21.7,9.0,9.0,0.357,0.182,0.539,1,1,3.0,0,0,0,0,0,0.0,2700,0.134,0,0.0232717317,0.0232717317,0,3.0,0.0,1992,2,13,28,0,0,0,0,1,0,0,0,0,0,0
2004,2004,9.0,1,0,0,0,0,0.0,1.0,2,0,1,1,0,1,1,3.0,0,0,0,0,6,17,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0.5,17.0,17.0,0.0,9.0,0.667,0.5,1.167,1,0,1.0,0,0,0,0,0,0.0,1800,-0.023,0,0.0,0.0,0,1.0,0.0,1980,7,19,25,1,0,0,0,0,0,0,0,0,0,0
2016,2016,12.91,3,0,2,0,0,0.0,7.666666666666667,11,2,11,0,6,11,11,2.87,0,0,0,0,45,186,0.324,3,0,0,0,0,0,1,3,0,0,0,0,0,0,14,3,0.346,62.0,24.3,7.04,12.91,0.489,0.588,1.077,3,3,7.666666666666667,0,0,0,2,0,1.0,2700,-0.355,0,0.0473773266,0.0473773266,0,7.666666666666667,0.0,1997,3,5,20,0,0,0,0,0,0,0,1,0,0,0
2016,2017,7.61,42,3,8,0,3,0.273,84.0,110,12,48,9,74,71,71,1.88,0,0,0,0,416,1603,0.312,18,1,5,1,1,7,0,6,0,3,6,3,0,6,93,77,0.366,38.2,19.1,7.93,5.14,0.406,0.47,0.876,42,6,84.0,0,0,2,4,0,1.0,3000,-0.596,0,0.0875394322,0.134916759,0,91.66666666666669,0.0,1997,3,5,21,0,0,0,0,0,0,0,1,0,0,0
2016,2018,3.6,70,2,6,8,16,0.25,85.0,73,6,26,2,101,34,34,1.16,0,0,0,4,344,1384,0.233,16,2,2,1,1,8,0,0,0,2,14,30,1,9,68,72,0.324,19.8,16.3,10.69,2.75,0.295,0.355,0.65,70,0,85.0,0,0,2,6,0,1.0,4500,2.981,0,0.197631384,0.332548143,0,176.66666666666669,0.0,1997,3,5,22,0,0,0,0,0,0,0,1,0,0,0
2016,2019,7.36,34,0,2,1,4,0.0,36.66666666666666,44,2,38,3,41,36,30,2.24,0,0,0,1,194,803,0.295,15,1,1,3,1,6,0,2,0,0,6,6,0,2,34,33,0.385,23.6,21.9,10.06,9.33,0.44,0.45,0.89,34,2,36.66666666666666,0,0,1,2,0,1.0,4500,-1.033,0,0.0513347023,0.383882845,0,213.3333333333333,0.0,1997,3,5,23,0,0,0,0,0,0,0,1,0,0,0
2018,2019,27.0,2,0,1,0,0,0.0,2.0,4,2,2,1,1,6,6,3.0,0,0,0,0,13,70,0.4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,3,0.286,35.0,35.0,4.5,9.0,0.538,1.0,1.538,2,1,2.0,0,0,1,0,0,1.0,2700,-0.336,0,0.0417522245,0.0417522245,0,2.0,0.0,1999,3,26,21,0,0,0,0,0,0,1,0,0,0,0
2004,2004,12.38,6,0,0,0,0,0.0,8.0,14,5,4,0,7,11,11,2.25,0,0,0,0,42,167,0.368,3,0,0,0,0,1,0,0,0,0,3,0,0,1,6,11,0.346,27.8,20.9,7.88,4.5,0.429,0.842,1.271,6,0,8.666666666666666,0,0,1,0,0,1.0,1800,-0.325,0,0.00606060606,0.00606060606,0,8.0,0.0,1980,9,15,25,1,0,0,0,0,0,0,0,0,0,0
2004,2005,4.32,6,0,0,0,0,0.0,8.333333333333334,10,0,3,1,5,4,4,1.56,0,0,0,0,38,138,0.303,2,0,1,0,0,0,0,0,0,0,2,0,0,0,11,7,0.357,23.0,16.6,5.4,3.24,0.378,0.364,0.742,6,0,9.0,0,0,0,3,0,1.0,2000,0.139,0,0.0036101083,0.00967071436,0,16.333333333333336,0.0,1980,9,15,26,1,0,0,0,0,0,0,0,0,0,0
2004,2006,3.87,45,5,6,0,0,0.455,121.0,119,15,43,11,50,60,52,1.34,0,0,4,1,517,1974,0.266,14,0,12,4,2,1,0,14,3,2,8,3,0,13,143,139,0.269,43.9,16.3,3.72,3.2,0.343,0.398,0.741,45,14,121.0,1,0,5,15,0,0.952,2000,0.705,0,0.0605536332,0.0702243476,0,137.33333333333334,0.0,1980,9,15,27,1,0,0,0,0,0,0,0,0,0,0
2004,2007,6.89,27,1,3,0,0,0.25,48.333333333333336,55,8,28,4,23,39,37,1.72,0,0,0,0,231,880,0.285,11,0,2,4,2,2,0,5,1,0,9,0,0,2,50,69,0.283,32.6,18.2,4.28,5.21,0.38,0.466,0.846,27,5,48.333333333333336,0,0,1,4,0,1.0,6000,-0.471,0,0.011994003,0.0822183506,0,185.66666666666669,0.0,1980,9,15,28,1,0,0,0,0,0,0,0,0,0,0
2004,2010,3.12,9,0,1,0,0,0.0,8.666666666666666,9,0,6,0,7,6,3,1.73,0,0,0,0,43,172,0.265,1,0,2,1,1,0,0,0,0,0,3,1,0,0,14,5,0.321,19.1,19.8,7.27,6.23,0.366,0.294,0.66,9,0,8.666666666666666,1,0,0,3,0,0.75,6000,0.1,0,0.0275019099,0.10972026,0,194.3333333333333,0.0,1980,9,15,31,1,0,0,0,0,0,0,0,0,0,0
2004,2011,4.5,10,0,0,1,1,0.0,14.0,13,1,5,1,8,9,7,1.29,0,0,0,0,62,228,0.236,5,0,1,0,0,1,0,0,0,0,4,1,0,1,17,17,0.261,22.8,16.3,5.14,3.21,0.311,0.382,0.693,10,0,14.333333333333334,0,0,2,1,0,1.0,3000,0.095,0,0.0205173952,0.130237656,0,208.3333333333333,0.0,1980,9,15,32,1,0,0,0,0,0,0,0,0,0,0
2012,2014,6.0,5,0,0,0,0,0.0,6.0,6,1,8,0,2,4,4,2.33,0,0,0,0,32,141,0.25,2,0,0,0,0,0,0,0,0,0,4,0,0,0,8,8,0.238,28.2,23.5,3.0,12.0,0.438,0.458,0.896,5,0,6.0,0,0,2,0,0,1.0,2400,0.0,0,0.0186666667,0.0186666667,0,6.0,0.0,1992,3,2,23,0,0,0,0,0,0,0,0,1,0,0
