데뷔년도,연도,타율,경기,타석,타수,득점,안타,2루타,3루타,홈런,루타,타점,희생번트,희생플라이,볼넷,고의사구,사구,삼진,병살타,장타율,출루율,OPS,멀티히트,득점권타율,대타타율,장타,땅볼,뜬공,결승타,투구수/타석,순수장타율,추정득점,GPA,경기(주루),도루시도(주루),도루허용(주루),도루실패(주루),도루성공률(주루),주루사(주루),견제사(주루),경기(수비),선발경기(수비),수비이닝(수비),실책(수비),견제사(수비),자살(수비),보살(수비),병살(수비),포일(수비),도루허용(수비),도루실패(수비),수비율(수비),도루저지율(수비),연봉,WAR,FA여부,뉴스개수(연도별정규화),뉴스개수(누적정규화),수상횟수,누적타석,포지션 엔트로피,출생연도,출생월,출생일,나이,팀명_KIA,팀명_KT,팀명_LG,팀명_NC,팀명_SK,팀명_두산,팀명_롯데,팀명_삼성,팀명_우리/히어로즈/넥센/키움,팀명_한화,팀명_현대,포지션(수비)_1루수,포지션(수비)_2루수,포지션(수비)_3루수,포지션(수비)_수비기록없음,포지션(수비)_우익수,포지션(수비)_유격수,포지션(수비)_좌익수,포지션(수비)_중견수,포지션(수비)_포수
2008,2020,0.279,143,628,562,95,157,34,1,26,271,96,3,3,52,0,8,79,21,0.482,0.347,0.829,42,0.272,0.667,61,174,155,10,3.73,0.203,87.0,0.277,143,10,5,5,50.0,5,0,139,136,1154.6666666666667,5,0,274,9,0,0,0,0,0.983,0.0,85000,3.115,1,0.153846154,1.401793433,0,5080,0.0,1986,2,25,35,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2004,2016,0.307,126,506,427,77,131,20,0,32,247,104,2,4,56,2,16,95,18,0.578,0.404,0.982,39,0.354,0.0,52,98,107,9,4.14,0.272,92.1,0.326,126,2,2,0,100.0,3,0,114,111,891.0,15,0,54,153,11,0,0,0,0.932,0.0,240000,3.854,1,0.58892922,2.832248511,1,4505,0.0,1985,6,22,32,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2004,2020,0.306,123,448,356,58,109,15,0,14,166,63,2,4,75,2,10,62,11,0.466,0.436,0.902,20,0.327,0.533,29,95,94,8,4.24,0.16,74.1,0.313,123,1,0,1,0.0,5,0,109,103,825.6666666666666,14,0,76,139,17,0,0,0,0.939,0.0,113333,3.961,1,0.157264957,3.36791774,0,6154,0.0,1985,6,22,36,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1992,2004,0.282,132,587,514,78,145,25,0,8,194,59,13,4,47,0,9,55,10,0.377,0.35,0.727,41,0.266,0.0,33,185,133,0,3.94,0.095,69.8,0.252,132,9,7,2,77.8,0,0,132,130,1131.3333333333333,9,0,266,362,64,0,0,0,0.986,0.0,55000,2.953,1,1.0,1.067060696,1,1652,0.0,1973,7,27,32,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2002,2017,0.342,142,629,514,98,176,36,3,26,296,120,0,8,96,8,11,82,15,0.576,0.45,1.026,54,0.368,0.0,65,110,154,13,3.99,0.233,123.7,0.347,142,1,0,1,0.0,3,0,115,114,916.6666666666666,4,0,196,7,0,0,0,0,0.981,0.0,250000,6.674,1,0.451256898,3.702348077,1,5487,0.0,1983,12,16,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2000,2013,0.304,47,195,168,24,51,9,4,0,68,28,7,1,15,1,4,18,4,0.405,0.372,0.777,16,0.353,0.0,13,52,48,0,3.76,0.101,27.7,0.269,47,26,23,3,88.5,0,0,48,44,371.3333333333333,1,0,128,9,6,0,0,0,0.9907773788150808,0.0,125000,1.322,1,0.155073389,1.270791243,0,3867,0.5183857945972224,1981,3,25,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2000,2018,0.34,121,471,429,71,146,23,0,18,223,93,2,10,23,5,7,57,15,0.52,0.375,0.895,42,0.361,0.333,41,108,128,8,3.3,0.179,78.2,0.299,121,9,8,1,88.9,2,0,116,100,827.0,3,0,753,31,76,0,0,0,0.9962708585247884,0.0,90000,2.328,1,0.0749601276,1.846479112,0,6190,0.3573366375271184,1981,3,25,38,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2008,2020,0.33,85,351,303,42,100,19,0,1,122,37,1,5,40,0,2,43,12,0.403,0.406,0.809,22,0.345,0.2,20,100,65,7,4.04,0.073,48.1,0.283,85,2,1,1,50.0,3,0,79,78,621.3333333333334,3,0,157,213,66,0,0,0,0.992,0.0,100000,2.635,1,0.153846154,1.830922361,0,4108,0.0,1989,12,18,32,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2008,2017,0.301,137,551,459,85,138,20,3,27,245,94,0,7,62,0,23,105,10,0.534,0.405,0.939,37,0.294,0.222,50,91,132,6,3.93,0.233,98.3,0.316,137,2,1,1,50.0,4,2,28,14,132.66666666666666,1,0,25,0,0,0,0,0,0.962,0.0,100000,3.457,1,0.183323115,2.129623459,0,4288,0.0,1985,5,19,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2004,2014,0.229,98,360,310,37,71,14,2,16,137,40,0,4,33,3,13,92,6,0.442,0.325,0.767,19,0.169,0.2,32,51,100,1,3.91,0.213,46.6,0.257,98,3,1,2,33.3,3,0,91,87,691.3333333333334,3,1,508,48,8,6,46,22,0.995,32.4,187500,1.684,1,0.216993132,2.580483711,0,4162,0.0,1985,8,18,30,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2004,2018,0.269,129,477,427,46,115,14,0,22,195,71,0,7,29,5,14,96,11,0.457,0.331,0.788,32,0.225,0.273,36,122,101,10,3.68,0.187,65.1,0.263,129,0,0,0,0.0,4,0,109,106,857.6666666666666,8,1,753,35,7,4,63,20,0.99,24.1,200000,1.992,1,0.1158958,3.61478947,0,6070,0.0,1985,8,18,34,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1997,2014,0.251,62,207,195,23,49,6,0,2,61,25,2,0,8,0,2,21,5,0.313,0.288,0.601,11,0.263,0.267,8,63,62,4,3.51,0.062,15.9,0.208,62,2,1,1,50.0,0,0,32,21,176.0,0,0,39,3,0,0,0,0,1.0,0.0,85000,-0.579,1,0.109641313,2.243697843,0,4249,0.0505569335767431,1974,10,25,41,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2002,2018,0.275,122,349,316,42,87,19,1,6,126,41,9,6,18,0,0,45,9,0.399,0.309,0.708,23,0.274,0.25,26,80,110,2,3.73,0.123,38.5,0.239,122,4,3,1,75.0,1,0,115,83,735.3333333333334,13,0,111,237,46,0,0,0,0.963452855847688,0.0,33333,0.357,1,0.0271132376,0.508142678,0,2685,0.0953326699306712,1983,7,5,36,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1994,2005,0.275,124,528,433,77,119,14,0,28,217,87,0,2,89,4,4,116,12,0.501,0.402,0.903,38,0.263,1.0,42,83,117,0,4.22,0.226,87.2,0.306,124,5,3,2,60.0,0,0,88,84,659.0,1,0,84,1,1,0,0,0,0.9885644916540212,0.0,150000,4.885,1,1.0,2.357346477,0,2161,0.0,1975,5,5,31,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1991,2009,0.2,12,16,15,2,3,0,0,0,3,0,0,0,1,1,0,3,1,0.2,0.25,0.45,1,0.0,0.25,0,6,3,0,3.13,0.0,0.3,0.163,12,0,0,0,0.0,0,0,7,2,24.0,1,0,2,7,2,0,0,0,0.9166666666666666,0.0,17000,-0.135,1,0.00106951872,0.224438323,0,2443,0.9182958340544896,1973,1,28,37,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1995,2005,0.254,94,309,252,34,64,9,0,12,109,39,3,4,43,3,7,50,6,0.433,0.373,0.806,11,0.253,0.143,21,63,79,0,4.21,0.179,44.3,0.276,94,4,3,1,75.0,0,0,59,56,464.6666666666667,2,0,104,5,1,0,0,0,0.982,0.0,60000,1.829,1,0.0484581498,0.374394591,0,1563,0.0,1972,10,18,34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1999,2009,0.371,119,487,426,71,158,33,0,12,227,64,0,7,49,1,5,55,15,0.533,0.435,0.968,46,0.352,0.0,45,102,118,0,3.72,0.162,89.0,0.329,119,12,9,3,75.0,0,0,4,1,13.0,0,0,11,1,2,0,0,0,1.0,0.0,27900,4.19,1,0.206417112,1.983857948,1,3377,0.0,1977,2,28,33,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1999,2013,0.299,127,538,469,61,140,21,0,15,206,72,3,3,57,0,6,93,15,0.439,0.379,0.818,38,0.297,0.333,36,131,108,0,3.94,0.141,75.4,0.28,127,8,5,3,62.5,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,77500,2.6,1,0.147415444,2.694343928,0,5391,0.0,1977,2,28,37,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2000,2015,0.28,126,350,300,27,84,13,1,1,102,30,16,1,30,0,3,84,10,0.34,0.35,0.69,20,0.31,0.0,15,82,51,3,3.91,0.06,35.3,0.243,126,3,3,0,100.0,9,0,136,97,807.3333333333334,8,0,142,291,67,0,0,0,0.9819413707679604,0.0,28500,-0.642,1,0.0253450439,0.937448871,0,3325,0.3247637957537665,1981,6,4,35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1998,2013,0.273,91,161,139,10,38,7,0,0,45,9,3,0,16,0,3,14,4,0.324,0.361,0.685,8,0.275,0.211,7,55,32,0,3.55,0.05,16.8,0.243,91,2,2,0,100.0,0,0,77,31,345.33333333333337,5,0,31,72,6,0,0,0,0.9548976833976832,0.0,35000,0.273,1,0.0287172942,0.658083062,0,3042,0.7810532719382182,1980,2,21,34,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1997,2007,0.246,122,427,362,28,89,12,0,5,116,39,5,4,49,2,7,38,9,0.32,0.344,0.664,26,0.227,0.0,17,114,125,0,3.99,0.075,43.5,0.235,122,1,0,1,0.0,0,0,120,120,923.6666666666666,4,0,599,61,11,8,61,35,0.994,36.49999999999999,86667,2.245,1,0.112227806,0.956112198,0,2734,0.0,1974,5,8,34,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1997,2012,0.307,114,349,313,27,96,15,1,6,131,57,10,2,17,1,7,46,6,0.419,0.354,0.773,27,0.413,0.071,22,86,87,0,3.86,0.112,44.6,0.264,114,0,0,0,0.0,0,0,105,84,708.0,3,0,537,43,7,4,70,24,0.995,25.5,60000,3.102,1,0.0906210393,1.368236138,0,4212,0.0,1974,5,8,39,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1995,2014,0.118,8,21,17,0,2,1,0,0,3,2,2,1,1,0,0,5,1,0.176,0.158,0.334,0,0.0,0.0,1,5,6,0,3.67,0.059,0.3,0.115,8,0,0,0,0.0,0,0,8,6,51.0,1,0,5,18,0,0,0,0,0.958,0.0,10000,-0.256,1,0.00534215212,0.318308655,0,2810,0.0,1976,11,19,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2002,2019,0.264,122,486,454,50,120,21,0,7,162,51,3,5,21,0,3,91,18,0.357,0.298,0.655,35,0.261,0.333,28,128,120,2,3.39,0.093,44.7,0.223,122,10,8,2,80.0,5,0,120,115,974.0,16,0,79,218,33,0,0,0,0.949,0.0,40000,1.075,1,0.0963425513,0.685106959,0,3590,0.0,1983,6,24,37,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1996,2010,0.243,107,354,300,25,73,11,0,4,96,39,14,2,34,0,4,43,11,0.32,0.326,0.646,17,0.255,0.4,15,107,79,0,3.86,0.077,31.6,0.227,107,3,1,2,33.3,0,0,97,86,730.0,11,3,600,35,9,2,102,22,0.983,17.7,102500,0.965,1,0.0280811232,0.586628308,0,3303,0.0,1977,10,27,34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2008,2019,0.305,101,386,341,49,104,21,2,10,159,55,0,11,31,1,3,62,8,0.466,0.358,0.824,30,0.261,0.625,33,75,111,8,3.57,0.161,57.8,0.278,101,5,3,2,60.0,1,0,71,63,545.0,5,0,489,39,56,0,0,0,0.991,0.0,56667,2.024,1,0.0544157003,0.686828226,0,2897,0.0,1985,5,8,35,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1995,2004,0.257,92,340,292,37,75,11,1,3,97,29,6,1,38,1,3,38,4,0.332,0.347,0.679,20,0.302,0.0,15,91,89,0,3.98,0.075,39.1,0.239,92,29,24,5,82.8,0,0,79,68,560.6666666666666,0,0,156,7,2,0,0,0,1.0,0.0,67667,1.615,1,0.613138686,0.816897116,0,1116,0.0,1977,1,20,28,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2004,2019,0.231,45,129,117,10,27,6,0,6,51,19,0,1,9,0,2,28,3,0.436,0.295,0.731,7,0.158,0.143,12,28,35,3,4.03,0.205,15.1,0.242,45,0,0,0,0.0,1,0,44,36,267.0,0,0,68,0,0,0,0,0,1.0,0.0,20000,0.292,1,0.0615521855,1.419235994,0,3632,0.0,1985,8,17,35,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2000,2016,0.225,62,246,222,29,50,5,0,11,88,32,0,2,20,0,2,48,10,0.396,0.293,0.689,10,0.233,0.0,16,74,52,0,3.94,0.171,24.8,0.231,62,1,0,1,0.0,3,0,56,53,435.6666666666667,9,0,418,35,56,0,0,0,0.981,0.0,42500,-0.361,1,0.310344828,1.998058365,0,3833,0.0,1980,11,12,37,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2006,2019,0.268,139,502,451,33,121,19,0,12,176,75,1,7,34,2,9,59,16,0.39,0.327,0.717,29,0.303,0.364,31,137,141,10,3.57,0.122,57.1,0.245,139,1,1,0,100.0,3,1,136,121,1041.0,6,0,889,58,4,3,84,19,0.994,18.4,172500,2.626,1,0.190900981,1.504763547,0,3580,0.0,1988,2,24,32,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2000,2016,0.277,125,468,422,59,117,17,3,18,194,59,2,4,35,0,5,99,7,0.46,0.337,0.797,34,0.243,0.429,38,101,109,5,3.81,0.182,65.8,0.267,125,4,4,0,100.0,2,0,122,108,931.3333333333334,6,0,948,91,91,0,0,0,0.9940858983536148,0.0,75000,1.811,1,0.0707803993,1.208271824,0,4287,0.1060494611144222,1981,7,21,36,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2000,2011,0.302,101,405,318,63,96,21,0,17,168,77,0,5,75,3,7,56,8,0.528,0.44,0.968,26,0.316,0.0,38,75,96,0,4.2,0.226,75.0,0.33,101,2,2,0,100.0,0,0,87,85,688.0,3,0,70,163,21,0,0,0,0.9871322674418606,0.0,120000,5.537,1,0.394923259,2.349237842,0,4181,0.0819472150354937,1981,11,25,31,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2000,2016,0.31,138,560,484,93,150,23,0,33,272,108,0,7,60,7,9,57,15,0.562,0.391,0.953,43,0.314,0.333,56,104,180,11,3.8,0.252,100.3,0.316,138,2,1,1,50.0,5,0,130,128,1038.6666666666667,11,0,70,215,30,0,0,0,0.963,0.0,90000,4.629,1,0.227767695,2.947396357,0,6348,0.0,1981,11,25,36,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2001,2014,0.16,15,28,25,1,4,0,0,0,4,2,0,0,2,0,1,5,2,0.16,0.25,0.41,0,0.111,0.5,0,9,7,1,4.07,0.0,0.4,0.153,15,0,0,0,0.0,0,0,14,5,64.0,1,0,8,22,4,0,0,0,0.96878125,0.0,50000,0.009,1,0.0213686085,0.919619655,0,3021,1.2397456953918105,1981,8,21,34,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1995,2007,0.232,116,378,314,40,73,12,0,2,91,22,21,3,34,0,6,68,6,0.29,0.317,0.607,18,0.183,0.0,14,107,69,0,3.94,0.057,32.9,0.215,116,24,17,7,70.8,0,0,133,96,843.3333333333333,17,0,105,264,34,0,0,0,0.9569411067193676,0.0,28000,0.502,1,0.0653266332,0.221017954,0,1197,1.135688589313348,1972,9,7,36,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1999,2012,0.243,66,148,136,16,33,4,2,2,47,14,3,1,8,0,0,25,7,0.346,0.283,0.629,6,0.206,0.2,8,41,38,0,3.91,0.103,11.6,0.214,66,6,4,2,66.7,0,0,57,35,354.6666666666667,1,0,77,2,2,0,0,0,0.9875789473684212,0.0,25000,0.131,1,0.0247148289,0.310874911,0,2080,0.0,1976,4,8,37,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1995,2016,0.303,142,623,542,91,164,32,2,27,281,118,0,8,65,1,8,89,7,0.518,0.38,0.898,47,0.33,0.5,61,130,167,13,3.86,0.216,106.1,0.301,142,7,5,2,71.4,3,0,4,4,36.333333333333336,0,0,34,7,3,0,0,0,1.0,0.0,180000,2.664,1,1.0,5.038382282,0,3945,0.0,1976,8,18,41,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1999,2012,0.278,103,390,345,40,96,14,0,3,119,33,14,2,28,0,1,58,7,0.345,0.332,0.677,31,0.269,0.2,17,93,100,0,3.78,0.067,39.9,0.236,103,7,5,2,71.4,0,0,103,90,740.0,3,0,231,228,51,0,0,0,0.9942468468468468,0.0,37500,1.656,1,0.0766793409,0.576341434,0,3049,0.4476176059743865,1976,12,23,37,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1993,2002,0.276,132,437,391,60,108,23,2,14,177,50,0,1,39,3,5,56,9,0.453,0.349,0.802,27,0.237,0.214,39,107,121,0,3.73,0.176,58.5,0.27,132,5,2,3,40.0,0,0,124,117,813.0,3,0,147,9,3,0,0,0,0.9808528085280852,0.0,68000,2.366,1,0.179245283,0.179245283,0,437,0.0136787465937866,1969,5,26,34,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1993,2006,0.303,126,533,413,63,125,31,1,13,197,81,1,7,103,10,9,43,11,0.477,0.445,0.922,33,0.375,0.75,45,133,119,0,3.91,0.174,91.5,0.32,126,19,12,7,63.2,0,0,24,21,164.66666666666669,1,0,94,4,4,0,0,0,0.995323886639676,0.0,75000,5.446,1,0.263456091,1.524088564,1,2568,0.9203149580050272,1969,5,26,38,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2009,2020,0.3,141,591,527,95,158,41,7,10,243,71,5,5,45,1,9,116,4,0.461,0.362,0.823,41,0.293,0.333,58,123,135,3,4.1,0.161,86.9,0.278,141,28,20,8,71.4,9,1,141,136,1142.0,15,0,184,405,100,0,0,0,0.975,0.0,100000,5.454,1,0.568376068,2.998806513,0,5308,0.0,1990,3,12,31,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1999,2009,0.301,121,494,419,62,126,19,2,10,179,70,8,4,59,2,4,46,10,0.427,0.389,0.816,36,0.338,0.5,31,137,114,0,3.87,0.126,71.2,0.282,121,5,5,0,100.0,0,0,118,112,950.6666666666666,7,0,76,210,24,0,0,0,0.976,0.0,35000,3.387,1,0.231016043,0.84708439,0,3715,0.0,1980,6,27,30,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1999,2013,0.312,121,477,407,64,127,22,1,9,178,62,0,4,59,0,7,58,12,0.437,0.405,0.842,33,0.299,0.167,32,120,106,0,3.95,0.125,71.6,0.292,121,19,13,6,68.4,0,0,116,109,910.3333333333334,14,0,68,187,24,0,0,0,0.9469586232149396,0.0,85000,4.657,1,0.110402042,1.248465296,0,5542,0.0123864008745823,1980,6,27,34,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1999,2017,0.312,115,321,276,32,86,14,0,6,118,30,1,2,36,2,6,49,4,0.428,0.4,0.828,23,0.222,0.296,20,68,75,3,3.96,0.116,47.4,0.287,115,7,4,3,57.1,3,0,76,56,439.3333333333333,5,0,397,26,43,0,0,0,0.988,0.0,70000,1.258,1,0.144083384,1.667134461,0,7176,0.0,1980,6,27,38,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1993,2004,0.281,124,519,437,54,123,16,0,11,172,71,1,11,56,4,14,68,19,0.394,0.373,0.767,29,0.289,0.667,27,126,131,0,3.55,0.112,66.8,0.266,124,7,4,3,57.1,0,0,68,62,524.3333333333334,2,0,521,42,61,0,0,0,0.996,0.0,70000,1.468,1,0.124087591,0.440864131,0,1688,0.0,1970,8,14,35,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1991,2006,0.188,98,167,154,24,29,2,3,0,37,11,3,0,8,0,2,32,2,0.24,0.238,0.478,7,0.256,0.0,5,52,41,0,3.55,0.052,10.4,0.167,98,17,16,1,94.1,0,0,89,30,371.6666666666667,1,0,72,5,0,0,0,0,0.9880538116591928,0.0,20000,-0.297,1,0.00283286119,0.0429771678,0,1790,0.0,1972,6,12,35,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1991,2005,0.094,23,35,32,2,3,0,0,0,3,0,0,0,1,1,2,13,0,0.094,0.171,0.265,0,0.0,0.0,0,6,10,0,4.09,0.0,-0.3,0.1,23,0,0,0,0.0,0,0,15,4,50.0,1,0,12,0,0,0,0,0,0.92198,0.0,16333,-0.405,1,0.0,0.0937063223,0,664,0.0,1972,12,14,34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1997,2006,0.221,114,351,307,35,68,12,1,8,106,38,7,3,25,0,9,51,7,0.345,0.297,0.642,14,0.263,0.0,21,93,98,0,3.97,0.124,33.6,0.22,114,8,6,2,75.0,0,0,122,86,821.3333333333334,3,0,203,5,1,0,0,0,0.9856939935064936,0.0,10000,0.666,1,0.0297450425,0.215582398,0,1643,0.0,1973,7,3,34,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1991,2002,0.3,126,501,420,83,126,15,8,3,166,28,14,1,53,1,13,51,2,0.395,0.394,0.789,32,0.278,0.0,26,136,108,0,3.94,0.095,70.3,0.276,126,37,26,11,70.3,0,0,124,118,971.6666666666666,3,0,161,6,1,0,0,0,0.9823859348198972,0.0,40000,3.234,1,0.0,0.0,0,501,0.0,1969,2,15,34,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1991,2006,0.287,109,346,303,37,87,10,1,1,102,26,16,0,25,0,2,28,3,0.337,0.345,0.682,17,0.377,0.222,12,107,81,0,3.67,0.05,37.6,0.24,109,27,20,7,74.1,0,0,67,62,472.3333333333333,2,0,75,2,0,0,0,0,0.975,0.0,28000,1.254,1,0.0764872521,0.448003737,0,2281,0.0,1969,2,15,38,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1991,2003,0.278,50,86,72,5,20,2,0,2,28,17,0,4,10,0,0,11,3,0.389,0.349,0.738,3,0.3,0.294,4,17,28,0,4.23,0.111,11.0,0.254,50,1,0,1,0.0,0,0,1,0,2.0,0,0,0,0,0,0,0,0,0.0,0.0,30000,0.352,1,0.016064257,0.0915359551,0,394,0.0,1969,1,27,35,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1991,2002,0.258,131,548,488,51,126,21,3,12,189,50,19,4,26,0,11,45,13,0.387,0.308,0.695,35,0.202,0.0,36,164,157,0,3.61,0.129,57.1,0.235,131,25,15,10,60.0,0,0,131,128,1085.0,16,0,186,349,54,0,0,0,0.970179723502304,0.0,25000,2.001,1,0.0471698113,0.0471698113,0,548,0.0755537086576868,1973,1,3,30,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1991,2006,0.211,121,428,375,41,79,17,0,5,111,27,17,1,31,0,4,54,18,0.296,0.277,0.573,17,0.167,0.0,22,126,117,0,3.8,0.085,28.2,0.199,121,14,11,3,78.6,0,0,121,114,993.0,16,0,189,382,59,0,0,0,0.973,0.0,35000,0.771,1,0.0467422096,0.327540512,0,2425,0.0,1973,1,3,34,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2005,2018,0.272,73,239,217,27,59,9,0,11,101,38,0,1,19,1,2,29,8,0.465,0.335,0.8,18,0.31,0.176,20,60,70,1,3.54,0.194,31.7,0.267,73,2,1,1,50.0,1,0,27,18,168.0,1,0,34,1,0,0,0,0,0.9619583333333334,0.0,42500,0.169,1,0.0196703881,1.468072354,0,3654,0.0,1986,7,25,33,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2003,2015,0.284,137,537,440,75,125,30,1,22,223,73,6,4,74,1,13,115,8,0.507,0.399,0.906,38,0.288,0.333,53,99,105,7,4.28,0.223,89.1,0.306,137,10,6,4,60.0,6,2,135,131,1079.0,6,0,311,347,101,0,0,0,0.988244670991659,0.0,45500,5.528,1,0.069510665,0.610216155,0,3594,0.0276122453053561,1984,3,31,32,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2003,2019,0.247,137,490,421,43,104,24,0,10,158,65,4,6,55,1,4,102,14,0.375,0.335,0.71,24,0.281,0.154,34,88,133,8,3.93,0.128,54.2,0.245,137,1,0,1,0.0,1,0,126,121,983.6666666666666,9,0,222,349,81,0,0,0,0.984,0.0,66667,2.986,1,0.118644068,0.967751622,0,5599,0.0,1984,3,31,36,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1993,2006,0.242,93,379,339,41,82,18,1,1,105,21,11,0,24,2,5,43,3,0.31,0.302,0.612,25,0.258,0.0,20,116,98,0,3.4,0.068,31.5,0.213,93,17,10,7,58.8,0,0,93,88,772.0,1,0,166,7,0,0,0,0,0.994,0.0,90000,0.793,1,0.19121813,1.454487641,0,2592,0.0,1970,8,15,37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2003,2015,0.25,101,268,232,35,58,10,2,9,99,36,5,2,20,1,9,87,5,0.427,0.331,0.758,11,0.322,0.364,21,47,42,4,3.92,0.177,33.1,0.256,101,2,1,1,50.0,0,1,79,49,415.6666666666666,2,0,92,4,1,0,0,0,0.9790625501202886,0.0,25000,0.578,1,0.0670012547,0.825795944,0,2781,0.0940844388326734,1984,7,13,32,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2003,2020,0.203,79,248,227,23,46,5,0,8,75,34,0,0,16,0,5,69,4,0.33,0.27,0.6,8,0.194,0.368,13,59,53,1,3.7,0.128,20.3,0.204,79,2,1,1,50.0,2,0,5,5,37.0,1,0,33,1,4,0,0,0,0.971,0.0,70000,-0.98,1,0.11965812,1.263417075,0,4570,0.0,1984,7,13,37,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2003,2016,0.272,122,484,416,68,113,18,1,5,148,58,3,6,54,1,5,82,10,0.356,0.358,0.714,25,0.33,0.667,24,119,108,6,4.08,0.084,55.5,0.25,122,23,13,10,56.5,3,1,124,112,955.6666666666666,16,0,222,313,78,0,0,0,0.9673003139169865,0.0,95000,1.762,1,0.229582577,1.563760165,0,3530,0.1212893373893656,1985,2,9,32,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
