선수명,ID,팀명,평균자책점,경기,승리,패배,세이브,홀드,승률,이닝,피안타,홈런,볼넷,사구,삼진,실점,자책점,이닝당_출루허용률,완투,완봉,퀄리티스타트,블론세이브,타자수,투구수,피안타율,2루타,3루타,희생번트,희생플라이,고의4구,폭투,보크,선발,선발승,구원승,종료,세이브기회,터프세이브,병살타,땅볼,뜬공,땅볼/뜬공,인플레이타구타율,투구수/경기,투구수/이닝,9이닝당 삼진,9이닝당 볼넷,삼진/볼넷,피출루율,피장타율,피OPS
김현욱,93453,삼성,2.00,63,8,2,0,13,0.800,85 2/3,63,7,19,5,73,23,19,0.96,0,0,0,0,336,1285,0.207,10,0,6,1,1,1,0,0,0,8,9,11,0,4,70,100,0.70,0.248,20.4,15.0,7.67,2.00,3.84,0.264,0.308,0.572
오상민,97815,삼성,2.79,47,4,1,3,9,0.800,58,49,6,14,2,45,19,18,1.09,0,0,0,0,232,936,0.232,10,0,5,0,0,0,0,0,0,4,9,12,1,4,53,64,0.83,0.269,19.9,16.1,6.98,2.17,3.21,0.286,0.365,0.651
권오준,99445,삼성,3.13,13,0,1,0,1,0.000,23,22,2,5,1,10,9,8,1.17,0,0,0,0,94,369,0.253,4,1,1,0,0,0,0,1,0,0,3,1,0,3,30,25,1.20,0.267,28.4,16.0,3.91,1.96,2.00,0.301,0.391,0.692
임창용,95657,삼성,3.55,28,13,3,1,0,0.813,147,141,15,44,15,85,63,58,1.26,1,1,14,0,618,2235,0.256,31,3,7,1,1,1,0,26,13,0,3,1,0,14,160,166,0.96,0.279,79.8,15.2,5.20,2.69,1.93,0.327,0.405,0.732
권오원,72454,삼성,3.68,4,0,0,0,0,-,7 1/3,7,1,2,0,6,3,3,1.23,0,0,0,0,29,99,0.269,1,0,0,1,0,0,0,0,0,0,1,0,0,1,7,7,1.00,0.300,24.8,13.5,7.36,2.45,3.00,0.310,0.423,0.733
김진웅,98451,삼성,4.05,32,9,11,1,0,0.450,153 1/3,151,19,70,5,99,75,69,1.44,0,0,11,0,672,2640,0.264,23,1,18,5,2,6,1,25,7,2,4,2,1,8,145,183,0.79,0.287,82.5,17.2,5.81,4.11,1.41,0.346,0.407,0.753
노장진,93728,삼성,4.12,53,9,10,21,1,0.474,83,73,8,48,5,87,40,38,1.46,0,0,0,0,364,1573,0.244,14,5,7,5,2,1,0,0,0,9,40,33,5,4,51,93,0.55,0.311,29.7,19.0,9.43,5.20,1.81,0.353,0.405,0.758
강영식,70615,삼성,4.22,38,1,2,0,6,0.333,42 2/3,40,3,25,0,40,20,20,1.52,0,0,0,0,193,805,0.245,11,0,5,0,1,2,0,4,0,1,5,4,0,2,40,43,0.93,0.308,21.2,18.9,8.44,5.27,1.60,0.346,0.368,0.714
배영수,70425,삼성,4.51,30,13,5,0,0,0.722,163 2/3,174,11,77,7,99,85,82,1.53,1,0,12,0,722,2803,0.281,38,4,10,8,0,12,1,30,13,0,1,0,0,11,172,183,0.94,0.315,93.4,17.1,5.44,4.23,1.29,0.362,0.408,0.770
정현욱,96462,삼성,4.59,43,4,5,1,3,0.444,86 1/3,91,6,32,2,77,47,44,1.42,0,0,0,0,373,1322,0.273,15,3,4,2,0,4,0,3,1,3,21,6,0,5,107,60,1.78,0.337,30.7,15.3,8.03,3.34,2.41,0.339,0.390,0.729
라이언,73424,삼성,5.02,15,1,3,1,0,0.250,57 1/3,65,5,16,3,28,33,32,1.41,0,0,2,0,250,959,0.290,11,0,5,2,0,1,0,10,1,0,4,2,0,7,66,67,0.99,0.311,63.9,16.7,4.40,2.51,1.75,0.343,0.406,0.749
전병호,96411,삼성,5.03,45,8,4,1,6,0.667,102,110,13,37,2,54,59,57,1.44,0,0,5,0,439,1532,0.283,23,5,10,1,5,1,0,15,7,1,3,6,0,8,127,99,1.28,0.300,34.0,15.0,4.76,3.26,1.46,0.347,0.468,0.815
권혁,72447,삼성,5.26,23,3,2,0,2,0.600,39 1/3,40,5,21,0,26,26,23,1.55,0,0,0,0,177,768,0.267,6,0,4,1,0,2,0,4,1,2,6,2,0,0,29,56,0.52,0.292,33.4,19.5,5.95,4.81,1.24,0.355,0.407,0.762
이준,71901,삼성,5.40,1,0,0,0,0,-,1 2/3,3,0,0,0,1,1,1,1.80,0,0,0,0,7,29,0.429,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0.50,0.500,29.0,17.4,5.40,0.00,-,0.429,0.571,1.000
라형진,99423,삼성,5.98,46,0,2,1,0,0.000,64 2/3,76,14,49,5,30,44,43,1.93,0,0,0,0,312,1180,0.302,12,1,5,1,2,3,0,7,0,0,9,10,0,8,72,75,0.96,0.297,25.7,18.2,4.18,6.82,0.61,0.423,0.524,0.947
이정호,71433,삼성,6.23,6,1,0,0,0,1.000,4 1/3,8,2,3,1,3,3,3,2.54,0,0,0,0,24,82,0.400,0,0,0,0,1,2,0,0,0,1,2,0,0,1,8,1,8.00,0.400,13.7,18.9,6.23,6.23,1.00,0.500,0.700,1.200
지승민,71715,삼성,6.23,12,0,0,0,0,-,13,22,4,4,2,10,9,9,2.00,0,0,0,0,64,258,0.393,5,1,1,1,1,0,0,0,0,0,3,0,0,2,10,15,0.67,0.419,21.5,19.8,6.92,2.77,2.50,0.444,0.732,1.176
노병오,72461,삼성,6.52,9,0,1,0,0,0.000,9 2/3,10,2,9,0,4,7,7,1.97,0,0,0,0,46,189,0.270,1,0,0,0,0,5,0,0,0,0,3,0,0,1,18,5,3.60,0.258,21.0,19.6,3.72,8.38,0.44,0.413,0.459,0.872
엘비라,72412,삼성,7.06,6,1,1,0,0,0.500,21 2/3,20,3,13,3,21,17,17,1.52,0,0,1,0,100,417,0.244,4,0,2,0,0,2,1,6,1,0,0,0,0,0,16,25,0.64,0.293,69.5,19.2,8.72,5.40,1.62,0.367,0.402,0.769
안지만,72463,삼성,7.89,14,1,0,0,0,1.000,21 2/3,31,6,6,3,11,19,19,1.71,0,0,0,0,102,393,0.344,3,0,3,0,0,3,0,1,0,1,5,0,0,2,22,26,0.85,0.342,28.1,18.1,4.57,2.49,1.83,0.404,0.578,0.982
문남열,98469,삼성,9.00,1,0,0,0,0,-,1,2,1,0,0,1,1,1,2.00,0,0,0,0,4,16,0.500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,-,0.500,16.0,16.0,9.00,0.00,-,0.500,1.250,1.750
임동규,73413,삼성,13.50,2,0,0,0,0,-,2,4,2,1,0,2,3,3,2.50,0,0,0,0,11,30,0.500,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,2,0.50,0.400,15.0,15.0,9.00,4.50,2.00,0.500,1.375,1.875
김문수,73419,삼성,15.43,2,0,0,0,0,-,2 1/3,9,0,1,0,1,11,4,4.29,0,0,0,0,19,66,0.529,1,0,1,0,0,0,0,1,0,0,1,0,0,0,6,1,6.00,0.563,33.0,28.3,3.86,3.86,1.00,0.556,0.588,1.144
