선수명,ID,팀명,평균자책점,경기,승리,패배,세이브,홀드,승률,이닝,피안타,홈런,볼넷,사구,삼진,실점,자책점,이닝당_출루허용률,완투,완봉,퀄리티스타트,블론세이브,타자수,투구수,피안타율,2루타,3루타,희생번트,희생플라이,고의4구,폭투,보크,선발,선발승,구원승,종료,세이브기회,터프세이브,병살타,땅볼,뜬공,땅볼/뜬공,인플레이타구타율,투구수/경기,투구수/이닝,9이닝당 삼진,9이닝당 볼넷,삼진/볼넷,피출루율,피장타율,피OPS
백준영,75427,삼성,0.00,1,0,0,0,0,-,1,0,0,0,0,1,0,0,0.00,0,0,0,0,3,12,0.000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1.00,0.000,12.0,12.0,9.00,0.00,-,0.000,0.000,0.000
오승환,75421,삼성,1.59,63,4,3,47,0,0.571,79 1/3,43,1,12,1,109,15,14,0.69,0,0,0,5,289,1212,0.160,11,0,4,3,0,2,0,0,0,4,58,52,1,3,40,80,0.50,0.259,19.2,15.3,12.37,1.36,9.08,0.196,0.212,0.408
권오준,99445,삼성,1.69,67,9,1,2,32,0.900,80,61,6,32,3,83,16,15,1.16,0,0,0,2,328,1295,0.213,7,0,4,2,5,1,0,0,0,9,5,26,0,3,76,69,1.10,0.275,19.3,16.2,9.34,3.60,2.59,0.296,0.300,0.596
브라운,76429,삼성,2.68,27,11,9,0,0,0.550,154 1/3,118,14,44,13,92,50,46,1.05,1,0,15,0,625,2391,0.214,18,3,11,6,1,3,0,26,11,0,1,0,0,9,158,189,0.84,0.231,88.6,15.5,5.37,2.57,2.09,0.285,0.334,0.619
배영수,70425,삼성,2.92,32,8,9,0,4,0.471,157 1/3,142,13,38,9,133,56,51,1.14,0,0,11,0,647,2451,0.245,30,1,17,4,2,1,0,25,7,1,0,4,0,10,174,134,1.30,0.295,76.6,15.6,7.61,2.17,3.50,0.300,0.368,0.668
정홍준,76418,삼성,2.92,24,2,1,0,0,0.667,52 1/3,44,2,30,4,40,17,17,1.41,0,0,0,0,227,1019,0.232,7,1,3,0,0,1,2,7,1,1,4,2,0,5,47,59,0.80,0.284,42.5,19.5,6.88,5.16,1.33,0.348,0.311,0.659
하리칼라,75443,삼성,3.33,23,12,7,0,0,0.632,135 1/3,131,14,26,6,70,60,50,1.16,0,0,13,0,552,1953,0.260,23,0,15,1,0,1,0,23,12,0,0,0,0,16,171,132,1.30,0.279,84.9,14.4,4.66,1.73,2.69,0.304,0.390,0.694
차우찬,76455,삼성,3.86,9,0,0,0,0,-,7,10,0,4,1,9,4,3,2.00,0,0,0,0,38,149,0.323,0,0,2,0,0,0,0,0,0,0,2,0,0,0,6,6,1.00,0.455,16.6,21.3,11.57,5.14,2.25,0.417,0.323,0.740
전병호,96411,삼성,3.90,35,10,8,0,2,0.556,134,146,10,47,5,65,69,58,1.44,0,0,7,0,584,2109,0.285,26,2,15,5,0,3,2,21,10,0,4,2,0,13,168,138,1.22,0.308,60.3,15.7,4.37,3.16,1.38,0.348,0.402,0.750
임동규,73413,삼성,3.91,34,8,7,0,3,0.533,138,136,20,41,8,59,69,60,1.28,0,0,10,0,588,2263,0.262,29,1,15,4,1,1,1,23,8,0,2,2,0,5,114,215,0.53,0.261,66.6,16.4,3.85,2.67,1.44,0.323,0.437,0.760
김효남,76454,삼성,4.35,21,1,0,0,0,1.000,20 2/3,22,2,11,1,11,12,10,1.60,0,0,0,0,94,332,0.272,5,0,1,0,0,0,0,0,0,1,11,0,0,2,32,16,2.00,0.294,15.8,16.1,4.79,4.79,1.00,0.366,0.407,0.773
강유삼,75458,삼성,4.50,1,0,0,0,0,-,4,10,1,0,0,1,5,2,2.50,0,0,0,0,23,78,0.435,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,9,0.33,0.429,78.0,19.5,2.25,0.00,-,0.435,0.565,1.000
권혁,72447,삼성,4.50,12,0,0,0,2,-,8,8,1,6,0,6,4,4,1.75,0,0,0,0,39,156,0.250,2,0,1,0,0,0,0,0,0,0,2,1,0,0,12,6,2.00,0.280,13.0,19.5,6.75,6.75,1.00,0.368,0.406,0.774
임창용,95657,삼성,4.50,1,1,0,0,0,1.000,2,3,0,1,0,0,1,1,2.00,0,0,0,0,9,31,0.375,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,3,0.67,0.375,31.0,15.5,0.00,4.50,0.00,0.444,0.375,0.819
오상민,97815,삼성,4.55,49,1,2,0,16,0.333,31 2/3,30,4,8,4,23,18,16,1.20,0,0,0,0,135,502,0.250,3,0,3,0,0,1,0,0,0,1,2,18,0,3,36,31,1.16,0.280,10.2,15.9,6.54,2.27,2.88,0.318,0.375,0.693
강영식,70615,삼성,4.65,30,1,0,0,1,1.000,31,21,1,23,3,35,19,16,1.42,0,0,0,0,136,612,0.196,4,1,3,0,0,2,0,0,0,1,13,0,0,3,24,27,0.89,0.282,20.4,19.7,10.16,6.68,1.52,0.353,0.280,0.633
박석진,95459,삼성,4.84,26,3,1,0,2,0.750,22 1/3,37,2,4,3,11,13,12,1.84,0,0,0,2,107,395,0.378,5,1,1,1,0,0,0,0,0,3,5,6,0,3,31,20,1.55,0.407,15.2,17.7,4.43,1.61,2.75,0.415,0.510,0.925
채형직,74453,삼성,4.99,26,1,1,0,1,0.500,30 2/3,32,4,19,0,19,17,17,1.66,0,0,0,0,134,506,0.283,7,0,2,0,0,0,1,1,0,1,6,0,0,5,27,35,0.77,0.311,19.5,16.5,5.58,5.58,1.00,0.386,0.451,0.837
조현근,75268,삼성,6.75,5,0,0,0,0,-,2 2/3,10,0,0,0,0,4,2,3.75,0,0,0,0,19,59,0.588,3,0,2,0,0,0,1,0,0,0,1,1,0,0,1,6,0.17,0.588,11.8,22.1,0.00,0.00,-,0.588,0.765,1.353
