선수명,ID,팀명,평균자책점,경기,승리,패배,세이브,홀드,승률,이닝,피안타,홈런,볼넷,사구,삼진,실점,자책점,이닝당_출루허용률,완투,완봉,퀄리티스타트,블론세이브,타자수,투구수,피안타율,2루타,3루타,희생번트,희생플라이,고의4구,폭투,보크,선발,선발승,구원승,종료,세이브기회,터프세이브,병살타,땅볼,뜬공,땅볼/뜬공,인플레이타구타율,투구수/경기,투구수/이닝,9이닝당 삼진,9이닝당 볼넷,삼진/볼넷,피출루율,피장타율,피OPS
오승환,75421,삼성,1.74,48,4,1,28,0,0.800,51 2/3,33,4,10,2,54,13,10,0.83,0,0,0,2,196,825,0.180,7,1,1,0,0,0,0,0,0,4,46,30,2,3,40,56,0.71,0.232,17.2,16.0,9.41,1.74,5.40,0.231,0.295,0.526
신용운,72649,삼성,2.03,44,2,0,0,2,1.000,40,26,5,16,0,36,9,9,1.05,0,0,0,0,156,611,0.191,1,0,2,2,1,1,0,0,0,2,10,5,0,2,40,36,1.11,0.216,13.9,15.3,8.10,3.60,2.25,0.273,0.309,0.582
심창민,61411,삼성,2.68,50,1,0,2,14,1.000,50 1/3,35,3,19,4,57,15,15,1.07,0,0,0,2,201,833,0.200,6,0,2,1,2,1,1,0,0,1,7,20,0,5,34,50,0.68,0.276,16.7,16.5,10.19,3.40,3.00,0.291,0.286,0.577
안지만,72463,삼성,3.11,54,6,2,0,22,0.750,63 2/3,46,3,23,3,60,23,22,1.08,0,0,0,3,254,1032,0.205,8,1,2,2,2,5,0,0,0,6,13,24,0,5,58,62,0.94,0.264,19.1,16.2,8.48,3.25,2.61,0.286,0.290,0.576
차우찬,76455,삼성,3.26,43,10,7,0,3,0.588,121 1/3,100,6,67,6,111,48,44,1.38,0,0,8,0,518,2093,0.232,21,1,11,3,1,10,0,12,5,5,3,6,0,13,116,107,1.08,0.297,48.7,17.3,8.23,4.97,1.66,0.341,0.327,0.668
윤성환,74454,삼성,3.27,27,13,8,0,0,0.619,170 2/3,167,16,37,4,122,69,62,1.20,1,1,17,0,702,2749,0.259,40,2,9,6,0,4,0,27,13,0,1,0,0,14,168,195,0.86,0.294,101.8,16.1,6.43,1.95,3.30,0.300,0.401,0.701
이우선,79442,삼성,3.27,10,0,1,0,0,0.000,11,11,0,5,1,2,4,4,1.45,0,0,0,0,49,160,0.262,2,0,0,1,0,1,0,0,0,0,7,0,0,0,16,14,1.14,0.268,16.0,14.5,1.64,4.09,0.40,0.347,0.310,0.657
김현우,60457,삼성,3.46,10,0,0,0,0,-,13,11,2,6,0,18,5,5,1.31,0,0,0,0,55,235,0.224,2,0,0,0,0,0,0,0,0,0,2,0,0,1,10,10,1.00,0.310,23.5,18.1,12.46,4.15,3.00,0.309,0.388,0.697
밴덴헐크,63432,삼성,3.95,24,7,9,0,0,0.438,143 2/3,127,11,48,11,137,67,63,1.22,0,0,15,0,612,2414,0.238,21,3,16,4,2,3,0,24,7,0,0,0,0,7,130,143,0.91,0.298,100.6,16.8,8.58,3.01,2.85,0.312,0.351,0.663
권혁,72447,삼성,3.96,52,0,1,0,3,0.000,36 1/3,35,5,16,1,41,17,16,1.40,0,0,0,0,158,625,0.248,5,1,0,0,0,1,0,0,0,0,12,8,0,2,28,37,0.76,0.316,12.0,17.2,10.16,3.96,2.56,0.329,0.404,0.733
